osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref
6926622,South Douglas Street,residential,False,True,107.127,,"LINESTRING (-90.1361653 42.9599866, -90.1361719 42.9590232)",
6928585,North Douglas Street,residential,False,False,127.938,,"LINESTRING (-90.1361653 42.9599866, -90.1361481 42.9611371)",
6914345,West Division Street,tertiary,False,False,227.662,25 mph,"LINESTRING (-90.1361653 42.9599866, -90.1340889 42.9599659, -90.1340217 42.9599665, -90.1338997 42.9599676, -90.1333679 42.9599722)",
6923846,North Level Street,residential,False,False,127.586,,"LINESTRING (-90.1333679 42.9599722, -90.1333729 42.9611196)",
6914345,West Division Street,tertiary,False,False,106.172,25 mph,"LINESTRING (-90.1333679 42.9599722, -90.1327855 42.9599778, -90.1320633 42.9599848)",
6914345,West Division Street,tertiary,False,True,227.66200000000003,25 mph,"LINESTRING (-90.1333679 42.9599722, -90.1338997 42.9599676, -90.1340217 42.9599665, -90.1340889 42.9599659, -90.1361653 42.9599866)",
6915650,South Level Street,residential,False,True,106.873,,"LINESTRING (-90.1333679 42.9599722, -90.1333722 42.9594737, -90.1333958 42.9590114)",
6914345,West Division Street,tertiary,False,False,61.366,25 mph,"LINESTRING (-90.1320633 42.9599848, -90.1313092 42.9599818)",
6914345,West Division Street,tertiary,False,True,106.172,25 mph,"LINESTRING (-90.1320633 42.9599848, -90.1327855 42.9599778, -90.1333679 42.9599722)",
6921221,South Main Street,residential,False,True,109.43,,"LINESTRING (-90.1320633 42.9599848, -90.1320824 42.9596627, -90.1320929 42.9594872, -90.1321217 42.9590016)",
6921488,North Main Street,residential,False,False,121.173,,"LINESTRING (-90.1320633 42.9599848, -90.1320308 42.9605662, -90.1320141 42.9610739)",
6914528,South Rogers Street,residential,False,False,158.473,,"LINESTRING (-90.1255882 42.9585346, -90.1256088 42.9599597)",
6921918,East Fountain Street,residential,False,False,79.711,,"LINESTRING (-90.1255882 42.9585346, -90.1259009 42.9586681, -90.1264545 42.9588683)",
6925360,Rogers Street,residential,False,False,59.614,,"LINESTRING (-90.1255882 42.9585346, -90.1255659 42.9581192, -90.125565 42.9579988)",
6914528,South Rogers Street,residential,False,True,158.473,,"LINESTRING (-90.1256088 42.9599597, -90.1255882 42.9585346)",
37144659,State Highway 191,secondary,False,False,18.863,,"LINESTRING (-90.1256088 42.9599597, -90.1258406 42.9599597)",WI 191
6914785,East Walnut Street,residential,False,False,78.96,,"LINESTRING (-90.1303997 42.9580221, -90.1294295 42.9580128)",
6917651,West Walnut Street,residential,False,False,74.217,,"LINESTRING (-90.1303997 42.9580221, -90.1313117 42.9580221)",
6925469,State Highway 23,primary,False,True,107.849,,"LINESTRING (-90.1303997 42.9580221, -90.1304059 42.9570522)",WI 23
6915923,South Iowa Street,primary,False,False,106.614,,"LINESTRING (-90.1303997 42.9580221, -90.130399 42.9586161, -90.1303989 42.9587601, -90.1303986 42.9589809)",WI 23
6914785,East Walnut Street,residential,False,False,76.334,,"LINESTRING (-90.1294295 42.9580128, -90.1284915 42.9580086)",
6914785,East Walnut Street,residential,False,True,78.96,,"LINESTRING (-90.1294295 42.9580128, -90.1303997 42.9580221)",
6919152,South Union Street,residential,False,False,108.25399999999999,,"LINESTRING (-90.1294295 42.9580128, -90.1294022 42.95876, -90.129394 42.958986)",
6919152,South Union Street,residential,False,True,106.16499999999999,,"LINESTRING (-90.1294295 42.9580128, -90.1294341 42.9574903, -90.129443 42.9570581)",
6914785,East Walnut Street,residential,False,False,94.293,,"LINESTRING (-90.1284915 42.9580086, -90.1273328 42.9580086)",
6914785,East Walnut Street,residential,False,True,76.334,,"LINESTRING (-90.1284915 42.9580086, -90.1294295 42.9580128)",
6916423,South Linn Street,residential,False,False,110.091,,"LINESTRING (-90.1284915 42.9580086, -90.1284756 42.9589986)",
