osmid,name,highway,oneway,reversed,length,geometry,ref,junction,tunnel,bridge,lanes
11772238,East Camplain Road,residential,False,True,17.312,"LINESTRING (-74.587085 40.541119, -74.587268 40.541049)",,,,,
11761363,,secondary_link,True,False,38.461999999999996,"LINESTRING (-74.587085 40.541119, -74.587225 40.541097, -74.58729 40.541097, -74.5873117 40.5411041, -74.587345 40.541115, -74.58738 40.541148, -74.587405 40.541192, -74.587424 40.541242)",,,,,
11772238,East Camplain Road,residential,False,False,62.873,"LINESTRING (-74.587085 40.541119, -74.5868096 40.5412272, -74.586419 40.541371)",,,,,
1030285474,South Main Street,secondary,False,True,9.194,"LINESTRING (-74.587424 40.541242, -74.58741 40.541324)",CR 533,,,,
1030285474,South Main Street,secondary,False,False,32.766999999999996,"LINESTRING (-74.587424 40.541242, -74.587451 40.541099, -74.587479 40.541026, -74.587518 40.540958)",CR 533,,,,
1134690344,West Camplain Road,tertiary,False,False,54.501,"LINESTRING (-74.587939 40.540799, -74.588516 40.54058)",,,,,
1134690344,West Camplain Road,tertiary,False,True,39.726,"LINESTRING (-74.587939 40.540799, -74.5876947 40.5408913, -74.587518 40.540958)",,,,,
1030285474,South Main Street,secondary,False,False,9.194,"LINESTRING (-74.58741 40.541324, -74.587424 40.541242)",CR 533,,,,
1030285474,South Main Street,secondary,False,True,29.088,"LINESTRING (-74.58741 40.541324, -74.587372 40.541584)",CR 533,,,,
11761365,,secondary_link,True,False,75.13,"LINESTRING (-74.58741 40.541324, -74.587511 40.54115, -74.587572 40.541061, -74.587632 40.540997, -74.587667 40.5409705, -74.587719 40.540931, -74.58782 40.540866, -74.587939 40.540799)",,,,,
11772149,North Main Street,secondary,False,True,4.818,"LINESTRING (-74.586892 40.544781, -74.586899 40.544738)",CR 533,,,,
11762670,,secondary_link,True,False,149.70299999999997,"LINESTRING (-74.586892 40.544781, -74.586733 40.544901, -74.58666 40.544932, -74.586566 40.544948, -74.586327 40.544932, -74.586222 40.544932, -74.586137 40.544945, -74.5860894 40.5449549, -74.586007 40.544972, -74.585881 40.545015, -74.585808 40.545056, -74.585751 40.545108, -74.585715 40.545173, -74.585691 40.54524, -74.58567 40.54533, -74.5856702 40.5454659)",,jughandle,,,
11766898,View Street,residential,False,True,72.863,"LINESTRING (-74.584926 40.536752, -74.58559 40.53717)",,,,,
11764578,Boesel Avenue,residential,False,False,262.013,"LINESTRING (-74.584926 40.536752, -74.584066 40.537526, -74.582957 40.538572)",,,,,
11764578,Boesel Avenue,residential,False,False,146.529,"LINESTRING (-74.582957 40.538572, -74.581911 40.539623)",,,,,
11777670,South Arlington Street,residential,False,False,74.754,"LINESTRING (-74.582957 40.538572, -74.583637 40.539002)",,,,,
11764578,Boesel Avenue,residential,False,True,262.013,"LINESTRING (-74.582957 40.538572, -74.584066 40.537526, -74.584926 40.536752)",,,,,
11764578,Boesel Avenue,residential,False,True,146.529,"LINESTRING (-74.581911 40.539623, -74.582957 40.538572)",,,,,
268207650,South Bridge Street,residential,False,True,71.598,"LINESTRING (-74.581911 40.539623, -74.582576 40.540022)",,,,,
11772238,East Camplain Road,residential,False,True,53.036,"LINESTRING (-74.5827128 40.5426774, -74.583278 40.54247)",,,,,
11764609,North Park Street,residential,False,False,52.839,"LINESTRING (-74.5827128 40.5426774, -74.582657 40.5426338, -74.5822511 40.5423571)",,,,,
11772238,East Camplain Road,residential,False,False,117.152,"LINESTRING (-74.5827128 40.5426774, -74.582551 40.542739, -74.582326 40.542882, -74.582014 40.543142, -74.581731 40.543407)",,,,,
11764609,North Park Street,residential,False,True,52.839,"LINESTRING (-74.5822511 40.5423571, -74.582657 40.5426338, -74.5827128 40.5426774)",,,,,
1134690344,West Camplain Road,tertiary,False,True,20.221,"LINESTRING (-74.588734 40.540505, -74.588516 40.54058)",,,,,
11764793,Pope Street,residential,False,False,185.636,"LINESTRING (-74.588734 40.540505, -74.5887755 40.5404278, -74.589036 40.539944, -74.5895774 40.5389635)",,,,,
1134690344,West Camplain Road,tertiary,False,False,55.023,"LINESTRING (-74.588734 40.540505, -74.588833 40.540475, -74.58935 40.540345)",,,,,
11764793,Pope Street,residential,False,False,125.031,"LINESTRING (-74.5895774 40.5389635, -74.5899777 40.5381248, -74.5901088 40.537915)",,,,,
11764793,Pope Street,residential,False,True,185.636,"LINESTRING (-74.5895774 40.5389635, -74.589036 40.539944, -74.5887755 40.5404278, -74.588734 40.540505)",,,,,
1134690345,South 5th Avenue,residential,False,False,77.58200000000001,"LINESTRING (-74.5895774 40.5389635, -74.5894794 40.5389871, -74.5890992 40.5388676, -74.5888367 40.5387851, -74.588726 40.5387503)",,,,,
1134690345,South 5th Avenue,residential,False,True,143.268,"LINESTRING (-74.5895774 40.5389635, -74.5897071 40.5390392, -74.590164 40.5400942, -74.590186 40.540145)",,,,,
11772149,North Main Street,secondary,False,False,4.818,"LINESTRING (-74.586899 40.544738, -74.586892 40.544781)",CR 533,,,,
11764896,North Street,residential,False,False,100.66,"LINESTRING (-74.586899 40.544738, -74.5870419 40.5446988, -74.5880196 40.5444308)",,,,,
"[11779619, 11772149]","['South Main Street', 'North Main Street']",secondary,False,"[False, True]",96.422,"LINESTRING (-74.586899 40.544738, -74.5869588 40.544416, -74.5869812 40.544264, -74.587033 40.543877)",CR 533,,,,
1030285474,South Main Street,secondary,False,False,29.088,"LINESTRING (-74.587372 40.541584, -74.58741 40.541324)",CR 533,,,,
1030285474,South Main Street,secondary,False,True,104.596,"LINESTRING (-74.587372 40.541584, -74.5873584 40.5416874, -74.5873459 40.5417823, -74.587249 40.54252)",CR 533,,,,
11764902,Filak Avenue,residential,True,False,53.483,"LINESTRING (-74.587981 40.541453, -74.5875178 40.5415526, -74.587372 40.541584)",,,,,
11775275,South 2nd Avenue,residential,True,False,100.71499999999999,"LINESTRING (-74.587981 40.541453, -74.588126 40.5417824, -74.5881609 40.5418619, -74.5882157 40.5419863, -74.5882915 40.5421586, -74.5883373 40.5422627, -74.588359 40.542312)",,,,,
11764902,Filak Avenue,residential,True,False,73.6,"LINESTRING (-74.588807 40.541243, -74.5880882 40.5414258, -74.587981 40.541453)",,,,,
11767717,South 3rd Avenue,residential,False,False,77.72800000000001,"LINESTRING (-74.588807 40.541243, -74.5886886 40.5409866, -74.588632 40.540864, -74.588539 40.5406363, -74.588516 40.54058)",,,,,
11767717,South 3rd Avenue,residential,False,True,107.671,"LINESTRING (-74.588807 40.541243, -74.589126 40.542017, -74.5891896 40.5421228, -74.589212 40.54216)",,,,,
"[11765504, 11767878]","['Railroad Place', 'William Street']",residential,False,False,188.16299999999998,"LINESTRING (-74.5880579 40.5369438, -74.5879894 40.5370101, -74.5877048 40.5372853, -74.5873061 40.5376709, -74.5872733 40.5377172, -74.5872744 40.5377592, -74.5873374 40.5378117, -74.5873734 40.5378337, -74.587984 40.538159)",,,,,
"[11774890, 268206643, 268206644]",Kyle Street,residential,False,False,72.566,"LINESTRING (-74.5880579 40.5369438, -74.5879431 40.5368813, -74.5877609 40.5367702, -74.5873796 40.5365438)",,,yes,,
11774890,Kyle Street,residential,False,True,124.22999999999999,"LINESTRING (-74.5880579 40.5369438, -74.5884918 40.5371346, -74.5888021 40.5372711, -74.589211 40.537448, -74.5892434 40.5374617, -74.589338 40.537492)",,,,,
11765563,Gladys Avenue,residential,False,False,70.769,"LINESTRING (-74.587984 40.538159, -74.587448 40.538648)",,,,,
11767878,William Street,residential,False,False,84.25999999999999,"LINESTRING (-74.587984 40.538159, -74.5882814 40.5383059, -74.5884216 40.5383752, -74.5884556 40.538392, -74.5887413 40.5385331, -74.58882 40.538572)",,,,,
"[11765504, 11767878]","['Railroad Place', 'William Street']",residential,False,True,188.16299999999998,"LINESTRING (-74.587984 40.538159, -74.5873734 40.5378337, -74.5873374 40.5378117, -74.5872744 40.5377592, -74.5872733 40.5377172, -74.5873061 40.5376709, -74.5877048 40.5372853, -74.5879894 40.5370101, -74.5880579 40.5369438)",,,,,
11765563,Gladys Avenue,residential,False,False,73.765,"LINESTRING (-74.587448 40.538648, -74.586911 40.539171)",,,,,
11765563,Gladys Avenue,residential,False,True,70.769,"LINESTRING (-74.587448 40.538648, -74.587984 40.538159)",,,,,
11773923,Beekman Street,residential,True,False,106.976,"LINESTRING (-74.587448 40.538648, -74.588001 40.5389411, -74.588401 40.5391532, -74.5884863 40.5391984)",,,,,
11765563,Gladys Avenue,residential,False,False,76.525,"LINESTRING (-74.586911 40.539171, -74.586343 40.539707)",,,,,
11765563,Gladys Avenue,residential,False,True,73.765,"LINESTRING (-74.586911 40.539171, -74.587448 40.538648)",,,,,
576228550,Rosalie Street,residential,False,False,79.739,"LINESTRING (-74.586911 40.539171, -74.586135 40.538763)",,,,,
11765563,Gladys Avenue,residential,False,False,73.128,"LINESTRING (-74.586343 40.539707, -74.585795 40.540216)",,,,,
11765563,Gladys Avenue,residential,False,True,76.525,"LINESTRING (-74.586343 40.539707, -74.586911 40.539171)",,,,,
576230377,North Orchard Street,residential,False,False,70.376,"LINESTRING (-74.586343 40.539707, -74.585677 40.539327)",,,,,
11772007,North Orchard Street,residential,True,False,150.714,"LINESTRING (-74.586343 40.539707, -74.5872098 40.540197, -74.5873854 40.5402963, -74.5874077 40.5403089, -74.5876827 40.5404644, -74.587774 40.540516)",,,,,
11765563,Gladys Avenue,residential,False,False,72.42,"LINESTRING (-74.585795 40.540216, -74.585249 40.540718)",,,,,
11765563,Gladys Avenue,residential,False,True,73.128,"LINESTRING (-74.585795 40.540216, -74.586343 40.539707)",,,,,
576230383,North Arlington Street,residential,False,False,82.418,"LINESTRING (-74.585795 40.540216, -74.585017 40.539769)",,,,,
11765563,Gladys Avenue,residential,False,False,83.004,"LINESTRING (-74.585249 40.540718, -74.584601 40.541279)",,,,,
11765563,Gladys Avenue,residential,False,True,72.42,"LINESTRING (-74.585249 40.540718, -74.585795 40.540216)",,,,,
11775384,North Weiss Street,residential,True,False,122.666,"LINESTRING (-74.585249 40.540718, -74.586419 40.541371)",,,,,
576230390,North Weiss Street,residential,False,False,77.652,"LINESTRING (-74.585249 40.540718, -74.5846504 40.5403844, -74.584508 40.540305)",,,,,
11765563,Gladys Avenue,residential,False,True,83.004,"LINESTRING (-74.584601 40.541279, -74.585249 40.540718)",,,,,
"[11773936, 11774049, 268207650, 268207649]","['North Bridge Street', 'South Bridge Street']",residential,False,False,220.952,"LINESTRING (-74.584601 40.541279, -74.583816 40.5407928, -74.5836161 40.540673, -74.5834562 40.5405751, -74.582576 40.540022)",,,,yes,
11774049,North Bridge Street,residential,False,True,81.071,"LINESTRING (-74.584601 40.541279, -74.5852547 40.5417024, -74.5853321 40.5417511)",,,,,
11772238,East Camplain Road,residential,False,False,30.112,"LINESTRING (-74.5836 40.542354, -74.583278 40.54247)",,,,,
11766015,North Bank Street,residential,False,False,91.86800000000001,"LINESTRING (-74.5836 40.542354, -74.5835441 40.5423185, -74.582766 40.541824)",,,,,
11772238,East Camplain Road,residential,False,True,66.719,"LINESTRING (-74.5836 40.542354, -74.58387 40.542253, -74.584317 40.542103)",,,,,
11766015,North Bank Street,residential,False,True,91.86800000000001,"LINESTRING (-74.582766 40.541824, -74.5835441 40.5423185, -74.5836 40.542354)",,,,,
11766898,View Street,residential,False,False,74.282,"LINESTRING (-74.586266 40.537597, -74.58559 40.53717)",,,,,
11770769,Angle Avenue,residential,False,False,134.687,"LINESTRING (-74.586266 40.537597, -74.585652 40.538181, -74.585401 40.538408, -74.58537 40.538451, -74.585358 40.538494, -74.585366 40.538568)",,,,,
11770769,Angle Avenue,residential,False,True,150.236,"LINESTRING (-74.586266 40.537597, -74.5873238 40.5365966, -74.5873796 40.5365438)",,,,,
11766898,View Street,residential,False,False,72.863,"LINESTRING (-74.58559 40.53717, -74.584926 40.536752)",,,,,
11766898,View Street,residential,False,True,74.282,"LINESTRING (-74.58559 40.53717, -74.586266 40.537597)",,,,,
11767134,Huff Avenue,residential,False,False,185.81,"LINESTRING (-74.58559 40.53717, -74.584202 40.538466)",,,,,
11767134,Huff Avenue,residential,False,False,76.366,"LINESTRING (-74.584202 40.538466, -74.583637 40.539002)",,,,,
11767134,Huff Avenue,residential,False,True,185.81,"LINESTRING (-74.584202 40.538466, -74.58559 40.53717)",,,,,
11779447,South Orchard Street,residential,False,False,76.988,"LINESTRING (-74.584202 40.538466, -74.584915 40.538897)",,,,,
11767134,Huff Avenue,residential,False,False,68.895,"LINESTRING (-74.583637 40.539002, -74.583128 40.539486)",,,,,
11767134,Huff Avenue,residential,False,True,76.366,"LINESTRING (-74.583637 40.539002, -74.584202 40.538466)",,,,,
11777670,South Arlington Street,residential,False,False,87.632,"LINESTRING (-74.583637 40.539002, -74.584445 40.539496)",,,,,
11777670,South Arlington Street,residential,False,True,74.754,"LINESTRING (-74.583637 40.539002, -74.582957 40.538572)",,,,,
11767134,Huff Avenue,residential,False,True,68.895,"LINESTRING (-74.583128 40.539486, -74.583637 40.539002)",,,,,
11767134,Huff Avenue,residential,False,False,75.717,"LINESTRING (-74.583128 40.539486, -74.582638 40.539951, -74.582576 40.540022)",,,,,
11770226,South Weiss Street,residential,False,False,96.81800000000001,"LINESTRING (-74.583128 40.539486, -74.583402 40.539674, -74.584007 40.540044)",,,,,
268207650,South Bridge Street,residential,False,False,71.598,"LINESTRING (-74.582576 40.540022, -74.581911 40.539623)",,,,,
11767134,Huff Avenue,residential,False,False,77.447,"LINESTRING (-74.582576 40.540022, -74.582292 40.540348, -74.582083 40.540609)",,,,,
11767134,Huff Avenue,residential,False,True,75.717,"LINESTRING (-74.582576 40.540022, -74.582638 40.539951, -74.583128 40.539486)",,,,,
"[11773936, 268207649, 268207650, 11774049]","['North Bridge Street', 'South Bridge Street']",residential,False,True,220.952,"LINESTRING (-74.582576 40.540022, -74.5834562 40.5405751, -74.5836161 40.540673, -74.583816 40.5407928, -74.584601 40.541279)",,,,yes,
11767134,Huff Avenue,residential,False,False,72.179,"LINESTRING (-74.582083 40.540609, -74.58164 40.541164)",,,,,
11767134,Huff Avenue,residential,False,True,77.447,"LINESTRING (-74.582083 40.540609, -74.582292 40.540348, -74.582576 40.540022)",,,,,
11776487,South Reading Street,residential,False,False,86.594,"LINESTRING (-74.582083 40.540609, -74.5826428 40.5409246, -74.582906 40.541073)",,,,,
11767134,Huff Avenue,residential,False,True,72.179,"LINESTRING (-74.58164 40.541164, -74.582083 40.540609)",,,,,
11774515,South Bank Street,residential,False,True,66.494,"LINESTRING (-74.58164 40.541164, -74.582254 40.541538)",,,,,
11772238,East Camplain Road,residential,False,True,12.264,"LINESTRING (-74.584317 40.542103, -74.5844502 40.5420592)",,,,,
11767244,Valerie Drive,residential,False,False,293.522,"LINESTRING (-74.584317 40.542103, -74.5843459 40.542169, -74.584398 40.542288, -74.584417 40.542354, -74.584421 40.542417, -74.584227 40.543771, -74.5841752 40.5440302, -74.584117 40.544321, -74.584054 40.544444, -74.583851 40.544658)",,,,,
11772238,East Camplain Road,residential,False,False,66.719,"LINESTRING (-74.584317 40.542103, -74.58387 40.542253, -74.5836 40.542354)",,,,,
11767244,Valerie Drive,residential,False,True,293.522,"LINESTRING (-74.583851 40.544658, -74.584054 40.544444, -74.584117 40.544321, -74.5841752 40.5440302, -74.584227 40.543771, -74.584421 40.542417, -74.584417 40.542354, -74.584398 40.542288, -74.5843459 40.542169, -74.584317 40.542103)",,,,,
