osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes
627037051,NJ 27,Nassau Street,secondary,25 mph,False,False,14.131,"LINESTRING (-74.6639376 40.3484599, -74.6637843 40.3485099)",,
11640183,CR 583,Mercer Street,secondary,25 mph,True,False,19.160000000000004,"LINESTRING (-74.6639376 40.3484599, -74.6638767 40.3484526, -74.6638321 40.3484418, -74.6637871 40.3484215, -74.663764 40.3484073, -74.6637407 40.3483867)",,
488532422,NJ 27,Nassau Street,secondary,25 mph,False,True,49.56,"LINESTRING (-74.6639376 40.3484599, -74.6641908 40.3483884, -74.6642871 40.3483287, -74.6644351 40.3482371)",,
11643816,,Alexander Street,secondary,,False,False,231.51799999999997,"LINESTRING (-74.6646682 40.3465896, -74.6645858 40.346552, -74.6639481 40.3462607, -74.6631763 40.3459082, -74.6630416 40.3458467, -74.6629234 40.3457911, -74.6628224 40.3457209, -74.6627262 40.3456324, -74.6625834 40.3454378, -74.6625265 40.3453602)",yes,
779579848,CR 583,Mercer Street,secondary,25 mph,False,True,205.367,"LINESTRING (-74.6646682 40.3465896, -74.6646289 40.3466418, -74.6645048 40.3468065, -74.664069 40.347385, -74.6640576 40.3474041, -74.663975 40.347543, -74.663912 40.347673, -74.6638037 40.3479626, -74.6636898 40.348267)",,
365793301,,Witherspoon Street,tertiary,,False,True,64.589,"LINESTRING (-74.6615699 40.3538618, -74.661324 40.353312)",,
11640270,,Shirley Court,residential,,False,False,36.564,"LINESTRING (-74.6615699 40.3538618, -74.6615083 40.3538826, -74.6611744 40.3539933)",,
11640270,,Shirley Court,residential,,False,True,36.564,"LINESTRING (-74.6611744 40.3539933, -74.6615083 40.3538826, -74.6615699 40.3538618)",,
"[11640402, 11640515]",,"['Palmer Square South', 'Palmer Square East']",living_street,,True,False,139.15099999999998,"LINESTRING (-74.6610561 40.3499357, -74.6609857 40.3499544, -74.6608261 40.3499969, -74.6607777 40.350018, -74.6607558 40.3500407, -74.6607439 40.350073, -74.660749 40.350113, -74.6608955 40.3504444, -74.6611143 40.35094, -74.6611322 40.3509868)",,
11640515,,Palmer Square South,living_street,,True,False,24.381,"LINESTRING (-74.661331 40.349871, -74.6610561 40.3499357)",,
