osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry
"[480851489, 480851491, 39199622]",False,"['5', '7', '6']",West Road,secondary,40 mph,False,107.183,yes,"LINESTRING (-83.2421471 42.1387476, -83.2420346 42.1387606, -83.2411934 42.138864, -83.2408644 42.138904)"
480851492,False,5,West Road,secondary,40 mph,True,176.69299999999998,,"LINESTRING (-83.2421471 42.1387476, -83.243152 42.138651, -83.243601 42.138614, -83.244019 42.138579, -83.244273 42.138549)"
480851490,False,6,West Road,secondary,40 mph,False,46.511,,"LINESTRING (-83.2408644 42.138904, -83.2403067 42.1389668)"
"[480851489, 480851491, 39199622]",False,"['5', '7', '6']",West Road,secondary,40 mph,True,107.183,yes,"LINESTRING (-83.2408644 42.138904, -83.2411934 42.138864, -83.2420346 42.1387606, -83.2421471 42.1387476)"
480851490,False,6,West Road,secondary,40 mph,True,46.511,,"LINESTRING (-83.2403067 42.1389668, -83.2408644 42.138904)"
8730306,True,1,,motorway_link,,False,675.772,,"LINESTRING (-83.244273 42.138549, -83.244056 42.137862, -83.244017 42.137755, -83.24397 42.137649, -83.243873 42.137478, -83.243815 42.137402, -83.24369 42.137265, -83.24355 42.137144, -83.243153 42.136851, -83.242737 42.136563, -83.242611 42.136467, -83.242493 42.136367, -83.242381 42.136263, -83.24224 42.136116, -83.242157 42.136013, -83.242059 42.13587, -83.241995 42.135759, -83.2418311 42.1354085, -83.2417697 42.1350763, -83.2417399 42.1347717, -83.2417184 42.1342963, -83.241696 42.133891, -83.2416792 42.1335642, -83.2416005 42.1330547)"
480851492,False,5,West Road,secondary,40 mph,False,176.69299999999998,,"LINESTRING (-83.244273 42.138549, -83.244019 42.138579, -83.243601 42.138614, -83.243152 42.138651, -83.2421471 42.1387476)"
"[505520514, 505520515, 509746212]",False,"['4', '5']",West Road,secondary,40 mph,True,164.85299999999998,,"LINESTRING (-83.244273 42.138549, -83.2451317 42.1384665, -83.2453501 42.1384463, -83.2456438 42.1384344, -83.2461207 42.138414, -83.246262 42.138408)"
8741989,False,,Chestnut Lane,residential,,False,82.795,,"LINESTRING (-83.24845 42.13424, -83.24851 42.134293, -83.248654 42.134367, -83.24882 42.13441, -83.249087 42.134423, -83.2492393 42.1344194, -83.2492794 42.1344184, -83.249379 42.134416)"
8741989,False,,Chestnut Lane,residential,,False,92.036,,"LINESTRING (-83.249379 42.134416, -83.2494713 42.1344149, -83.2495133 42.1344144, -83.2503621 42.1344046, -83.2503938 42.1344042, -83.250495 42.134403)"
8741989,False,,Chestnut Lane,residential,,True,82.79499999999999,,"LINESTRING (-83.249379 42.134416, -83.2492794 42.1344184, -83.2492393 42.1344194, -83.249087 42.134423, -83.24882 42.13441, -83.248654 42.134367, -83.24851 42.134293, -83.24845 42.13424)"
8747623,False,,Heritage Drive,residential,,False,115.992,,"LINESTRING (-83.249379 42.134416, -83.2493776 42.1343503, -83.2493768 42.1343142, -83.249356 42.133373)"
8747623,False,,Heritage Drive,residential,,True,97.8,,"LINESTRING (-83.249379 42.134416, -83.2493794 42.1344925, -83.2493796 42.1345279, -83.24938 42.134618, -83.249371 42.134744, -83.249289 42.135292)"
8741989,False,,Chestnut Lane,residential,,True,92.036,,"LINESTRING (-83.250495 42.134403, -83.2503938 42.1344042, -83.2503621 42.1344046, -83.2495133 42.1344144, -83.2494713 42.1344149, -83.249379 42.134416)"
8743895,False,,Fairway Drive East,residential,,True,149.24200000000002,,"LINESTRING (-83.250495 42.134403, -83.250513 42.1352647, -83.2505169 42.1354514, -83.2505205 42.1356275, -83.250523 42.135745)"
8743895,False,,Fairway Drive East,residential,,False,149.24200000000002,,"LINESTRING (-83.250523 42.135745, -83.2505205 42.1356275, -83.2505169 42.1354514, -83.250513 42.1352647, -83.250495 42.134403)"
8747623,False,,Heritage Drive,residential,,False,342.671,,"LINESTRING (-83.249273 42.138372, -83.249289 42.1382206, -83.2492888 42.1381883, -83.2492875 42.1380268, -83.2492845 42.1377598, -83.2492785 42.1374891, -83.2492773 42.137332, -83.2492732 42.1368212, -83.2492641 42.1361989, -83.2492587 42.1358334, -83.249255 42.135578, -83.249289 42.135292)"
183632667,False,5,West Road,secondary,40 mph,False,237.34499999999997,,"LINESTRING (-83.249273 42.138372, -83.248964 42.138378, -83.2488114 42.1383794, -83.2487061 42.1383804, -83.2486944 42.1383805, -83.248627 42.1383812, -83.2484079 42.1383832, -83.248002 42.138387, -83.2477837 42.1383846, -83.2476381 42.138383, -83.2470955 42.1383901, -83.2469529 42.138392, -83.246802 42.138394, -83.246395 42.138402)"
8747623,False,,Heritage Drive,residential,,False,97.80000000000001,,"LINESTRING (-83.249289 42.135292, -83.249371 42.134744, -83.24938 42.134618, -83.2493796 42.1345279, -83.2493794 42.1344925, -83.249379 42.134416)"
8747623,False,,Heritage Drive,residential,,True,342.671,,"LINESTRING (-83.249289 42.135292, -83.249255 42.135578, -83.2492587 42.1358334, -83.2492641 42.1361989, -83.2492732 42.1368212, -83.2492773 42.137332, -83.2492785 42.1374891, -83.2492845 42.1377598, -83.2492875 42.1380268, -83.2492888 42.1381883, -83.249289 42.1382206, -83.249273 42.138372)"
8769739,False,,Old Forge Court,residential,,True,70.907,,"LINESTRING (-83.249289 42.135292, -83.2491923 42.1352817, -83.2491645 42.1352787, -83.248773 42.135237, -83.248435 42.135222)"
8747623,False,,Heritage Drive,residential,,True,115.992,,"LINESTRING (-83.249356 42.133373, -83.2493768 42.1343142, -83.2493776 42.1343503, -83.249379 42.134416)"
8754290,False,,Kings Court,residential,,True,80.72999999999999,,"LINESTRING (-83.249356 42.133373, -83.2492564 42.1333726, -83.248377 42.133369)"
505520516,False,5,West Road,secondary,40 mph,False,10.987,,"LINESTRING (-83.246395 42.138402, -83.246262 42.138408)"
509746214,True,,Hall Road,tertiary,25 mph,False,47.783,,"LINESTRING (-83.246395 42.138402, -83.2463888 42.1379723)"
