osmid,oneway,lanes,highway,reversed,length,geometry,bridge,name,tunnel,maxspeed,junction
9942381,True,1,motorway_link,False,169.156,"LINESTRING (-96.7963977 32.7721021, -96.796568 32.7719691, -96.796686 32.771898, -96.7968094 32.7718473, -96.7969221 32.7718135, -96.7970736 32.7717909, -96.797197 32.7717943, -96.797355 32.771824, -96.797493 32.771887, -96.7979547 32.7721799)",,,,,
"[545305939, 25848022]",True,2,motorway_link,False,192.26099999999997,"LINESTRING (-96.7963977 32.7721021, -96.7966431 32.772021, -96.796823 32.771983, -96.796955 32.771983, -96.797081 32.771998, -96.797207 32.772025, -96.797332 32.772084, -96.797447 32.772166, -96.797533 32.772277, -96.797571 32.772407, -96.7975645 32.7725374, -96.7975095 32.7726569, -96.7974639 32.7727336, -96.7973511 32.7728698)",yes,,,,
1049584009,True,4,secondary,False,15.969999999999999,"LINESTRING (-96.7979547 32.7721799, -96.7980205 32.7722365, -96.7980741 32.7722826)",,Griffin Street West,,,
9948137,True,,secondary_link,False,54.85099999999999,"LINESTRING (-96.7998001 32.7727821, -96.7996995 32.7727133, -96.7996432 32.7726603, -96.7996029 32.7725859, -96.7996034 32.7725645, -96.7996043 32.7725284, -96.7996351 32.7724596, -96.799703 32.772377)",,,,,
104502369,True,3,secondary,False,44.22,"LINESTRING (-96.7998001 32.7727821, -96.7994547 32.7726649, -96.7993615 32.7726333)",,South Griffin Street,,,
"[9950740, 1098896413]",False,,secondary,True,75.67800000000001,"LINESTRING (-96.7938284 32.7802411, -96.7938111 32.7801878, -96.79379 32.7801228, -96.7937679 32.7800608, -96.7937457 32.7800023, -96.7937293 32.7799702, -96.7937232 32.7799583, -96.7937134 32.7799422, -96.793693 32.779909, -96.793606 32.779814, -96.7935081 32.7797264, -96.7934361 32.779662)",,South Harwood Street,,,
736871389,True,,residential,False,138.144,"LINESTRING (-96.7938284 32.7802411, -96.793913 32.7802232, -96.7943008 32.7801413, -96.79441 32.780118, -96.7948991 32.7800148, -96.7949562 32.7800028, -96.7951945 32.7799525, -96.7952615 32.7799383)",,Jackson Street,,,
"[9950740, 1098896413]",False,,secondary,False,75.67800000000001,"LINESTRING (-96.7934361 32.779662, -96.7935081 32.7797264, -96.793606 32.779814, -96.793693 32.779909, -96.7937134 32.7799422, -96.7937232 32.7799583, -96.7937293 32.7799702, -96.7937457 32.7800023, -96.7937679 32.7800608, -96.79379 32.7801228, -96.7938111 32.7801878, -96.7938284 32.7802411)",,South Harwood Street,,,
"[618595138, 1098896414]",False,,secondary,True,85.851,"LINESTRING (-96.7934361 32.779662, -96.7933797 32.7796165, -96.7932562 32.7795167, -96.7928739 32.7792078, -96.792774 32.779127)",,South Harwood Street,,,
"[1089903087, 90990583]",False,,secondary,False,95.994,"LINESTRING (-96.792774 32.779127, -96.7927008 32.7790662, -96.792308 32.77874, -96.7922211 32.7786714, -96.7921331 32.7786019, -96.792037 32.778526)",,South Harwood Street,,,
"[90307400, 419040591]",False,,secondary,True,117.05,"LINESTRING (-96.792774 32.779127, -96.7928398 32.7790576, -96.7929162 32.7789771, -96.7929679 32.778905, -96.7930298 32.778834, -96.7930743 32.7787973, -96.7931476 32.7787461, -96.7931648 32.7787353, -96.793223 32.778699, -96.7932985 32.7786632, -96.7933867 32.7786299, -96.7935246 32.7785989, -96.7936881 32.7785618, -96.7937577 32.778546)",,Young Street,,,
"[618595138, 1098896414]",False,,secondary,False,85.851,"LINESTRING (-96.792774 32.779127, -96.7928739 32.7792078, -96.7932562 32.7795167, -96.7933797 32.7796165, -96.7934361 32.779662)",,South Harwood Street,,,
9973792,True,4,secondary,False,124.974,"LINESTRING (-96.792037 32.778526, -96.792125 32.7784531, -96.7926235 32.7780401, -96.7929027 32.7778087, -96.792982 32.777743, -96.792989 32.777737)",,Canton Street,,,
"[90990583, 1089903087]",False,,secondary,True,95.994,"LINESTRING (-96.792037 32.778526, -96.7921331 32.7786019, -96.7922211 32.7786714, -96.792308 32.77874, -96.7927008 32.7790662, -96.792774 32.779127)",,South Harwood Street,,,
"[601405804, 1098896415]",False,,secondary,False,60.787000000000006,"LINESTRING (-96.792037 32.778526, -96.7919786 32.7784742, -96.7916912 32.7782189, -96.79159 32.778129)",,South Harwood Street,,,
"[601405804, 1098896415]",False,,secondary,True,60.787,"LINESTRING (-96.79159 32.778129, -96.7916912 32.7782189, -96.7919786 32.7784742, -96.792037 32.778526)",,South Harwood Street,,,
10008374,False,,residential,True,96.31,"LINESTRING (-96.7923176 32.7718974, -96.79303 32.772523)",,Browder Street,,,
25848073,True,1,motorway_link,False,196.08,"LINESTRING (-96.7949734 32.7733786, -96.7943485 32.7735478, -96.7940374 32.7736346, -96.793741 32.7737158, -96.7933856 32.7738004, -96.7931942 32.7738464, -96.7929873 32.7739361)",,,,,
"[574040402, 572321306]",False,4,secondary,False,136.558,"LINESTRING (-96.8009485 32.7802736, -96.8008816 32.7802888, -96.8002497 32.7804326, -96.7995895 32.7805717, -96.7995349 32.7805827)",,Main Street,,,
866244139,False,,unclassified,True,84.869,"LINESTRING (-96.8009485 32.7802736, -96.8009241 32.7801963, -96.800748 32.7796253, -96.8007171 32.7795356)",,South Field Street,,,
9972379,False,,residential,False,85.331,"LINESTRING (-96.7995349 32.7805827, -96.7995104 32.7804996, -96.7993438 32.7799269, -96.7993189 32.7798371)",,South Akard Street,,,
"[572321306, 574040402]",False,4,secondary,True,136.55800000000002,"LINESTRING (-96.7995349 32.7805827, -96.7995895 32.7805717, -96.8002497 32.7804326, -96.8008816 32.7802888, -96.8009485 32.7802736)",,Main Street,,,
918153603,True,3,secondary,False,10.808,"LINESTRING (-96.8016025 32.7749798, -96.801628 32.7750746)",,South Griffin Street,,,
613944020,True,,unclassified,False,133.31400000000002,"LINESTRING (-96.8016025 32.7749798, -96.8015063 32.7749991, -96.8011996 32.7750516, -96.8007855 32.775092, -96.8004269 32.775103, -96.8002979 32.7751083, -96.8001888 32.7751111)",,Ceremonial Drive,,,
90961720,True,1,secondary_link,False,25.354999999999997,"LINESTRING (-96.8018184 32.7751073, -96.8017353 32.7750283, -96.8016669 32.7749956, -96.8016025 32.7749798)",,,,,
"[918153602, 9971587, 918153606, 1042823537, 53056504, 104502367]",True,3,secondary,False,210.37699999999998,"LINESTRING (-96.8018184 32.7751073, -96.8017145 32.7747261, -96.8016971 32.7746628, -96.801695 32.774657, -96.8015981 32.7743529, -96.8013625 32.7736084, -96.8013021 32.773497, -96.801283 32.773465, -96.8012333 32.7733981, -96.8011484 32.7733177)",,South Griffin Street,"['building_passage', 'yes']",,
9965595,True,3,tertiary,False,81.32400000000001,"LINESTRING (-96.7954702 32.7806483, -96.7954456 32.7805651, -96.7952798 32.7800028, -96.7952615 32.7799383)",,South Saint Paul Street,,,
9965595,True,3,tertiary,False,71.113,"LINESTRING (-96.7952615 32.7799383, -96.7952435 32.7798901, -96.7950581 32.7793938, -96.7950371 32.7793273)",,South Saint Paul Street,,,
736871389,True,,residential,False,62.631,"LINESTRING (-96.7952615 32.7799383, -96.7953285 32.7799238, -96.7958875 32.7798122, -96.795913 32.7798071)",,Jackson Street,,,
10007075,False,,residential,True,150.00300000000001,"LINESTRING (-96.7950371 32.7793273, -96.7951189 32.7793093, -96.7952106 32.779289, -96.7953597 32.7792568, -96.7954951 32.7792276, -96.795684 32.7791869, -96.7958674 32.7791473, -96.7959829 32.7791224, -96.7965066 32.7790093, -96.796591 32.7789912)",,Wood Street,,,
825853688,True,3,tertiary,False,114.77399999999999,"LINESTRING (-96.7950371 32.7793273, -96.7950247 32.7792901, -96.7948836 32.7788698, -96.794877 32.7788503, -96.7947358 32.7784296, -96.7947037 32.7783339)",,South Saint Paul Street,,,
825853689,True,,residential,False,154.23899999999998,"LINESTRING (-96.7950371 32.7793273, -96.7949718 32.7793403, -96.7947964 32.7793775, -96.7936432 32.7796223, -96.7935402 32.7796421, -96.7934361 32.779662)",,Wood Street,,,
90307320,True,3,secondary,False,119.943,"LINESTRING (-96.7947037 32.7783339, -96.7946745 32.7782572, -96.7944511 32.777632, -96.7943579 32.7773715, -96.7943328 32.7773013)",,South Saint Paul Street,,,
90307400,False,,secondary,False,91.531,"LINESTRING (-96.7947037 32.7783339, -96.7946244 32.7783517, -96.7938343 32.7785288, -96.7937577 32.778546)",,Young Street,,,
444157295,False,,secondary,True,149.06900000000002,"LINESTRING (-96.7947037 32.7783339, -96.7947788 32.7783162, -96.7949932 32.7782657, -96.7952494 32.7782053, -96.795438 32.7781608, -96.7957961 32.7780764, -96.7959087 32.7780498, -96.7961464 32.7779938, -96.796239 32.777972)",,Young Street,,,
90307320,True,3,secondary,False,56.260000000000005,"LINESTRING (-96.7943328 32.7773013, -96.7943037 32.7772363, -96.7942764 32.777193, -96.7942513 32.7771556, -96.7940352 32.7769693, -96.7939652 32.7769089)",,South Saint Paul Street,,,
90990658,False,,secondary,False,150.285,"LINESTRING (-96.7943328 32.7773013, -96.7946144 32.7772284, -96.7957675 32.7769611, -96.79588 32.776935)",,Marilla Street,,,
90990658,False,,secondary,True,110.63600000000001,"LINESTRING (-96.7943328 32.7773013, -96.7935033 32.777492, -96.7931913 32.7775637)",,Marilla Street,,,
9973792,True,4,secondary,False,136.906,"LINESTRING (-96.7939652 32.7769089, -96.7940346 32.7768515, -96.7944588 32.7765007, -96.7949439 32.7760996, -96.7950111 32.7760472)",,Canton Street,,,
90307320,True,3,secondary,False,101.36099999999999,"LINESTRING (-96.7939652 32.7769089, -96.7939035 32.7768557, -96.7938925 32.7768463, -96.7932787 32.7763172, -96.7932081 32.7762564)",,South Saint Paul Street,,,
10011403,True,,secondary,False,129.258,"LINESTRING (-96.7932081 32.7762564, -96.7931504 32.7763043, -96.7926325 32.776737, -96.7922272 32.7770756)",,Cadiz Street,,,
90307320,True,3,secondary,False,101.51599999999999,"LINESTRING (-96.7932081 32.7762564, -96.7931439 32.7762019, -96.7925198 32.7756724, -96.7924454 32.7756066)",,South Saint Paul Street,,,
9983588,False,,unclassified,True,138.494,"LINESTRING (-96.7924454 32.7756066, -96.7924976 32.7755621, -96.7927421 32.7753538, -96.7928814 32.7752351, -96.7934139 32.7747815, -96.793487 32.774721)",,Corsicana Street,,,
9980032,True,1,motorway_link,False,297.89099999999996,"LINESTRING (-96.7921999 32.774631, -96.7923462 32.7745919, -96.7952229 32.7737846)",,,,,
1040544747,True,3,secondary,False,18.174,"LINESTRING (-96.798215 32.77217, -96.7980741 32.7722826)",,Cadiz Street,,,
10008374,False,,residential,False,96.31,"LINESTRING (-96.79303 32.772523, -96.7923176 32.7718974)",,Browder Street,,,
10008374,False,,residential,True,103.917,"LINESTRING (-96.79303 32.772523, -96.7934165 32.7728602, -96.7938013 32.7731959)",,Browder Street,,,
"[419790097, 228269258]",True,4,secondary,False,141.387,"LINESTRING (-96.79303 32.772523, -96.7924198 32.7730431, -96.7920436 32.7733638, -96.791968 32.7734282)",,Griffin Street East,,,
"[25848088, 90307354]",True,,secondary,False,94.55,"LINESTRING (-96.791968 32.7734282, -96.7920547 32.7735037, -96.7922322 32.7736583, -96.792674 32.774037)",yes,South Ervay Street,,,
9971583,True,3,secondary,False,93.054,"LINESTRING (-96.794741 32.7725, -96.795165 32.7722268, -96.795531 32.771991)",,Griffin Street West,,,
"[419042082, 25848038, 1137894678]",False,,secondary,True,197.90399999999997,"LINESTRING (-96.794741 32.7725, -96.7948135 32.772568, -96.7950376 32.7727782, -96.795475 32.7731869, -96.7959471 32.7736549, -96.7960833 32.7737804, -96.7961416 32.7738342)",yes,South Akard Street,,,
10008374,False,,residential,False,103.917,"LINESTRING (-96.7938013 32.7731959, -96.7934165 32.7728602, -96.79303 32.772523)",,Browder Street,,,
"[419042064, 1049575195, 1049575196]",True,"['4', '3']",secondary,False,117.11899999999999,"LINESTRING (-96.7938013 32.7731959, -96.7939832 32.7730547, -96.7941971 32.7728886, -96.794327 32.7727877, -96.7946752 32.7725457, -96.794741 32.7725)",,Griffin Street West,,,
"[419042064, 25848081]",True,3,secondary,False,141.282,"LINESTRING (-96.792674 32.774037, -96.7927576 32.7739907, -96.7928143 32.7739593, -96.7930409 32.7738184, -96.7934526 32.7734835, -96.7938013 32.7731959)",yes,Griffin Street West,,,
"[9984089, 419045309]",True,4,secondary,False,107.535,"LINESTRING (-96.792674 32.774037, -96.7927383 32.7740919, -96.7932568 32.7745344, -96.793487 32.774721)",yes,South Ervay Street,,,
"[104502369, 90960269, 25848183]",True,"['4', '3']",secondary,False,119.339,"LINESTRING (-96.7993615 32.7726333, -96.7992577 32.7725951, -96.7984509 32.7722972, -96.7983262 32.7722454, -96.7983125 32.7722361, -96.798215 32.77217)",yes,South Griffin Street,,,
1029529621,True,3,secondary,False,42.798,"LINESTRING (-96.7993615 32.7726333, -96.7994215 32.7725882, -96.799703 32.772377)",,Canton Street,,,
9971887,False,,unclassified,True,14.678,"LINESTRING (-96.79288 32.777642, -96.792989 32.777737)",,Park Avenue,,,
9971887,False,,unclassified,False,87.703,"LINESTRING (-96.79288 32.777642, -96.7928139 32.7775844, -96.7926184 32.7774139, -96.7925102 32.7773195, -96.7923959 32.7772199, -96.7923002 32.7771364, -96.7922272 32.7770756)",,Park Avenue,,,
9971887,False,,unclassified,True,87.703,"LINESTRING (-96.7922272 32.7770756, -96.7923002 32.7771364, -96.7923959 32.7772199, -96.7925102 32.7773195, -96.7926184 32.7774139, -96.7928139 32.7775844, -96.79288 32.777642)",,Park Avenue,,,
9971891,False,,unclassified,False,131.16,"LINESTRING (-96.7931913 32.7775637, -96.7933528 32.7775757, -96.7934058 32.7775974, -96.7934111 32.7776118, -96.7937296 32.7784688, -96.7937317 32.7784755, -96.7937577 32.778546)",,Park Avenue,,,
9973792,True,4,secondary,False,102.661,"LINESTRING (-96.7931913 32.7775637, -96.793325 32.777442, -96.7934302 32.7773544, -96.793903 32.7769607, -96.7939652 32.7769089)",,Canton Street,,,
90990658,False,,secondary,False,110.63600000000001,"LINESTRING (-96.7931913 32.7775637, -96.7935033 32.777492, -96.7943328 32.7773013)",,Marilla Street,,,
9971891,False,,unclassified,True,131.16,"LINESTRING (-96.7937577 32.778546, -96.7937317 32.7784755, -96.7937296 32.7784688, -96.7934111 32.7776118, -96.7934058 32.7775974, -96.7933528 32.7775757, -96.7931913 32.7775637)",,Park Avenue,,,
"[90307400, 419040591]",False,,secondary,False,117.05000000000001,"LINESTRING (-96.7937577 32.778546, -96.7936881 32.7785618, -96.7935246 32.7785989, -96.7933867 32.7786299, -96.7932985 32.7786632, -96.793223 32.778699, -96.7931648 32.7787353, -96.7931476 32.7787461, -96.7930743 32.7787973, -96.7930298 32.778834, -96.7929679 32.778905, -96.7929162 32.7789771, -96.7928398 32.7790576, -96.792774 32.779127)",,Young Street,,,
90307400,False,,secondary,True,91.531,"LINESTRING (-96.7937577 32.778546, -96.7938343 32.7785288, -96.7946244 32.7783517, -96.7947037 32.7783339)",,Young Street,,,
1065417808,False,,secondary,False,18.364,"LINESTRING (-96.7987285 32.7774132, -96.7986803 32.7772531)",,South Akard Street,,,
834532390,False,,residential,False,120.957,"LINESTRING (-96.7987285 32.7774132, -96.798758 32.777499, -96.7989576 32.7780429, -96.7990887 32.7783969, -96.7991085 32.778453)",,South Akard Street,,,
866265416,True,3,secondary,False,127.193,"LINESTRING (-96.7987285 32.7774132, -96.7988378 32.7773876, -96.7993711 32.7772626, -96.799799 32.7771623, -96.7999267 32.7771323, -96.800039 32.777106)",,Young Street,,,
1065417808,False,,secondary,True,18.364,"LINESTRING (-96.7986803 32.7772531, -96.7987285 32.7774132)",,South Akard Street,,,
