osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,bridge
23465017,True,trunk_link,False,64.943,"LINESTRING (-73.8220505 41.0538905, -73.8223017 41.0535629, -73.822325 41.0535427, -73.8223637 41.0535276, -73.8224044 41.0535225, -73.8224544 41.0535217, -73.8225567 41.0535228)",,,,
720133183,True,trunk,False,108.72800000000001,"LINESTRING (-73.8220505 41.0538905, -73.8221611 41.0536962, -73.822269 41.0535107, -73.822578 41.0529973)",2,SMP,Saw Mill River Parkway,
23530884,False,residential,False,86.949,"LINESTRING (-73.821556 41.0556912, -73.8216592 41.0554667, -73.8218957 41.0549524)",,,Valley Avenue,
48555446,False,residential,False,74.803,"LINESTRING (-73.821556 41.0556912, -73.8215694 41.0557846, -73.8216445 41.0558574, -73.8220843 41.0562134)",,,,
"[1091091960, 139438010, 1091091959]",False,primary,False,62.117999999999995,"LINESTRING (-73.821556 41.0556912, -73.8214624 41.0556435, -73.8213631 41.0555951, -73.8210869 41.0554667, -73.8209303 41.0553922)",,NY 119,West Main Street,
139438010,False,primary,True,69.096,"LINESTRING (-73.821556 41.0556912, -73.8217343 41.0557842, -73.8217541 41.0557948, -73.8218638 41.0558538, -73.8219769 41.0559137, -73.8220249 41.0559377, -73.8222351 41.0560431)",,NY 119,West Main Street,
48555446,False,residential,False,55.402,"LINESTRING (-73.8220843 41.0562134, -73.8221122 41.0562365, -73.8225296 41.0565815)",,,,
48555446,False,residential,True,74.803,"LINESTRING (-73.8220843 41.0562134, -73.8216445 41.0558574, -73.8215694 41.0557846, -73.821556 41.0556912)",,,,
23465784,True,motorway_link,False,195.37000000000003,"LINESTRING (-73.8244908 41.0571447, -73.8252375 41.0576408, -73.8253102 41.0576981, -73.8253909 41.0577653, -73.8254472 41.0578201, -73.8255037 41.0578807, -73.8255534 41.057949, -73.8255933 41.0580143, -73.8256259 41.0580846, -73.8257151 41.0583345, -73.8257279 41.0583853, -73.8257294 41.058427, -73.8257181 41.0584678, -73.8256969 41.0585046, -73.82567 41.058533)",1,,,
23477486,False,primary,False,115.344,"LINESTRING (-73.8244908 41.0571447, -73.8242499 41.0570259, -73.8239312 41.0568696, -73.8233361 41.0565809)",,NY 119,West Main Street,
23477486,False,primary,True,66.617,"LINESTRING (-73.8244908 41.0571447, -73.8247962 41.0572998, -73.8251494 41.0574798)",,NY 119,West Main Street,
23477486,False,primary,True,115.34400000000001,"LINESTRING (-73.8233361 41.0565809, -73.8239312 41.0568696, -73.8242499 41.0570259, -73.8244908 41.0571447)",,NY 119,West Main Street,
