osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref,bridge
21561708,,North Pearl Street,residential,False,True,104.826,,"LINESTRING (-92.6307867 44.8616717, -92.630777 44.860729)",,
21551511,2,West Cedar Street,residential,False,True,107.483,25 mph,"LINESTRING (-92.6307867 44.8616717, -92.6301178 44.8616736, -92.629423 44.8616756)",,
21551550,2,West Maple Street,residential,False,False,110.286,25 mph,"LINESTRING (-92.6280191 44.8597869, -92.6287112 44.8597854, -92.6294183 44.8597897)",,
"[154343026, 21551550, 443111383]","['3', '2']","['East Maple Street', 'West Maple Street']",residential,False,True,191.78,25 mph,"LINESTRING (-92.6280191 44.8597869, -92.6270726 44.8598409, -92.6268525 44.8598617, -92.6267313 44.8598579, -92.6266802 44.8598489, -92.6261635 44.8597365, -92.6256413 44.8596208)",,yes
21561039,2,Lewis Street,residential,False,False,104.648,,"LINESTRING (-92.6280191 44.8597869, -92.6280209 44.8600073, -92.6280268 44.860728)",,
"[21553550, 21561039]",2,"['West Elm Street', 'Lewis Street']",residential,False,"[False, True]",205.41200000000003,,"LINESTRING (-92.6280191 44.8597869, -92.628018 44.85908, -92.628022 44.859001, -92.628049 44.858942, -92.62809 44.858903, -92.628152 44.858878, -92.628246 44.858857, -92.628364 44.858846, -92.6287113 44.858846, -92.6294163 44.858847)",,
21560560,2,North Freemont Street,residential,False,True,104.824,25 mph,"LINESTRING (-92.6294183 44.8597897, -92.6294163 44.858847)",,
21551550,2,West Maple Street,residential,False,False,108.84899999999999,25 mph,"LINESTRING (-92.6294183 44.8597897, -92.6301329 44.8597885, -92.6307993 44.85979)",,
21551550,2,West Maple Street,residential,False,True,110.286,25 mph,"LINESTRING (-92.6294183 44.8597897, -92.6287112 44.8597854, -92.6280191 44.8597869)",,
21560560,2,North Freemont Street,residential,False,False,104.131,25 mph,"LINESTRING (-92.6294183 44.8597897, -92.6294214 44.8600074, -92.6294323 44.8605165, -92.6294319 44.8607261)",,
21561706,2,North Pearl Street,residential,False,True,104.697,25 mph,"LINESTRING (-92.6307993 44.85979, -92.6308146 44.8588485)",,
21551550,2,West Maple Street,residential,False,True,108.84899999999999,25 mph,"LINESTRING (-92.6307993 44.85979, -92.6301329 44.8597885, -92.6294183 44.8597897)",,
21562706,2,5th Street,residential,False,False,122.168,25 mph,"LINESTRING (-92.620889 44.856088, -92.620377 44.857125)",,
21552531,2,East Walnut Street,residential,False,False,110.477,25 mph,"LINESTRING (-92.620889 44.856088, -92.6215808 44.8562607, -92.622211 44.856418)",,
21552531,2,East Walnut Street,residential,False,True,138.974,25 mph,"LINESTRING (-92.620889 44.856088, -92.6202843 44.8559322, -92.6193581 44.8556935, -92.619232 44.855661)",,
21562706,2,5th Street,residential,False,True,88.06899999999999,25 mph,"LINESTRING (-92.620889 44.856088, -92.620946 44.8559785, -92.621276 44.855345)",,
21556575,2,South 4th Street,residential,False,False,123.946,25 mph,"LINESTRING (-92.622211 44.856418, -92.62166 44.857462)",,
21552531,2,East Walnut Street,residential,False,False,110.783,25 mph,"LINESTRING (-92.622211 44.856418, -92.623423 44.8567094, -92.623542 44.856738)",,
21552531,2,East Walnut Street,residential,False,True,110.477,25 mph,"LINESTRING (-92.622211 44.856418, -92.6215808 44.8562607, -92.620889 44.856088)",,
21556575,2,South 4th Street,residential,False,True,127.875,25 mph,"LINESTRING (-92.622211 44.856418, -92.6222698 44.8563032, -92.6227645 44.855337)",,
21552531,2,East Walnut Street,residential,False,False,127.083,25 mph,"LINESTRING (-92.623542 44.856738, -92.6236945 44.856775, -92.6243041 44.8569228, -92.6248931 44.8570663, -92.6250671 44.8571087)",,
21552531,2,East Walnut Street,residential,False,True,110.783,25 mph,"LINESTRING (-92.623542 44.856738, -92.623423 44.8567094, -92.622211 44.856418)",,
21561957,2,South 3rd Street,residential,False,False,125.12899999999999,25 mph,"LINESTRING (-92.623542 44.856738, -92.623505 44.8568129, -92.623494 44.8568351, -92.6233921 44.8570412, -92.623017 44.8578)",,
21561957,2,South 3rd Street,residential,False,True,125.42099999999999,25 mph,"LINESTRING (-92.623542 44.856738, -92.6235914 44.8566442, -92.6235979 44.8566319, -92.6241019 44.8556822)",,
21552531,2,East Walnut Street,residential,False,False,120.673,25 mph,"LINESTRING (-92.6250671 44.8571087, -92.625592 44.8572409, -92.6257997 44.8572934, -92.6265084 44.8574746)",,
21552531,2,East Walnut Street,residential,False,True,127.083,25 mph,"LINESTRING (-92.6250671 44.8571087, -92.6248931 44.8570663, -92.6243041 44.8569228, -92.6236945 44.856775, -92.623542 44.856738)",,
"[168665331, 21555437]",2,"['South 2nd Street', '2nd Street']",secondary,False,False,125.195,25 mph,"LINESTRING (-92.6250671 44.8571087, -92.6245725 44.8580504, -92.6245196 44.8581655)",,
168665331,2,South 2nd Street,secondary,False,True,124.06700000000001,25 mph,"LINESTRING (-92.6250671 44.8571087, -92.6251929 44.8568574, -92.6253537 44.8565372, -92.6255372 44.8561608, -92.6255883 44.8560559)",,
443111384,2,East Walnut Street,residential,False,True,11.066,25,"LINESTRING (-92.6266409 44.8575075, -92.6265084 44.8574746)",,
443111403,2,South Main Street,secondary,True,False,126.825,25 mph,"LINESTRING (-92.6266409 44.8575075, -92.6271607 44.8564281)",,
21549856,2,West Walnut Street,residential,False,False,99.09700000000001,25 mph,"LINESTRING (-92.6266409 44.8575075, -92.6271615 44.8576388, -92.627354 44.8576873, -92.627825 44.857807)",,
21552952,2,North 6th Street,residential,False,True,31.921,25 mph,"LINESTRING (-92.619212 44.857142, -92.619221 44.856855)",,
21552952,2,North 6th Street,residential,False,False,101.078,25 mph,"LINESTRING (-92.619212 44.857142, -92.6192104 44.8576196, -92.619215 44.858051)",,
21552952,2,North 6th Street,residential,False,True,101.078,25 mph,"LINESTRING (-92.619215 44.858051, -92.6192104 44.8576196, -92.619212 44.857142)",,
21556146,2,East Maple Street,residential,False,False,163.357,25 mph,"LINESTRING (-92.619215 44.858051, -92.619391 44.858089, -92.621178 44.858522)",,
21555785,,South Freemont Street,residential,False,False,73.652,,"LINESTRING (-92.6294163 44.858847, -92.6293609 44.8581858)",,
21560560,2,North Freemont Street,residential,False,False,104.824,25 mph,"LINESTRING (-92.6294163 44.858847, -92.6294183 44.8597897)",,
21553550,2,West Elm Street,residential,False,False,110.22300000000001,,"LINESTRING (-92.6294163 44.858847, -92.6301237 44.8588417, -92.6308146 44.8588485)",,
"[21553550, 21561039]",2,"['West Elm Street', 'Lewis Street']",residential,False,"[False, True]",205.41199999999998,,"LINESTRING (-92.6294163 44.858847, -92.6287113 44.858846, -92.628364 44.858846, -92.628246 44.858857, -92.628152 44.858878, -92.62809 44.858903, -92.628049 44.858942, -92.628022 44.859001, -92.628018 44.85908, -92.6280191 44.8597869)",,
21561706,2,North Pearl Street,residential,False,False,104.697,25 mph,"LINESTRING (-92.6308146 44.8588485, -92.6307993 44.85979)",,
21553550,2,West Elm Street,residential,False,True,110.22300000000001,,"LINESTRING (-92.6308146 44.8588485, -92.6301237 44.8588417, -92.6294163 44.858847)",,
21555959,2,Spring Street,residential,False,True,56.154,25 mph,"LINESTRING (-92.625944 44.8553326, -92.6266563 44.8553403)",,
21555959,2,Spring Street,residential,False,False,47.465,25 mph,"LINESTRING (-92.625944 44.8553326, -92.62548 44.8553283, -92.6253419 44.855327)",,
168665331,2,South 2nd Street,secondary,False,True,21.723,25 mph,"LINESTRING (-92.6255883 44.8560559, -92.625673 44.85587)",,
"[21561282, 1117983823]",2,East Locust Street,residential,False,False,119.925,25,"LINESTRING (-92.6255883 44.8560559, -92.6256963 44.8560819, -92.6257476 44.8560942, -92.6258187 44.8561113, -92.6262232 44.8562084, -92.626325 44.8562329, -92.6269116 44.8563689, -92.6270317 44.8563968)",,
21561282,2,East Locust Street,residential,False,True,124.315,25,"LINESTRING (-92.6255883 44.8560559, -92.6254181 44.8560136, -92.6248073 44.8558619, -92.624234 44.8557159, -92.6241019 44.8556822)",,
168665331,2,South 2nd Street,secondary,False,False,124.067,25 mph,"LINESTRING (-92.6255883 44.8560559, -92.6255372 44.8561608, -92.6253537 44.8565372, -92.6251929 44.8568574, -92.6250671 44.8571087)",,
"[168665331, 21555437]",2,"['South 2nd Street', '2nd Street']",secondary,False,True,125.195,25 mph,"LINESTRING (-92.6245196 44.8581655, -92.6245725 44.8580504, -92.6250671 44.8571087)",,
21557073,2,North 2nd Street,secondary,False,False,124.232,25 mph,"LINESTRING (-92.6245196 44.8581655, -92.624475 44.8582579, -92.6242173 44.858791, -92.6239936 44.8592186)",,
21561163,2,East Elm Street,residential,False,False,120.70400000000001,25 mph,"LINESTRING (-92.6245196 44.8581655, -92.6252801 44.8583501, -92.6259685 44.8585169)",,
21561163,2,East Elm Street,residential,False,True,125.21499999999999,25 mph,"LINESTRING (-92.6245196 44.8581655, -92.6243959 44.8581356, -92.6243589 44.8581266, -92.6240832 44.8580598, -92.6237803 44.857986, -92.6231617 44.8578353, -92.623017 44.8578)",,
21560557,2,North 4th Street,residential,False,True,123.444,25 mph,"LINESTRING (-92.619604 44.8616978, -92.6201295 44.860652)",,
21560557,2,North 4th Street,residential,False,False,104.45400000000001,25 mph,"LINESTRING (-92.619604 44.8616978, -92.619345 44.86221, -92.6192551 44.8626001)",,
21555785,,South Freemont Street,residential,False,True,73.652,,"LINESTRING (-92.6293609 44.8581858, -92.6294163 44.858847)",,
21560557,2,North 4th Street,residential,False,True,104.45400000000001,25 mph,"LINESTRING (-92.6192551 44.8626001, -92.619345 44.86221, -92.619604 44.8616978)",,
21586669,2,East Division Street,secondary,False,False,117.586,25 mph,"LINESTRING (-92.6192551 44.8626001, -92.6199235 44.8625975, -92.620747 44.8625942)",CTH M,
21589320,2,North 4th Street,residential,False,False,167.45399999999998,25 mph,"LINESTRING (-92.6192551 44.8626001, -92.6192544 44.8626996, -92.6192501 44.8633426, -92.6192609 44.8640433, -92.6192619 44.864106)",,
21559425,2,North 3rd Street,residential,False,True,189.267,25 mph,"LINESTRING (-92.620747 44.8625942, -92.6207661 44.86255, -92.6214502 44.8609667)",,
21586669,2,East Division Street,secondary,False,False,123.83800000000001,25 mph,"LINESTRING (-92.620747 44.8625942, -92.6208237 44.8625943, -92.6214777 44.8625951, -92.6218077 44.8625934, -92.6221703 44.8625965, -92.6223182 44.8625977)",CTH M,
21586669,2,East Division Street,secondary,False,True,117.586,25 mph,"LINESTRING (-92.620747 44.8625942, -92.6199235 44.8625975, -92.6192551 44.8626001)",CTH M,
21586669,2,East Division Street,secondary,False,True,123.83800000000001,25 mph,"LINESTRING (-92.6223182 44.8625977, -92.6221703 44.8625965, -92.6218077 44.8625934, -92.6214777 44.8625951, -92.6208237 44.8625943, -92.620747 44.8625942)",CTH M,
443108368,2,East Division Street,secondary,False,False,44.673,25 mph,"LINESTRING (-92.6223182 44.8625977, -92.6224779 44.8625983, -92.622885 44.8625997)",CTH M,
443108369,3,North 2nd Street,secondary,False,True,34.104,,"LINESTRING (-92.6223182 44.8625977, -92.6223391 44.8625541, -92.6224574 44.8623073)",,
452581445,1,Spring Street,residential,True,False,45.373,25 mph,"LINESTRING (-92.6227645 44.855337, -92.6221889 44.85534)",,
21556575,2,South 4th Street,residential,False,False,127.875,25 mph,"LINESTRING (-92.6227645 44.855337, -92.6222698 44.8563032, -92.622211 44.856418)",,
452581445,1,Spring Street,residential,True,False,71.964,25 mph,"LINESTRING (-92.6221889 44.85534, -92.6219942 44.8553411, -92.6217421 44.8553406, -92.6214146 44.8553437, -92.621276 44.855345)",,
21562706,2,5th Street,residential,False,False,88.06899999999999,25 mph,"LINESTRING (-92.621276 44.855345, -92.620946 44.8559785, -92.620889 44.856088)",,
452581445,1,Spring Street,residential,True,False,45.246,25 mph,"LINESTRING (-92.621276 44.855345, -92.6211585 44.855345, -92.620702 44.855345)",,
452581445,1,Spring Street,residential,True,False,117.137,25 mph,"LINESTRING (-92.620702 44.855345, -92.6205564 44.8553442, -92.619216 44.855337)",,
443111406,2,Spring Street,residential,False,False,6.453,,"LINESTRING (-92.6276542 44.8553755, -92.6275774 44.8553554)",,
21560557,2,North 4th Street,residential,False,True,123.838,25 mph,"LINESTRING (-92.621178 44.858522, -92.62166 44.857462)",,
21556146,2,East Maple Street,residential,False,False,110.956,25 mph,"LINESTRING (-92.621178 44.858522, -92.621814 44.858678, -92.6223731 44.8588176, -92.622507 44.858851)",,
21556146,2,East Maple Street,residential,False,True,163.357,25 mph,"LINESTRING (-92.621178 44.858522, -92.619391 44.858089, -92.619215 44.858051)",,
21560557,2,North 4th Street,residential,False,False,125.50999999999999,25 mph,"LINESTRING (-92.621178 44.858522, -92.6209048 44.8590471, -92.6208586 44.859136, -92.620627 44.859581)",,
21559425,2,North 3rd Street,residential,False,False,124.323,25 mph,"LINESTRING (-92.622507 44.858851, -92.62199 44.8599073)",,
21556146,2,East Maple Street,residential,False,False,124.099,25 mph,"LINESTRING (-92.622507 44.858851, -92.622633 44.8588825, -92.6232362 44.8590334, -92.6238327 44.8591793, -92.6238709 44.8591888, -92.6239936 44.8592186)",,
21556146,2,East Maple Street,residential,False,True,110.956,25 mph,"LINESTRING (-92.622507 44.858851, -92.6223731 44.8588176, -92.621814 44.858678, -92.621178 44.858522)",,
21559425,2,North 3rd Street,residential,False,True,123.58699999999999,25 mph,"LINESTRING (-92.622507 44.858851, -92.6225508 44.8587607, -92.623017 44.8578)",,
21556146,2,East Maple Street,residential,False,False,122.309,25 mph,"LINESTRING (-92.6239936 44.8592186, -92.624344 44.859307, -92.6247618 44.8594081, -92.6254606 44.8595771)",,
21556146,2,East Maple Street,residential,False,True,124.099,25 mph,"LINESTRING (-92.6239936 44.8592186, -92.6238709 44.8591888, -92.6238327 44.8591793, -92.6232362 44.8590334, -92.622633 44.8588825, -92.622507 44.858851)",,
21557073,2,North 2nd Street,secondary,False,False,124.91699999999999,25 mph,"LINESTRING (-92.6239936 44.8592186, -92.6236652 44.859815, -92.6236274 44.8598947, -92.623448 44.860273)",,
21557073,2,North 2nd Street,secondary,False,True,124.23199999999999,25 mph,"LINESTRING (-92.6239936 44.8592186, -92.6242173 44.858791, -92.624475 44.8582579, -92.6245196 44.8581655)",,
443111382,2,East Maple Street,residential,False,True,15.049,25 mph,"LINESTRING (-92.6256413 44.8596208, -92.6254606 44.8595771)",,
"[154343026, 21551550, 443111383]","['3', '2']","['East Maple Street', 'West Maple Street']",residential,False,False,191.78,25 mph,"LINESTRING (-92.6256413 44.8596208, -92.6261635 44.8597365, -92.6266802 44.8598489, -92.6267313 44.8598579, -92.6268525 44.8598617, -92.6270726 44.8598409, -92.6280191 44.8597869)",,yes
"[443111402, 443111388]",1,"['South Main Street', 'North Main Street']",secondary,True,False,247.846,25 mph,"LINESTRING (-92.6256413 44.8596208, -92.6261436 44.8585569, -92.6266409 44.8575075)",,
21556575,2,South 4th Street,residential,False,True,123.946,25 mph,"LINESTRING (-92.62166 44.857462, -92.622211 44.856418)",,
21560557,2,North 4th Street,residential,False,False,123.838,25 mph,"LINESTRING (-92.62166 44.857462, -92.621178 44.858522)",,
21561163,2,East Elm Street,residential,False,False,113.37499999999999,25 mph,"LINESTRING (-92.62166 44.857462, -92.622329 44.857633, -92.6228893 44.857769, -92.623017 44.8578)",,
21561163,2,East Elm Street,residential,False,True,107.849,25 mph,"LINESTRING (-92.62166 44.857462, -92.6210851 44.857311, -92.620377 44.857125)",,
21557073,2,North 2nd Street,secondary,False,False,125.47,25 mph,"LINESTRING (-92.623448 44.860273, -92.622922 44.861338)",,
21557073,2,North 2nd Street,secondary,False,True,124.917,25 mph,"LINESTRING (-92.623448 44.860273, -92.6236274 44.8598947, -92.6236652 44.859815, -92.6239936 44.8592186)",,
21561692,2,East Pine Street,residential,False,False,121.344,25 mph,"LINESTRING (-92.623448 44.860273, -92.6242059 44.8604574, -92.6249042 44.8606272)",,
21561692,2,East Pine Street,residential,False,True,121.901,25 mph,"LINESTRING (-92.623448 44.860273, -92.6232989 44.8602358, -92.6227127 44.8600895, -92.62199 44.8599073)",,
21557073,2,North 2nd Street,secondary,False,False,113.832,25 mph,"LINESTRING (-92.622922 44.861338, -92.6224574 44.8623073)",,
21557073,2,North 2nd Street,secondary,False,True,125.47,25 mph,"LINESTRING (-92.622922 44.861338, -92.623448 44.860273)",,
21560952,2,East Cedar Street,residential,False,False,115.47800000000001,25 mph,"LINESTRING (-92.622922 44.861338, -92.6230808 44.8613773, -92.6236844 44.8615266, -92.6242299 44.8616567, -92.6243077 44.8616753)",,
21560952,2,East Cedar Street,residential,False,True,123.132,25 mph,"LINESTRING (-92.622922 44.861338, -92.6227857 44.8613033, -92.6221902 44.8611518, -92.6214502 44.8609667)",,
21560952,2,East Cedar Street,residential,False,True,115.47800000000001,25 mph,"LINESTRING (-92.6243077 44.8616753, -92.6242299 44.8616567, -92.6236844 44.8615266, -92.6230808 44.8613773, -92.622922 44.861338)",,
"[172469673, 500807746]","['3', '2']",North Main Street,secondary,False,True,57.849999999999994,25 mph,"LINESTRING (-92.6243077 44.8616753, -92.6243857 44.8615247, -92.6244088 44.8614866, -92.6245861 44.8611941)",,
"[500807747, 443108371]","['3', '2']",North Main Street,secondary,False,False,38.813,25 mph,"LINESTRING (-92.6243077 44.8616753, -92.6242121 44.8618639, -92.6241412 44.8620038)",,
21561039,2,Lewis Street,residential,False,False,104.082,,"LINESTRING (-92.6280268 44.860728, -92.628016 44.861664)",,
21557891,2,West Pine Street,residential,False,False,110.747,25 mph,"LINESTRING (-92.6280268 44.860728, -92.6287186 44.8607285, -92.6294319 44.8607261)",,
"[169832009, 21557891]",2,"['Clark Street', 'West Pine Street']",residential,False,"[False, True]",212.32999999999998,25 mph,"LINESTRING (-92.6280268 44.860728, -92.6274435 44.8607284, -92.6273068 44.8607285, -92.6266349 44.86073, -92.6266262 44.8616529)",,
21561039,2,Lewis Street,residential,False,True,104.648,,"LINESTRING (-92.6280268 44.860728, -92.6280209 44.8600073, -92.6280191 44.8597869)",,
21560560,2,North Freemont Street,residential,False,False,105.582,25 mph,"LINESTRING (-92.6294319 44.8607261, -92.629423 44.8616756)",,
21557891,2,West Pine Street,residential,False,False,106.018,25 mph,"LINESTRING (-92.6294319 44.8607261, -92.6301267 44.860729, -92.630777 44.860729)",,
21557891,2,West Pine Street,residential,False,True,110.747,25 mph,"LINESTRING (-92.6294319 44.8607261, -92.6287186 44.8607285, -92.6280268 44.860728)",,
21560560,2,North Freemont Street,residential,False,True,104.131,25 mph,"LINESTRING (-92.6294319 44.8607261, -92.6294323 44.8605165, -92.6294214 44.8600074, -92.6294183 44.8597897)",,
21561708,,North Pearl Street,residential,False,False,104.826,,"LINESTRING (-92.630777 44.860729, -92.6307867 44.8616717)",,
21557891,2,West Pine Street,residential,False,True,106.018,25 mph,"LINESTRING (-92.630777 44.860729, -92.6301267 44.860729, -92.6294319 44.8607261)",,
21559425,2,North 3rd Street,residential,False,False,123.58699999999999,25 mph,"LINESTRING (-92.623017 44.8578, -92.6225508 44.8587607, -92.622507 44.858851)",,
21561163,2,East Elm Street,residential,False,False,125.215,25 mph,"LINESTRING (-92.623017 44.8578, -92.6231617 44.8578353, -92.6237803 44.857986, -92.6240832 44.8580598, -92.6243589 44.8581266, -92.6243959 44.8581356, -92.6245196 44.8581655)",,
21561163,2,East Elm Street,residential,False,True,113.375,25 mph,"LINESTRING (-92.623017 44.8578, -92.6228893 44.857769, -92.622329 44.857633, -92.62166 44.857462)",,
21561957,2,South 3rd Street,residential,False,True,125.12899999999999,25 mph,"LINESTRING (-92.623017 44.8578, -92.6233921 44.8570412, -92.623494 44.8568351, -92.623505 44.8568129, -92.623542 44.856738)",,
21559425,2,North 3rd Street,residential,False,False,125.248,25 mph,"LINESTRING (-92.62199 44.8599073, -92.6214502 44.8609667)",,
21559425,2,North 3rd Street,residential,False,True,124.323,25 mph,"LINESTRING (-92.62199 44.8599073, -92.622507 44.858851)",,
21561692,2,East Pine Street,residential,False,False,121.90100000000001,25 mph,"LINESTRING (-92.62199 44.8599073, -92.6227127 44.8600895, -92.6232989 44.8602358, -92.623448 44.860273)",,
21561692,2,East Pine Street,residential,False,True,113.392,25 mph,"LINESTRING (-92.62199 44.8599073, -92.6213398 44.8597521, -92.620627 44.859581)",,
21559425,2,North 3rd Street,residential,False,True,125.248,25 mph,"LINESTRING (-92.6214502 44.8609667, -92.62199 44.8599073)",,
21559425,2,North 3rd Street,residential,False,False,189.267,25 mph,"LINESTRING (-92.6214502 44.8609667, -92.6207661 44.86255, -92.620747 44.8625942)",,
21560952,2,East Cedar Street,residential,False,False,123.132,25 mph,"LINESTRING (-92.6214502 44.8609667, -92.6221902 44.8611518, -92.6227857 44.8613033, -92.622922 44.861338)",,
