osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,ref
8934889,,Sullivan Avenue,residential,False,False,49.627,"LINESTRING (-122.4722352 37.6937175, -122.472233 37.6932712)",,,
8934889,,Sullivan Avenue,residential,False,True,40.02,"LINESTRING (-122.4722352 37.6937175, -122.4722379 37.6940774)",,,
8930298,,Village Lane,residential,False,True,200.844,"LINESTRING (-122.4722352 37.6937175, -122.4723914 37.6937167, -122.4744325 37.6937067, -122.4745178 37.6937063)",,25 mph,
8931449,,89th Street,residential,False,False,104.552,"LINESTRING (-122.4710328 37.6918453, -122.4711433 37.6918445, -122.4711755 37.6918443, -122.4713816 37.6918429, -122.4715703 37.6918418, -122.4720186 37.6918393, -122.472221 37.6918382)",,,
256667145,4,Junipero Serra Boulevard,secondary,False,False,79.807,"LINESTRING (-122.4710328 37.6918453, -122.471032 37.6917781, -122.4710301 37.6915735, -122.4710256 37.6911276)",,,
256667145,4,Junipero Serra Boulevard,secondary,False,True,79.44500000000001,"LINESTRING (-122.4710328 37.6918453, -122.4710377 37.6922373, -122.4710393 37.6924246, -122.471035 37.6925597)",,,
8934889,,Sullivan Avenue,residential,False,False,79.933,"LINESTRING (-122.472221 37.6918382, -122.47221 37.6911194)",,,
8931449,,89th Street,residential,False,False,200.651,"LINESTRING (-122.472221 37.6918382, -122.4726248 37.6918353, -122.4726851 37.6918349, -122.4732725 37.6918307, -122.4740088 37.6918255, -122.4744183 37.6918226, -122.4745013 37.691822)",,,
8931449,,89th Street,residential,False,True,104.552,"LINESTRING (-122.472221 37.6918382, -122.4720186 37.6918393, -122.4715703 37.6918418, -122.4713816 37.6918429, -122.4711755 37.6918443, -122.4711433 37.6918445, -122.4710328 37.6918453)",,,
8934889,,Sullivan Avenue,residential,False,True,79.539,"LINESTRING (-122.472221 37.6918382, -122.472223 37.6920612, -122.472225 37.6923934, -122.472226 37.6925535)",,,
8934528,,Edgeworth Avenue,residential,False,True,78.886,"LINESTRING (-122.4745013 37.691822, -122.4745105 37.6925314)",,,
8931449,,89th Street,residential,False,False,251.04,"LINESTRING (-122.4745013 37.691822, -122.4746221 37.6918212, -122.4755666 37.6918151, -122.4765072 37.6918091, -122.4766716 37.6917961, -122.4768177 37.6917665, -122.4769633 37.6917186, -122.4770991 37.6916506, -122.4772075 37.6915831, -122.4772665 37.6915468)",,,
8931449,,89th Street,residential,False,True,200.651,"LINESTRING (-122.4745013 37.691822, -122.4744183 37.6918226, -122.4740088 37.6918255, -122.4732725 37.6918307, -122.4726851 37.6918349, -122.4726248 37.6918353, -122.472221 37.6918382)",,,
8934528,,Edgeworth Avenue,residential,False,False,79.75699999999999,"LINESTRING (-122.4745013 37.691822, -122.4744926 37.6912966, -122.4744917 37.6912409, -122.474489 37.6911048)",,,
8939321,,Washington Street,tertiary,False,False,33.338,"LINESTRING (-122.4772665 37.6915468, -122.4775051 37.6917797)",,,
8931449,,89th Street,residential,False,True,251.03999999999996,"LINESTRING (-122.4772665 37.6915468, -122.4772075 37.6915831, -122.4770991 37.6916506, -122.4769633 37.6917186, -122.4768177 37.6917665, -122.4766716 37.6917961, -122.4765072 37.6918091, -122.4755666 37.6918151, -122.4746221 37.6918212, -122.4745013 37.691822)",,,
8939321,,Washington Street,tertiary,False,True,36.998999999999995,"LINESTRING (-122.4772665 37.6915468, -122.4771864 37.6914678, -122.4770041 37.6912868)",,,
8931584,,87th Street,tertiary,False,False,104.89500000000001,"LINESTRING (-122.4710417 37.6932873, -122.4711672 37.6932759, -122.4712721 37.6932749, -122.4714551 37.6932742, -122.4715571 37.6932738, -122.472233 37.6932712)",,,
"[48208816, 24006902, 8935623]",,School Street,tertiary,False,True,178.77700000000002,"LINESTRING (-122.4710417 37.6932873, -122.4709035 37.6932941, -122.4707872 37.6932998, -122.4700694 37.6933526, -122.4698329 37.693373, -122.4697116 37.6933778, -122.4696772 37.6933778, -122.469015 37.6933786)",yes,,
"[397127318, 397127316, 513702462]","['4', '5']",Junipero Serra Boulevard,secondary,False,True,89.201,"LINESTRING (-122.4710417 37.6932873, -122.4710428 37.6933719, -122.4710446 37.6935135, -122.4710458 37.6936105, -122.4710469 37.6936982, -122.4710511 37.6938547, -122.4710573 37.6940894)",,,
"[256667145, 397127317]","['4', '5']",Junipero Serra Boulevard,secondary,False,False,80.90799999999999,"LINESTRING (-122.4710417 37.6932873, -122.4710413 37.6931823, -122.4710406 37.6929654, -122.4710403 37.6928799, -122.4710394 37.6928274, -122.471035 37.6925597)",,,
8934889,,Sullivan Avenue,residential,False,True,49.627,"LINESTRING (-122.472233 37.6932712, -122.4722352 37.6937175)",,,
8931584,,87th Street,tertiary,False,True,104.895,"LINESTRING (-122.472233 37.6932712, -122.4715571 37.6932738, -122.4714551 37.6932742, -122.4712721 37.6932749, -122.4711672 37.6932759, -122.4710417 37.6932873)",,,
8934889,,Sullivan Avenue,residential,False,False,79.807,"LINESTRING (-122.472233 37.6932712, -122.4722305 37.6930131, -122.472226 37.6925535)",,,
838379562,,87th Street,tertiary,False,False,201.171,"LINESTRING (-122.472233 37.6932712, -122.4728286 37.6932645, -122.4730284 37.6932622, -122.4740611 37.6932506, -122.4741587 37.6932495, -122.4745191 37.6932454)",,,
8934528,,Edgeworth Avenue,residential,False,False,79.39699999999999,"LINESTRING (-122.4745191 37.6932454, -122.474518 37.693163, -122.4745171 37.693081, -122.4745147 37.6928805, -122.4745105 37.6925314)",,,
"[256667172, 515749383]",,87th Street,tertiary,False,False,327.15200000000004,"LINESTRING (-122.4745191 37.6932454, -122.4749664 37.6932419, -122.4755162 37.6932377, -122.4757824 37.6932356, -122.4766074 37.6932336, -122.4774273 37.6932243, -122.478237 37.6932154)",,,
838379562,,87th Street,tertiary,False,True,201.171,"LINESTRING (-122.4745191 37.6932454, -122.4741587 37.6932495, -122.4740611 37.6932506, -122.4730284 37.6932622, -122.4728286 37.6932645, -122.472233 37.6932712)",,,
"[8930298, 256744917]",,"['Washington Street', 'Village Lane']",residential,False,False,166.57100000000003,"LINESTRING (-122.478237 37.6932154, -122.4782401 37.6933978, -122.4782292 37.6934727, -122.4782165 37.6935046, -122.4782053 37.6935327, -122.4781682 37.6935856, -122.4781149 37.6936297, -122.4780459 37.6936654, -122.4779698 37.6936846, -122.4778929 37.6936908, -122.4768787 37.6936963, -122.4767983 37.6936967)",,25 mph,
514878648,,Washington Street,tertiary,False,True,92.206,"LINESTRING (-122.478237 37.6932154, -122.478235 37.6929717, -122.4782313 37.6925958, -122.4782255 37.6925462, -122.4782081 37.6924973, -122.4781814 37.6924529, -122.4781375 37.6924042)",,,
"[256667172, 515749383]",,87th Street,tertiary,False,True,327.152,"LINESTRING (-122.478237 37.6932154, -122.4774273 37.6932243, -122.4766074 37.6932336, -122.4757824 37.6932356, -122.4755162 37.6932377, -122.4749664 37.6932419, -122.4745191 37.6932454)",,,
8931788,,88th Street,residential,False,False,104.799,"LINESTRING (-122.471035 37.6925597, -122.4711531 37.6925589, -122.4711812 37.6925587, -122.4715479 37.6925563, -122.4716257 37.692556, -122.4718536 37.6925551, -122.4720374 37.6925543, -122.472226 37.6925535)",,,
256667145,4,Junipero Serra Boulevard,secondary,False,False,79.445,"LINESTRING (-122.471035 37.6925597, -122.4710393 37.6924246, -122.4710377 37.6922373, -122.4710328 37.6918453)",,,
"[256667145, 397127317]","['4', '5']",Junipero Serra Boulevard,secondary,False,True,80.908,"LINESTRING (-122.471035 37.6925597, -122.4710394 37.6928274, -122.4710403 37.6928799, -122.4710406 37.6929654, -122.4710413 37.6931823, -122.4710417 37.6932873)",,,
8931788,,88th Street,residential,False,False,201.026,"LINESTRING (-122.472226 37.6925535, -122.4731934 37.6925441, -122.4744061 37.6925324, -122.4745105 37.6925314)",,,
8931788,,88th Street,residential,False,True,104.79899999999999,"LINESTRING (-122.472226 37.6925535, -122.4720374 37.6925543, -122.4718536 37.6925551, -122.4716257 37.692556, -122.4715479 37.6925563, -122.4711812 37.6925587, -122.4711531 37.6925589, -122.471035 37.6925597)",,,
8934889,,Sullivan Avenue,residential,False,False,79.539,"LINESTRING (-122.472226 37.6925535, -122.472225 37.6923934, -122.472223 37.6920612, -122.472221 37.6918382)",,,
8934889,,Sullivan Avenue,residential,False,True,79.807,"LINESTRING (-122.472226 37.6925535, -122.4722305 37.6930131, -122.472233 37.6932712)",,,
8934528,,Edgeworth Avenue,residential,False,False,78.886,"LINESTRING (-122.4745105 37.6925314, -122.4745013 37.691822)",,,
8931788,,88th Street,residential,False,False,321.52899999999994,"LINESTRING (-122.4745105 37.6925314, -122.4746247 37.6925304, -122.4757429 37.692521, -122.4762345 37.6925169, -122.4776335 37.6925099, -122.477726 37.6924973, -122.4778264 37.6924658, -122.4779199 37.6924247, -122.477974 37.6924075, -122.4779937 37.6924056, -122.4780298 37.6924021, -122.4781375 37.6924042)",,,
8931788,,88th Street,residential,False,True,201.026,"LINESTRING (-122.4745105 37.6925314, -122.4744061 37.6925324, -122.4731934 37.6925441, -122.472226 37.6925535)",,,
8934528,,Edgeworth Avenue,residential,False,True,79.39699999999999,"LINESTRING (-122.4745105 37.6925314, -122.4745147 37.6928805, -122.4745171 37.693081, -122.474518 37.693163, -122.4745191 37.6932454)",,,
8931788,,88th Street,residential,False,True,321.529,"LINESTRING (-122.4781375 37.6924042, -122.4780298 37.6924021, -122.4779937 37.6924056, -122.477974 37.6924075, -122.4779199 37.6924247, -122.4778264 37.6924658, -122.477726 37.6924973, -122.4776335 37.6925099, -122.4762345 37.6925169, -122.4757429 37.692521, -122.4746247 37.6925304, -122.4745105 37.6925314)",,,
8939321,,Washington Street,tertiary,False,True,88.98599999999999,"LINESTRING (-122.4781375 37.6924042, -122.4779514 37.6922205, -122.4779319 37.6922011, -122.4775691 37.6918431, -122.4775051 37.6917797)",,,
514878648,,Washington Street,tertiary,False,False,92.206,"LINESTRING (-122.4781375 37.6924042, -122.4781814 37.6924529, -122.4782081 37.6924973, -122.4782255 37.6925462, -122.4782313 37.6925958, -122.478235 37.6929717, -122.478237 37.6932154)",,,
8931852,,West Market Street,residential,False,False,25.017,"LINESTRING (-122.4676733 37.6897771, -122.4679576 37.6897752)",,,
8935038,,Allemany Street,residential,False,False,159.24200000000002,"LINESTRING (-122.4676733 37.6897771, -122.4676714 37.6896997, -122.4676666 37.6894325, -122.467648 37.6885489, -122.4676479 37.6884967, -122.4676436 37.6883452)",,,
8931852,,West Market Street,residential,False,False,65.717,"LINESTRING (-122.4679576 37.6897752, -122.4687044 37.689782)",,,
8931852,,West Market Street,residential,False,True,25.017,"LINESTRING (-122.4679576 37.6897752, -122.4676733 37.6897771)",,,
8942098,,Werner Avenue,residential,False,True,199.827,"LINESTRING (-122.4679576 37.6897752, -122.4679581 37.6898653, -122.467979 37.6915722)",,,
8931852,,West Market Street,residential,False,False,26.121,"LINESTRING (-122.4687044 37.689782, -122.4690012 37.6897864)",,,
8931852,,West Market Street,residential,False,True,65.717,"LINESTRING (-122.4687044 37.689782, -122.4679576 37.6897752)",,,
8936733,,Hill Street,residential,False,False,207.691,"LINESTRING (-122.4687044 37.689782, -122.4687037 37.6897225, -122.4687024 37.689517, -122.4687021 37.6893519, -122.4687013 37.6891831, -122.4687008 37.6890876, -122.4687003 37.6889921, -122.468699 37.6887618, -122.4686947 37.6880288, -122.4686946 37.6879142)",,,
8931852,,West Market Street,residential,False,True,41.061,"LINESTRING (-122.4694678 37.6897811, -122.4691818 37.6897843, -122.4690012 37.6897864)",,,
8932877,,91st Street,residential,False,False,104.70400000000001,"LINESTRING (-122.4710171 37.6904171, -122.471128 37.6904156, -122.4711608 37.6904154, -122.472207 37.6904103)",,,
457899226,4,Junipero Serra Boulevard,secondary,False,False,75.804,"LINESTRING (-122.4710171 37.6904171, -122.4710117 37.6900089, -122.471013 37.6897965, -122.4710131 37.6897354)",,,
"[256667145, 457899226]",4,Junipero Serra Boulevard,secondary,False,True,79.008,"LINESTRING (-122.4710171 37.6904171, -122.4710212 37.6907041, -122.471024 37.6909968, -122.4710245 37.6910573, -122.4710256 37.6911276)",,,
8932877,,91st Street,residential,False,True,104.70400000000001,"LINESTRING (-122.472207 37.6904103, -122.4711608 37.6904154, -122.471128 37.6904156, -122.4710171 37.6904171)",,,
8934889,,Sullivan Avenue,residential,False,False,77.24799999999999,"LINESTRING (-122.472207 37.6904103, -122.4722036 37.6900412, -122.4722048 37.6899594, -122.472211 37.6898799, -122.472242 37.6897176)",,,
8934889,,Sullivan Avenue,residential,False,True,78.849,"LINESTRING (-122.472207 37.6904103, -122.4722096 37.6908138, -122.47221 37.6911194)",,,
23765956,,91st Street,residential,False,False,124.398,"LINESTRING (-122.4744872 37.6903926, -122.4759009 37.6903838)",,,
8934528,,Edgeworth Avenue,residential,False,False,78.02,"LINESTRING (-122.4744872 37.6903926, -122.4744858 37.6902502, -122.4744836 37.6899538, -122.474479 37.6898753, -122.4744736 37.6898112, -122.4744659 37.6897491, -122.474451 37.6896927)",,,
8934528,,Edgeworth Avenue,residential,False,True,79.194,"LINESTRING (-122.4744872 37.6903926, -122.4744873 37.690429, -122.474489 37.6911048)",,,
23765956,,91st Street,residential,False,True,124.398,"LINESTRING (-122.4759009 37.6903838, -122.4744872 37.6903926)",,,
8938514,,Sweetwood Drive,residential,False,False,286.998,"LINESTRING (-122.4759009 37.6903838, -122.4759418 37.6902955, -122.4759885 37.6902146, -122.4762033 37.6899109, -122.4762552 37.6898258, -122.4762918 37.6897426, -122.4763136 37.6896493, -122.4763189 37.6895598, -122.476302 37.6878769)",,,
8938514,,Sweetwood Drive,residential,False,True,79.574,"LINESTRING (-122.4759009 37.6903838, -122.4758823 37.6904639, -122.4758693 37.6905421, -122.4758692 37.6906158, -122.4758731 37.6910974)",,,
