osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,tunnel,junction
"[190545389, 814804687]",False,4,Southwest 37th Avenue,secondary,40 mph,False,98.868,"LINESTRING (-80.253962 25.734114, -80.2539588 25.7340311, -80.2539471 25.7337966, -80.2539194 25.7332257)",,,
"[190545390, 738222039]",False,4,Southwest 37th Avenue,secondary,40 mph,True,106.43499999999999,"LINESTRING (-80.253962 25.734114, -80.2539845 25.7344456, -80.2539962 25.7346999, -80.2540051 25.7348946, -80.2540063 25.7349209, -80.2540076 25.7349513, -80.2540093 25.7349905, -80.254014 25.73507)",,,
"[11115745, 785468455]",False,2,Peacock Avenue,residential,,True,199.39600000000002,"LINESTRING (-80.253962 25.734114, -80.2540759 25.7341178, -80.2550059 25.734089, -80.2558077 25.7340655, -80.2558422 25.7340642, -80.2559515 25.7340611)",,,
"[11115745, 785468455]",False,2,Peacock Avenue,residential,,False,199.396,"LINESTRING (-80.2559515 25.7340611, -80.2558422 25.7340642, -80.2558077 25.7340655, -80.2550059 25.734089, -80.2540759 25.7341178, -80.253962 25.734114)",,,
83036440,False,2,Southwest 38th Avenue,tertiary,,False,107.26,"LINESTRING (-80.2559515 25.7340611, -80.2559853 25.7345476, -80.2560038 25.7348141, -80.2560081 25.7348765, -80.2560108 25.7349161, -80.256031 25.7350225)",,,
"[1207123569, 1207123570, 1207123571, 190545364]",False,2,Southwest 38th Avenue,tertiary,,True,99.768,"LINESTRING (-80.2559515 25.7340611, -80.2559445 25.7339414, -80.2559306 25.7337034, -80.2559264 25.7336307, -80.2559157 25.733445, -80.2559084 25.7333164, -80.2558993 25.7331651)",,,
129195271,True,2,Southwest 40th Street,primary,35 mph,False,164.98499999999999,"LINESTRING (-80.2604504 25.7348968, -80.2612243 25.7348748, -80.2619605 25.7348499, -80.2619978 25.7348498, -80.2620966 25.7348483)",FL 976,,
171849837,False,,Salzedo Street,residential,,False,108.449,"LINESTRING (-80.260271 25.733146, -80.2602219 25.7321717)",,,
11167844,False,,Altara Avenue,residential,,False,88.673,"LINESTRING (-80.260271 25.733146, -80.2607075 25.7331329, -80.2611558 25.7331205)",,,
11167844,False,,Altara Avenue,residential,,True,88.703,"LINESTRING (-80.260271 25.733146, -80.259875 25.733159, -80.2598338 25.7331603, -80.259386 25.733174)",,,
171849837,False,,Salzedo Street,residential,,True,182.76100000000002,"LINESTRING (-80.260271 25.733146, -80.2603225 25.7340545, -80.2603308 25.7342007, -80.2603403 25.7343694, -80.2603597 25.734711, -80.2603633 25.7347875)",,,
171849837,False,,Salzedo Street,residential,,True,108.449,"LINESTRING (-80.2602219 25.7321717, -80.260271 25.733146)",,,
"[532606912, 532606910, 532606911]",False,,San Lorenzo Avenue,residential,,False,88.15899999999999,"LINESTRING (-80.2602219 25.7321717, -80.260565 25.7321605, -80.2610496 25.7321463, -80.2611014 25.732143)",,building_passage,
"[532606912, 532606913, 11144629]",False,,San Lorenzo Avenue,residential,,True,89.072,"LINESTRING (-80.2602219 25.7321717, -80.2598869 25.73218, -80.2594035 25.7321919, -80.259333 25.7321936)",,building_passage,
787842445,False,2,Salzedo Street,residential,25 mph,True,71.978,"LINESTRING (-80.2601712 25.737013, -80.2601456 25.7363661)",,,
11150920,False,2,Fluvia Avenue,residential,25 mph,False,202.601,"LINESTRING (-80.2601712 25.737013, -80.2602848 25.7370081, -80.2620575 25.7369221, -80.262191 25.7369156)",,,
11150920,False,2,Fluvia Avenue,residential,25 mph,True,137.035,"LINESTRING (-80.2601712 25.737013, -80.259226 25.7370536, -80.2589145 25.7370711, -80.2588713 25.7370735, -80.2588049 25.7370757)",,,
11120218,False,2,Salzedo Street,residential,25 mph,False,74.934,"LINESTRING (-80.2600824 25.7349125, -80.2600862 25.7349868, -80.2600873 25.7350151, -80.2601074 25.735534, -80.2601106 25.7355859)",,,
129195271,True,2,Southwest 40th Street,primary,35 mph,False,36.903000000000006,"LINESTRING (-80.2600824 25.7349125, -80.2602606 25.7349037, -80.2604504 25.7348968)",FL 976,,
11144631,False,,San Lorenzo Avenue,residential,,True,105.333,"LINESTRING (-80.2579246 25.7317492, -80.2568733 25.7317701)",,,
11144631,False,,San Lorenzo Avenue,residential,,False,42.01,"LINESTRING (-80.2579246 25.7317492, -80.2582622 25.7317398, -80.2583438 25.7317376)",,,
683417045,False,,Southwest 39th Avenue,residential,,True,48.349000000000004,"LINESTRING (-80.2579246 25.7317492, -80.2579243 25.7317984, -80.2579327 25.732105, -80.2579268 25.7321327, -80.2579123 25.7321817)",,,
11124361,False,,Laguna Street,residential,,False,108.83,"LINESTRING (-80.2611558 25.7331205, -80.2611014 25.732143)",,,
11124361,False,,Laguna Street,residential,,True,182.52300000000002,"LINESTRING (-80.2611558 25.7331205, -80.2611961 25.7340321, -80.2612153 25.7343382, -80.2612383 25.7346862, -80.2612412 25.7347601)",,,
11167844,False,,Altara Avenue,residential,,False,86.803,"LINESTRING (-80.2611558 25.7331205, -80.2615709 25.7331063, -80.261678 25.7331029, -80.2619061 25.7330955, -80.2620218 25.7330921)",,,
11167844,False,,Altara Avenue,residential,,True,88.673,"LINESTRING (-80.2611558 25.7331205, -80.2607075 25.7331329, -80.260271 25.733146)",,,
11124361,False,,Laguna Street,residential,,True,108.83,"LINESTRING (-80.2611014 25.732143, -80.2611558 25.7331205)",,,
532606910,False,,San Lorenzo Avenue,residential,,False,80.692,"LINESTRING (-80.2611014 25.732143, -80.2612391 25.7321383, -80.2615254 25.7321286, -80.2616394 25.7321247, -80.2618454 25.7321177, -80.2619064 25.7321156)",,,
"[532606912, 532606910, 532606911]",False,,San Lorenzo Avenue,residential,,True,88.15899999999999,"LINESTRING (-80.2611014 25.732143, -80.2610496 25.7321463, -80.260565 25.7321605, -80.2602219 25.7321717)",,building_passage,
11170007,False,,Frow Avenue,residential,,False,55.25,"LINESTRING (-80.2577133 25.7287287, -80.2582641 25.7287027)",,,
11170007,False,,Frow Avenue,residential,,True,197.607,"LINESTRING (-80.2577133 25.7287287, -80.2557425 25.7288065)",,,
11127410,False,,Aurora Street,residential,,False,109.145,"LINESTRING (-80.259386 25.733174, -80.259333 25.7321936)",,,
11127410,False,,Aurora Street,residential,,True,182.767,"LINESTRING (-80.259386 25.733174, -80.2594728 25.7347361, -80.2594774 25.7348156)",,,
11167844,False,,Altara Avenue,residential,,False,88.703,"LINESTRING (-80.259386 25.733174, -80.2598338 25.7331603, -80.259875 25.733159, -80.260271 25.733146)",,,
11167844,False,,Altara Avenue,residential,,True,91.19500000000001,"LINESTRING (-80.259386 25.733174, -80.2589711 25.7331854, -80.2586209 25.7331946, -80.258476 25.733199)",,,
11127410,False,,Aurora Street,residential,,True,109.145,"LINESTRING (-80.259333 25.7321936, -80.259386 25.733174)",,,
"[532606912, 532606913, 11144629]",False,,San Lorenzo Avenue,residential,,False,89.072,"LINESTRING (-80.259333 25.7321936, -80.2594035 25.7321919, -80.2598869 25.73218, -80.2602219 25.7321717)",,building_passage,
11144629,False,,San Lorenzo Avenue,residential,,True,90.97000000000001,"LINESTRING (-80.259333 25.7321936, -80.2589219 25.7322051, -80.2585679 25.7322201, -80.2584255 25.7322245)",,,
190819754,False,4,Southwest 42nd Avenue,primary,40 mph,False,83.662,"LINESTRING (-80.2618353 25.7295204, -80.2618236 25.729185, -80.2618109 25.7289566, -80.2618027 25.7288065, -80.2618005 25.7287687)",FL 953,,
375164075,False,,Vilabella Avenue,residential,,False,45.281,"LINESTRING (-80.2618353 25.7295204, -80.2619596 25.7295159, -80.2622872 25.7295112)",,,
519233055,True,2,Southwest 42nd Avenue,primary,40 mph,False,40.635000000000005,"LINESTRING (-80.2618353 25.7295204, -80.2617819 25.729583, -80.2617935 25.7298693)",FL 953,,
"[190545390, 738222039]",False,4,Southwest 37th Avenue,secondary,40 mph,False,106.435,"LINESTRING (-80.254014 25.73507, -80.2540093 25.7349905, -80.2540076 25.7349513, -80.2540063 25.7349209, -80.2540051 25.7348946, -80.2539962 25.7346999, -80.2539845 25.7344456, -80.253962 25.734114)",,,
534582280,False,5,Southwest 37th Avenue,secondary,40 mph,True,207.27100000000002,"LINESTRING (-80.254014 25.73507, -80.2540178 25.7351674, -80.2540195 25.7352112, -80.2540234 25.735313, -80.2540267 25.7353976, -80.2540364 25.7356479, -80.2540791 25.7367501, -80.2540844 25.7368856, -80.2540862 25.7369329)",,,
534582281,False,5,Southwest 40th Street,primary,35 mph,True,99.25200000000001,"LINESTRING (-80.254014 25.73507, -80.2541308 25.7350668, -80.2541774 25.7350657, -80.2542171 25.7350647, -80.2544376 25.7350593, -80.2550045 25.7350455)",FL 976,,
11146236,False,,Southwest 37th Court,residential,,True,205.788,"LINESTRING (-80.2550045 25.7350455, -80.2550088 25.7351643, -80.2550224 25.735513, -80.2550932 25.7367935, -80.2550988 25.7368942)",,,
534582281,False,5,Southwest 40th Street,primary,35 mph,False,99.252,"LINESTRING (-80.2550045 25.7350455, -80.2544376 25.7350593, -80.2542171 25.7350647, -80.2541774 25.7350657, -80.2541308 25.7350668, -80.254014 25.73507)",FL 976,,
534582281,False,5,Southwest 40th Street,primary,35 mph,True,102.85600000000001,"LINESTRING (-80.2550045 25.7350455, -80.2551503 25.7350424, -80.2558726 25.7350269, -80.2559153 25.7350273, -80.256031 25.7350225)",FL 976,,
83036440,False,2,Southwest 38th Avenue,tertiary,,True,107.25999999999999,"LINESTRING (-80.256031 25.7350225, -80.2560108 25.7349161, -80.2560081 25.7348765, -80.2560038 25.7348141, -80.2559853 25.7345476, -80.2559515 25.7340611)",,,
534582281,False,5,Southwest 40th Street,primary,35 mph,False,102.85600000000001,"LINESTRING (-80.256031 25.7350225, -80.2559153 25.7350273, -80.2558726 25.7350269, -80.2551503 25.7350424, -80.2550045 25.7350455)",FL 976,,
683417044,False,5,Southwest 40th Street,primary,35 mph,True,101.947,"LINESTRING (-80.256031 25.7350225, -80.2561737 25.7350187, -80.2562113 25.7350177, -80.2570483 25.7349945)",FL 976,,
