osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes,maxspeed
"[12742512, 115857709, 115857717]",CR 20,Conklin Kirkwood Bridge,secondary,False,False,524.22,yes,"LINESTRING (-75.80695 42.035825, -75.806426 42.035763, -75.806043 42.035725, -75.805679 42.035724, -75.805554 42.035732, -75.805061 42.035807, -75.804741 42.035895, -75.804568 42.035952, -75.804432 42.036002, -75.8041593 42.036115, -75.802031 42.0369351, -75.801342 42.037184, -75.801101 42.037289)",,
670342233,NY 7,Conklin Road,primary,False,True,214.719,,"LINESTRING (-75.80695 42.035825, -75.806887 42.035593, -75.806798 42.035276, -75.806555 42.034586, -75.8062881 42.0339593)",,
246729870,CR 20,Conklin Forks Road,tertiary,False,True,161.546,,"LINESTRING (-75.8062881 42.0339593, -75.8082376 42.033841)",,
59542744,,Conklin Forks Road,residential,False,False,206.303,,"LINESTRING (-75.8062881 42.0339593, -75.8058041 42.0339865, -75.803798 42.034106)",,
139260092,NY 7,Conklin Road,primary,False,False,381.052,,"LINESTRING (-75.8062881 42.0339593, -75.805961 42.033295, -75.8057722 42.0329539, -75.80558 42.032628, -75.8053506 42.0322681, -75.805196 42.032047, -75.8050355 42.0318105, -75.804858 42.031579, -75.8045928 42.0312303, -75.804318 42.030868)",2,55 mph
670342233,NY 7,Conklin Road,primary,False,False,214.719,,"LINESTRING (-75.8062881 42.0339593, -75.806555 42.034586, -75.806798 42.035276, -75.806887 42.035593, -75.80695 42.035825)",,
139260092,NY 7,Conklin Road,primary,False,True,381.05199999999996,,"LINESTRING (-75.804318 42.030868, -75.8045928 42.0312303, -75.804858 42.031579, -75.8050355 42.0318105, -75.805196 42.032047, -75.8053506 42.0322681, -75.80558 42.032628, -75.8057722 42.0329539, -75.805961 42.033295, -75.8062881 42.0339593)",2,55 mph
246729875,,Fallbrook Road,residential,False,False,273.02,,"LINESTRING (-75.804318 42.030868, -75.803988 42.030773, -75.803782 42.030727, -75.803657 42.030683, -75.802793 42.030287, -75.80256 42.030198, -75.80246 42.030167, -75.802298 42.030149, -75.802133 42.030153, -75.801634 42.030187, -75.801255 42.030226)",,
"[12742512, 115857717, 115857709]",CR 20,Conklin Kirkwood Bridge,secondary,False,True,524.22,yes,"LINESTRING (-75.801101 42.037289, -75.801342 42.037184, -75.802031 42.0369351, -75.8041593 42.036115, -75.804432 42.036002, -75.804568 42.035952, -75.804741 42.035895, -75.805061 42.035807, -75.805554 42.035732, -75.805679 42.035724, -75.806043 42.035725, -75.806426 42.035763, -75.80695 42.035825)",,
12755574,,Millburn Drive,residential,False,False,198.186,,"LINESTRING (-75.804358 42.035839, -75.804238 42.035501, -75.803798 42.034106)",,
12755574,,Millburn Drive,residential,False,False,481.69999999999993,,"LINESTRING (-75.803798 42.034106, -75.803439 42.033218, -75.803312 42.032997, -75.803179 42.032799, -75.802388 42.031726, -75.801255 42.030226)",,
12755574,,Millburn Drive,residential,False,True,198.186,,"LINESTRING (-75.803798 42.034106, -75.804238 42.035501, -75.804358 42.035839)",,
59542744,,Conklin Forks Road,residential,False,True,206.303,,"LINESTRING (-75.803798 42.034106, -75.8058041 42.0339865, -75.8062881 42.0339593)",,
12755574,,Millburn Drive,residential,False,True,481.7,,"LINESTRING (-75.801255 42.030226, -75.802388 42.031726, -75.803179 42.032799, -75.803312 42.032997, -75.803439 42.033218, -75.803798 42.034106)",,
246729875,,Fallbrook Road,residential,False,True,273.02,,"LINESTRING (-75.801255 42.030226, -75.801634 42.030187, -75.802133 42.030153, -75.802298 42.030149, -75.80246 42.030167, -75.80256 42.030198, -75.802793 42.030287, -75.803657 42.030683, -75.803782 42.030727, -75.803988 42.030773, -75.804318 42.030868)",,
"[670269500, 670269501]",,Carrise Court,residential,False,True,310.96000000000004,,"LINESTRING (-75.8059913 42.03202, -75.8061093 42.0322651, -75.8061663 42.0323358, -75.8062622 42.0324225, -75.806348 42.0324842, -75.8064526 42.0325281, -75.8065653 42.032556, -75.8069542 42.0326137, -75.8071393 42.0326675, -75.8075577 42.0328628, -75.8077857 42.0329524, -75.8081049 42.033068, -75.8082148 42.0331377, -75.8082376 42.033841)",,
246729870,CR 20,Conklin Forks Road,tertiary,False,False,161.546,,"LINESTRING (-75.8082376 42.033841, -75.8062881 42.0339593)",,
"[670269500, 670269501]",,Carrise Court,residential,False,False,310.96,,"LINESTRING (-75.8082376 42.033841, -75.8082148 42.0331377, -75.8081049 42.033068, -75.8077857 42.0329524, -75.8075577 42.0328628, -75.8071393 42.0326675, -75.8069542 42.0326137, -75.8065653 42.032556, -75.8064526 42.0325281, -75.806348 42.0324842, -75.8062622 42.0324225, -75.8061663 42.0323358, -75.8061093 42.0322651, -75.8059913 42.03202)",,
