osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,junction,tunnel,bridge
"[1180696497, 881159786, 26569949]",True,"['Via Rodi', 'Via Senatore Giuseppe Maielli']",residential,False,107.592,"LINESTRING (15.2879421 37.0644261, 15.288428 37.0642858, 15.2884845 37.0642923, 15.2885119 37.0643179, 15.2886809 37.0646894, 15.2886963 37.0647231, 15.2887043 37.0647407, 15.2887154 37.0647654)",,,,,,
409836092,True,Via Cairoli,residential,False,58.595,"LINESTRING (15.2879421 37.0644261, 15.2879671 37.0644823, 15.2881523 37.0648986, 15.288163 37.0649227)",,,,,,
879917814,True,Via Malta,secondary,False,56.503,"LINESTRING (15.2887154 37.0647654, 15.2892478 37.0646137, 15.2893151 37.0645945)",,50,,,,
173228273,True,Via dei Mille,tertiary,False,44.373000000000005,"LINESTRING (15.2913132 37.0639773, 15.2912861 37.0639263, 15.291118 37.0636099)",,,,,,
281620036,True,Via Salvatore Chindemi,tertiary,False,45.705999999999996,"LINESTRING (15.2913132 37.0639773, 15.2914016 37.0639455, 15.2917016 37.063838, 15.2917831 37.0638089)",,50,,,,
173110563,True,Viale Giuseppe Mazzini,tertiary,False,53.682,"LINESTRING (15.2906905 37.0628056, 15.2907745 37.0626969, 15.2909264 37.0625145, 15.2910126 37.0623971)",,,,,,
966780626,True,,tertiary,False,4.127,"LINESTRING (15.2929053 37.0664194, 15.2928598 37.0664117)",,50,,roundabout,,
877712202,True,,residential,False,139.066,"LINESTRING (15.2929053 37.0664194, 15.2926473 37.0664537, 15.2924515 37.0664772, 15.2923033 37.0665077, 15.2922235 37.0665302, 15.2915885 37.0667084, 15.291535 37.0666596, 15.2915567 37.0665689)",,,,,,
295165544,True,Via Eritrea,residential,False,35.144,"LINESTRING (15.2908894 37.0655576, 15.2904938 37.0655419)",,,,,,
319340061,False,Riva Forte Gallo,residential,False,86.606,"LINESTRING (15.2908894 37.0655576, 15.2908631 37.0658041, 15.2907891 37.0661909, 15.290776 37.0663307)",,,,,,
835824281,True,Via Senatore Gaetano Moscuzza,residential,False,6.926,"LINESTRING (15.2891525 37.0657543, 15.2891271 37.0656954)",,,,,,
323154479,True,Viale Montedoro,residential,False,51.395,"LINESTRING (15.2891525 37.0657543, 15.2891068 37.0657808, 15.2886145 37.0659211)",,50,,,,
173706197,True,Viale Regina Margherita,secondary,False,69.752,"LINESTRING (15.2874205 37.0662613, 15.2875224 37.0664933, 15.2876585 37.0668033, 15.2876805 37.0668533)",2,50,,,,
323154479,True,Viale Montedoro,residential,False,98.15799999999999,"LINESTRING (15.2874205 37.0662613, 15.2864686 37.0665325, 15.2864192 37.0665465, 15.2863786 37.0665581)",,50,,,,
323084269,True,Via Alessandro Rizza,secondary,False,55.222,"LINESTRING (15.2863786 37.0665581, 15.2862127 37.0661924, 15.2861797 37.0661185, 15.2861683 37.0660907)",,,,,,
"[376832614, 323154479]",True,Viale Montedoro,residential,False,50.157000000000004,"LINESTRING (15.2863786 37.0665581, 15.2863329 37.0665711, 15.2863028 37.0665797, 15.2859052 37.0666926, 15.2858713 37.0667023, 15.2858461 37.0667095)",,50,,,,
26543490,True,Via Vincenzo Gioberti,secondary,False,62.104,"LINESTRING (15.2863211 37.0676375, 15.28637 37.067559, 15.286636 37.0671387)",,,,,,
47374325,True,Via Monsignor Giuseppe Bruno,residential,False,71.06199999999998,"LINESTRING (15.2863211 37.0676375, 15.2862847 37.0676946, 15.286027 37.0681068, 15.2860025 37.0681462, 15.2859843 37.0681756, 15.2859634 37.0682093)",,,,,,
"[173706201, 174869330]",False,Viale Armando Diaz,secondary,"[False, True]",44.546,"LINESTRING (15.2863211 37.0676375, 15.2862914 37.0676217, 15.2859542 37.0674874, 15.2859283 37.0674774, 15.285874 37.0674557)",,,,,,
47327321,True,Via Don Giovanni Minzoni,residential,False,15.133,"LINESTRING (15.286636 37.0671387, 15.2867974 37.0670947)",,,,,,
323084269,True,Via Alessandro Rizza,secondary,False,68.481,"LINESTRING (15.286636 37.0671387, 15.2864004 37.0666073, 15.2863786 37.0665581)",,,,,,
174869745,True,Via Giovambattista Perasso,secondary,False,62.805,"LINESTRING (15.2861683 37.0660907, 15.2861183 37.0659834, 15.2859546 37.0656242, 15.2859253 37.0655602)",,,,,,
323084267,True,Corso Umberto Primo,secondary,False,51.343,"LINESTRING (15.2861683 37.0660907, 15.2861181 37.066105, 15.2860445 37.066126, 15.2857305 37.0662154, 15.2856944 37.0662256, 15.2856241 37.0662476)",2,50,,,,
362088320,True,Via Cairoli,residential,False,62.869,"LINESTRING (15.288163 37.0649227, 15.28836 37.0653506, 15.2884074 37.0654534)",,,,,,
879917814,True,Via Malta,secondary,False,52.041,"LINESTRING (15.288163 37.0649227, 15.2886379 37.0647874, 15.2887154 37.0647654)",,50,,,,
26569952,True,Via della Dogana,residential,False,62.900000000000006,"LINESTRING (15.2893151 37.0645945, 15.2895055 37.0650215, 15.2895309 37.0650784, 15.2895536 37.0651272)",,,,,,
879917814,True,Via Malta,secondary,False,52.589999999999996,"LINESTRING (15.2893151 37.0645945, 15.2897084 37.0644825, 15.2898733 37.0644355)",,50,,,,
173706200,True,Via Filippo Cordova,residential,False,45.402,"LINESTRING (15.2895536 37.0651272, 15.2895662 37.0651573, 15.2896012 37.0652353, 15.2897268 37.0655114)",,,,,,
323084267,True,Corso Umberto Primo,secondary,False,56.596999999999994,"LINESTRING (15.2895536 37.0651272, 15.289452 37.0651561, 15.2890661 37.0652659, 15.2889528 37.0652982)",2,50,,,,
173228273,True,Via dei Mille,tertiary,False,69.354,"LINESTRING (15.291118 37.0636099, 15.2908128 37.0630357)",,,,,,
490919517,True,Via Fra Benedetto La Vecchia,residential,False,34.284,"LINESTRING (15.291118 37.0636099, 15.2910662 37.0636281, 15.2908384 37.0637062, 15.2907632 37.063732)",,,,,,
"[307966737, 26545459]",True,"['Riva Giuseppe Garibaldi', 'Viale Giuseppe Mazzini']",residential,False,130.601,"LINESTRING (15.2907632 37.063732, 15.2902814 37.0633343, 15.2906207 37.0628947, 15.2906905 37.0628056)",,,,,,
"[172093809, 295238906]",True,Via Emanuele Giaracà,residential,False,41.254999999999995,"LINESTRING (15.292633 37.0654055, 15.2922662 37.0655327, 15.2922055 37.0655513)",,50,,,,
325833308,False,Via Trieste,tertiary,False,43.297000000000004,"LINESTRING (15.292633 37.0654055, 15.2926653 37.0654657, 15.2927983 37.0657133, 15.2928258 37.0657632)",,50,,,,
325833308,False,Via Trieste,tertiary,True,44.941,"LINESTRING (15.292633 37.0654055, 15.2924629 37.0650888, 15.2924335 37.065034)",,50,,,,
23448821,True,,tertiary,False,43.787,"LINESTRING (15.2920964 37.0644116, 15.2925603 37.0642773)",,50,,,,
958883573,False,,tertiary,False,41.855,"LINESTRING (15.2920964 37.0644116, 15.2916478 37.064528)",,50,,,,
"[293588804, 325833308]",False,Via Trieste,tertiary,"[False, True]",75.396,"LINESTRING (15.2920964 37.0644116, 15.2921253 37.0644628, 15.2921725 37.0645509, 15.2921955 37.064592, 15.292212 37.0646215, 15.2924335 37.065034)",,50,,,,
27739200,False,Via Venti Settembre,residential,True,11.714,"LINESTRING (15.2910126 37.0623971, 15.2910686 37.0624925)",,,,,,
173706203,True,,tertiary,False,24.868,"LINESTRING (15.2910126 37.0623971, 15.2911644 37.0622091)",,,,,,
"[361577681, 468455239]",True,Via Venti Settembre,tertiary,False,56.101,"LINESTRING (15.2917831 37.0638089, 15.2918181 37.0638761, 15.2919819 37.0641914, 15.291996 37.0642184, 15.2920254 37.0642749)",,,,,,
"[296905696, 468455246]",False,Via Salvatore Chindemi,tertiary,True,43.33,"LINESTRING (15.2917831 37.0638089, 15.2921418 37.0636832, 15.2921768 37.0636713, 15.2922307 37.0636531)",,50,,,,
39610283,True,Via Duca degli Abruzzi,residential,False,44.27,"LINESTRING (15.2912746 37.062873, 15.2917314 37.0627129)",,,,,,
27739200,False,Via Venti Settembre,residential,False,46.09,"LINESTRING (15.2912746 37.062873, 15.2911142 37.062579, 15.2910686 37.0624925)",,,,,,
"[1016635637, 938840389]",True,Via Agatocle,secondary,False,41.012,"LINESTRING (15.2871263 37.0684796, 15.2873651 37.0685572, 15.2875017 37.0686015, 15.2875426 37.0686138, 15.2875557 37.0686153)",,,,,,
173228267,True,Via Trento,tertiary,False,45.354,"LINESTRING (15.2928917 37.064873, 15.2930968 37.0652466)",,50,,,,
173105730,True,,tertiary,False,62.487,"LINESTRING (15.2920036 37.0651871, 15.2917175 37.0646736)",,50,,,,
27745446,True,Via Raffaele Lanza,residential,False,41.771,"LINESTRING (15.2920036 37.0651871, 15.2920661 37.0651649, 15.2923777 37.065054, 15.2924335 37.065034)",,50,,,,
490919517,True,Via Fra Benedetto La Vecchia,residential,False,44.641000000000005,"LINESTRING (15.2915805 37.0634519, 15.2915019 37.0634788, 15.2911935 37.0635845, 15.291118 37.0636099)",,,,,,
883984601,True,Via Venti Settembre,residential,False,69.861,"LINESTRING (15.2915805 37.0634519, 15.291568 37.0634305, 15.2912746 37.062873)",,,,,,
1234913496,True,Via Vincenzo Mirabella,residential,False,34.507,"LINESTRING (15.2957216 37.0627083, 15.295968 37.0627559, 15.2960559 37.0627846, 15.2960895 37.0628025)",,,,,,
39013088,True,Via Bengasi,residential,False,117.354,"LINESTRING (15.2856624 37.0649831, 15.2866261 37.0646962, 15.2866582 37.0646877, 15.2867286 37.0646672, 15.2867804 37.0646647, 15.2868267 37.0646726, 15.2868624 37.0646801, 15.2869091 37.0646922)",,,,,,
879917814,True,Via Malta,secondary,False,38.977,"LINESTRING (15.2877493 37.0650406, 15.2880955 37.0649419, 15.288163 37.0649227)",,50,,,,
327170893,True,Via Giovambattista Perasso,residential,False,68.279,"LINESTRING (15.2859253 37.0655602, 15.2859142 37.0655357, 15.2858891 37.0654806, 15.2856624 37.0649831)",,,,,,
879917814,True,Via Malta,secondary,False,99.801,"LINESTRING (15.2859253 37.0655602, 15.2860308 37.0655301, 15.2869846 37.0652584)",,50,,,,
"[821905522, 828471563, 459012172]",True,,tertiary,False,84.665,"LINESTRING (15.2962998 37.0641374, 15.2963128 37.0642652, 15.2962882 37.0643237, 15.2962366 37.064446, 15.2961434 37.0645907, 15.2960828 37.0646677, 15.2960366 37.0647111, 15.2959966 37.0647474, 15.2959724 37.0647712, 15.2959296 37.0648116)",,50,,,building_passage,
459012173,True,,tertiary,False,25.933999999999997,"LINESTRING (15.2962998 37.0641374, 15.2962552 37.0642551, 15.2962327 37.0643008, 15.2962049 37.0643578)",,50,,,,
295165544,True,Via Eritrea,residential,False,56.039,"LINESTRING (15.2903576 37.0655365, 15.2897268 37.0655114)",,,,,,
"[468455243, 173110590]",True,Via Savoia,tertiary,False,43.33,"LINESTRING (15.2920402 37.0632943, 15.2921908 37.0635779, 15.292201 37.063597, 15.2922307 37.0636531)",,,,,,
490919517,True,Via Fra Benedetto La Vecchia,residential,False,44.394999999999996,"LINESTRING (15.2920402 37.0632943, 15.2919607 37.0633216, 15.2916499 37.0634281, 15.2915805 37.0634519)",,,,,,
835824280,True,Viale Montedoro,residential,False,11.424,"LINESTRING (15.2892602 37.065698, 15.2891525 37.0657543)",,50,,,,
881159464,True,,residential,False,11.813,"LINESTRING (15.2892602 37.065698, 15.2891271 37.0656954)",,50,,,,
"[173706201, 174869330]",False,Viale Armando Diaz,secondary,"[False, True]",44.54600000000001,"LINESTRING (15.285874 37.0674557, 15.2859283 37.0674774, 15.2859542 37.0674874, 15.2862914 37.0676217, 15.2863211 37.0676375)",,,,,,
998731033,True,,secondary,False,72.31400000000001,"LINESTRING (15.285874 37.0674557, 15.2857188 37.0673942, 15.2856118 37.0673838, 15.2854944 37.0673899, 15.2853932 37.067436, 15.2853161 37.0674959, 15.2852181 37.0676278)",,50,,,,
172539801,True,,residential,False,58.183,"LINESTRING (15.2868263 37.0690918, 15.2867386 37.0690858, 15.2863203 37.0689456, 15.2862386 37.0688821)",,,,,,
938840390,True,Via Re Ierone Secondo,secondary,False,73.09400000000001,"LINESTRING (15.2868263 37.0690918, 15.2868581 37.06903, 15.2868641 37.0690175, 15.2871263 37.0684796)",,50,,,,
1174305020,True,Via Archia,residential,False,54.881,"LINESTRING (15.2853052 37.0690964, 15.2855178 37.068725, 15.2855623 37.0686475)",,,,,,
39610276,True,Via Palermo,residential,False,55.157999999999994,"LINESTRING (15.2884074 37.0654534, 15.2884192 37.0654828, 15.2884513 37.0655554, 15.2885096 37.0656858, 15.2885747 37.0658319, 15.2885849 37.0658546, 15.2886145 37.0659211)",,,,,,
323084267,True,Corso Umberto Primo,secondary,False,112.225,"LINESTRING (15.2884074 37.0654534, 15.2883059 37.0654823, 15.287324 37.0657618, 15.2872161 37.0657925)",2,50,,,,
"[683800250, 175070359]",False,Via Palermo,residential,"[False, True]",57.413000000000004,"LINESTRING (15.2886145 37.0659211, 15.2886381 37.0659739, 15.2886455 37.0659905, 15.2888107 37.0663709, 15.2888169 37.0663837, 15.2888287 37.0664083)",,,,,,
323154479,True,Viale Montedoro,residential,False,37.262,"LINESTRING (15.2886145 37.0659211, 15.2885347 37.0659438, 15.288219 37.0660338)",,50,,,,
485121426,False,,residential,False,11.031,"LINESTRING (15.2888287 37.0664083, 15.2887174 37.0664525)",,,,,,
683800250,False,,residential,False,19.269000000000002,"LINESTRING (15.2888287 37.0664083, 15.2888499 37.0664508, 15.2887563 37.0664854, 15.2887174 37.0664525)",,,,,,
"[439440840, 173597091, 175070360]",True,"['Via del Castello Marieth', 'Via Senatore Gaetano Moscuzza']",residential,False,103.39699999999999,"LINESTRING (15.2888287 37.0664083, 15.288899 37.0663803, 15.2893251 37.0662152, 15.289341 37.0661911, 15.2891654 37.065787, 15.2891525 37.0657543)",,,,,,
"[683800250, 175070359]",False,Via Palermo,residential,"[False, True]",57.413,"LINESTRING (15.2888287 37.0664083, 15.2888169 37.0663837, 15.2888107 37.0663709, 15.2886455 37.0659905, 15.2886381 37.0659739, 15.2886145 37.0659211)",,,,,,
39610283,True,Via Duca degli Abruzzi,residential,False,44.792,"LINESTRING (15.2908128 37.0630357, 15.2908813 37.0630115, 15.2911924 37.0629019, 15.2912746 37.062873)",,,,,,
173228273,True,Via dei Mille,tertiary,False,27.792,"LINESTRING (15.2908128 37.0630357, 15.2907169 37.0628552, 15.2906905 37.0628056)",,,,,,
172093845,True,Via Vittorio Veneto,tertiary,False,102.55499999999999,"LINESTRING (15.2956138 37.0636347, 15.2956188 37.0636059, 15.2956295 37.0635702, 15.2956559 37.0634851, 15.295763 37.0632445, 15.2958356 37.0631281, 15.2960519 37.0628486, 15.2960895 37.0628025)",,50,,,,
172093901,True,,tertiary,False,29.491,"LINESTRING (15.2960895 37.0628025, 15.2962428 37.0628589, 15.2962488 37.0629173, 15.2962571 37.0629889)",,,,,,
44683098,True,Via Tommaso Gargallo,residential,False,30.085,"LINESTRING (15.2956375 37.0624583, 15.2956946 37.0625034, 15.2957152 37.0625971, 15.2957216 37.0627083)",,,,,,
"[439440801, 331682871]",True,Via Tommaso Gargallo,residential,False,208.889,"LINESTRING (15.2956375 37.0624583, 15.2956507 37.0624333, 15.2956387 37.0623387, 15.2956164 37.0620966, 15.295625 37.0620788, 15.2957765 37.0620342, 15.2959236 37.0619822, 15.2959718 37.0619647, 15.296018 37.0619477, 15.2961632 37.0618966, 15.296173 37.0618875, 15.2961712 37.0618749, 15.2961365 37.0616661, 15.2961317 37.0616258, 15.296123 37.0614496, 15.2961033 37.0610495, 15.2960968 37.0608743)",,,,,,
325833308,False,Via Trieste,tertiary,False,14.902,"LINESTRING (15.2928387 37.0657886, 15.2929048 37.0659118)",,50,,,,
325833308,False,Via Trieste,tertiary,True,3.047,"LINESTRING (15.2928387 37.0657886, 15.2928258 37.0657632)",,50,,,,
"[173105730, 172093716]",True,Via del Forte Casanova,tertiary,False,41.368,"LINESTRING (15.2923942 37.0658915, 15.2923497 37.0658111, 15.2922445 37.0656216, 15.2922055 37.0655513)",,50,,,,
281620028,True,,residential,False,41.065,"LINESTRING (15.2923942 37.0658915, 15.2927848 37.065801, 15.2928387 37.0657886)",,,,,,
"[1234913496, 44643841]",True,"['Via Vincenzo Mirabella', 'Via Mario Adorno']",residential,False,157.363,"LINESTRING (15.2929746 37.0628286, 15.293165 37.0628936, 15.2932307 37.0629128, 15.2932736 37.0629167, 15.2933948 37.0629088, 15.2934295 37.0628975, 15.2937279 37.0628715, 15.293928 37.0628502, 15.2940458 37.0628445, 15.2941536 37.062839, 15.2944295 37.0628072, 15.29467 37.0627714, 15.2947118 37.0627645)",,,,,,
296905695,True,Corso Giacomo Matteotti,tertiary,False,125.762,"LINESTRING (15.2929746 37.0628286, 15.2930158 37.0627464, 15.2932413 37.0622959, 15.2932802 37.0622176, 15.2934988 37.0617778)",,50,,,,
407052868,True,,tertiary,False,15.838000000000001,"LINESTRING (15.2928981 37.0661634, 15.2929574 37.066167, 15.2930111 37.0661875, 15.2930517 37.0662222)",,50,,roundabout,,
743152758,True,,tertiary,False,13.23,"LINESTRING (15.2928981 37.0661634, 15.2929527 37.0661263, 15.2929781 37.0661038, 15.2929922 37.0660744)",,50,,,,
44683923,True,,tertiary,False,31.519000000000002,"LINESTRING (15.2927863 37.0663675, 15.2927214 37.0663389, 15.2926679 37.066306, 15.2926002 37.0662534, 15.2925453 37.0661691)",,50,,,,
407052868,True,,tertiary,False,29.806,"LINESTRING (15.2927863 37.0663675, 15.2927613 37.0663275, 15.2927551 37.0662831, 15.2927683 37.0662397, 15.2927993 37.0662025, 15.2928444 37.066176, 15.2928981 37.0661634)",,50,,roundabout,,
966780626,True,,tertiary,False,4.972,"LINESTRING (15.292961 37.0664145, 15.2929053 37.0664194)",,50,,roundabout,,
468455239,True,,tertiary,False,16.454,"LINESTRING (15.2920254 37.0642749, 15.2920625 37.0643464, 15.2920964 37.0644116)",,,,,,
468455235,True,,tertiary,False,17.331,"LINESTRING (15.2917175 37.0646736, 15.2916947 37.0646238, 15.2916792 37.0645917, 15.2916478 37.064528)",,50,,,,
175170609,True,,residential,False,56.827,"LINESTRING (15.2916789 37.0649245, 15.2919365 37.0653924)",,,,,,
319340062,True,,residential,False,28.111,"LINESTRING (15.2916789 37.0649245, 15.2916901 37.0648653, 15.2917175 37.0646736)",,,,,,
44898005,True,,residential,False,36.986999999999995,"LINESTRING (15.2915921 37.0654451, 15.2916214 37.0654038, 15.2916643 37.0653708, 15.2917172 37.0653489, 15.2917757 37.06534, 15.2918349 37.0653447, 15.2918901 37.0653626, 15.2919365 37.0653924)",,,,,,
319340062,True,,residential,False,58.404,"LINESTRING (15.2915921 37.0654451, 15.2916024 37.0653645, 15.2916615 37.06503, 15.2916789 37.0649245)",,,,,,
44898005,True,,residential,False,10.846,"LINESTRING (15.2915831 37.0655413, 15.2915786 37.0654927, 15.2915921 37.0654451)",,,,,,
44898005,True,,residential,False,32.781,"LINESTRING (15.2918736 37.0656543, 15.2918146 37.0656685, 15.2917531 37.0656682, 15.2916943 37.0656535, 15.2916436 37.0656256, 15.2916054 37.0655871, 15.2915831 37.0655413)",,,,,,
"[44897994, 173228252]",False,Vicolo Bagnara,residential,"[False, True]",88.905,"LINESTRING (15.2946244 37.0651395, 15.2945103 37.0650261, 15.2943215 37.0648424, 15.2942348 37.0647906, 15.2942182 37.0647703, 15.2940994 37.0648451, 15.2939921 37.0649147, 15.293902 37.0649353)",,,,,,
1084680857,True,Via Vittorio Veneto,tertiary,False,46.561,"LINESTRING (15.2946244 37.0651395, 15.2948729 37.0649014, 15.2949352 37.0648418, 15.29496 37.0648176)",,50,,,,
5028298,True,Via Nino Bixio,residential,False,62.998000000000005,"LINESTRING (15.2870862 37.0652295, 15.2870758 37.0652058, 15.2868851 37.0647548, 15.2869091 37.0646922)",,,,,,
879917814,True,Via Malta,secondary,False,62.473,"LINESTRING (15.2870862 37.0652295, 15.2871465 37.0652123, 15.2877493 37.0650406)",,50,,,,
"[173706200, 835824280]",True,"['Viale Montedoro', 'Via Filippo Cordova']",residential,False,68.09,"LINESTRING (15.2897268 37.0655114, 15.2897936 37.065659, 15.289791 37.0656758, 15.2897778 37.0656909, 15.2897628 37.0657025, 15.2897373 37.065712, 15.2892602 37.065698)",,50,,,,
172539772,True,Via Agatocle,tertiary,False,49.626,"LINESTRING (15.2883815 37.0689762, 15.2879412 37.0687943, 15.2878848 37.068771)",,,,,,
47327321,True,Via Don Giovanni Minzoni,residential,False,82.825,"LINESTRING (15.2867974 37.0670947, 15.2875947 37.0668775, 15.2876306 37.0668677, 15.2876805 37.0668533)",,,,,,
47327322,True,Via Dante Alighieri,residential,False,130.334,"LINESTRING (15.2867974 37.0670947, 15.2868551 37.0671317, 15.2872307 37.0673729, 15.2878767 37.0677865, 15.2879233 37.0678038, 15.2879555 37.0678101)",,,,,,
47327330,False,Ronco Quacinella,residential,True,34.417,"LINESTRING (15.2880901 37.0657419, 15.2882009 37.0659883, 15.288219 37.0660338)",,,,,,
47327330,False,Ronco Quacinella,residential,False,34.417,"LINESTRING (15.288219 37.0660338, 15.2882009 37.0659883, 15.2880901 37.0657419)",,,,,,
323154479,True,Viale Montedoro,residential,False,75.229,"LINESTRING (15.288219 37.0660338, 15.2874874 37.0662422, 15.2874205 37.0662613)",,50,,,,
173706197,True,Viale Regina Margherita,secondary,False,89.65100000000001,"LINESTRING (15.2876805 37.0668533, 15.287914 37.0673852, 15.2879202 37.0673992, 15.2880146 37.0676142)",2,50,,,,
47327334,False,Ronco Cristina,residential,False,16.626,"LINESTRING (15.2904938 37.0655419, 15.2904862 37.0656913)",,,,,,
295165544,True,Via Eritrea,residential,False,12.1,"LINESTRING (15.2904938 37.0655419, 15.2903576 37.0655365)",,,,,,
172539842,True,Via Agatocle,tertiary,False,53.967,"LINESTRING (15.2859634 37.0682093, 15.2865088 37.0682916, 15.2865603 37.0683022)",,,,,,
44646159,True,Via della Maestranza,tertiary,False,99.183,"LINESTRING (15.2949829 37.060948, 15.29558 37.0609121, 15.2960178 37.0608809, 15.2960968 37.0608743)",,,,,,
