osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,maxspeed
12086037,residential,False,False,153.63899999999998,"LINESTRING (-81.9734189 33.489865, -81.9733951 33.4899237, -81.9729138 33.4911078, -81.9728871 33.4911736)",,,,
12100983,residential,False,False,72.413,"LINESTRING (-81.9734189 33.489865, -81.9741028 33.4900572, -81.9741589 33.4900729)",Bluff Avenue,,,
12086037,residential,False,True,153.63899999999998,"LINESTRING (-81.9728871 33.4911736, -81.9729138 33.4911078, -81.9733951 33.4899237, -81.9734189 33.489865)",,,,
12097104,residential,False,False,73.06400000000001,"LINESTRING (-81.9728871 33.4911736, -81.9735336 33.4913698, -81.9736275 33.4913983)",West Clifton Avenue,,,
12097104,residential,False,True,78.68900000000001,"LINESTRING (-81.9728871 33.4911736, -81.9726268 33.4911033, -81.9724019 33.4910357, -81.9722666 33.4909996, -81.9722331 33.4909907, -81.9720826 33.4909488)",West Clifton Avenue,,,
12086986,residential,False,False,150.182,"LINESTRING (-81.9717805 33.4916843, -81.9719213 33.4917356, -81.9725621 33.4919133, -81.9732014 33.4921013, -81.9732241 33.4921128, -81.9732977 33.4921501)",West Main Street,,,
12088574,primary,False,False,82.051,"LINESTRING (-81.9717805 33.4916843, -81.9717395 33.4917834, -81.9715428 33.4923069, -81.9715125 33.4923875)",Georgia Avenue,4,US 25 Business,35 mph
12088574,primary,False,True,86.449,"LINESTRING (-81.9717805 33.4916843, -81.9718997 33.491394, -81.9720826 33.4909488)",Georgia Avenue,4,US 25 Business,35 mph
12103277,residential,False,False,149.32999999999998,"LINESTRING (-81.9717805 33.4916843, -81.9716494 33.4916477, -81.9702533 33.4912584)",East Main Street,,,
12086986,residential,False,False,144.35,"LINESTRING (-81.9732977 33.4921501, -81.9747628 33.4925887)",West Main Street,,,
12086986,residential,False,True,150.182,"LINESTRING (-81.9732977 33.4921501, -81.9732241 33.4921128, -81.9732014 33.4921013, -81.9725621 33.4919133, -81.9719213 33.4917356, -81.9717805 33.4916843)",West Main Street,,,
1050835287,residential,False,False,79.762,"LINESTRING (-81.9732977 33.4921501, -81.973143 33.4925282, -81.97302 33.492829)",West Avenue,,,
1050835287,residential,False,True,89.015,"LINESTRING (-81.9732977 33.4921501, -81.9735998 33.4914615, -81.9736275 33.4913983)",West Avenue,,,
12086986,residential,False,True,144.35,"LINESTRING (-81.9747628 33.4925887, -81.9732977 33.4921501)",West Main Street,,,
12098166,residential,False,False,75.405,"LINESTRING (-81.9747628 33.4925887, -81.974495 33.493229)",Meridian Avenue,,,
12098166,residential,False,True,89.348,"LINESTRING (-81.9747628 33.4925887, -81.9750801 33.49183)",Meridian Avenue,,,
12088832,residential,False,False,109.77799999999999,"LINESTRING (-81.97581 33.492708, -81.975262 33.493076, -81.975003 33.493262, -81.974908 33.493346)",Lake Avenue,,,
12088334,residential,False,False,71.537,"LINESTRING (-81.9696807 33.4987869, -81.9689095 33.498769)",Carolina Place,,,
12103625,unclassified,False,True,84.398,"LINESTRING (-81.9696807 33.4987869, -81.969691 33.49833, -81.9697051 33.4980282)",Carolina Avenue,,,
12088334,residential,False,True,71.537,"LINESTRING (-81.9689095 33.498769, -81.9696807 33.4987869)",Carolina Place,,,
12088409,residential,False,False,103.74,"LINESTRING (-81.9659573 33.4986256, -81.9658713 33.4985536, -81.9657823 33.4984676, -81.9657433 33.4984246, -81.9652323 33.4979156)",East Woodlawn Avenue,,,
12092234,residential,False,True,190.245,"LINESTRING (-81.9659573 33.4986256, -81.966537 33.498054, -81.967254 33.4973)",East Avenue,,,
12088409,residential,False,True,103.74,"LINESTRING (-81.9652323 33.4979156, -81.9657433 33.4984246, -81.9657823 33.4984676, -81.9658713 33.4985536, -81.9659573 33.4986256)",East Woodlawn Avenue,,,
12088574,primary,False,False,86.449,"LINESTRING (-81.9720826 33.4909488, -81.9718997 33.491394, -81.9717805 33.4916843)",Georgia Avenue,4,US 25 Business,35 mph
12088649,residential,False,False,149.197,"LINESTRING (-81.9720826 33.4909488, -81.9719463 33.4909122, -81.9718148 33.4908769, -81.970551 33.490538)",East Clifton Avenue,,,
12097104,residential,False,False,78.68900000000001,"LINESTRING (-81.9720826 33.4909488, -81.9722331 33.4909907, -81.9722666 33.4909996, -81.9724019 33.4910357, -81.9726268 33.4911033, -81.9728871 33.4911736)",West Clifton Avenue,,,
12088574,primary,False,False,154.37,"LINESTRING (-81.9715125 33.4923875, -81.9714896 33.4924424, -81.971347 33.4927851, -81.9712309 33.4930533, -81.9711507 33.4932385, -81.970953 33.493695)",Georgia Avenue,4,US 25 Business,35 mph
12088574,primary,False,True,82.051,"LINESTRING (-81.9715125 33.4923875, -81.9715428 33.4923069, -81.9717395 33.4917834, -81.9717805 33.4916843)",Georgia Avenue,4,US 25 Business,35 mph
12091935,secondary,False,True,152.248,"LINESTRING (-81.9715125 33.4923875, -81.971383 33.4923481, -81.9707098 33.4921436, -81.970502 33.4920828, -81.9699676 33.4919241)",East Buena Vista Avenue,,SC 125,35 mph
1050835288,tertiary,False,False,148.197,"LINESTRING (-81.9715125 33.4923875, -81.9716174 33.4924192, -81.9716386 33.4924256, -81.9718915 33.492502, -81.972181 33.492587, -81.9722838 33.4926098, -81.9723236 33.4926208, -81.97302 33.492829)",West Buena Vista Avenue,,,
12088574,primary,False,False,154.651,"LINESTRING (-81.970953 33.493695, -81.970825 33.494013, -81.970678 33.494362, -81.970464 33.4948699, -81.970434 33.4949419, -81.9704062 33.4950089)",Georgia Avenue,4,US 25 Business,35 mph
12088574,primary,False,True,154.36999999999998,"LINESTRING (-81.970953 33.493695, -81.9711507 33.4932385, -81.9712309 33.4930533, -81.971347 33.4927851, -81.9714896 33.4924424, -81.9715125 33.4923875)",Georgia Avenue,4,US 25 Business,35 mph
12096268,residential,False,False,150.42399999999998,"LINESTRING (-81.970953 33.493695, -81.971085 33.4937334, -81.9717515 33.4939274, -81.9724846 33.4941407)",West Pine Grove Avenue,,,
12104537,residential,False,False,150.66899999999998,"LINESTRING (-81.970953 33.493695, -81.9708424 33.493664, -81.9701713 33.4934757, -81.969413 33.493263)",East Pine Grove Avenue,,,
12088574,primary,False,False,181.48900000000003,"LINESTRING (-81.9704062 33.4950089, -81.9703807 33.4950676, -81.9701 33.495713, -81.969922 33.496144, -81.969877 33.496271, -81.969825 33.496394, -81.969744 33.496544)",Georgia Avenue,4,US 25 Business,35 mph
12088574,primary,False,True,154.651,"LINESTRING (-81.9704062 33.4950089, -81.970434 33.4949419, -81.970464 33.4948699, -81.970678 33.494362, -81.970825 33.494013, -81.970953 33.493695)",Georgia Avenue,4,US 25 Business,35 mph
12096116,residential,False,False,150.618,"LINESTRING (-81.9704062 33.4950089, -81.9705115 33.4950424, -81.9711922 33.4952591, -81.971237 33.495272, -81.971934 33.495468)",West Spring Grove Avenue,,,
12099811,residential,False,False,148.754,"LINESTRING (-81.9704062 33.4950089, -81.9703055 33.4949818, -81.969608 33.4947939, -81.969559 33.494779, -81.96888 33.494597)",East Spring Grove Avenue,,,
12088574,primary,False,False,163.648,"LINESTRING (-81.969744 33.496544, -81.969692 33.496626, -81.969613 33.496738, -81.969507 33.4968697, -81.968737 33.497751)",Georgia Avenue,4,US 25 Business,35 mph
12088574,primary,False,True,181.48900000000003,"LINESTRING (-81.969744 33.496544, -81.969825 33.496394, -81.969877 33.496271, -81.969922 33.496144, -81.9701 33.495713, -81.9703807 33.4950676, -81.9704062 33.4950089)",Georgia Avenue,4,US 25 Business,35 mph
12099656,residential,False,False,152.49,"LINESTRING (-81.969744 33.496544, -81.969941 33.496611, -81.97048 33.496768, -81.971299 33.496989)",Jackson Avenue,,,
12103625,unclassified,False,False,165.108,"LINESTRING (-81.969744 33.496544, -81.969747 33.497039, -81.969735 33.497425, -81.9697051 33.4980282)",Carolina Avenue,,,
12093757,residential,False,False,94.913,"LINESTRING (-81.968737 33.497751, -81.9697051 33.4980282)",West Forest Avenue,,,
12088574,primary,False,True,163.648,"LINESTRING (-81.968737 33.497751, -81.969507 33.4968697, -81.969613 33.496738, -81.969692 33.496626, -81.969744 33.496544)",Georgia Avenue,4,US 25 Business,35 mph
12091316,residential,False,False,146.376,"LINESTRING (-81.968737 33.497751, -81.968124 33.49756, -81.967254 33.4973)",East Forest Avenue,,,
"[12095152, 12088649]",residential,False,False,218.48399999999998,"LINESTRING (-81.970551 33.490538, -81.969418 33.490248, -81.969325 33.490234, -81.96923 33.490228, -81.969134 33.490231, -81.969083 33.49025, -81.969038 33.490278, -81.969 33.490312, -81.968975 33.49035, -81.968953 33.490403, -81.968719 33.490862)","['East Clifton Avenue', 'Victoria Lane']",,,
12088649,residential,False,True,149.197,"LINESTRING (-81.970551 33.490538, -81.9718148 33.4908769, -81.9719463 33.4909122, -81.9720826 33.4909488)",East Clifton Avenue,,,
12092241,residential,False,False,84.735,"LINESTRING (-81.970551 33.490538, -81.970354 33.491028, -81.9702533 33.4912584)",East Avenue,,,
12088650,residential,False,False,73.268,"LINESTRING (-81.967805 33.490613, -81.967492 33.491218)",East Clifton Avenue,,,
12088650,residential,False,True,73.268,"LINESTRING (-81.967492 33.491218, -81.967805 33.490613)",East Clifton Avenue,,,
12090351,residential,False,False,184.33999999999997,"LINESTRING (-81.967492 33.491218, -81.967532 33.491461, -81.9675967 33.4916902, -81.9676007 33.4917045, -81.967624 33.491787, -81.967735 33.492136, -81.967789 33.492327, -81.9678037 33.4923721, -81.967953 33.492829)",Brookside Avenue,,,
12091935,secondary,False,False,93.645,"LINESTRING (-81.967492 33.491218, -81.967753 33.491307, -81.9684455 33.4914939)",East Buena Vista Avenue,,SC 125,35 mph
12091935,secondary,False,True,162.255,"LINESTRING (-81.967492 33.491218, -81.967418 33.491191, -81.96712 33.49111, -81.9662658 33.4908617, -81.96584 33.490738)",East Buena Vista Avenue,,SC 125,35 mph
12089993,tertiary,False,True,40.447,"LINESTRING (-81.974908 33.493346, -81.974495 33.493229)",West Buena Vista Avenue,,,
12088832,residential,False,False,169.442,"LINESTRING (-81.974908 33.493346, -81.97423 33.494017, -81.973752 33.494478, -81.9737155 33.4944989)",Lake Avenue,,,
12088832,residential,False,True,109.77799999999999,"LINESTRING (-81.974908 33.493346, -81.975003 33.493262, -81.975262 33.493076, -81.97581 33.492708)",Lake Avenue,,,
12099656,residential,False,False,4.863,"LINESTRING (-81.973092 33.497528, -81.973138 33.497549)",Jackson Avenue,,,
12099656,residential,False,True,176.828,"LINESTRING (-81.973092 33.497528, -81.972976 33.49748, -81.971886 33.4971613, -81.971486 33.497039, -81.971299 33.496989)",Jackson Avenue,,,
12089993,tertiary,False,False,143.839,"LINESTRING (-81.97302 33.492829, -81.973611 33.4929973, -81.9737547 33.4930355, -81.974495 33.493229)",West Buena Vista Avenue,,,
12097472,tertiary,False,False,154.073,"LINESTRING (-81.97302 33.492829, -81.9727174 33.4935703, -81.9726403 33.4937592, -81.9724846 33.4941407)",West Avenue,,,
1050835287,residential,False,True,79.762,"LINESTRING (-81.97302 33.492829, -81.973143 33.4925282, -81.9732977 33.4921501)",West Avenue,,,
1050835288,tertiary,False,True,148.19700000000003,"LINESTRING (-81.97302 33.492829, -81.9723236 33.4926208, -81.9722838 33.4926098, -81.972181 33.492587, -81.9718915 33.492502, -81.9716386 33.4924256, -81.9716174 33.4924192, -81.9715125 33.4923875)",West Buena Vista Avenue,,,
12089993,tertiary,False,False,40.447,"LINESTRING (-81.974495 33.493229, -81.974908 33.493346)",West Buena Vista Avenue,,,
12098166,residential,False,True,75.405,"LINESTRING (-81.974495 33.493229, -81.9747628 33.4925887)",Meridian Avenue,,,
12089993,tertiary,False,True,143.839,"LINESTRING (-81.974495 33.493229, -81.9737547 33.4930355, -81.973611 33.4929973, -81.97302 33.492829)",West Buena Vista Avenue,,,
12090165,residential,False,False,129.135,"LINESTRING (-81.975918 33.49391, -81.9759 33.493958, -81.975802 33.494171, -81.9754608 33.4950068)",Cumberland Avenue,,,
12096268,residential,False,True,94.749,"LINESTRING (-81.9754608 33.4950068, -81.9744961 33.494726)",West Pine Grove Avenue,,,
12090165,residential,False,False,81.245,"LINESTRING (-81.9754608 33.4950068, -81.975243 33.495514, -81.97517 33.495696)",Cumberland Avenue,,,
12090165,residential,False,True,129.135,"LINESTRING (-81.9754608 33.4950068, -81.975802 33.494171, -81.9759 33.493958, -81.975918 33.49391)",Cumberland Avenue,,,
12090165,residential,False,False,74.553,"LINESTRING (-81.97517 33.495696, -81.974929 33.496293, -81.974921 33.496333)",Cumberland Avenue,,,
12090165,residential,False,True,81.245,"LINESTRING (-81.97517 33.495696, -81.975243 33.495514, -81.9754608 33.4950068)",Cumberland Avenue,,,
12090165,residential,False,False,180.77100000000002,"LINESTRING (-81.974921 33.496333, -81.974914 33.496361, -81.974893 33.496749, -81.974875 33.497318, -81.974887 33.497691, -81.974904 33.497957)",Cumberland Avenue,,,
12090165,residential,False,True,74.553,"LINESTRING (-81.974921 33.496333, -81.974929 33.496293, -81.97517 33.495696)",Cumberland Avenue,,,
12096118,residential,False,True,107.36200000000001,"LINESTRING (-81.974921 33.496333, -81.974836 33.496295, -81.974757 33.496251, -81.974685 33.496198, -81.974619 33.496141, -81.974562 33.496077, -81.974512 33.496008, -81.97447 33.49593, -81.974439 33.495849, -81.974422 33.495789, -81.974399 33.495676, -81.974386 33.495537)",West Spring Grove Avenue,,,
12090165,residential,False,True,180.77100000000002,"LINESTRING (-81.974904 33.497957, -81.974887 33.497691, -81.974875 33.497318, -81.974893 33.496749, -81.974914 33.496361, -81.974921 33.496333)",Cumberland Avenue,,,
12099656,residential,False,False,89.259,"LINESTRING (-81.974904 33.497957, -81.974935 33.49796, -81.975056 33.497987, -81.975821 33.498199)",Jackson Avenue,,,
12099656,residential,False,True,175.205,"LINESTRING (-81.974904 33.497957, -81.97484 33.497951, -81.97414 33.497943, -81.974033 33.497934, -81.973924 33.497915, -81.973817 33.497889, -81.97376 33.49787, -81.973714 33.497855, -81.973615 33.497813, -81.973521 33.497763, -81.97343 33.497705, -81.973138 33.497549)",Jackson Avenue,,,
12095152,residential,False,True,155.323,"LINESTRING (-81.967953 33.492829, -81.9684455 33.4914939)",Victoria Lane,,,
12090351,residential,False,False,188.608,"LINESTRING (-81.967953 33.492829, -81.968009 33.493, -81.968185 33.49362, -81.968453 33.494473)",Brookside Avenue,,,
12090351,residential,False,True,184.34,"LINESTRING (-81.967953 33.492829, -81.9678037 33.4923721, -81.967789 33.492327, -81.967735 33.492136, -81.967624 33.491787, -81.9676007 33.4917045, -81.9675967 33.4916902, -81.967532 33.491461, -81.967492 33.491218)",Brookside Avenue,,,
12104536,residential,False,True,143.772,"LINESTRING (-81.967953 33.492829, -81.968774 33.493079, -81.969406 33.49328)",East Pine Grove Avenue,,,
12099811,residential,False,False,38.884,"LINESTRING (-81.968453 33.494473, -81.968057 33.494358)",East Spring Grove Avenue,,,
