osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry
15988769,Central Avenue,tertiary,25 mph,False,False,134.591,,"LINESTRING (-96.1664782 42.793083, -96.1664724 42.7942934)"
41441179,Central Avenue Southwest,secondary,25 mph,False,True,138.316,,"LINESTRING (-96.1664782 42.793083, -96.1664765 42.7918391)"
15990453,Plymouth Street Northwest,primary,25 mph,False,False,109.976,IA 3,"LINESTRING (-96.1664782 42.793083, -96.1670719 42.7930817, -96.167826 42.79308)"
25821666,Plymouth Street Southeast,primary,25 mph,False,True,110.741,IA 3,"LINESTRING (-96.1664782 42.793083, -96.1658742 42.7930877, -96.1651211 42.7930936)"
15988769,Central Avenue,tertiary,25 mph,False,True,134.591,,"LINESTRING (-96.1664724 42.7942934, -96.1664782 42.793083)"
15988769,Central Avenue,tertiary,25 mph,False,False,133.748,,"LINESTRING (-96.1664724 42.7942934, -96.1664694 42.7946783, -96.1664629 42.7954962)"
15990825,1st Street Northeast,residential,,False,True,109.912,,"LINESTRING (-96.1664724 42.7942934, -96.165876 42.7942971, -96.1651254 42.7943017)"
15991074,1st Street Northwest,residential,,False,False,110.423,,"LINESTRING (-96.1664724 42.7942934, -96.167071 42.7942929, -96.1678257 42.7942922)"
15988769,Central Avenue,tertiary,25 mph,False,True,133.748,,"LINESTRING (-96.1664629 42.7954962, -96.1664694 42.7946783, -96.1664724 42.7942934)"
15990630,2nd Street Northeast,residential,,False,True,108.78800000000001,,"LINESTRING (-96.1664629 42.7954962, -96.1658778 42.7954957, -96.1651296 42.795495)"
15990921,2nd Street Northwest,residential,,False,False,111.17099999999999,,"LINESTRING (-96.1664629 42.7954962, -96.16707 42.7954951, -96.1678254 42.7954938)"
41441179,Central Avenue Southwest,secondary,25 mph,False,False,134.357,,"LINESTRING (-96.1664713 42.7881814, -96.166473 42.7893897)"
41441180,4th Street Southwest,secondary,25 mph,False,True,106.783,,"LINESTRING (-96.1664713 42.7881814, -96.1670704 42.7881863, -96.1671447 42.7881869, -96.1677798 42.7881921)"
41441181,4th Street Southeast,tertiary,,False,True,109.642,,"LINESTRING (-96.1664713 42.7881814, -96.1658688 42.788182, -96.1657702 42.7881821, -96.1651277 42.7881827)"
41441179,Central Avenue Southwest,secondary,25 mph,False,False,133.979,,"LINESTRING (-96.166473 42.7893897, -96.1664747 42.7905946)"
41441179,Central Avenue Southwest,secondary,25 mph,False,True,134.357,,"LINESTRING (-96.166473 42.7893897, -96.1664713 42.7881814)"
15989418,3rd Street Southeast,residential,,False,True,109.64699999999999,,"LINESTRING (-96.166473 42.7893897, -96.165875 42.7893896, -96.1651293 42.7893895)"
238409221,3rd Street Southwest,residential,,False,True,109.322,,"LINESTRING (-96.166473 42.7893897, -96.1670704 42.7893896, -96.1678127 42.7893895)"
41441179,Central Avenue Southwest,secondary,25 mph,False,False,82.162,,"LINESTRING (-96.1664747 42.7905946, -96.1664757 42.7913335)"
41441179,Central Avenue Southwest,secondary,25 mph,False,True,133.979,,"LINESTRING (-96.1664747 42.7905946, -96.166473 42.7893897)"
15990708,2nd Street Southeast,residential,,False,True,109.65299999999999,,"LINESTRING (-96.1664747 42.7905946, -96.1658812 42.7905951, -96.1651309 42.7905957)"
15990970,2nd Street Southwest,residential,,False,False,70.714,,"LINESTRING (-96.1664747 42.7905946, -96.1670705 42.7905936, -96.1673413 42.7905932)"
15989596,Lincoln Street Southeast,residential,,False,False,83.857,,"LINESTRING (-96.1664757 42.7913335, -96.1657209 42.7918453)"
41441179,Central Avenue Southwest,secondary,25 mph,False,True,82.162,,"LINESTRING (-96.1664757 42.7913335, -96.1664747 42.7905946)"
41441179,Central Avenue Southwest,secondary,25 mph,False,False,56.22,,"LINESTRING (-96.1664757 42.7913335, -96.1664763 42.7917621, -96.1664765 42.7918391)"
238521683,Licoln Street,residential,,False,True,112.422,,"LINESTRING (-96.1664757 42.7913335, -96.1666484 42.7912626, -96.1668559 42.7911341, -96.1670646 42.7909891, -96.1672365 42.790827, -96.1673179 42.790718, -96.1673413 42.7905932)"
15990358,2nd Avenue Southwest,residential,,False,True,133.58,,"LINESTRING (-96.1693051 42.7893893, -96.1692971 42.788188)"
238409221,3rd Street Southwest,residential,,False,False,121.782,,"LINESTRING (-96.1693051 42.7893893, -96.1678127 42.7893895)"
15990358,2nd Avenue Southwest,residential,,False,False,134.502,,"LINESTRING (-96.1693051 42.7893893, -96.1693085 42.7895261, -96.1693152 42.7898009, -96.1693039 42.7905988)"
15990970,2nd Street Southwest,residential,,False,False,38.858,,"LINESTRING (-96.1673413 42.7905932, -96.1678175 42.7905925)"
15990970,2nd Street Southwest,residential,,False,True,70.714,,"LINESTRING (-96.1673413 42.7905932, -96.1670705 42.7905936, -96.1664747 42.7905946)"
238521683,Licoln Street,residential,,False,False,112.422,,"LINESTRING (-96.1673413 42.7905932, -96.1673179 42.790718, -96.1672365 42.790827, -96.1670646 42.7909891, -96.1668559 42.7911341, -96.1666484 42.7912626, -96.1664757 42.7913335)"
15989418,3rd Street Southeast,residential,,False,False,121.953,,"LINESTRING (-96.1606574 42.7893889, -96.1621519 42.7893891)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,False,134.591,,"LINESTRING (-96.1606574 42.7893889, -96.1606528 42.7905993)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,True,133.624,,"LINESTRING (-96.1606574 42.7893889, -96.1606615 42.7881872)"
15989418,3rd Street Southeast,residential,,False,False,121.014,,"LINESTRING (-96.1621519 42.7893891, -96.1636349 42.7893893)"
15989418,3rd Street Southeast,residential,,False,True,121.953,,"LINESTRING (-96.1621519 42.7893891, -96.1606574 42.7893889)"
328017841,3rd Southeast Avenue,residential,,False,False,134.435,,"LINESTRING (-96.1621519 42.7893891, -96.1621525 42.7905981)"
328017841,3rd Southeast Avenue,residential,,False,True,133.812,,"LINESTRING (-96.1621519 42.7893891, -96.1621514 42.7881857)"
15989418,3rd Street Southeast,residential,,False,True,121.014,,"LINESTRING (-96.1636349 42.7893893, -96.1621519 42.7893891)"
15989931,2nd Avenue Southeast,residential,,False,False,134.279,,"LINESTRING (-96.1636349 42.7893893, -96.163636 42.7905969)"
15989931,2nd Avenue Southeast,residential,,False,True,134.001,,"LINESTRING (-96.1636349 42.7893893, -96.1636338 42.7881842)"
15989418,3rd Street Southeast,residential,,False,False,121.945,,"LINESTRING (-96.1636349 42.7893893, -96.1643855 42.7893894, -96.1651293 42.7893895)"
15989717,1st Avenue Southeast,residential,,False,False,134.124,,"LINESTRING (-96.1651293 42.7893895, -96.1651309 42.7905957)"
15989717,1st Avenue Southeast,residential,,False,True,134.19,,"LINESTRING (-96.1651293 42.7893895, -96.1651277 42.7881827)"
15989418,3rd Street Southeast,residential,,False,False,109.64699999999999,,"LINESTRING (-96.1651293 42.7893895, -96.165875 42.7893896, -96.166473 42.7893897)"
15989418,3rd Street Southeast,residential,,False,True,121.945,,"LINESTRING (-96.1651293 42.7893895, -96.1643855 42.7893894, -96.1636349 42.7893893)"
1148935416,Plymouth Street Southeast,primary,30 mph,False,False,121.548,IA 3,"LINESTRING (-96.1606641 42.7930907, -96.1621537 42.7930845)"
15989505,4th Avenue Northeast,tertiary,25 mph,False,False,131.078,,"LINESTRING (-96.1606641 42.7930907, -96.1606637 42.7931884, -96.1606594 42.7941661, -96.1606589 42.7942695)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,True,139.65,,"LINESTRING (-96.1606641 42.7930907, -96.1606643 42.7929561, -96.1606653 42.7922838, -96.160666 42.7918348)"
15990825,1st Street Northeast,residential,,False,False,120.208,,"LINESTRING (-96.1606589 42.7942695, -96.162132 42.794284)"
15989505,4th Avenue Northeast,tertiary,25 mph,False,True,131.078,,"LINESTRING (-96.1606589 42.7942695, -96.1606594 42.7941661, -96.1606637 42.7931884, -96.1606641 42.7930907)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,False,133.624,,"LINESTRING (-96.1606615 42.7881872, -96.1606574 42.7893889)"
41441181,4th Street Southeast,tertiary,,False,False,121.58,,"LINESTRING (-96.1606615 42.7881872, -96.1621514 42.7881857)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,True,134.591,,"LINESTRING (-96.1606528 42.7905993, -96.1606574 42.7893889)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,False,137.38600000000002,,"LINESTRING (-96.1606528 42.7905993, -96.1606612 42.7913844, -96.160666 42.7918348)"
15990708,2nd Street Southeast,residential,,False,False,122.375,,"LINESTRING (-96.1606528 42.7905993, -96.1613971 42.7905987, -96.1621525 42.7905981)"
15990856,1st Street Southeast,residential,,False,False,121.346,,"LINESTRING (-96.160666 42.7918348, -96.1621531 42.7918295)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,False,139.65,,"LINESTRING (-96.160666 42.7918348, -96.1606653 42.7922838, -96.1606643 42.7929561, -96.1606641 42.7930907)"
15989578,4th Avenue Southeast,tertiary,25 mph,False,True,137.38600000000002,,"LINESTRING (-96.160666 42.7918348, -96.1606612 42.7913844, -96.1606528 42.7905993)"
15989717,1st Avenue Southeast,residential,,False,False,43.711,,"LINESTRING (-96.1651326 42.7918462, -96.1651351 42.7922393)"
15989717,1st Avenue Southeast,residential,,False,True,139.05,,"LINESTRING (-96.1651326 42.7918462, -96.1651309 42.7905957)"
15990856,1st Street Southeast,residential,,False,False,48.004,,"LINESTRING (-96.1651326 42.7918462, -96.1657209 42.7918453)"
15990856,1st Street Southeast,residential,,False,True,122.025,,"LINESTRING (-96.1651326 42.7918462, -96.1636372 42.7918381)"
15989636,1st Avenue Northeast,residential,,False,False,134.335,,"LINESTRING (-96.1651211 42.7930936, -96.1651254 42.7943017)"
25821666,Plymouth Street Southeast,primary,25 mph,False,False,110.741,IA 3,"LINESTRING (-96.1651211 42.7930936, -96.1658742 42.7930877, -96.1664782 42.793083)"
25821666,Plymouth Street Southeast,primary,25 mph,False,True,91.138,IA 3,"LINESTRING (-96.1651211 42.7930936, -96.1649272 42.7930912, -96.164569 42.7930921, -96.1640042 42.7930899)"
15989636,1st Avenue Northeast,residential,,False,False,132.69,,"LINESTRING (-96.1651254 42.7943017, -96.1651296 42.795495)"
15989636,1st Avenue Northeast,residential,,False,True,134.335,,"LINESTRING (-96.1651254 42.7943017, -96.1651211 42.7930936)"
15990825,1st Street Northeast,residential,,False,False,109.912,,"LINESTRING (-96.1651254 42.7943017, -96.165876 42.7942971, -96.1664724 42.7942934)"
15990825,1st Street Northeast,residential,,False,True,122.44,,"LINESTRING (-96.1651254 42.7943017, -96.1643989 42.7942962, -96.1636249 42.7942904)"
15989636,1st Avenue Northeast,residential,,False,True,132.69,,"LINESTRING (-96.1651296 42.795495, -96.1651254 42.7943017)"
15990630,2nd Street Northeast,residential,,False,False,108.78800000000001,,"LINESTRING (-96.1651296 42.795495, -96.1658778 42.7954957, -96.1664629 42.7954962)"
