osmid,ref,name,highway,oneway,reversed,length,geometry,lanes
20466415,SR 819,Chestnut Street,residential,False,True,22.38,"LINESTRING (-82.586498 36.641616, -82.586328 36.641764)",
20464205,,Elliot Drive,residential,False,False,275.61,"LINESTRING (-82.586498 36.641616, -82.586408 36.641524, -82.586132 36.641331, -82.585951 36.641189, -82.585557 36.640894, -82.585105 36.640518, -82.584987 36.640415, -82.584817 36.640297, -82.58429 36.639886)",
20466415,SR 819,Chestnut Street,residential,False,False,22.38,"LINESTRING (-82.586328 36.641764, -82.586498 36.641616)",
20466415,SR 819,Chestnut Street,residential,False,True,32.925,"LINESTRING (-82.586328 36.641764, -82.586081 36.641984)",
20466415,SR 819,Chestnut Street,residential,False,False,32.925,"LINESTRING (-82.586081 36.641984, -82.586328 36.641764)",
20508727,SR 665,Mianville Road,tertiary,False,False,275.85699999999997,"LINESTRING (-82.586081 36.641984, -82.585756 36.641738, -82.58561 36.641621, -82.585015 36.64117, -82.584739 36.640948, -82.584363 36.640672, -82.583845 36.640271)",
20508727,SR 665,Mianville Road,tertiary,False,True,62.047,"LINESTRING (-82.586081 36.641984, -82.586472 36.642286, -82.586582 36.642371)",
20460540,SR 766,Rollins Street,residential,False,False,53.623999999999995,"LINESTRING (-82.585309 36.635918, -82.585213 36.635854, -82.584885 36.635577)",
20500673,SR 831,McConnell Street,residential,False,False,136.83499999999998,"LINESTRING (-82.585309 36.635918, -82.584989 36.636205, -82.584799 36.636391, -82.584762 36.636413, -82.584719 36.636426, -82.584662 36.636431, -82.584628 36.636425, -82.584595 36.636419, -82.584482 36.636345, -82.584195 36.636133)",
"[800044037, 20509526]",,"['West Elm Street', 'Elm Street']",residential,False,"[False, True]",128.007,"LINESTRING (-82.585309 36.635918, -82.585358 36.635928, -82.585413 36.635926, -82.585617 36.635855, -82.585755 36.635805, -82.585914 36.635758, -82.58599 36.635758, -82.58605 36.635774, -82.586093 36.635795, -82.586263 36.635917, -82.586431 36.636047, -82.586523 36.636126)",
