osmid,oneway,name,highway,reversed,length,geometry,bridge,maxspeed,tunnel,lanes
913844568,True,South Main Street,secondary,False,54.028999999999996,"LINESTRING (-112.4475839 42.8594908, -112.4476323 42.8595305, -112.447867 42.8597198, -112.4480297 42.8598504)",,,,
913844569,False,West Benton Street,secondary,False,63.396,"LINESTRING (-112.4465467 42.8594634, -112.4471322 42.8590881)",,,,
13705297,True,,residential,False,94.107,"LINESTRING (-112.4465467 42.8594634, -112.4468081 42.8593673, -112.4469536 42.8593259, -112.4471392 42.8593146, -112.4473271 42.8593405, -112.4475839 42.8594908)",,,,
13711986,False,North Harrison Avenue,residential,False,108.732,"LINESTRING (-112.4530869 42.8657784, -112.4539642 42.8665151)",,,,
13710437,False,West Wyeth Street,residential,False,50.647999999999996,"LINESTRING (-112.4530869 42.8657784, -112.4532254 42.8656902, -112.4535563 42.8654799)",,,,
13711986,False,North Harrison Avenue,residential,True,111.705,"LINESTRING (-112.4530869 42.8657784, -112.4529518 42.8656648, -112.4521898 42.8650189)",,,,
913844569,False,West Benton Street,secondary,True,63.396,"LINESTRING (-112.4471322 42.8590881, -112.4465467 42.8594634)",,,,
915061699,True,South Main Street,secondary,False,57.971,"LINESTRING (-112.4471322 42.8590881, -112.4475839 42.8594908)",,,,
124808716,False,West Benton Street,secondary,False,109.632,"LINESTRING (-112.4471322 42.8590881, -112.4473936 42.8589245, -112.4475325 42.8588375, -112.4476471 42.8587658, -112.4481551 42.8584479)",,,,
13712843,True,South Arthur Avenue,secondary,False,108.58,"LINESTRING (-112.4481551 42.8584479, -112.4476562 42.8580268, -112.4472817 42.8577106)",,,,
114226463,False,West Benton Street,residential,False,107.629,"LINESTRING (-112.4481551 42.8584479, -112.4486924 42.8581067, -112.4491532 42.8578142)",,,,
124808716,False,West Benton Street,secondary,True,109.632,"LINESTRING (-112.4481551 42.8584479, -112.4476471 42.8587658, -112.4475325 42.8588375, -112.4473936 42.8589245, -112.4471322 42.8590881)",,,,
13711028,False,South Garfield Avenue,residential,True,110.859,"LINESTRING (-112.4491532 42.8578142, -112.4500438 42.8585677)",,,,
114226463,False,West Benton Street,residential,True,107.629,"LINESTRING (-112.4491532 42.8578142, -112.4486924 42.8581067, -112.4481551 42.8584479)",,,,
13710198,False,South Hayes Avenue,residential,False,109.80199999999999,"LINESTRING (-112.4537002 42.860165, -112.4533427 42.8598681, -112.452809 42.8594245)",,,,
13714641,False,North Hayes Avenue,residential,False,110.363,"LINESTRING (-112.4537002 42.860165, -112.4539933 42.8604225, -112.4542917 42.8606705, -112.4544255 42.8607816, -112.4545864 42.8609153)",,,,
629872505,False,West Center Street,residential,False,109.92599999999999,"LINESTRING (-112.4537002 42.860165, -112.4542 42.859858, -112.4542268 42.8598408, -112.4547233 42.859521)",,,,
13710198,False,South Hayes Avenue,residential,False,109.323,"LINESTRING (-112.452809 42.8594245, -112.4519434 42.8586735)",,,,
13710198,False,South Hayes Avenue,residential,True,109.80199999999999,"LINESTRING (-112.452809 42.8594245, -112.4533427 42.8598681, -112.4537002 42.860165)",,,,
629872511,False,West Lewis Street,residential,False,99.967,"LINESTRING (-112.452809 42.8594245, -112.4533466 42.8590898, -112.4537346 42.8588348)",,,,
913844571,True,West Lewis Street,residential,False,107.91900000000001,"LINESTRING (-112.452809 42.8594245, -112.452521 42.859611, -112.4524384 42.8596647, -112.452321 42.8597397, -112.4520731 42.8598961, -112.4518295 42.8600501, -112.4518107 42.860062)",,,,
13710198,False,South Hayes Avenue,residential,False,110.135,"LINESTRING (-112.4519434 42.8586735, -112.4510714 42.8579169)",,,,
13710198,False,South Hayes Avenue,residential,True,109.323,"LINESTRING (-112.4519434 42.8586735, -112.452809 42.8594245)",,,,
13711432,False,West Bonneville Street,residential,False,100.249,"LINESTRING (-112.4519434 42.8586735, -112.4524658 42.8583357, -112.452875 42.858085)",,,,
13711432,False,West Bonneville Street,residential,True,109.338,"LINESTRING (-112.4519434 42.8586735, -112.4514403 42.8589775, -112.4509164 42.859306)",,,,
13710198,False,South Hayes Avenue,residential,True,110.135,"LINESTRING (-112.4510714 42.8579169, -112.4519434 42.8586735)",,,,
