osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,bridge,junction
6406729,False,,,132nd Avenue Northeast,residential,False,112.089,,"LINESTRING (-122.1633471 47.7560751, -122.1633666 47.7563126, -122.1633773 47.7564547, -122.1634243 47.7570818)",,
"[617271584, 617271587, 617271588]",False,4,,Northeast 177th Place,tertiary,True,160.822,35 mph,"LINESTRING (-122.1633471 47.7560751, -122.1638804 47.755931, -122.1645429 47.7557538, -122.164726 47.7557142, -122.16485 47.755693, -122.1651786 47.7556553, -122.1653851 47.75563)",,
"[617271585, 617271586, 617271583]",False,3,,Northeast 177th Place,tertiary,False,207.91000000000003,35 mph,"LINESTRING (-122.1633471 47.7560751, -122.1624763 47.7563052, -122.1622226 47.7563734, -122.1620075 47.7564315, -122.1616703 47.7565231, -122.1612276 47.7566518, -122.1607737 47.7567838)",,
637492537,True,,,Northeast 171st Street,secondary,False,146.159,,"LINESTRING (-122.1613363 47.7506568, -122.1612205 47.7506669, -122.161097 47.7506744, -122.1607872 47.7506755, -122.1605349 47.7506703, -122.1603615 47.7506617, -122.1601666 47.7506314, -122.1600093 47.7506091, -122.1598564 47.7506014, -122.1596548 47.7506001, -122.1595691 47.7505948, -122.1593945 47.7505784)",,
933078667,True,,,,secondary,False,16.301000000000002,,"LINESTRING (-122.1613363 47.7506568, -122.1613097 47.7506888, -122.1612991 47.7507247, -122.1613055 47.7507611, -122.1613284 47.7507944)",,roundabout
933078666,True,,,,secondary,False,4.074,,"LINESTRING (-122.1613284 47.7507944, -122.1613654 47.7508213)",,roundabout
738698552,True,,,133rd Avenue Northeast,residential,False,35.896,,"LINESTRING (-122.1613654 47.7508213, -122.1613667 47.7509057, -122.1613936 47.7509914, -122.1614144 47.7510638, -122.161453 47.7511364)",,
933078670,True,,,,secondary,False,16.246000000000002,,"LINESTRING (-122.1613654 47.7508213, -122.161413 47.7508392, -122.1614665 47.7508463, -122.1615202 47.750842, -122.1615694 47.7508268)",,roundabout
933078669,True,,,,secondary,False,4.047,,"LINESTRING (-122.1615694 47.7508268, -122.1616093 47.7508022)",,roundabout
738698553,True,,,Northeast 171st Street,secondary,False,125.472,,"LINESTRING (-122.1616093 47.7508022, -122.1617266 47.7508039, -122.1618459 47.7507905, -122.16196 47.7507814, -122.1620624 47.7507781, -122.1622231 47.7507772, -122.1623715 47.7507863, -122.1624914 47.7507937, -122.1626449 47.7508093, -122.1627624 47.7508284, -122.1628994 47.7508574, -122.1630508 47.7508972, -122.1631877 47.7509442, -122.1632422 47.7509344)",,
933078668,True,,,,secondary,False,16.174,,"LINESTRING (-122.1616093 47.7508022, -122.1616241 47.7507847, -122.161636 47.7507706, -122.161647 47.750735, -122.1616413 47.7506989, -122.1616193 47.7506656)",,roundabout
"[428018457, 637490748]",False,5,,Northeast 171st Street,secondary,False,349.815,,"LINESTRING (-122.1571143 47.7506792, -122.1567949 47.7506774, -122.1561761 47.7506804, -122.155899 47.7506996, -122.1556203 47.7507558, -122.1553894 47.7508333, -122.1553247 47.750855, -122.155217 47.750897, -122.1542599 47.7512707, -122.154048 47.7513484, -122.1538745 47.7513977, -122.153574 47.75144, -122.1534665 47.7514552, -122.1534329 47.7514572, -122.1529393 47.7514862, -122.1527064 47.7514999)",,
637491410,True,,,Northeast 171st Street,secondary,False,143.256,,"LINESTRING (-122.1571143 47.7506792, -122.1573219 47.7507055, -122.1578801 47.7506972, -122.1583116 47.75068, -122.1585516 47.7506597, -122.1588192 47.7506379, -122.1589246 47.7506604, -122.1590136 47.7506767)",,
933078664,True,,,,secondary,False,7.882,,"LINESTRING (-122.1590136 47.7506767, -122.1590281 47.7506999, -122.1590734 47.750734)",,roundabout
933078662,True,,,,secondary,False,9.937000000000001,,"LINESTRING (-122.1592625 47.7507582, -122.159322 47.7507382, -122.1593689 47.7507066)",,roundabout
738698551,True,,,Northeast 171st Street,secondary,False,149.07500000000002,,"LINESTRING (-122.1593689 47.7507066, -122.1594819 47.7506869, -122.1595777 47.7506642, -122.15974 47.7506575, -122.1598983 47.7506646, -122.1601448 47.7506926, -122.1603766 47.7507125, -122.1605774 47.7507263, -122.1608666 47.7507323, -122.1610335 47.7507284, -122.1610894 47.750732, -122.1613284 47.7507944)",,
933078661,True,,,,secondary,False,14.904,,"LINESTRING (-122.1593689 47.7507066, -122.1593983 47.7506665, -122.1594072 47.7506222, -122.1593945 47.7505784)",,roundabout
637492535,True,,,,secondary,False,31.08,,"LINESTRING (-122.1593945 47.7505784, -122.1593618 47.7505395, -122.1593122 47.7505097, -122.159247 47.7504914, -122.1592178 47.7504905, -122.1591764 47.7504891, -122.1591088 47.750503, -122.1590522 47.7505315)",,roundabout
738698550,True,,,Northeast 171st Street,secondary,False,146.822,,"LINESTRING (-122.1590522 47.7505315, -122.158953 47.7505487, -122.158821 47.7505748, -122.158471 47.7506238, -122.1582852 47.7506334, -122.1578768 47.7506398, -122.1573253 47.7506375, -122.1571143 47.7506792)",,
933078665,True,,,,secondary,False,17.354,,"LINESTRING (-122.1590522 47.7505315, -122.1590134 47.7505712, -122.1590081 47.7505849, -122.1589975 47.750612, -122.1590018 47.7506577, -122.1590136 47.7506767)",,roundabout
4842790,False,3,,Northeast Mill Place,tertiary,True,54.097,25 mph,"LINESTRING (-122.1535687 47.7566426, -122.1534937 47.7566173, -122.1534803 47.7566139, -122.1532409 47.7565522, -122.153018 47.7565203, -122.15288 47.7565004)",,
703503152,True,1,,Northeast Mill Place,tertiary,False,48.785000000000004,25 mph,"LINESTRING (-122.1535687 47.7566426, -122.1536116 47.756691, -122.1539966 47.7568909, -122.1540783 47.7568978)",,
238489827,False,4,,Northeast 178th Place,tertiary,True,42.922,25 mph,"LINESTRING (-122.1550106 47.7575774, -122.154766 47.7573676, -122.1546579 47.7572728)",,
703503157,True,1,,,tertiary,False,38.858000000000004,25 mph,"LINESTRING (-122.1550106 47.7575774, -122.1550049 47.7576191, -122.1552509 47.7578212, -122.155317 47.7578347)",,
703503155,True,2,,Northeast 178th Place,tertiary,False,38.338,25 mph,"LINESTRING (-122.155317 47.7578347, -122.1553039 47.7577794, -122.1550774 47.7575918, -122.1550106 47.7575774)",,
703503156,False,3,,Northeast 178th Place,tertiary,False,131.419,25 mph,"LINESTRING (-122.155317 47.7578347, -122.155526 47.7580004, -122.1556072 47.758069, -122.1561671 47.7585587, -122.156348 47.7586793, -122.156441 47.7587413)",,
738698574,True,,,135th Avenue Northeast,residential,False,33.038000000000004,,"LINESTRING (-122.1590734 47.750734, -122.1591126 47.7508176, -122.1591275 47.7508774, -122.1591272 47.7509771, -122.1591588 47.7510214)",,
933078663,True,,,,secondary,False,14.91,,"LINESTRING (-122.1590734 47.750734, -122.1591314 47.7507559, -122.1591967 47.7507643, -122.1592625 47.7507582)",,roundabout
26129049,False,2,,Northeast 173rd Street,residential,False,44.504999999999995,,"LINESTRING (-122.1597 47.752497, -122.1596048 47.7524969, -122.1591047 47.752497)",,
26129049,False,2,,Northeast 173rd Street,residential,True,132.191,,"LINESTRING (-122.1597 47.752497, -122.1600914 47.752497, -122.1606836 47.752497, -122.16128 47.752497, -122.1614682 47.7524967)",,
806473277,False,,,134th Avenue Northeast,residential,False,90.658,,"LINESTRING (-122.1597 47.752497, -122.1596993 47.7524477, -122.1597032 47.7517456, -122.1597032 47.7516817)",,
735225019,False,,,Village Square Drive,residential,False,133.914,,"LINESTRING (-122.1597032 47.7516817, -122.159823 47.7516779, -122.1600975 47.7516868, -122.1602552 47.7516998, -122.1603127 47.7517045, -122.1605543 47.7517517, -122.1607168 47.7517709, -122.1609167 47.7517739, -122.1612154 47.7517414, -122.1613407 47.7517414, -122.1613604 47.7517414, -122.1614759 47.7517436)",,
735225019,False,,,Village Square Drive,residential,True,45.157000000000004,,"LINESTRING (-122.1597032 47.7516817, -122.1592362 47.751682, -122.1590992 47.7516814)",,
806473277,False,,,134th Avenue Northeast,residential,True,90.658,,"LINESTRING (-122.1597032 47.7516817, -122.1597032 47.7517456, -122.1596993 47.7524477, -122.1597 47.752497)",,
637490749,False,,,133rd Avenue Northeast,residential,False,83.748,,"LINESTRING (-122.1614759 47.7517436, -122.1614686 47.7520392, -122.1614662 47.7523833, -122.1614665 47.7524124, -122.1614682 47.7524967)",,
637490749,False,,,133rd Avenue Northeast,residential,True,67.58,,"LINESTRING (-122.1614759 47.7517436, -122.1614754 47.7516342, -122.1614769 47.7514265, -122.1614677 47.7512419, -122.161453 47.7511364)",,
735225019,False,,,Village Square Drive,residential,True,133.914,,"LINESTRING (-122.1614759 47.7517436, -122.1613604 47.7517414, -122.1613407 47.7517414, -122.1612154 47.7517414, -122.1609167 47.7517739, -122.1607168 47.7517709, -122.1605543 47.7517517, -122.1603127 47.7517045, -122.1602552 47.7516998, -122.1600975 47.7516868, -122.159823 47.7516779, -122.1597032 47.7516817)",,
6401465,False,2,,135th Avenue Northeast,residential,True,73.525,,"LINESTRING (-122.1591588 47.7510214, -122.1591039 47.7516063, -122.1590992 47.7516814)",,
738698573,True,,,135th Avenue Northeast,residential,False,30.71,,"LINESTRING (-122.1591588 47.7510214, -122.159201 47.7509766, -122.1592147 47.7508784, -122.1592285 47.7508343, -122.1592625 47.7507582)",,
6401465,False,2,,135th Avenue Northeast,residential,False,73.525,,"LINESTRING (-122.1590992 47.7516814, -122.1591039 47.7516063, -122.1591588 47.7510214)",,
6401465,False,2,,135th Avenue Northeast,residential,True,90.76499999999999,,"LINESTRING (-122.1590992 47.7516814, -122.1590944 47.7517497, -122.159082 47.7519329, -122.1590806 47.7521686, -122.1591006 47.752451, -122.1591047 47.752497)",,
735225019,False,,,Village Square Drive,residential,False,45.157000000000004,,"LINESTRING (-122.1590992 47.7516814, -122.1592362 47.751682, -122.1597032 47.7516817)",,
1084566311,False,,,,residential,True,93.207,,"LINESTRING (-122.1572131 47.7516672, -122.157172 47.751691, -122.1571536 47.7517196, -122.1571501 47.7524902)",,
617271589,False,,,Northeast 177th Place,tertiary,False,9.965,,"LINESTRING (-122.1655172 47.755618, -122.1653851 47.75563)",,
"[782854969, 428023451, 428023453]",True,2,WA 202,131st Avenue Northeast,primary,False,66.774,,"LINESTRING (-122.1655172 47.755618, -122.1655045 47.7555281, -122.1655031 47.7554674, -122.1654512 47.7551581, -122.1654408 47.7551017, -122.1653641 47.7550387)",,
1084566310,False,,,Northeast 173rd Street,residential,True,46.576,,"LINESTRING (-122.1565271 47.7524881, -122.1571501 47.7524902)",,
1084566310,False,,,Northeast 173rd Street,residential,False,46.576,,"LINESTRING (-122.1571501 47.7524902, -122.1565271 47.7524881)",,
1084566310,False,,,Northeast 173rd Street,residential,True,146.128,,"LINESTRING (-122.1571501 47.7524902, -122.1591047 47.752497)",,
1084566311,False,,,,residential,False,93.207,,"LINESTRING (-122.1571501 47.7524902, -122.1571536 47.7517196, -122.157172 47.751691, -122.1572131 47.7516672)",,
