osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,lanes,junction,access,bridge
27411907,True,North Street,unclassified,False,12.38,,,"LINESTRING (-1.7451805 53.7977365, -1.7453568 53.7976971)",,,,
837653909,True,Shipley Airedale Road,primary,False,16.386,A650,40 mph,"LINESTRING (-1.7451805 53.7977365, -1.7452931 53.797868)",,,,
27608469,True,Shipley Airedale Road,primary,False,33.441,A650,40 mph,"LINESTRING (-1.7463149 53.7907986, -1.7462594 53.7908757, -1.74624 53.7909026, -1.7461085 53.7910735)",,,,
182464220,True,,primary_link,False,42.472,A647,40 mph,"LINESTRING (-1.7463149 53.7907986, -1.7461057 53.7907774, -1.7460244 53.7907551, -1.7459052 53.790709, -1.7457742 53.790618)",,,,
27608472,True,Croft Street,primary,False,7.732,A647,40 mph,"LINESTRING (-1.7476834 53.7905998, -1.7475691 53.7906164)",,,,
27483612,False,Vicar Lane,unclassified,True,143.771,,,"LINESTRING (-1.7480252 53.7922934, -1.7480914 53.7921225, -1.7483126 53.7915526, -1.7484746 53.7910283)",,,,
27483621,True,Vicar Lane,unclassified,False,49.3,,,"LINESTRING (-1.7480252 53.7922934, -1.7480008 53.7923597, -1.7479713 53.7924401, -1.747931 53.7925409, -1.7478572 53.7927255)",,,,
27414359,True,Manningham Lane,primary,False,26.899,A650,30 mph,"LINESTRING (-1.7573868 53.7982573, -1.7575654 53.798475)",,,,
754084757,True,Hamm Strasse,primary,False,11.865,A6181,30 mph,"LINESTRING (-1.7573868 53.7982573, -1.7572405 53.7983199)",,,,
8065827,False,John Street,unclassified,False,54.43,,,"LINESTRING (-1.7564026 53.7962169, -1.7567433 53.7960653, -1.7570572 53.7959168)",,,,
"[8065827, 24234300]",False,"['John Street', 'Rawson Square']",unclassified,True,52.493,,,"LINESTRING (-1.7564026 53.7962169, -1.7562176 53.796235, -1.7560598 53.7962878, -1.7559075 53.796361, -1.7558549 53.7963855, -1.7557239 53.7964467)",,,,
"[144113160, 144113159]",True,"['Northgate', 'Rawson Road']",unclassified,False,247.07299999999998,,,"LINESTRING (-1.7564026 53.7962169, -1.7564747 53.7963393, -1.7566694 53.796488, -1.7569317 53.7966167, -1.7572388 53.7968328, -1.7577295 53.7971818, -1.757786 53.7971834, -1.7581887 53.7969809, -1.7589898 53.7965781)",,,,
31409084,False,Westgate,primary,False,34.726,A6181,30 mph,"LINESTRING (-1.7579134 53.7955329, -1.757521 53.7953236)",,,,
544658830,False,Westgate,primary,True,62.366,A6181,30 mph,"LINESTRING (-1.7579134 53.7955329, -1.7586466 53.7958893)",,,,
867228117,False,John Street,unclassified,True,58.257,,,"LINESTRING (-1.7579134 53.7955329, -1.7572068 53.7958496)",,,,
27482362,True,,primary_link,False,27.836,A647,30 mph,"LINESTRING (-1.7576549 53.7906209, -1.7574745 53.7905973, -1.7574184 53.7905883, -1.7572408 53.7905681)",1,,,
27482365,True,Chester Street,primary,False,20.119,A647,30 mph,"LINESTRING (-1.7576549 53.7906209, -1.7575253 53.7905445, -1.7574551 53.7904847)",1,,,
27371742,True,Prince's Way,primary,False,91.806,A6181,30 mph,"LINESTRING (-1.7560237 53.7926415, -1.7560047 53.7924927, -1.7560063 53.7923715, -1.7560223 53.792275, -1.7560358 53.7922016, -1.7560492 53.7921282, -1.756053 53.7920177, -1.7560417 53.7918989, -1.756014 53.7918195)",2,,,
23111527,True,Godwin Street,primary,False,8.77,A6181,30 mph,"LINESTRING (-1.756427 53.7947161, -1.7564214 53.7946373)",3,,,
23111528,False,Sunbridge Road,primary,True,42.842,A6181,30 mph,"LINESTRING (-1.7577191 53.794099, -1.7571141 53.793955)",,,,
27421718,False,Sunbridge Road,tertiary,True,54.566,,30 mph,"LINESTRING (-1.7577191 53.794099, -1.7585079 53.794253)",,,,
23111510,True,Barry Street,primary,False,97.43,A6181,30 mph,"LINESTRING (-1.7577191 53.794099, -1.7576412 53.7945259, -1.7574966 53.7949645)",2,,,
175774248,True,Grattan Road,primary,False,28.804,A6181,30 mph,"LINESTRING (-1.7574758 53.7950569, -1.7570373 53.7950529)",,,,
24721846,True,,primary,False,30.323999999999998,A6181,30 mph,"LINESTRING (-1.7574758 53.7950569, -1.7574525 53.7951673, -1.757521 53.7953236)",,,,
188282374,True,,primary_link,False,27.674,,30 mph,"LINESTRING (-1.756014 53.7918195, -1.7559618 53.7916728, -1.7559361 53.791575)",,,,
450138783,True,Prince's Way,primary,False,30.772,A6181,30 mph,"LINESTRING (-1.756014 53.7918195, -1.7559014 53.7916957, -1.7557697 53.7915839)",2,,,
23111521,True,Jacob's Well,primary,False,21.685000000000002,A6181,30 mph,"LINESTRING (-1.7540773 53.7906862, -1.7541473 53.7906603, -1.7542263 53.7906462, -1.7543088 53.790645, -1.7543889 53.7906566)",,roundabout,,
27371745,True,Prince's Way,primary,False,94.017,A6181,30 mph,"LINESTRING (-1.7545759 53.7907809, -1.7550407 53.7910109, -1.7551699 53.7910756, -1.7556782 53.7913202)",,,,
"[837412937, 837278134]",True,Jacob's Well,primary,False,35.073,A6181,30 mph,"LINESTRING (-1.7545759 53.7907809, -1.7545856 53.790837, -1.7545659 53.7908921, -1.7545189 53.7909412, -1.7544488 53.7909794, -1.7543809 53.7909998, -1.7543067 53.7910098)",,roundabout,,
837412935,True,Jacob's Well,primary,False,30.247,A6181,30 mph,"LINESTRING (-1.7542306 53.7910087, -1.7541424 53.790993, -1.754066 53.7909626, -1.754008 53.7909203, -1.7539736 53.7908699, -1.7539657 53.7908157)",,roundabout,,
"[1126753467, 1126753468]",True,Hall Ings,primary,False,112.50500000000001,A6181,30 mph,"LINESTRING (-1.7542306 53.7910087, -1.7538748 53.7910561, -1.7536649 53.7911192, -1.7532442 53.7913544, -1.7530075 53.7915333, -1.7529158 53.7916026)",2,,,
837278135,True,Jacob's Well,primary,False,16.563000000000002,A6181,30 mph,"LINESTRING (-1.7539657 53.7908157, -1.7539824 53.790767, -1.7540205 53.7907227, -1.7540773 53.7906862)",,roundabout,,
27371741,True,,secondary_link,False,11.137,,30 mph,"LINESTRING (-1.7561924 53.7926515, -1.7560237 53.7926415)",,,,
27371743,True,Godwin Street,primary,False,27.898,A6181,30 mph,"LINESTRING (-1.7561924 53.7926515, -1.7562371 53.792901)",,,,
185605409,True,Barkerend Road,tertiary,False,39.79,,30 mph,"LINESTRING (-1.7449246 53.7965065, -1.7447112 53.7965813, -1.7446452 53.7966011, -1.7446022 53.7966141, -1.744396 53.7966811)",,,,
23116091,True,Anne Gate,unclassified,False,89.288,,,"LINESTRING (-1.7448964 53.7970914, -1.7448827 53.7970671, -1.7448739 53.7970334, -1.7448797 53.7969998, -1.7449068 53.7969725, -1.7452382 53.7968002, -1.7452978 53.7967568, -1.7453139 53.7967311, -1.7453175 53.7967125, -1.7453139 53.7966972, -1.7452925 53.7966805, -1.7450643 53.7965648, -1.7449246 53.7965065)",,,,
23116092,False,Anne Gate,unclassified,False,73.978,,,"LINESTRING (-1.7448964 53.7970914, -1.7449148 53.7971145, -1.7449469 53.7971348, -1.7450443 53.7971854, -1.745283 53.7973303, -1.7454307 53.7974479, -1.7455001 53.7975332, -1.7455458 53.7976213)",,,,
837653907,False,North Street,unclassified,True,15.004,,,"LINESTRING (-1.7455458 53.7976213, -1.7453568 53.7976971)",,,,
23116092,False,Anne Gate,unclassified,True,73.97800000000001,,,"LINESTRING (-1.7455458 53.7976213, -1.7455001 53.7975332, -1.7454307 53.7974479, -1.745283 53.7973303, -1.7450443 53.7971854, -1.7449469 53.7971348, -1.7449148 53.7971145, -1.7448964 53.7970914)",,,,
837653907,False,North Street,unclassified,False,34.343,,,"LINESTRING (-1.7455458 53.7976213, -1.7457928 53.7975433, -1.7458691 53.7975035, -1.7459642 53.797442)",,,,
23116095,False,Sun Street,unclassified,False,98.017,,,"LINESTRING (-1.7459642 53.797442, -1.7464979 53.7982652)",,,,
23116096,False,Priestley Street,unclassified,False,56.579,,,"LINESTRING (-1.7459642 53.797442, -1.746797 53.7975722)",,,,
