osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,ref
207138934,East Railroad Street,residential,False,False,97.889,,"LINESTRING (-96.2660762 29.1971235, -96.2668783 29.1965899)",,
21326841,West Calhoun Street,residential,False,False,122.495,,"LINESTRING (-96.2743734 29.196641, -96.273343 29.197277)",,
21330810,Hoskins Broadway Street,tertiary,False,True,34.167,2,"LINESTRING (-96.2743734 29.196641, -96.2741824 29.1963829)",,
21326841,West Calhoun Street,residential,False,False,120.921,,"LINESTRING (-96.273343 29.197277, -96.272335 29.197916)",,
21326841,West Calhoun Street,residential,False,True,122.495,,"LINESTRING (-96.273343 29.197277, -96.2743734 29.196641)",,
21328166,Depot Street,residential,False,False,123.733,,"LINESTRING (-96.273343 29.197277, -96.274055 29.1982)",,
21328166,Depot Street,residential,False,True,125.14,,"LINESTRING (-96.273343 29.197277, -96.272617 29.196347)",,
21326841,West Calhoun Street,residential,False,True,120.921,,"LINESTRING (-96.272335 29.197916, -96.273343 29.197277)",,
21332371,Fahrenthold Street,residential,False,False,120.835,2,"LINESTRING (-96.272335 29.197916, -96.273096 29.198776)",,
21326841,West Calhoun Street,residential,False,False,117.084,,"LINESTRING (-96.272335 29.197916, -96.2718869 29.1981925, -96.2713523 29.1985266)",,
21332371,Fahrenthold Street,residential,False,True,123.761,2,"LINESTRING (-96.272335 29.197916, -96.2719606 29.1974503, -96.2716265 29.196991)",,
21326841,West Calhoun Street,residential,False,True,117.084,,"LINESTRING (-96.2713523 29.1985266, -96.2718869 29.1981925, -96.272335 29.197916)",,
21327823,East Calhoun Street,residential,False,False,122.46199999999999,,"LINESTRING (-96.2713523 29.1985266, -96.2705472 29.1989995, -96.270306 29.199142)",30 mph,
21328723,North Mechanic Street,primary,False,False,122.939,,"LINESTRING (-96.2713523 29.1985266, -96.2717308 29.1989734, -96.2721053 29.1994156)",30 mph,TX 71
21328723,North Mechanic Street,primary,False,True,125.84199999999998,,"LINESTRING (-96.2713523 29.1985266, -96.2712265 29.1983676, -96.2710744 29.1981756, -96.2709885 29.1980671, -96.2709399 29.198001, -96.2706153 29.1975956)",30 mph,TX 71
21326895,West Railroad Street,tertiary,False,False,35.363,2,"LINESTRING (-96.2715397 29.1931032, -96.27124 29.193284)",,
21330810,Hoskins Broadway Street,tertiary,False,False,112.712,2,"LINESTRING (-96.2715397 29.1931032, -96.2719406 29.1936008, -96.2722077 29.1939323)",,
21326895,West Railroad Street,tertiary,False,True,35.363,2,"LINESTRING (-96.27124 29.193284, -96.2715397 29.1931032)",,
21332078,Lincoln Street,residential,False,True,83.079,,"LINESTRING (-96.27124 29.193284, -96.270754 29.192669)",,
21326895,West Railroad Street,tertiary,False,False,115.029,2,"LINESTRING (-96.27124 29.193284, -96.2707795 29.1935687, -96.270278 29.193888)",,
21326895,West Railroad Street,tertiary,False,False,87.897,2,"LINESTRING (-96.270278 29.193888, -96.2695435 29.1943503)",,
21326895,West Railroad Street,tertiary,False,True,115.029,2,"LINESTRING (-96.270278 29.193888, -96.2707795 29.1935687, -96.27124 29.193284)",,
21327159,Oscar Street,residential,False,True,83.25500000000001,,"LINESTRING (-96.270278 29.193888, -96.2698329 29.193302, -96.269804 29.193264)",,
21326895,West Railroad Street,tertiary,False,False,128.216,2,"LINESTRING (-96.2695435 29.1943503, -96.2684676 29.1950192)",,
21326895,West Railroad Street,tertiary,False,True,87.897,2,"LINESTRING (-96.2695435 29.1943503, -96.270278 29.193888)",,
21332879,Alamo Street,tertiary,False,False,112.948,2,"LINESTRING (-96.2695435 29.1943503, -96.2699263 29.1948596, -96.2702016 29.1951876)",,
21332879,Alamo Street,tertiary,False,True,83.59,2,"LINESTRING (-96.2695435 29.1943503, -96.2694048 29.1941867, -96.2690907 29.1940426, -96.2689385 29.1938446)",,
21326895,West Railroad Street,tertiary,False,True,128.216,2,"LINESTRING (-96.2684676 29.1950192, -96.2695435 29.1943503)",,
541100752,South Mechanic Street,primary,False,False,49.341,,"LINESTRING (-96.2684676 29.1950192, -96.2687756 29.1953722)",30 mph,TX 71
541100752,South Mechanic Street,primary,False,True,79.445,,"LINESTRING (-96.2684676 29.1950192, -96.26799 29.194439)",30 mph,TX 71
21326957,August Street,residential,False,False,112.788,,"LINESTRING (-96.264709 29.193939, -96.265367 29.194775)",,
21327727,East 3rd Street,residential,False,True,114.389,,"LINESTRING (-96.264709 29.193939, -96.2656716 29.1933456)",,
21326957,August Street,residential,False,False,115.082,,"LINESTRING (-96.265367 29.194775, -96.2660709 29.1956078)",,
21326957,August Street,residential,False,True,112.788,,"LINESTRING (-96.265367 29.194775, -96.264709 29.193939)",,
