osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access
13280078,North Guadalupe Avenue,residential,False,False,210.698,"LINESTRING (-118.3851627 33.8466766, -118.3852314 33.8467965, -118.3856612 33.8475396, -118.3861978 33.8483646)",,,,
13435446,Diamond Street,tertiary,False,False,97.239,"LINESTRING (-118.3851627 33.8466766, -118.3846524 33.8470772, -118.3844612 33.847218, -118.38439 33.8472705)",4,,,
13435446,Diamond Street,tertiary,False,True,76.009,"LINESTRING (-118.3851627 33.8466766, -118.3852256 33.8466248, -118.3854457 33.8464435, -118.3857546 33.8462017)",4,,,
13370553,Carnelian Street,tertiary,False,False,163.794,"LINESTRING (-118.3861978 33.8483646, -118.3849115 33.8493788)",2,,,
13370553,Carnelian Street,tertiary,False,True,102.012,"LINESTRING (-118.3861978 33.8483646, -118.3869789 33.8477159)",2,,,
13280078,North Guadalupe Avenue,residential,False,False,209.573,"LINESTRING (-118.3861978 33.8483646, -118.3865494 33.8487808, -118.3866641 33.8489004, -118.3868345 33.8490769, -118.3869785 33.8492264, -118.387 33.8492478, -118.3871718 33.8494141, -118.3872683 33.8495078, -118.387436 33.8496707, -118.3875351 33.8497537, -118.3876215 33.8498293)",,,,
13280078,North Guadalupe Avenue,residential,False,True,210.69799999999998,"LINESTRING (-118.3861978 33.8483646, -118.3856612 33.8475396, -118.3852314 33.8467965, -118.3851627 33.8466766)",,,,
13280078,North Guadalupe Avenue,residential,False,True,209.573,"LINESTRING (-118.3876215 33.8498293, -118.3875351 33.8497537, -118.387436 33.8496707, -118.3872683 33.8495078, -118.3871718 33.8494141, -118.387 33.8492478, -118.3869785 33.8492264, -118.3868345 33.8490769, -118.3866641 33.8489004, -118.3865494 33.8487808, -118.3861978 33.8483646)",,,,
"[1085420104, 397977524]",Beryl Street,tertiary,False,True,115.72200000000001,"LINESTRING (-118.3876215 33.8498293, -118.388184 33.849376, -118.3884352 33.8491683, -118.3884481 33.8491573, -118.388516 33.8491005)","['4', '2']",,,
13435446,Diamond Street,tertiary,False,True,71.079,"LINESTRING (-118.3833357 33.8480351, -118.3838963 33.8475971)",4,,,
13286554,North Irena Avenue,residential,False,False,208.772,"LINESTRING (-118.3833357 33.8480351, -118.3834266 33.84813, -118.3834526 33.8481563, -118.3840873 33.84881, -118.3848247 33.8494454)",,,,
13370553,Carnelian Street,tertiary,False,True,10.913,"LINESTRING (-118.3848247 33.8494454, -118.3849115 33.8493788)",2,,,
13286554,North Irena Avenue,residential,False,True,208.77200000000002,"LINESTRING (-118.3848247 33.8494454, -118.3840873 33.84881, -118.3834526 33.8481563, -118.3834266 33.84813, -118.3833357 33.8480351)",,,,
