osmid,bridge,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,access,tunnel
123617857,yes,True,2,primary_link,30 mph,False,165.85500000000002,"LINESTRING (-73.7536765 42.6469475, -73.7538982 42.6470962, -73.7541232 42.6472468, -73.7543455 42.6473944, -73.7545649 42.647532, -73.7548057 42.6476761, -73.7552341 42.6478998)",,,,
669246261,,False,2,primary,30 mph,True,61.979,"LINESTRING (-73.7597161 42.6479408, -73.7592556 42.6476608, -73.7592155 42.6476349, -73.759135 42.6475831)",US 20,Madison Avenue,,
5564272,,True,,primary_link,30 mph,False,225.335,"LINESTRING (-73.7555976 42.6482524, -73.7559004 42.6484265, -73.7561896 42.648588, -73.7569421 42.6489897, -73.757152 42.6490984, -73.7573657 42.6492012, -73.757567 42.6492936, -73.7577125 42.649355, -73.757852 42.6494139)",,,yes,
5569143,,True,,primary_link,30 mph,False,236.16699999999997,"LINESTRING (-73.7555976 42.6482524, -73.7560194 42.6485795, -73.7561428 42.6486643, -73.7562645 42.6487408, -73.7563959 42.6488132, -73.7567963 42.6490218, -73.7568822 42.6490762, -73.7569543 42.6491365, -73.7570029 42.6491973, -73.7570436 42.6492683, -73.7570659 42.649346, -73.7570689 42.6494247, -73.7570509 42.6495001, -73.7570084 42.6495793, -73.7569543 42.6496457, -73.7568938 42.6497158, -73.7568428 42.6497848, -73.7568071 42.6498597)",,,,
5565139,,True,,primary_link,,False,91.279,"LINESTRING (-73.750114 42.65306, -73.7501638 42.653111, -73.7501884 42.653168, -73.7501837 42.6532238, -73.7501543 42.6532757, -73.7500964 42.6533224, -73.7500364 42.6533506, -73.7499641 42.6533699, -73.7498902 42.6533724, -73.7494181 42.6532788)",,,yes,
516224408,,True,,primary,30 mph,False,28.595,"LINESTRING (-73.750114 42.65306, -73.7503024 42.6531215, -73.7504346 42.6531626)",,Van Tromp Street,,
5567528,,True,2,primary_link,,False,68.36,"LINESTRING (-73.7501723 42.6535427, -73.7500589 42.653511, -73.7498336 42.6534231, -73.7496676 42.6533629, -73.7495208 42.6533143, -73.7494181 42.6532788)",US 9,,yes,
35970302,,False,2,primary,,True,78.886,"LINESTRING (-73.7501723 42.6535427, -73.750144 42.6536507, -73.7501357 42.6536871, -73.750127 42.65373, -73.7501 42.653852, -73.7500692 42.6540212, -73.7500582 42.654059, -73.7500295 42.654244)",US 9;NY 32,North Pearl Street,,
43763489,,False,,primary,30 mph,False,47.401,"LINESTRING (-73.7501723 42.6535427, -73.7502302 42.6534588, -73.7502475 42.6534366, -73.7504346 42.6531626)",NY 32,North Pearl Street,,
5593183,,True,,unclassified,30 mph,False,55.511,"LINESTRING (-73.7528793 42.6521932, -73.7525768 42.6526401)",,Lodge Street,designated,
37389119,,True,,unclassified,30 mph,False,55.878,"LINESTRING (-73.7528793 42.6521932, -73.752266 42.6519717)",,Steuben Street,,
593746021,,True,,primary,30 mph,False,58.765,"LINESTRING (-73.7550307 42.6479277, -73.7555976 42.6482524)",,Market Street,,
1067077750,,False,,residential,30 mph,False,58.019000000000005,"LINESTRING (-73.7550307 42.6479277, -73.7552403 42.6474856, -73.7552694 42.6474365)",,Grand Street,,
5568803,,False,,residential,30 mph,True,113.25399999999999,"LINESTRING (-73.7561857 42.6466796, -73.7560952 42.6467755, -73.7559845 42.6468749, -73.7557029 42.6470742, -73.7554642 42.6472498, -73.7553015 42.6473831, -73.7552694 42.6474365)",,Grand Street,,
5582408,,True,,residential,30 mph,False,136.95800000000003,"LINESTRING (-73.7561857 42.6466796, -73.7568359 42.6468863, -73.757036 42.6469499, -73.7571862 42.647013, -73.757331 42.6470919, -73.7576395 42.6472734)",,Van Zandt Street,,
5591175,,True,,residential,30 mph,False,29.795,"LINESTRING (-73.7562995 42.6512762, -73.7560132 42.6511105)",,State Street,,
5569007,,True,,unclassified,30 mph,False,149.749,"LINESTRING (-73.7574156 42.6502086, -73.7573169 42.6503011, -73.757238 42.650375, -73.7568121 42.650784, -73.7563516 42.6512262, -73.7562995 42.6512762)",,Park Street,,
5582078,,False,,unclassified,30 mph,False,45.272999999999996,"LINESTRING (-73.7574156 42.6502086, -73.7577132 42.6503792, -73.7578521 42.650459)",,Lancaster Street,,
