osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref
898263028,Main Street,primary,25 mph,False,False,3.313,"LINESTRING (-79.1374455 37.4094209, -79.1374231 37.409397)",,,
40398999,Main Street,primary,25 mph,False,True,76.366,"LINESTRING (-79.1374455 37.4094209, -79.1375335 37.4095182, -79.1379499 37.4099787)",,,
20583238,10th Street,residential,,False,True,98.351,"LINESTRING (-79.1479049 37.4104124, -79.1478388 37.4104483, -79.1474739 37.4106462, -79.1470949 37.4108621, -79.1470541 37.4108853, -79.1469939 37.4109209)",,,
674670021,Jackson Street,residential,,False,False,108.162,"LINESTRING (-79.1479049 37.4104124, -79.1472495 37.4096888, -79.1472367 37.4096747, -79.1471897 37.4096228)",,,
40719297,11th Street,residential,,False,True,96.86099999999999,"LINESTRING (-79.1471897 37.4096228, -79.1471475 37.4096478, -79.1466736 37.4099288, -79.146377 37.4101071, -79.1463127 37.4101458)",,,
674670021,Jackson Street,residential,,False,True,108.162,"LINESTRING (-79.1471897 37.4096228, -79.1472367 37.4096747, -79.1472495 37.4096888, -79.1479049 37.4104124)",,,
898267898,Clay Street,tertiary,,False,False,109.38600000000001,"LINESTRING (-79.1472287 37.4157778, -79.1472066 37.4157508, -79.1465338 37.4150032, -79.1465116 37.4149758)",,,
40718231,7th Street,residential,,True,False,97.828,"LINESTRING (-79.1465116 37.4149758, -79.1464675 37.4149987, -79.1456053 37.4154816)",,,
"[898267898, 992502346]",Clay Street,tertiary,,False,False,110.682,"LINESTRING (-79.1465116 37.4149758, -79.1464868 37.4149481, -79.1460476 37.4144528, -79.1459001 37.414285, -79.1458572 37.4142392, -79.1458189 37.4141929, -79.1457901 37.414162)",,,
898267898,Clay Street,tertiary,,False,True,109.38600000000001,"LINESTRING (-79.1465116 37.4149758, -79.1465338 37.4150032, -79.1472066 37.4157508, -79.1472287 37.4157778)",,,
20582502,Clay Street,tertiary,,False,False,114.09200000000001,"LINESTRING (-79.1457901 37.414162, -79.1457527 37.4141201, -79.1452885 37.4136072, -79.1450863 37.4133838, -79.1450716 37.4133661, -79.1450371 37.4133283)",,,
20584077,8th Street,tertiary,,False,False,98.988,"LINESTRING (-79.1457901 37.414162, -79.1458512 37.4141188, -79.1458752 37.414105, -79.1465317 37.4137331, -79.14662 37.413683, -79.1466969 37.4136394)",,,
898267897,8th Street,tertiary,,False,True,97.217,"LINESTRING (-79.1457901 37.414162, -79.1457324 37.4141982, -79.1457075 37.4142122, -79.1453566 37.4144096, -79.1453335 37.4144224, -79.1449851 37.4146188, -79.1449582 37.4146339, -79.1448946 37.4146703)",,,
"[898267898, 992502346]",Clay Street,tertiary,,False,True,110.682,"LINESTRING (-79.1457901 37.414162, -79.1458189 37.4141929, -79.1458572 37.4142392, -79.1459001 37.414285, -79.1460476 37.4144528, -79.1464868 37.4149481, -79.1465116 37.4149758)",,,
20582502,Clay Street,tertiary,,False,False,114.047,"LINESTRING (-79.1450371 37.4133283, -79.1449871 37.4132768, -79.1444976 37.4127623, -79.1443136 37.4125491, -79.1442728 37.4125019)",,,
20582502,Clay Street,tertiary,,False,True,114.092,"LINESTRING (-79.1450371 37.4133283, -79.1450716 37.4133661, -79.1450863 37.4133838, -79.1452885 37.4136072, -79.1457527 37.4141201, -79.1457901 37.414162)",,,
20582965,9th Street,residential,,False,True,48.062,"LINESTRING (-79.1450371 37.4133283, -79.1449845 37.4133589, -79.1449279 37.4133909, -79.1448539 37.4134298, -79.1446984 37.4135173, -79.1445919 37.4135768)",,,
40837855,9th Street,residential,,False,False,99.81199999999998,"LINESTRING (-79.1450371 37.4133283, -79.1450962 37.4132984, -79.1451463 37.4132739, -79.1454161 37.4131228, -79.145618 37.4130086, -79.1457385 37.4129423, -79.1458686 37.4128716, -79.145891 37.4128594, -79.1459651 37.4128163)",,,
20582502,Clay Street,tertiary,,False,False,109.393,"LINESTRING (-79.1442728 37.4125019, -79.1442294 37.4124544, -79.1438704 37.4120619, -79.143568 37.4116933)",,,
20582502,Clay Street,tertiary,,False,True,114.047,"LINESTRING (-79.1442728 37.4125019, -79.1443136 37.4125491, -79.1444976 37.4127623, -79.1449871 37.4132768, -79.1450371 37.4133283)",,,
20583238,10th Street,residential,,False,False,101.756,"LINESTRING (-79.1442728 37.4125019, -79.144356 37.4124541, -79.1443893 37.412435, -79.1451068 37.4120234, -79.1452068 37.4119661)",,,
605406825,10th Street,residential,,True,False,96.139,"LINESTRING (-79.1442728 37.4125019, -79.1442063 37.4125387, -79.14348 37.4129407, -79.1434473 37.4129588, -79.1433825 37.4129992)",,,
20582502,Clay Street,tertiary,,False,False,111.759,"LINESTRING (-79.143568 37.4116933, -79.1432159 37.4113098, -79.1429411 37.4109285, -79.1429352 37.4109068, -79.1429168 37.4108395)",,,
20582502,Clay Street,tertiary,,False,True,109.39299999999999,"LINESTRING (-79.143568 37.4116933, -79.1438704 37.4120619, -79.1442294 37.4124544, -79.1442728 37.4125019)",,,
40719297,11th Street,residential,,False,False,98.491,"LINESTRING (-79.143568 37.4116933, -79.1436538 37.4116441, -79.1440898 37.4113937, -79.1442833 37.411285, -79.1444749 37.4111779)",,,
364752972,11th Street,residential,,False,True,45.8,"LINESTRING (-79.143568 37.4116933, -79.1434908 37.4117361, -79.1433865 37.4117937, -79.1431423 37.4119285)",,,
20582502,Clay Street,tertiary,,False,True,111.759,"LINESTRING (-79.1429168 37.4108395, -79.1429352 37.4109068, -79.1429411 37.4109285, -79.1432159 37.4113098, -79.143568 37.4116933)",,,
20583758,Grace Street,secondary,,False,False,118.533,"LINESTRING (-79.1429168 37.4108395, -79.1429561 37.4107134, -79.1429652 37.4106842, -79.1430228 37.4104675, -79.143132 37.4101169, -79.1432389 37.4098885, -79.1432721 37.4098133)",,,
898267900,Clay Street,residential,,False,False,55.056000000000004,"LINESTRING (-79.1429168 37.4108395, -79.1427806 37.4108165, -79.1427086 37.4107408, -79.1425111 37.4105227, -79.1424963 37.4105053)",,,
997553044,12th Street,secondary,,False,True,103.995,"LINESTRING (-79.1429168 37.4108395, -79.142783 37.4109109, -79.1424206 37.4111038, -79.1421234 37.411262, -79.1420078 37.4113236, -79.1419388 37.4113603)",,,
"[1263816474, 1263816475, 898267899]",12th Street,secondary,,False,False,90.92200000000001,"LINESTRING (-79.1429168 37.4108395, -79.1430453 37.410762, -79.1432814 37.4106264, -79.1436141 37.4104352, -79.143686 37.4103939, -79.1437485 37.4103577)",,,
"[20582673, 943015375]",Commerce Street,tertiary,,False,False,32.661,"LINESTRING (-79.1434653 37.4181622, -79.1434683 37.4180812, -79.1434728 37.4179822, -79.1434747 37.4179252, -79.1434764 37.4178686)",yes,,
20582673,Commerce Street,tertiary,,False,False,107.14399999999999,"LINESTRING (-79.1434764 37.4178686, -79.1434707 37.417782, -79.1434251 37.4176792, -79.1433654 37.417595, -79.143301 37.4175119, -79.1431247 37.4173229, -79.1429494 37.4171264, -79.1428752 37.4170486)",,,
"[20582673, 943015375]",Commerce Street,tertiary,,False,True,32.661,"LINESTRING (-79.1434764 37.4178686, -79.1434747 37.4179252, -79.1434728 37.4179822, -79.1434683 37.4180812, -79.1434653 37.4181622)",yes,,
20584578,6th Street,residential,,False,False,81.234,"LINESTRING (-79.1434764 37.4178686, -79.1435788 37.4178104, -79.1435989 37.4177989, -79.1439413 37.4176041, -79.1442242 37.4174432)",,,
20582673,Commerce Street,tertiary,,False,True,107.144,"LINESTRING (-79.1428752 37.4170486, -79.1429494 37.4171264, -79.1431247 37.4173229, -79.143301 37.4175119, -79.1433654 37.417595, -79.1434251 37.4176792, -79.1434707 37.417782, -79.1434764 37.4178686)",,,
"[41208421, 20585063]",Jefferson Street,residential,,True,False,201.74400000000003,"LINESTRING (-79.1428752 37.4170486, -79.1427859 37.4170418, -79.1427049 37.417085, -79.1425388 37.4171816, -79.1420365 37.4174769, -79.141962 37.4174577, -79.141915 37.4174071, -79.1412599 37.4166966)",,,
40837852,7th Street,residential,,False,True,98.83200000000001,"LINESTRING (-79.1428752 37.4170486, -79.1429497 37.4170049, -79.1433379 37.4167812, -79.1437153 37.416567, -79.1437711 37.4165182)",,,
899725714,Commerce Street,tertiary,,False,False,113.00600000000001,"LINESTRING (-79.1428752 37.4170486, -79.1428251 37.4169915, -79.1427095 37.4168603, -79.1425185 37.4166435, -79.1421721 37.4162499, -79.142142 37.4162157)",,,
319405929,Commerce Street,tertiary,,False,False,116.218,"LINESTRING (-79.142142 37.4162157, -79.1421069 37.4161763, -79.1419535 37.416004, -79.1417772 37.4158058, -79.1417499 37.4157752, -79.1414166 37.4153984, -79.1413839 37.4153614)",,,
899725713,8th Street,residential,,False,True,94.49400000000001,"LINESTRING (-79.142142 37.4162157, -79.1420634 37.4162587, -79.1418647 37.4163674, -79.14154 37.4165411, -79.1413075 37.4166715, -79.1412599 37.4166966)",,,
899725714,Commerce Street,tertiary,,False,True,113.006,"LINESTRING (-79.142142 37.4162157, -79.1421721 37.4162499, -79.1425185 37.4166435, -79.1427095 37.4168603, -79.1428251 37.4169915, -79.1428752 37.4170486)",,,
899725715,8th Street,residential,,False,False,98.994,"LINESTRING (-79.142142 37.4162157, -79.1422131 37.4161764, -79.1425587 37.415985, -79.1429865 37.415748, -79.143061 37.415706)",,,
319405929,Commerce Street,tertiary,,False,False,113.56000000000002,"LINESTRING (-79.1413839 37.4153614, -79.1413356 37.4153075, -79.1410442 37.4149817, -79.1406679 37.4145586, -79.1406407 37.414528)",,,
319405929,Commerce Street,tertiary,,False,True,116.218,"LINESTRING (-79.1413839 37.4153614, -79.1414166 37.4153984, -79.1417499 37.4157752, -79.1417772 37.4158058, -79.1419535 37.416004, -79.1421069 37.4161763, -79.142142 37.4162157)",,,
521435287,9th Street,tertiary,,False,False,98.896,"LINESTRING (-79.1413839 37.4153614, -79.1414533 37.4153237, -79.141567 37.4152618, -79.14175 37.4151611, -79.1422253 37.4149002, -79.1423053 37.414856)",,,
521435287,9th Street,tertiary,,False,True,97.656,"LINESTRING (-79.1413839 37.4153614, -79.141301 37.4154082, -79.1410265 37.4155632, -79.1408991 37.4156335, -79.1405524 37.4158297, -79.140482 37.4158695)",,,
41204445,10th Street,residential,,False,False,49.525000000000006,"LINESTRING (-79.1406407 37.414528, -79.1405621 37.4145721, -79.1403532 37.4146895, -79.1401821 37.4147843)",,,
319405929,Commerce Street,tertiary,,False,False,110.27500000000002,"LINESTRING (-79.1406407 37.414528, -79.1406099 37.4144925, -79.140338 37.4141877, -79.1401892 37.4140204, -79.140175 37.4140045, -79.1399644 37.4137677, -79.139946 37.4137473, -79.1399203 37.413718)",,,
319405929,Commerce Street,tertiary,,False,True,113.56,"LINESTRING (-79.1406407 37.414528, -79.1406679 37.4145586, -79.1410442 37.4149817, -79.1413356 37.4153075, -79.1413839 37.4153614)",,,
41204446,11th Street,tertiary,,True,False,97.924,"LINESTRING (-79.1399203 37.413718, -79.1399887 37.4136799, -79.1403194 37.4134954, -79.1407551 37.41325, -79.1408259 37.4132099)",,,
