osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,maxspeed
"[9039490, 8891220]",2,Arlington Avenue,residential,12.2,False,False,107.92500000000001,"LINESTRING (-71.299691 42.666203, -71.299766 42.666396, -71.299782 42.666472, -71.299831 42.666682, -71.299848 42.666764, -71.299933 42.667156)",,
666217159,2,Willard Street,secondary,12.2,False,False,96.097,"LINESTRING (-71.299691 42.666203, -71.299712 42.666177, -71.299851 42.666002, -71.300282 42.665456)",,
"[9039677, 666217159]",2,Willard Street,secondary,"['12.2', '13.4']",False,True,99.858,"LINESTRING (-71.299691 42.666203, -71.2995995 42.6663181, -71.299509 42.666432, -71.299088 42.666959, -71.299074 42.666978)",,
8890046,2,Humphrey Street,residential,12.2,False,False,71.782,"LINESTRING (-71.300282 42.665456, -71.3002457 42.6653641, -71.300037 42.6648361)",,
666217154,2,Willard Street,secondary,12.2,False,False,78.703,"LINESTRING (-71.300282 42.665456, -71.30031 42.665421, -71.3004627 42.6652388, -71.300786 42.664853)",,
666217159,2,Willard Street,secondary,12.2,False,True,96.097,"LINESTRING (-71.300282 42.665456, -71.299851 42.666002, -71.299712 42.666177, -71.299691 42.666203)",,
"[666217072, 666217161]",2,Humphrey Street,residential,"['11.6', '12.2']",False,True,112.946,"LINESTRING (-71.300282 42.665456, -71.30032 42.665545, -71.3003332 42.665576, -71.300639 42.666293, -71.3006863 42.6664271)",,
8889618,,,residential,,False,False,88.015,"LINESTRING (-71.300786 42.664853, -71.300834 42.664942, -71.301069 42.665616)",,
666217154,2,Willard Street,secondary,12.2,False,False,38.522000000000006,"LINESTRING (-71.300786 42.664853, -71.3009037 42.6647124, -71.301033 42.664558)",,
666217154,2,Willard Street,secondary,12.2,False,True,78.703,"LINESTRING (-71.300786 42.664853, -71.3004627 42.6652388, -71.30031 42.665421, -71.300282 42.665456)",,
666217154,2,Willard Street,secondary,12.2,False,True,38.522000000000006,"LINESTRING (-71.301033 42.664558, -71.3009037 42.6647124, -71.300786 42.664853)",,
568861966,,,residential,,False,False,67.318,"LINESTRING (-71.3051806 42.6646521, -71.3050447 42.6652492)",,
627374036,,,residential,,True,False,53.536,"LINESTRING (-71.3051806 42.6646521, -71.305447 42.6643378, -71.3055876 42.6642971)",,
8889618,,,residential,,False,True,88.015,"LINESTRING (-71.301069 42.665616, -71.300834 42.664942, -71.300786 42.664853)",,
9040158,2,Bridge Street,primary,15.2,False,False,9.344,"LINESTRING (-71.303338 42.666867, -71.303335 42.666951)",MA 38,30 mph
