osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,tunnel,bridge,access,width,junction
132285914,Quai Carnot,primary,50,True,False,128.698,"LINESTRING (2.223022 48.8434455, 2.2231082 48.8435382, 2.2231889 48.8436953, 2.2232733 48.8439176, 2.2233428 48.8441536, 2.2234226 48.8444276, 2.2234857 48.8445554)",D 7,1,,,,,
151091953,Quai Carnot,primary,50,True,False,61.094,"LINESTRING (2.2234857 48.8445554, 2.2236397 48.8450954)",D 7,3,,,,,
132285914,Quai Carnot,primary,50,True,False,42.726,"LINESTRING (2.2228076 48.8430881, 2.223022 48.8434455)",D 7,1,,,,,
179587027,Quai Carnot,primary_link,50,True,False,60.073,"LINESTRING (2.2228076 48.8430881, 2.2229032 48.8434581, 2.2228911 48.8435367, 2.2227814 48.8435833)",,1,,,,,
"[231634320, 21661065, 751811465, 26772525]",Quai Carnot,primary,,True,False,202.00699999999998,"LINESTRING (2.2227031 48.8432861, 2.2224506 48.8427137, 2.222358 48.8423743, 2.2222557 48.84209, 2.2221557 48.8418592, 2.2220666 48.8418, 2.2220526 48.8417934, 2.2220302 48.8417828, 2.2220127 48.8417757, 2.2219331 48.8417432, 2.221709 48.8416934)",D 7,2,,,,,
151091928,Quai Carnot,primary,,True,False,199.99500000000003,"LINESTRING (2.2227031 48.8432861, 2.2227253 48.8431743, 2.2226587 48.8429535, 2.2224581 48.8423873, 2.2222787 48.8419069, 2.2222165 48.841806, 2.2221396 48.8417326, 2.2221345 48.8417284, 2.2221174 48.8417152, 2.2221039 48.8417093, 2.22191 48.8416245)",D 7,2,,,,,
21655776,Quai Carnot,primary,50,True,False,67.60499999999999,"LINESTRING (2.2237873 48.8471634, 2.2236897 48.846713, 2.2236569 48.8465615)",D 7,2,,,,,
"[21661058, 21655767]","['Place Georges Clemenceau', 'Rue Dailly']",primary,50,True,False,45.785000000000004,"LINESTRING (2.221709 48.8416934, 2.2215779 48.841781, 2.221492 48.8418299, 2.2214717 48.8418464, 2.2213548 48.8420232)",D 907,"['4', '1']",,,,,
"[685131974, 21657671]",,secondary,50,True,False,30.042,"LINESTRING (2.221709 48.8416934, 2.2214233 48.8416858, 2.2213035 48.8416633)",D 907,2,,,,,
"[21738137, 21738140, 151091967]",,motorway_link,70,True,False,350.574,"LINESTRING (2.2200666 48.8404325, 2.2196789 48.8400686, 2.2193398 48.8397553, 2.2191872 48.839643, 2.2189852 48.8395417, 2.2187395 48.8394597, 2.2183841 48.8393958, 2.2179933 48.8393769, 2.2174684 48.8393785, 2.2161601 48.8393649, 2.2159863 48.8393381)",,"['1', '2']",yes,,,,
"[710698834, 21738149]",Rue d'Orléans,residential,30,True,False,294.828,"LINESTRING (2.2200666 48.8404325, 2.2196829 48.8401552, 2.2191282 48.8396827, 2.2190469 48.8396755, 2.2189546 48.8396989, 2.218939 48.8397464, 2.2189554 48.840043, 2.2190473 48.840611, 2.2191473 48.8412512)",,,,,,4,
710698834,Rue d'Orléans,residential,30,True,False,51.945,"LINESTRING (2.2191473 48.8412512, 2.2192334 48.8417149)",,,,,,4,
710698834,Rue d'Orléans,residential,30,True,False,59.86,"LINESTRING (2.2192334 48.8417149, 2.2193463 48.8421668, 2.2193661 48.8422461)",,,,,,4,
21764149,Rue Royale,residential,30,True,False,27.444000000000003,"LINESTRING (2.2193661 48.8422461, 2.2194315 48.8422348, 2.219565 48.8422059, 2.2197249 48.8421745)",,,,,,,
21766748,Rue de l'Église,living_street,20,True,False,47.866,"LINESTRING (2.2193661 48.8422461, 2.2193687 48.8423061, 2.2193847 48.8426764)",,,,,,3.8,
21661064,Rue Dailly,primary_link,50,True,False,26.915,"LINESTRING (2.2213376 48.8419043, 2.2213215 48.8417922, 2.2213172 48.8417662, 2.2213035 48.8416633)",D 907,3,,,,,
21764149,Rue Royale,residential,30,True,False,121.801,"LINESTRING (2.2197249 48.8421745, 2.2198506 48.8421502, 2.220109 48.8421043, 2.2211939 48.8419245, 2.221237 48.8419181, 2.2213376 48.8419043)",,,,,,,
"[678279408, 26756574, 26756558]",Rue de la Faïencerie,living_street,20,True,False,78.01,"LINESTRING (2.2197249 48.8421745, 2.2197384 48.842218, 2.2197426 48.8422314, 2.2197869 48.8423472, 2.2199363 48.8428336, 2.2199428 48.8428611)",,,yes,,,,
21764149,Rue Royale,residential,30,True,False,61.838,"LINESTRING (2.2186893 48.8425389, 2.2187051 48.8425207, 2.2187383 48.8424856, 2.2188451 48.8423881, 2.2189001 48.8423589, 2.2189715 48.8423362, 2.2192715 48.8422697, 2.2193194 48.8422583, 2.2193661 48.8422461)",,,,,,,
26756532,Rue Jeanne,residential,,False,False,64.787,"LINESTRING (2.2186893 48.8425389, 2.2187189 48.8425485, 2.2187359 48.8425535, 2.2187562 48.8425552, 2.2188422 48.8425556, 2.2188644 48.8425596, 2.218884 48.8425694, 2.2188948 48.8425821, 2.2189016 48.8425959, 2.2189089 48.8426878, 2.2189296 48.8427054, 2.2189653 48.8427131, 2.2190743 48.8427116, 2.2190932 48.8427113, 2.2193847 48.8426764)",,,,,,,
26756542,Rue de Nogent,living_street,20,True,False,114.668,"LINESTRING (2.2186893 48.8425389, 2.2186734 48.8425325, 2.2186616 48.8425219, 2.218657 48.8425118, 2.2185845 48.8422326, 2.2185776 48.8421924, 2.2185812 48.8421544, 2.2186008 48.8421164, 2.2188935 48.8418551, 2.2189412 48.8418209, 2.2189953 48.8417888, 2.2191246 48.841738, 2.2191708 48.8417271, 2.2192334 48.8417149)",,,,,,,
21764149,Rue Royale,residential,30,True,False,137.884,"LINESTRING (2.2182019 48.8437163, 2.2183029 48.843638, 2.2183274 48.8436083, 2.2183472 48.8435766, 2.2183791 48.8435204, 2.2184103 48.8434543, 2.2184773 48.8433048, 2.2184978 48.8432665, 2.2185107 48.8432244, 2.2185183 48.8431868, 2.2185305 48.8429535, 2.218543 48.8428846, 2.2185959 48.8427152, 2.2186108 48.8426808, 2.2186257 48.8426463, 2.2186758 48.8425607, 2.2186893 48.8425389)",,,,,,,
"[205662522, 21767780]","['Place de Silly', 'Rue des Écoles']","['residential', 'living_street']","['20', '30']",True,False,240.81400000000002,"LINESTRING (2.2182019 48.8437163, 2.2181261 48.8435785, 2.2181065 48.8433447, 2.2180497 48.8429823, 2.2180341 48.8425964, 2.2178704 48.841911, 2.2178193 48.8417051, 2.2177663 48.8415776)",,,,,,,
66644418,Place Georges Clemenceau,primary_link,50,True,False,28.018,"LINESTRING (2.2213035 48.8416633, 2.2212164 48.8415123, 2.221169 48.8414274)",,2,,,,,
"[21557121, 305031163, 21557118]",,secondary,50,True,False,200.733,"LINESTRING (2.2213035 48.8416633, 2.2211782 48.8416228, 2.2209448 48.8414715, 2.2206876 48.841236, 2.2206235 48.8411203, 2.2205755 48.8409263, 2.2206184 48.8407116, 2.2207109 48.8405801, 2.2208053 48.8404827, 2.2209877 48.8403557, 2.2211084 48.8403203, 2.2211984 48.8403074, 2.221332 48.8402959)",D 907,"['3', '2']",yes,,,,
21661064,Rue Dailly,primary_link,50,True,False,13.281,"LINESTRING (2.2213548 48.8420232, 2.2213376 48.8419043)",D 907,3,,,,,
21770796,Rue Dailly,primary,50,False,True,90.905,"LINESTRING (2.2213548 48.8420232, 2.2213441 48.8420462, 2.2211823 48.842393, 2.221028 48.8427236, 2.2209969 48.8427903, 2.2209901 48.8428047)",D 907,2,,,,,
"[21767344, 814273498]",Rue de la Libération,living_street,20,True,False,75.488,"LINESTRING (2.2192678 48.8443048, 2.2193134 48.8443661, 2.2193289 48.8443891, 2.2193417 48.8444094, 2.2193527 48.8444322, 2.2193578 48.8444464, 2.2193622 48.8444618, 2.2193658 48.8444875, 2.2193707 48.8445334, 2.2193698 48.8445778, 2.2193646 48.8446074, 2.2193516 48.8446403, 2.2193308 48.8446779, 2.219271 48.8447592, 2.2192571 48.8447786, 2.2192449 48.8448005, 2.2192388 48.8448168, 2.219232 48.8448353, 2.219227 48.8448529, 2.2192239 48.84487, 2.2192235 48.8448804, 2.2192231 48.8448903, 2.2192238 48.8449017, 2.2192257 48.8449181, 2.219226 48.8449304, 2.219224 48.8449426, 2.2192219 48.844953)",,,,,,,
26756126,Rue de la Libération,living_street,20,True,False,46.459,"LINESTRING (2.2192678 48.8443048, 2.2193057 48.8442472, 2.2193301 48.8442063, 2.2193467 48.8441689, 2.2193765 48.8440859, 2.2193954 48.844035, 2.2194246 48.8439702, 2.219442 48.8439389, 2.2194591 48.8439073)",,,,,,,
381977377,Place de Silly,living_street,20,True,False,10.387,"LINESTRING (2.2186681 48.8444372, 2.21859 48.8443592)",,,,,,,
"[381977378, 21776092]",Place du Pas de Saint-Cloud,living_street,20,True,False,48.452,"LINESTRING (2.2186681 48.8444372, 2.2186964 48.8444112, 2.218713 48.8443953, 2.2187379 48.8443835, 2.218771 48.8443713, 2.2189475 48.844325, 2.2189724 48.8443188, 2.219007 48.8443122, 2.2190449 48.844306, 2.2190699 48.8443026, 2.2191026 48.8443002, 2.2191362 48.8443003, 2.2191755 48.8443003, 2.2192678 48.8443048)",,,,,,,
922122057,Rue du Calvaire,secondary,50,True,False,14.762,"LINESTRING (2.2190381 48.8460364, 2.2190105 48.8460464, 2.2189374 48.8460727, 2.2188789 48.846115)",D 39,1,,,,,
986238730,Rue Dailly,primary,50,True,False,22.359,"LINESTRING (2.2190381 48.8460364, 2.2190076 48.8460294, 2.2187497 48.84597)",D 907,2,,,,,
21770796,Rue Dailly,primary,50,False,False,90.905,"LINESTRING (2.2209901 48.8428047, 2.2209969 48.8427903, 2.221028 48.8427236, 2.2211823 48.842393, 2.2213441 48.8420462, 2.2213548 48.8420232)",D 907,2,,,,,
21770796,Rue Dailly,primary,50,False,True,346.48900000000003,"LINESTRING (2.2209901 48.8428047, 2.2209552 48.8428785, 2.2209436 48.8429031, 2.2208009 48.8432074, 2.2206264 48.8435713, 2.2204864 48.8439006, 2.2203744 48.8445086, 2.2203096 48.8448604, 2.2202669 48.8451006, 2.2201263 48.8458573)",D 907,2,,,,,
21767780,Place de Silly,living_street,20,True,False,25.888,"LINESTRING (2.218332 48.8439328, 2.2182019 48.8437163)",,,,,,,
21769539,Rue du Docteur Desfossez,living_street,20,True,False,157.22300000000004,"LINESTRING (2.218332 48.8439328, 2.21836 48.8439249, 2.2184145 48.8438965, 2.218458 48.8438738, 2.218726 48.8437249, 2.2187771 48.8436978, 2.2187965 48.8436789, 2.2188099 48.8436533, 2.2188086 48.8436275, 2.2188018 48.843598, 2.218774 48.8435099, 2.2187669 48.8434758, 2.2187627 48.8434436, 2.2187533 48.843303, 2.2187547 48.8432855, 2.2187595 48.8432617, 2.2187695 48.8432316, 2.2188154 48.8431428, 2.2188434 48.8431071, 2.2188863 48.8430722, 2.2189777 48.8430097, 2.2190409 48.8429728, 2.2190927 48.8429485, 2.2191323 48.8429347, 2.2191875 48.8429241, 2.2192451 48.8429137, 2.2193084 48.8429054, 2.2193835 48.8428975)",,,,,,,
104483882,Rue du Docteur Desfossez,living_street,20,True,False,41.129,"LINESTRING (2.2193835 48.8428975, 2.2199428 48.8428611)",,,,,,,
26756199,Place Charles de Gaulle,living_street,20,False,True,126.65999999999998,"LINESTRING (2.2193835 48.8428975, 2.2193949 48.8430404, 2.2193985 48.8430627, 2.2194061 48.8430812, 2.219417 48.8430959, 2.2194317 48.8431132, 2.2194513 48.8431276, 2.2196111 48.8432277, 2.2196968 48.8432855, 2.219718 48.8433027, 2.2197291 48.8433171, 2.2197363 48.8433322, 2.21974 48.8433479, 2.2197338 48.8434293, 2.21973 48.8434461, 2.2197264 48.8434545, 2.219721 48.8434629, 2.2197071 48.8434781, 2.2196313 48.8435391, 2.2196096 48.8435601, 2.2195936 48.843585, 2.2195127 48.8437041, 2.2194905 48.8437552, 2.2194791 48.8437844, 2.2194707 48.8438132, 2.2194635 48.8438526, 2.2194635 48.8438775, 2.2194591 48.8439073)",,,,,,,
"[678279409, 678279410, 26756294, 26756575]",Rue de la Faïencerie,living_street,20,True,False,109.503,"LINESTRING (2.2199428 48.8428611, 2.2199514 48.8428933, 2.2199857 48.8430273, 2.220007 48.8431097, 2.2200299 48.8433362, 2.2200098 48.8434741, 2.2199905 48.8435884, 2.2199433 48.8436828, 2.2199048 48.8437584, 2.219855 48.8438236)",,,yes,,,,
104483882,Rue du Docteur Desfossez,living_street,20,True,False,76.897,"LINESTRING (2.2199428 48.8428611, 2.2199899 48.8428586, 2.2201485 48.8428501, 2.2204819 48.8428321, 2.2208332 48.8428132, 2.2208607 48.8428117, 2.2209901 48.8428047)",,,,,,,
297020441,Rue Dailly,primary,50,True,False,71.44200000000001,"LINESTRING (2.2174472 48.8447192, 2.2175053 48.8448085, 2.2175451 48.8450046, 2.2175973 48.8453504)",D 907,2,,,,,
"[901525154, 316730984, 984828465, 984828466, 21740949]","['Rue Gounod', 'Rue Dailly']",primary,50,False,True,296.962,"LINESTRING (2.2174472 48.8447192, 2.2174226 48.8445876, 2.217413 48.844514, 2.2173873 48.8443383, 2.2173837 48.8442646, 2.217388 48.8441871, 2.2174202 48.843777, 2.2174185 48.8437265, 2.2174085 48.843689, 2.2173813 48.8436516, 2.2173248 48.8435952, 2.2172528 48.8435492, 2.2169492 48.8434778, 2.2168323 48.8434479, 2.2167135 48.8434234, 2.2163697 48.843352, 2.2151165 48.8431541)",D 907,"['3', '2']",,,,,
21770796,Rue Dailly,primary,50,False,False,346.489,"LINESTRING (2.2201263 48.8458573, 2.2202669 48.8451006, 2.2203096 48.8448604, 2.2203744 48.8445086, 2.2204864 48.8439006, 2.2206264 48.8435713, 2.2208009 48.8432074, 2.2209436 48.8429031, 2.2209552 48.8428785, 2.2209901 48.8428047)",D 907,2,,,,,
"[21770833, 793650433]",Rue Dailly,primary,50,True,False,22.782,"LINESTRING (2.2201263 48.8458573, 2.2201153 48.845963, 2.2201043 48.8459798, 2.2200615 48.8460427, 2.2200542 48.8460534)",D 907,1,,,,,
"[21771417, 814273499, 381977380]",Rue Gaston Latouche,"['residential', 'living_street']","['20', '30']",True,False,114.689,"LINESTRING (2.2188092 48.8454566, 2.2187742 48.8453639, 2.2187412 48.8446359, 2.2187376 48.8445571, 2.2187082 48.8444918, 2.2186681 48.8444372)",,,,,,,
21771868,Rue Gaston Latouche,residential,30,False,False,49.346999999999994,"LINESTRING (2.2188092 48.8454566, 2.2187703 48.8457588, 2.2187671 48.8457839, 2.2187542 48.8458989)",,,,,,,
26754554,Rue de Rouen,residential,30,False,False,38.805,"LINESTRING (2.2188092 48.8454566, 2.2189249 48.845453, 2.2191538 48.8454481, 2.2193023 48.845375)",,,,,,,
246612727,Rue du Calvaire,secondary,50,True,False,18.691,"LINESTRING (2.2187497 48.84597, 2.2188789 48.846115)",D 39,,,,,,
316306122,,unclassified,50,False,False,7.913,"LINESTRING (2.2187497 48.84597, 2.2187542 48.8458989)",,,,,,,
264081192,Rue Dailly,primary,50,True,False,83.029,"LINESTRING (2.2187497 48.84597, 2.2185081 48.8459323, 2.2181585 48.8458998, 2.2179398 48.845831, 2.2177776 48.8456721)",D 907,2,,,,,
316306122,,unclassified,50,False,True,7.913,"LINESTRING (2.2187542 48.8458989, 2.2187497 48.84597)",,,,,,,
21771868,Rue Gaston Latouche,residential,30,False,True,49.346999999999994,"LINESTRING (2.2187542 48.8458989, 2.2187671 48.8457839, 2.2187703 48.8457588, 2.2188092 48.8454566)",,,,,,,
"[297020440, 297020439]",Rue Dailly,primary,50,True,False,81.214,"LINESTRING (2.2187542 48.8458989, 2.2190061 48.8459487, 2.2193246 48.8459767, 2.2195519 48.8459981, 2.2196596 48.8460055, 2.219686 48.8460074, 2.2198442 48.8460272)",D 907,"['3', '2']",,,,,
21772487,Rue du Calvaire,secondary,50,True,False,40.699,"LINESTRING (2.2186629 48.8463307, 2.2186931 48.846131, 2.2186995 48.8461045, 2.2187497 48.84597)",D 39,,,,,,
21773234,,unclassified,,True,False,11.588000000000001,"LINESTRING (2.2186629 48.8463307, 2.2187381 48.8463374, 2.2188196 48.8463457)",,,,,,,
"[1153303160, 26755881, 21776435]",Rue de la Libération,residential,30,True,False,64.31,"LINESTRING (2.2192219 48.844953, 2.2191179 48.8451356, 2.219104 48.8451609, 2.2190314 48.8452685, 2.2189069 48.8453857, 2.2188092 48.8454566)",,,yes,,,,
104484948,Avenue André Chevrillon,residential,,True,False,23.827999999999996,"LINESTRING (2.2199278 48.8463646, 2.2199111 48.8462464, 2.2199068 48.8462317, 2.2198817 48.8461528)",,,,,,,
21778705,Rue Émile Verhaeren,residential,30,True,False,190.939,"LINESTRING (2.2139358 48.8430287, 2.2139169 48.8431185, 2.2138834 48.8432777, 2.2138147 48.8435375, 2.213746 48.8437748, 2.2136173 48.8441363, 2.2134762 48.8444265, 2.2134241 48.8445282, 2.2133053 48.8446872)",,,,,,,
984828465,Rue Gounod,primary,50,False,False,87.548,"LINESTRING (2.2139358 48.8430287, 2.2148941 48.8431228, 2.2150236 48.843141, 2.2151165 48.8431541)",D 907,2,,,,,
21778705,Rue Émile Verhaeren,residential,30,True,False,64.26,"LINESTRING (2.2133053 48.8446872, 2.2132225 48.8448085, 2.2131452 48.8449271, 2.2130673 48.8451536, 2.2130278 48.8452331)",,,,,,,
752986370,Boulevard de la République,primary,50,False,False,35.760999999999996,"LINESTRING (2.2130278 48.8452331, 2.2132565 48.8454292, 2.2133157 48.8454926)",D 985,,,,,,
21779850,Rue de Crillon,residential,30,True,False,190.92900000000003,"LINESTRING (2.214385 48.8452721, 2.214441 48.8452128, 2.2149375 48.843694, 2.2149701 48.8436028)",,,,,,,
21779934,Rue de Montesquiou,residential,30,True,False,137.881,"LINESTRING (2.214385 48.8452721, 2.216115 48.8449046, 2.2161752 48.8448863)",,,,,,,
21779934,Rue de Montesquiou,residential,30,True,False,81.99900000000001,"LINESTRING (2.2133157 48.8454926, 2.2134783 48.8454591, 2.214385 48.8452721)",,,,,,,
752986370,Boulevard de la République,primary,50,False,False,171.404,"LINESTRING (2.2133157 48.8454926, 2.2134973 48.8456456, 2.2135741 48.8457103, 2.2138407 48.8460746, 2.2139517 48.846245, 2.2140683 48.8464847, 2.2141578 48.8467369, 2.2141997 48.8468994)",D 985,,,,,,
752986370,Boulevard de la République,primary,50,False,True,35.760999999999996,"LINESTRING (2.2133157 48.8454926, 2.2132565 48.8454292, 2.2130278 48.8452331)",D 985,,,,,,
21780046,Avenue Pozzo Di Borgo,residential,30,True,False,184.98000000000002,"LINESTRING (2.2161752 48.8448863, 2.2160443 48.8446448, 2.2159677 48.8444022, 2.2159312 48.844091, 2.2158345 48.8439231, 2.2156715 48.8438039, 2.2155995 48.8437722, 2.2155327 48.8437429, 2.2154676 48.8437142, 2.2150437 48.843622, 2.2149701 48.8436028)",,,,,,,
804405602,Rue de Crillon,residential,30,True,False,51.03,"LINESTRING (2.2149701 48.8436028, 2.2150987 48.8432081, 2.2151165 48.8431541)",,,,,,,
233100782,Rue de Montretout,residential,,False,True,11.43,"LINESTRING (2.213447 48.8462396, 2.2134812 48.8463399)",,,,,,,
287677045,Rue de Montretout,residential,30,True,False,83.73600000000002,"LINESTRING (2.213447 48.8462396, 2.2134046 48.8460961, 2.2133768 48.8459211, 2.2133232 48.8456537, 2.2133222 48.8456486, 2.2133157 48.8454926)",,,,,,,
22024572,Rue Alexandre Coutureau,living_street,20,False,False,73.952,"LINESTRING (2.2149539 48.8464568, 2.2143155 48.8468268, 2.2141997 48.8468994)",,,,,,,
126832459,Quai Alphonse Le Gallo,primary_link,,True,False,5.303,"LINESTRING (2.2252726 48.8409265, 2.225277 48.8409741)",,2,,,,,
22061590,Quai Alphonse Le Gallo,primary_link,50,True,False,25.253,"LINESTRING (2.2252726 48.8409265, 2.2253018 48.8409497, 2.225368 48.8410044, 2.22539 48.8410215, 2.2254092 48.8410324, 2.2255053 48.8410935)",,1,,,,,
225322979,Avenue du Maréchal de Lattre de Tassigny,primary,50,True,False,7.504,"LINESTRING (2.2251874 48.8411159, 2.2252894 48.841109)",D 907,2,,,,,
225322984,Quai Alphonse Le Gallo,primary_link,,True,False,14.546,"LINESTRING (2.2251874 48.8411159, 2.2251342 48.8410708, 2.225111 48.8410538, 2.2250623 48.8410143)",,1,,,,,
"[683426492, 683426493]",Quai du Quatre Septembre,primary_link,50,True,False,99.774,"LINESTRING (2.2256966 48.8418439, 2.2257984 48.8421636, 2.2258333 48.8424984, 2.2258066 48.8427328)",,"['1', '2']",,,,,
"[72676905, 386406796, 22060613]","['Quai du Quatre Septembre', 'Quai Alphonse Le Gallo']",primary,50,True,False,343.886,"LINESTRING (2.2256903 48.8426994, 2.2254968 48.8423574, 2.2251128 48.8418197, 2.2249809 48.8416231, 2.2248875 48.8413889, 2.2247347 48.8410219, 2.2242814 48.8400489, 2.2242229 48.8397733)",D 1,1,yes,,,,
"[386258681, 386258682, 386258683]",Quai du Quatre Septembre,primary_link,50,True,False,144.091,"LINESTRING (2.2256903 48.8426994, 2.2255702 48.842203, 2.2253919 48.8418398, 2.2252225 48.8414437)",,"['3', '2']",,,,,
22062169,,primary_link,50,True,False,30.137,"LINESTRING (2.2252225 48.8414437, 2.2251328 48.8413789, 2.2250888 48.8413582, 2.2249007 48.8412775)",,2,,,,,
26757582,,primary_link,50,True,False,23.152,"LINESTRING (2.2252225 48.8414437, 2.2252327 48.8413508, 2.2252352 48.8413281, 2.2252366 48.8412358)",,2,,,,,
86354259,Quai Alphonse Le Gallo,primary_link,50,True,False,141.744,"LINESTRING (2.2249763 48.8409445, 2.2245144 48.8403324, 2.224351 48.8400424, 2.2242229 48.8397733)",,,,,,,
21655776,Quai Carnot,primary,50,True,False,43.910000000000004,"LINESTRING (2.2236569 48.8465615, 2.2236392 48.8465045, 2.2235368 48.8461746)",D 7,2,,,,,
26754554,Rue de Rouen,residential,30,False,True,38.805,"LINESTRING (2.2193023 48.845375, 2.2191538 48.8454481, 2.2189249 48.845453, 2.2188092 48.8454566)",,,,,,,
666361011,Rue de la Faïencerie,living_street,20,False,False,27.598000000000003,"LINESTRING (2.219855 48.8438236, 2.2196013 48.8439416, 2.2195696 48.8439448, 2.2195367 48.8439382)",,,,,,,
26756420,Rue Vauguyon,living_street,20,False,False,78.94,"LINESTRING (2.2207797 48.8439251, 2.2209679 48.8439203, 2.2214612 48.843707, 2.221676 48.8436806, 2.2217576 48.8436813)",,,,,,,
21766748,Rue de l'Église,living_street,20,True,False,24.585,"LINESTRING (2.2193847 48.8426764, 2.2193835 48.8428975)",,,,,,3.8,
