osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,tunnel
23464867,True,secondary_link,False,61.18000000000001,"LINESTRING (-73.7648887 41.0369396, -73.7649605 41.0369871, -73.7650131 41.0370055, -73.7650774 41.0370256, -73.7651114 41.0370246, -73.7651912 41.0370084, -73.7652264 41.0369881, -73.7652473 41.0369514, -73.7652487 41.036915, -73.7652089 41.0367333)",,,,
"[372530501, 372530015]",True,primary,False,111.191,"LINESTRING (-73.7648887 41.0369396, -73.7651066 41.0371216, -73.7653158 41.0372743, -73.7654018 41.0373511, -73.7654861 41.0374451, -73.7656915 41.0377264)","['3', '2']",NY 22,North Broadway,
372491553,True,primary_link,False,21.641,"LINESTRING (-73.7575206 41.0315179, -73.7574186 41.0315544, -73.7572944 41.031611)",3,,,
846432976,True,primary,False,72.679,"LINESTRING (-73.7579659 41.0318889, -73.7579836 41.0319856, -73.7579981 41.0322148, -73.7580502 41.0324479, -73.7580591 41.0325378)",4,,Bloomingdale Road,
23467535,True,primary_link,False,160.291,"LINESTRING (-73.7582024 41.0302075, -73.7580242 41.0306354, -73.757924 41.0309264, -73.7578847 41.0310969, -73.7578574 41.0311851, -73.7578281 41.0312544, -73.7577967 41.0313025, -73.7577499 41.0313557, -73.7576753 41.0314192, -73.7576423 41.0314469, -73.7575807 41.0314887, -73.7575206 41.0315179)",2,,,
372747001,True,primary,False,141.222,"LINESTRING (-73.7582024 41.0302075, -73.7581047 41.0306467, -73.758061 41.0307539, -73.7580183 41.0308656, -73.7579919 41.0309863, -73.7579776 41.0310893, -73.7579774 41.0311789, -73.7579831 41.0313235, -73.7579621 41.0314587)",2,,Bloomingdale Road,
23469238,True,motorway_link,False,72.44699999999999,"LINESTRING (-73.7571745 41.031876, -73.757291 41.0318134, -73.7573978 41.0317539, -73.7575171 41.0316993, -73.7576336 41.0316577, -73.7577416 41.0316285, -73.7578819 41.0316018, -73.7579418 41.0315988)",3,,,
372361770,True,motorway_link,False,83.78399999999999,"LINESTRING (-73.7571745 41.031876, -73.7574631 41.0317836, -73.7575806 41.0317267, -73.7576512 41.0317042, -73.7576964 41.0316955, -73.7577355 41.0316931, -73.7577939 41.0316968, -73.7578769 41.0317287, -73.757912 41.0317716, -73.7579659 41.0318889)",1,,,
372546349,True,primary,False,62.535,"LINESTRING (-73.7630213 41.0335124, -73.7626873 41.0330096)",5,NY 22,South Broadway,
23472703,True,residential,False,155.289,"LINESTRING (-73.7620514 41.0346919, -73.7617285 41.0343478, -73.7616198 41.0342517, -73.7615474 41.0342315, -73.761491 41.0342213, -73.7614294 41.0342293, -73.7613248 41.0342719, -73.7606742 41.0346339)",,,Broad Parkway,
44794449,False,tertiary,False,93.62,"LINESTRING (-73.7620514 41.0346919, -73.761728 41.0349067, -73.7612138 41.0352484)",,,Main Street,
44794449,False,tertiary,True,83.01299999999999,"LINESTRING (-73.7620514 41.0346919, -73.7621726 41.0346104, -73.7626712 41.034275, -73.7627285 41.0342556, -73.7628165 41.0342258)",,,Main Street,
23516928,True,residential,False,104.547,"LINESTRING (-73.7606742 41.0346339, -73.7605618 41.0344823, -73.7600923 41.0338025)",,,Windsor Terrace,
23472889,False,tertiary,True,88.647,"LINESTRING (-73.7583836 41.0367269, -73.7589566 41.0373968)",2,,South Kensico Avenue,
"[23476650, 678016666]",False,residential,"[False, True]",371.23100000000005,"LINESTRING (-73.7583836 41.0367269, -73.7574785 41.037173, -73.757044 41.0373957, -73.756932 41.0374532, -73.7569128 41.037483, -73.7569112 41.0375089, -73.7569195 41.0375584, -73.7569607 41.0376025, -73.7573059 41.0378763, -73.7575133 41.0379895, -73.7575955 41.0380247, -73.7576476 41.0380326, -73.7577019 41.0380262, -73.757744 41.0380148, -73.7578012 41.0379917, -73.7578761 41.0379495, -73.7589566 41.0373968)",,,"['Hadden Avenue', 'Main Street']",
23472889,False,tertiary,False,92.124,"LINESTRING (-73.7583836 41.0367269, -73.7581377 41.0364174, -73.7580639 41.0363519, -73.7577842 41.0360338)",2,,South Kensico Avenue,
678016664,False,tertiary,True,105.044,"LINESTRING (-73.7583836 41.0367269, -73.7588418 41.0364985, -73.7594285 41.0362061)",,,Main Street,
23472889,False,tertiary,False,92.321,"LINESTRING (-73.7577842 41.0360338, -73.7571788 41.0353404)",2,,South Kensico Avenue,
"[23517165, 23505430]",False,residential,"[False, True]",410.75900000000007,"LINESTRING (-73.7577842 41.0360338, -73.7561939 41.0368136, -73.7561656 41.036824, -73.7561404 41.0368278, -73.7561159 41.0368268, -73.7560853 41.0368176, -73.75606 41.0367931, -73.7558833 41.0365668, -73.755747 41.0363764, -73.7556626 41.0362185, -73.7556417 41.0361368, -73.7556507 41.0361137, -73.7556628 41.0361002, -73.7571788 41.0353404)",,,"['Oakley Avenue', 'Minerva Place']",
23472889,False,tertiary,True,92.124,"LINESTRING (-73.7577842 41.0360338, -73.7580639 41.0363519, -73.7581377 41.0364174, -73.7583836 41.0367269)",2,,South Kensico Avenue,
