osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,access
24171443,True,Hallett Place,residential,False,260.309,"LINESTRING (-74.1548943 41.1171352, -74.1547062 41.1170811, -74.1545511 41.1170469, -74.1539655 41.1169631, -74.153873 41.1169499, -74.1532207 41.1168594, -74.1526285 41.1167883, -74.1518389 41.1167495)",,,,
24172577,False,Orange Avenue,primary,True,83.259,"LINESTRING (-74.1548943 41.1171352, -74.1548824 41.1171086, -74.1548676 41.1170731, -74.1548103 41.1169359, -74.1546474 41.1164814, -74.1546236 41.1164149)",3,US 202;59,,
"[1227047049, 24172305]",False,Wayne Avenue,primary,False,245.01799999999997,"LINESTRING (-74.1548943 41.1171352, -74.1547426 41.1171745, -74.1544801 41.1172411, -74.1541143 41.117333, -74.1527057 41.1176871, -74.1524311 41.1177453, -74.1521049 41.1177905)","['3', '2']",US 202,,
24168307,False,Highland Avenue,residential,False,79.85,"LINESTRING (-74.1452402 41.1116316, -74.1442871 41.1116273)",,,,
24176482,False,Riverside Drive,residential,True,118.93,"LINESTRING (-74.1452402 41.1116316, -74.145088 41.112695)",,,,
24168307,False,Highland Avenue,residential,True,79.85,"LINESTRING (-74.1442871 41.1116273, -74.1452402 41.1116316)",,,,
24172613,False,East Maple Avenue,residential,True,77.422,"LINESTRING (-74.1511371 41.1129847, -74.1520555 41.1129071)",,,,
24172613,False,East Maple Avenue,residential,False,117.453,"LINESTRING (-74.1511371 41.1129847, -74.1504848 41.1130429, -74.14974 41.1130262)",,,,
24169309,False,Chestnut Street,residential,False,122.78800000000001,"LINESTRING (-74.1521049 41.1177905, -74.1518978 41.1173558, -74.1517444 41.117034, -74.1517359 41.1169629, -74.151753 41.1168853, -74.1518389 41.1167495)",,,,
24172305,False,Wayne Avenue,primary,False,115.55000000000001,"LINESTRING (-74.1521049 41.1177905, -74.1517723 41.117828, -74.1515365 41.1178618, -74.1514118 41.1178797, -74.1511209 41.1179448, -74.1510942 41.1179508, -74.150768 41.1180349)",2,US 202,,
"[24172305, 1227047049]",False,Wayne Avenue,primary,True,245.01799999999997,"LINESTRING (-74.1521049 41.1177905, -74.1524311 41.1177453, -74.1527057 41.1176871, -74.1541143 41.117333, -74.1544801 41.1172411, -74.1547426 41.1171745, -74.1548943 41.1171352)","['3', '2']",US 202,,
702603790,False,Lafayette Avenue,primary,False,197.822,"LINESTRING (-74.1523922 41.1158327, -74.1546236 41.1164149)",2,NY 59,,
702603790,False,Lafayette Avenue,primary,True,75.591,"LINESTRING (-74.1523922 41.1158327, -74.1515939 41.1155158)",2,NY 59,,
225196561,False,Chestnut Street,residential,False,125.404,"LINESTRING (-74.1523922 41.1158327, -74.1530191 41.1151531, -74.1532465 41.1149066)",2,,,
664064056,False,Chestnut Street,residential,True,112.041,"LINESTRING (-74.1523922 41.1158327, -74.152181 41.1161931, -74.1520844 41.1163579, -74.1520266 41.1164568, -74.1519161 41.116646, -74.1518389 41.1167495)",2,,,
24170240,False,Ramapo Avenue,residential,True,84.663,"LINESTRING (-74.1546198 41.1141694, -74.1542593 41.1134581)",,,,
"[225196561, 1097038922, 1097038923]",False,Chestnut Street,residential,True,144.382,"LINESTRING (-74.1546198 41.1141694, -74.1542723 41.1142864, -74.154085 41.1143481, -74.153813 41.114441, -74.1535978 41.1145947, -74.1534096 41.1147514, -74.1532465 41.1149066)",2,,,
24170240,False,Ramapo Avenue,residential,False,97.74199999999999,"LINESTRING (-74.1529547 41.1108391, -74.1531006 41.1112659, -74.1533151 41.1116733)",,,,
24170000,False,Cedar Lane,residential,False,74.321,"LINESTRING (-74.144058 41.1150761, -74.1436374 41.1156646)",,,,
702603790,False,Lafayette Avenue,primary,False,55.234,"LINESTRING (-74.144058 41.1150761, -74.14419 41.1150939, -74.1442983 41.1151085, -74.1447103 41.1151473)",2,NY 59,,
