osmid,oneway,highway,maxspeed,reversed,length,geometry,name,ref,lanes
21370935,True,residential,20 mph,False,81.625,"LINESTRING (-81.242356 41.7286062, -81.2423385 41.7285824, -81.2422307 41.7284356, -81.2421177 41.7283954, -81.2418033 41.7284957, -81.2415577 41.7284423)",,,
21375193,False,residential,,True,46.61,"LINESTRING (-81.242356 41.7286062, -81.2427555 41.7284538, -81.2428561 41.7284154)",Rockwood Drive,,
21378892,False,residential,,False,22.767,"LINESTRING (-81.2415577 41.7284423, -81.2413075 41.7285263)",Avery Terrace,,
21378892,False,residential,,True,104.043,"LINESTRING (-81.2415577 41.7284423, -81.2421407 41.7278998, -81.2423027 41.7278036, -81.2423926 41.7277502)",Avery Terrace,,
21373999,False,tertiary,35 mph,True,38.371,"LINESTRING (-81.2497038 41.7237121, -81.2494684 41.7240091)",West Jackson Street,,
21371391,False,residential,,False,191.62800000000001,"LINESTRING (-81.2497038 41.7237121, -81.2497752 41.7237557, -81.2505911 41.7242538, -81.2510335 41.7246099, -81.2513243 41.7248506, -81.2513764 41.7248937)",Carmody Drive,,
21373999,False,tertiary,35 mph,False,90.42099999999999,"LINESTRING (-81.2497038 41.7237121, -81.2499623 41.7233801, -81.2503461 41.7230605)",West Jackson Street,,
21371391,False,residential,,True,191.628,"LINESTRING (-81.2513764 41.7248937, -81.2513243 41.7248506, -81.2510335 41.7246099, -81.2505911 41.7242538, -81.2497752 41.7237557, -81.2497038 41.7237121)",Carmody Drive,,
21374922,False,residential,,True,162.663,"LINESTRING (-81.2513764 41.7248937, -81.2506677 41.7253714, -81.2502677 41.7258448, -81.2502231 41.7259338, -81.2501783 41.7260232)",Kerr Avenue,,
486842170,False,tertiary,,True,109.565,"LINESTRING (-81.242161 41.720031, -81.2424252 41.720929, -81.2424442 41.7209934)",Liberty Street,,
21371670,False,residential,,False,368.548,"LINESTRING (-81.2497408 41.7258839, -81.2497072 41.7259337, -81.2494868 41.7262598, -81.2477179 41.7287711, -81.2476828 41.7288209)",Nebraska Street,,
113969395,False,primary,25 mph,False,39.474000000000004,"LINESTRING (-81.2497408 41.7258839, -81.2499552 41.7259525, -81.2501783 41.7260232)",Richmond Street,SR 283,
113969395,False,primary,25 mph,True,123.652,"LINESTRING (-81.2497408 41.7258839, -81.2495279 41.7258122, -81.2490949 41.7256662, -81.2487319 41.7255419, -81.2484668 41.7254549, -81.2483853 41.7254226)",Richmond Street,SR 283,
21371670,False,residential,,True,368.548,"LINESTRING (-81.2476828 41.7288209, -81.2477179 41.7287711, -81.2494868 41.7262598, -81.2497072 41.7259337, -81.2497408 41.7258839)",Nebraska Street,,
21376644,False,residential,,True,141.859,"LINESTRING (-81.2476828 41.7288209, -81.2462795 41.7282409, -81.2461874 41.7282028)",Courtland Street,,
21372898,False,tertiary,25 mph,True,8.412,"LINESTRING (-81.2451891 41.724146, -81.2452324 41.7242144)",Richmond Street,,2
21371721,False,unclassified,,False,266.70099999999996,"LINESTRING (-81.2451891 41.724146, -81.2452798 41.7241016, -81.2453169 41.7240834, -81.2461096 41.7236957, -81.2467996 41.7233582, -81.247757 41.7228898, -81.2478768 41.7228312)",Mentor Avenue,,2
966021404,False,tertiary,25 mph,False,61.733999999999995,"LINESTRING (-81.2451891 41.724146, -81.2451354 41.7240866, -81.245117 41.7240663, -81.2447734 41.7236856)",Liberty Street,,
21371721,False,unclassified,,False,10.509,"LINESTRING (-81.2481186 41.7227129, -81.2482301 41.7226681)",Mentor Avenue,,2
21371721,False,unclassified,,True,23.995,"LINESTRING (-81.2481186 41.7227129, -81.2480466 41.7227481, -81.2479965 41.7227726, -81.2478768 41.7228312)",Mentor Avenue,,2
21375854,False,residential,,False,75.694,"LINESTRING (-81.2481186 41.7227129, -81.2480729 41.7226553, -81.2480548 41.7226326, -81.2478731 41.7224036, -81.2476538 41.7221272)",Wood Street,,
21371721,False,unclassified,,True,10.509,"LINESTRING (-81.2482301 41.7226681, -81.2481186 41.7227129)",Mentor Avenue,,2
486785633,False,primary,,False,130.998,"LINESTRING (-81.2482301 41.7226681, -81.2483757 41.7225485, -81.2483935 41.7225339, -81.2489093 41.72211, -81.2490657 41.7219814, -81.2492913 41.721796)",Mentor Avenue,US 20,2
757243325,False,primary,,True,33.57,"LINESTRING (-81.2482301 41.7226681, -81.248162 41.7228774, -81.2481284 41.7229602)",West Erie Street,US 20,2
486785633,False,primary,,False,30.217,"LINESTRING (-81.2492913 41.721796, -81.2495199 41.7215845)",Mentor Avenue,US 20,2
21378957,True,residential,,False,167.721,"LINESTRING (-81.2492913 41.721796, -81.2492251 41.7217347, -81.2489588 41.7214881, -81.2480933 41.7206833, -81.2480255 41.7206202)",Paige Place,,
486785633,False,primary,,True,130.998,"LINESTRING (-81.2492913 41.721796, -81.2490657 41.7219814, -81.2489093 41.72211, -81.2483935 41.7225339, -81.2483757 41.7225485, -81.2482301 41.7226681)",Mentor Avenue,US 20,2
486785633,False,primary,,True,30.217,"LINESTRING (-81.2495199 41.7215845, -81.2492913 41.721796)",Mentor Avenue,US 20,2
21378284,False,residential,,False,163.376,"LINESTRING (-81.2495199 41.7215845, -81.2496105 41.7216542, -81.2496369 41.7216745, -81.2504197 41.7222761, -81.2508031 41.7225732, -81.2508293 41.7225935, -81.2508893 41.72264)",Jefferson Street,,
"[21372705, 758331422]",False,tertiary,,True,45.143,"LINESTRING (-81.2492687 41.7200223, -81.2490246 41.7201381, -81.2488108 41.7202414)",West Washington Street,,
21373999,False,tertiary,35 mph,False,64.96600000000001,"LINESTRING (-81.2503461 41.7230605, -81.2506083 41.7228485, -81.2508415 41.7226755, -81.2508893 41.72264)",West Jackson Street,,
21373999,False,tertiary,35 mph,True,90.42099999999999,"LINESTRING (-81.2503461 41.7230605, -81.2499623 41.7233801, -81.2497038 41.7237121)",West Jackson Street,,
486842170,False,tertiary,,False,16.59,"LINESTRING (-81.2447734 41.7236856, -81.2446823 41.7235528)",Liberty Street,,
"[21372514, 327029431]",True,tertiary,,False,224.13900000000007,"LINESTRING (-81.2447734 41.7236856, -81.2446319 41.7237521, -81.2442132 41.7239534, -81.2440552 41.7240289, -81.2438911 41.7241073, -81.2433035 41.7243882, -81.2432338 41.7244543, -81.2431935 41.7245283, -81.2431801 41.7246144, -81.2431882 41.7246905, -81.2432043 41.7247706, -81.2432499 41.7248486, -81.2433116 41.7249327, -81.2433199 41.7249421, -81.2434075 41.7250339)","['Victoria Square', 'South Park Place']",,
966021404,False,tertiary,25 mph,True,61.733999999999995,"LINESTRING (-81.2447734 41.7236856, -81.245117 41.7240663, -81.2451354 41.7240866, -81.2451891 41.724146)",Liberty Street,,
"[767484745, 955049866, 21374749]",False,unclassified,,False,271.539,"LINESTRING (-81.2438936 41.7226365, -81.2438112 41.7226768, -81.2433357 41.7229096, -81.2430149 41.7230667, -81.2426512 41.7232447, -81.2425212 41.7233084, -81.2423436 41.7233953, -81.2421676 41.7234814, -81.2421135 41.7235079, -81.2411577 41.7239758)",East Washington Street,,"['3', '2']"
"[758331422, 486785631]",False,tertiary,,False,291.783,"LINESTRING (-81.2438936 41.7226365, -81.2439639 41.7226016, -81.2444489 41.7223607, -81.2448898 41.7221417, -81.2450827 41.7220459, -81.2456866 41.721746, -81.2467708 41.7212446, -81.2468418 41.7212076)",West Washington Street,,
486842170,False,tertiary,,False,104.64900000000002,"LINESTRING (-81.2438936 41.7226365, -81.24384 41.7225756, -81.2432505 41.7219055, -81.2432015 41.7218498)",Liberty Street,,
486842170,False,tertiary,,True,121.102,"LINESTRING (-81.2438936 41.7226365, -81.2439594 41.7227127, -81.2442597 41.7230608, -81.2446445 41.7235087, -81.2446823 41.7235528)",Liberty Street,,
758331422,False,tertiary,,False,117.982,"LINESTRING (-81.2468418 41.7212076, -81.2469261 41.7211697, -81.247267 41.7209982, -81.2479602 41.7206527, -81.2480255 41.7206202)",West Washington Street,,
