osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,access
25345700,2,A459,The Broadway,primary,30 mph,False,True,23.134,"LINESTRING (-2.0804967 52.5124326, -2.0801864 52.5123453)",,,
500487940,,,Castle Street,unclassified,,False,True,58.261,"LINESTRING (-2.0804967 52.5124326, -2.0803882 52.5126519, -2.0803533 52.5127344, -2.0803375 52.5128176, -2.0803374 52.5128405, -2.0803373 52.5128715, -2.080343 52.5129435)",,,
1266927196,2,A459,The Broadway,primary,30 mph,False,False,86.662,"LINESTRING (-2.0804967 52.5124326, -2.0805582 52.5124539, -2.0806617 52.5124817, -2.0809764 52.512565, -2.081128 52.5126067, -2.0816566 52.5127623)",,,
1266927196,2,A459,The Broadway,primary,30 mph,False,True,2.663,"LINESTRING (-2.0816918 52.512773, -2.0816566 52.5127623)",,,
30009289,,,Tower Street,primary,,False,True,161.40800000000002,"LINESTRING (-2.0816918 52.512773, -2.0817464 52.5127281, -2.0818794 52.5126187, -2.0819449 52.5125581, -2.0819638 52.5125406, -2.0821802 52.5123199, -2.082221 52.5122783, -2.0823437 52.5121532, -2.0824877 52.5120063, -2.0825879 52.5119042, -2.0826982 52.511788, -2.0829373 52.5115362)",,,
904327555,2,A459,The Broadway,primary,,False,False,117.21700000000001,"LINESTRING (-2.0816918 52.512773, -2.0817506 52.5127956, -2.0827552 52.5132307, -2.0828358 52.5132713, -2.0828905 52.5132988, -2.0830864 52.5133972)",,,
64972074,2,B4177,Ednam Road,secondary,,False,True,137.235,"LINESTRING (-2.0846881 52.5127321, -2.0848086 52.5126804, -2.0851426 52.5125392, -2.0855885 52.5123408, -2.085874 52.5122167, -2.0859212 52.5121962, -2.0863384 52.5120149)",,,
852736533,1,A4168,,primary,,True,False,12.031,"LINESTRING (-2.0846881 52.5127321, -2.0847052 52.5127538, -2.0847089 52.5127885, -2.0847001 52.5128067, -2.0846715 52.5128316)",roundabout,,
64972071,2,,,primary,,True,False,44.537,"LINESTRING (-2.0869239 52.5149107, -2.0870085 52.5148872, -2.0870727 52.5148816, -2.0871438 52.514886, -2.0872327 52.5149091, -2.0872818 52.5149339, -2.0873216 52.5149662, -2.0873508 52.51501, -2.0873588 52.5150433, -2.0873535 52.5150852)",roundabout,,
64972078,2,A4168,Priory Road,primary,,False,True,276.94599999999997,"LINESTRING (-2.0869239 52.5149107, -2.0858346 52.513868, -2.0856356 52.51369, -2.0846715 52.5128316)",,,
"[448803387, 448803388, 448802870]",3,A459,The Broadway,primary,,False,False,164.353,"LINESTRING (-2.0830864 52.5133972, -2.0833015 52.5135399, -2.0833455 52.513568, -2.083414 52.5136212, -2.0835909 52.5137839, -2.0838278 52.514014, -2.083875 52.5140598, -2.0842636 52.5143869, -2.0845406 52.5145765)",,,
627857127,2,B4177,Ednam Road,secondary,,False,False,114.096,"LINESTRING (-2.0830864 52.5133972, -2.0832601 52.5133298, -2.0832749 52.513324, -2.0833086 52.5133108, -2.083359 52.5132883, -2.0834162 52.5132648, -2.0844802 52.51282)",,,
904327555,2,A459,The Broadway,primary,,False,True,117.217,"LINESTRING (-2.0830864 52.5133972, -2.0828905 52.5132988, -2.0828358 52.5132713, -2.0827552 52.5132307, -2.0817506 52.5127956, -2.0816918 52.512773)",,,
"[852736532, 1266927198]",2,,,primary,,True,False,41.481,"LINESTRING (-2.0872037 52.5152034, -2.0871398 52.515217, -2.0870676 52.5152208, -2.0869698 52.5152071, -2.0868912 52.515176, -2.0868488 52.515146, -2.0868198 52.515112, -2.086802 52.5150209)",roundabout,,
25030254,3,B4171,Hall Street,secondary,,False,True,16.282,"LINESTRING (-2.0797228 52.5098368, -2.0798132 52.5099725)",,,
"[630036067, 453292140]","['3', '2']",B4171,Hall Street,secondary,,False,False,90.50200000000001,"LINESTRING (-2.0797228 52.5098368, -2.079573 52.5097303, -2.079209 52.5094639, -2.0791635 52.5094306, -2.0788621 52.5092139)",,,
1233866196,2,,King Street,tertiary,,True,False,34.828,"LINESTRING (-2.0797228 52.5098368, -2.079911 52.5098022, -2.0801823 52.5097012)",,,
40921332,2,B4171,Dixons Green Road,secondary,,False,False,82.621,"LINESTRING (-2.0758227 52.5075604, -2.0755575 52.507442, -2.0755128 52.5074172, -2.0753345 52.5073184, -2.0752403 52.5072445, -2.0751556 52.507178, -2.0750133 52.5070184)",,,
42878923,2,B4171,Waddam's Pool,secondary,,False,True,101.11099999999999,"LINESTRING (-2.0758227 52.5075604, -2.0759909 52.5076143, -2.0764443 52.5077598, -2.0767688 52.5078763, -2.0771098 52.5080198)",,,
40921332,2,B4171,Dixons Green Road,secondary,,False,True,12.977,"LINESTRING (-2.0749452 52.5069093, -2.0750133 52.5070184)",,,
671169671,2,B4176,Wolverhampton Street,secondary,,False,False,17.754,"LINESTRING (-2.0883645 52.5108483, -2.0881062 52.5108204)",,,
30731872,,,Trinity Road,unclassified,,False,False,148.00300000000001,"LINESTRING (-2.0883645 52.5108483, -2.0882486 52.5116342, -2.088169 52.512174)",,,
"[30731873, 453282772]","['1', '2']",B4177,Parsons Street,secondary,,True,False,138.726,"LINESTRING (-2.0866276 52.5106558, -2.0865717 52.510682, -2.0865355 52.5107146, -2.0864936 52.5108946, -2.0864202 52.51121, -2.0863706 52.5114229, -2.0863682 52.5114417, -2.0863661 52.5114585, -2.0863432 52.5116397, -2.086339 52.5116728, -2.0863247 52.5118719)",,,
152469574,,,The Inhedge,unclassified,,False,False,132.733,"LINESTRING (-2.0866276 52.5106558, -2.0867184 52.5105208, -2.0868219 52.5103879, -2.0869929 52.5101521, -2.0870022 52.5101393, -2.0870531 52.5100953, -2.0870905 52.510063, -2.0871047 52.5100507, -2.0875824 52.5096188)",,,
