osmid,name,highway,oneway,reversed,length,ref,maxspeed,lanes,geometry
172819346,West 121st Street,residential,False,False,94.427,,,,"LINESTRING (-87.7968105 41.6717051, -87.7979469 41.6716808)"
942474115,West 121st Street,residential,False,True,11.749,,,,"LINESTRING (-87.7968105 41.6717051, -87.7966763 41.6716717)"
"[435705353, 435705349]",Harlem Avenue,primary,True,False,206.819,IL 43,35 mph,3,"LINESTRING (-87.7968105 41.6717051, -87.7967687 41.6709455, -87.7967436 41.670489, -87.7967298 41.6702379, -87.7967083 41.6698467)"
254095035,West 122nd Street,residential,False,False,96.144,,,,"LINESTRING (-87.7967083 41.6698467, -87.7978656 41.669863)"
254095035,West 122nd Street,residential,False,True,7.802,,,,"LINESTRING (-87.7967083 41.6698467, -87.7966144 41.6698486)"
"[435705360, 942204891, 172786800]",Harlem Avenue,primary,True,False,203.64499999999998,IL 43,35 mph,3,"LINESTRING (-87.7967083 41.6698467, -87.7967019 41.6696863, -87.7966878 41.6693345, -87.7966527 41.6684547, -87.7966494 41.6683728, -87.7966352 41.6680161)"
690542840,West 123rd Street,tertiary,False,True,9.612,,,,"LINESTRING (-87.7966352 41.6680161, -87.7965195 41.6680176)"
"[435705366, 435705367]",Harlem Avenue,primary,True,False,203.867,IL 43,35 mph,3,"LINESTRING (-87.7966352 41.6680161, -87.7966228 41.6675253, -87.7965997 41.6666065, -87.7965891 41.666183)"
"[942204884, 942204885, 942204886]",West 123rd Street,tertiary,False,False,88.87599999999999,,,,"LINESTRING (-87.7966352 41.6680161, -87.7968199 41.6680202, -87.7969166 41.6680223, -87.7973954 41.6680329, -87.7977047 41.6680398)"
254095036,West 124th Street,residential,False,True,11.859,,,,"LINESTRING (-87.7965891 41.666183, -87.7964465 41.6661778)"
254095036,West 124th Street,residential,False,False,93.74900000000001,,,,"LINESTRING (-87.7965891 41.666183, -87.7968338 41.666202, -87.7969636 41.6662121, -87.797071 41.6662205, -87.7973247 41.666231, -87.7975013 41.6662324, -87.7977147 41.6662341)"
"[435705370, 435705363]",Harlem Avenue,primary,True,False,196.299,IL 43,35 mph,3,"LINESTRING (-87.7965891 41.666183, -87.7965665 41.6655646, -87.7965509 41.6651358, -87.7965473 41.6650381, -87.7965375 41.6647701, -87.7965247 41.6644183)"
942474117,West 125th Street,residential,False,True,13.358,,,,"LINESTRING (-87.7965247 41.6644183, -87.796385 41.6643588)"
172786798,West 125th Street,residential,False,False,93.114,,,,"LINESTRING (-87.7965247 41.6644183, -87.7967459 41.6644143, -87.7970398 41.664409, -87.7976453 41.664398)"
172819346,West 121st Street,residential,False,True,101.257,,,,"LINESTRING (-87.801569 41.6716032, -87.8003504 41.6716293)"
697984913,South 74th Avenue,residential,False,False,202.204,,,,"LINESTRING (-87.801569 41.6716032, -87.8015139 41.6697852)"
254095041,West 122nd Street,residential,False,True,102.1,,,,"LINESTRING (-87.8015139 41.6697852, -87.8002852 41.6698115)"
697984913,South 74th Avenue,residential,False,False,199.493,,,,"LINESTRING (-87.8015139 41.6697852, -87.8014304 41.6679922)"
697984913,South 74th Avenue,residential,False,True,202.204,,,,"LINESTRING (-87.8015139 41.6697852, -87.801569 41.6716032)"
254095038,West 123rd Street,tertiary,False,True,100.754,,,,"LINESTRING (-87.8014304 41.6679922, -87.8002175 41.6680016)"
697984913,South 74th Avenue,residential,False,False,205.128,,,,"LINESTRING (-87.8014304 41.6679922, -87.8013644 41.6661481)"
697984913,South 74th Avenue,residential,False,True,199.493,,,,"LINESTRING (-87.8014304 41.6679922, -87.8015139 41.6697852)"
254095037,West 124th Street,residential,False,True,101.216,,,,"LINESTRING (-87.8013644 41.6661481, -87.8001465 41.6661766)"
697984913,South 74th Avenue,residential,False,False,202.865,,,,"LINESTRING (-87.8013644 41.6661481, -87.8012966 41.6643244)"
697984913,South 74th Avenue,residential,False,True,205.128,,,,"LINESTRING (-87.8013644 41.6661481, -87.8014304 41.6679922)"
172786798,West 125th Street,residential,False,True,100.807,,,,"LINESTRING (-87.8012966 41.6643244, -87.8000835 41.6643488)"
697984913,South 74th Avenue,residential,False,True,202.865,,,,"LINESTRING (-87.8012966 41.6643244, -87.8013644 41.6661481)"
24083050,South 71st Avenue,residential,False,False,203.417,,,,"LINESTRING (-87.7944973 41.6716997, -87.7944261 41.6698711)"
942474114,West 121st Street,residential,False,False,93.954,,,,"LINESTRING (-87.7944973 41.6716997, -87.7956281 41.6716779)"
942474114,West 121st Street,residential,False,True,93.107,,,,"LINESTRING (-87.7944973 41.6716997, -87.7933767 41.6717212)"
24083050,South 71st Avenue,residential,False,False,205.37,,,,"LINESTRING (-87.7944261 41.6698711, -87.7943517 41.668025)"
24083050,South 71st Avenue,residential,False,True,203.417,,,,"LINESTRING (-87.7944261 41.6698711, -87.7944973 41.6716997)"
24111972,West 122nd Street,residential,False,False,93.259,,,,"LINESTRING (-87.7944261 41.6698711, -87.7955488 41.6698618)"
24111972,West 122nd Street,residential,False,True,92.524,,,,"LINESTRING (-87.7944261 41.6698711, -87.7933124 41.6698878)"
24083050,South 71st Avenue,residential,False,False,201.286,,,,"LINESTRING (-87.7943517 41.668025, -87.7942751 41.6662157)"
24083050,South 71st Avenue,residential,False,True,205.37,,,,"LINESTRING (-87.7943517 41.668025, -87.7944261 41.6698711)"
24095251,West 123rd Street,residential,False,False,93.752,,,,"LINESTRING (-87.7943517 41.668025, -87.79548 41.6680031)"
24095251,West 123rd Street,residential,False,True,93.27,,,,"LINESTRING (-87.7943517 41.668025, -87.7932302 41.6680664)"
24083050,South 71st Avenue,residential,False,False,202.274,,,,"LINESTRING (-87.7942751 41.6662157, -87.7942131 41.6643972)"
24083050,South 71st Avenue,residential,False,True,201.286,,,,"LINESTRING (-87.7942751 41.6662157, -87.7943517 41.668025)"
24089691,West 124th Street,residential,False,False,93.607,,,,"LINESTRING (-87.7942751 41.6662157, -87.7954015 41.6661906)"
24089691,West 124th Street,residential,False,True,92.982,,,,"LINESTRING (-87.7942751 41.6662157, -87.7931561 41.6662374)"
24083050,South 71st Avenue,residential,False,False,37.053,,,,"LINESTRING (-87.7942131 41.6643972, -87.7941966 41.6640642)"
24083050,South 71st Avenue,residential,False,True,202.274,,,,"LINESTRING (-87.7942131 41.6643972, -87.7942751 41.6662157)"
942474116,West 125th Street,residential,False,False,94.499,,,,"LINESTRING (-87.7942131 41.6643972, -87.7953503 41.6643745)"
942474116,West 125th Street,residential,False,True,93.915,,,,"LINESTRING (-87.7942131 41.6643972, -87.793083 41.6644216)"
771530267,South 71st Avenue,residential,True,False,15.968,,,,"LINESTRING (-87.7941894 41.6639207, -87.7941966 41.6640642)"
24086709,South 70th Avenue,residential,False,False,203.008,,,,"LINESTRING (-87.7922842 41.6717422, -87.792196 41.6699177)"
942474114,West 121st Street,residential,False,False,90.772,,,,"LINESTRING (-87.7922842 41.6717422, -87.7933767 41.6717212)"
942474114,West 121st Street,residential,False,True,94.162,,,,"LINESTRING (-87.7922842 41.6717422, -87.7911509 41.671764)"
24086709,South 70th Avenue,residential,False,False,203.699,,,,"LINESTRING (-87.792196 41.6699177, -87.7921148 41.6680868)"
24086709,South 70th Avenue,residential,False,True,203.008,,,,"LINESTRING (-87.792196 41.6699177, -87.7922842 41.6717422)"
24111972,West 122nd Street,residential,False,False,92.789,,,,"LINESTRING (-87.792196 41.6699177, -87.7933124 41.6698878)"
24111972,West 122nd Street,residential,False,True,93.47,,,,"LINESTRING (-87.792196 41.6699177, -87.7910708 41.6699295)"
24086709,South 70th Avenue,residential,False,False,203.345,,,,"LINESTRING (-87.7921148 41.6680868, -87.7920562 41.6662586)"
24086709,South 70th Avenue,residential,False,True,203.699,,,,"LINESTRING (-87.7921148 41.6680868, -87.792196 41.6699177)"
24095251,West 123rd Street,residential,False,True,93.167,,,,"LINESTRING (-87.7921148 41.6680868, -87.7909935 41.6681073)"
24095251,West 123rd Street,residential,False,False,92.677,,,,"LINESTRING (-87.7921148 41.6680868, -87.792744 41.6680753, -87.7932302 41.6680664)"
24086709,South 70th Avenue,residential,False,False,203.847,,,,"LINESTRING (-87.7920562 41.6662586, -87.791935 41.6644276)"
24086709,South 70th Avenue,residential,False,True,203.345,,,,"LINESTRING (-87.7920562 41.6662586, -87.7921148 41.6680868)"
24089691,West 124th Street,residential,False,False,91.395,,,,"LINESTRING (-87.7920562 41.6662586, -87.7931561 41.6662374)"
24089691,West 124th Street,residential,False,True,94.088,,,,"LINESTRING (-87.7920562 41.6662586, -87.7909239 41.6662807)"
24086709,South 70th Avenue,residential,False,True,203.847,,,,"LINESTRING (-87.791935 41.6644276, -87.7920562 41.6662586)"
942474116,West 125th Street,residential,False,False,95.365,,,,"LINESTRING (-87.791935 41.6644276, -87.793083 41.6644216)"
942474116,West 125th Street,residential,False,True,92.75,,,,"LINESTRING (-87.791935 41.6644276, -87.7908189 41.6644513)"
24113499,South 69th Court,residential,False,False,204.096,,,,"LINESTRING (-87.7911509 41.671764, -87.7910708 41.6699295)"
942474114,West 121st Street,residential,False,False,94.162,,,,"LINESTRING (-87.7911509 41.671764, -87.7922842 41.6717422)"
24103224,South 70th Court,residential,False,False,203.935,,,,"LINESTRING (-87.7933767 41.6717212, -87.7933124 41.6698878)"
942474114,West 121st Street,residential,False,False,93.107,,,,"LINESTRING (-87.7933767 41.6717212, -87.7944973 41.6716997)"
942474114,West 121st Street,residential,False,True,90.772,,,,"LINESTRING (-87.7933767 41.6717212, -87.7922842 41.6717422)"
24094838,South 71st Court,residential,False,False,202.049,,,,"LINESTRING (-87.7956281 41.6716779, -87.7955488 41.6698618)"
942474114,West 121st Street,residential,False,False,87.065,,,,"LINESTRING (-87.7956281 41.6716779, -87.7966763 41.6716717)"
942474114,West 121st Street,residential,False,True,93.954,,,,"LINESTRING (-87.7956281 41.6716779, -87.7944973 41.6716997)"
24118138,South 72nd Court,residential,False,False,202.243,,,,"LINESTRING (-87.7979469 41.6716808, -87.7978656 41.669863)"
172819346,West 121st Street,residential,False,False,101.557,,,,"LINESTRING (-87.7979469 41.6716808, -87.7991691 41.6716546)"
172819346,West 121st Street,residential,False,True,94.427,,,,"LINESTRING (-87.7979469 41.6716808, -87.7968105 41.6717051)"
24098715,South 73rd Avenue,residential,False,False,202.206,,,,"LINESTRING (-87.7991691 41.6716546, -87.799071 41.6698376)"
