osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref
696797060,Ridge Street,residential,False,True,76.704,"LINESTRING (-89.2146453 42.9203018, -89.2142963 42.920312, -89.2137036 42.9203135)",,,
"[943325933, 943325934, 943325935, 943325936, 6764982]",South 4th Street,tertiary,False,False,192.432,"LINESTRING (-89.2179905 42.9131774, -89.2179877 42.9132597, -89.217985 42.9133238, -89.2179782 42.9135488, -89.2179748 42.9136624, -89.2179685 42.9138569, -89.2179537 42.914636, -89.2179523 42.9148013, -89.2179508 42.9149077)",yes,,
6764982,South 4th Street,tertiary,False,True,72.322,"LINESTRING (-89.2179905 42.9131774, -89.2179998 42.9129085, -89.218013 42.9125272)",,,
6685989,North Forrest Street,residential,False,True,176.164,"LINESTRING (-89.2178407 42.9192529, -89.2179407 42.9192707, -89.218039 42.919325, -89.218105 42.919359, -89.218166 42.919403, -89.218253 42.919494, -89.218291 42.91951, -89.218337 42.919495, -89.2183883 42.9194529, -89.218422 42.9194253, -89.2185024 42.9193507, -89.2186124 42.9192426, -89.2186705 42.9191893, -89.2188136 42.919058, -89.2190228 42.9188557, -89.2190684 42.9187987, -89.2190952 42.9187516, -89.2191194 42.9186927, -89.2191265 42.9186561, -89.2191435 42.9185689)",,,
6627409,East Main Street,primary,False,False,102.673,"LINESTRING (-89.2204059 42.9167618, -89.2191453 42.9167441)",,2,US 51;CTH A
106681082,West Main Street,primary,False,True,100.526,"LINESTRING (-89.2204059 42.9167618, -89.2216403 42.9167708)",,2,US 51;CTH A
6714152,South Division Street,residential,False,False,102.299,"LINESTRING (-89.2204059 42.9167618, -89.2204151 42.9163139, -89.2204181 42.9162079, -89.2204229 42.916035, -89.2204306 42.915842)",,,
6714152,South Division Street,residential,False,True,100.911,"LINESTRING (-89.2204059 42.9167618, -89.2204039 42.9172029, -89.2204027 42.9173129, -89.2204007 42.9174947, -89.2203988 42.9176693)",,,
6627409,East Main Street,primary,False,True,102.673,"LINESTRING (-89.2191453 42.9167441, -89.2204059 42.9167618)",,2,US 51;CTH A
6627409,East Main Street,primary,False,False,99.32,"LINESTRING (-89.2191453 42.9167441, -89.2189235 42.9167416, -89.2186742 42.9167388, -89.2186347 42.9167384, -89.2179258 42.9167304)",,2,US 51;CTH A
