osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,bridge,geometry
13498506,Aycock Street,residential,False,False,88.586,,,,,"LINESTRING (-90.7180352 29.592349, -90.7181645 29.5915603)"
1263119791,Point Street,residential,False,False,71.418,,,,,"LINESTRING (-90.7180352 29.592349, -90.7173043 29.5922564)"
1263119791,Point Street,residential,False,True,49.342,,,,,"LINESTRING (-90.7180352 29.592349, -90.7185404 29.5924116)"
13498506,Aycock Street,residential,False,True,88.586,,,,,"LINESTRING (-90.7181645 29.5915603, -90.7180352 29.592349)"
13501867,Academy Street,residential,False,False,71.763,,,,,"LINESTRING (-90.7181645 29.5915603, -90.7174286 29.5914765)"
138980498,Grinage Street,residential,False,True,50.437,,,,,"LINESTRING (-90.724189 29.591534, -90.724115 29.591983)"
13501485,Church Street,residential,False,True,76.124,,,,,"LINESTRING (-90.7233256 29.5914109, -90.7232094 29.592088)"
75919291,Bond Street,secondary,True,False,84.598,2,LA 3040,35 mph,,"LINESTRING (-90.7233256 29.5914109, -90.724189 29.591534)"
75919291,Bond Street,secondary,True,False,59.342,2,LA 3040,35 mph,,"LINESTRING (-90.7227185 29.5913327, -90.7233256 29.5914109)"
"[141710104, 141710102, 13499143]",New Orleans Bridge,primary,True,False,97.435,,LA 182,30 mph,yes,"LINESTRING (-90.7162709 29.5985708, -90.7161927 29.5988545, -90.7161409 29.5991521, -90.716091 29.5994323)"
13505558,New Orleans Boulevard,primary,True,False,33.16,,LA 182,30 mph,,"LINESTRING (-90.716091 29.5994323, -90.7160309 29.5997259)"
138533372,Park Avenue,primary,True,False,23.182,2,LA 24,,,"LINESTRING (-90.716091 29.5994323, -90.716203 29.5994393, -90.7163301 29.5994478)"
"[13499145, 141710105, 141710103]",New Orleans Bridge,primary,True,False,97.977,,LA 182,30 mph,yes,"LINESTRING (-90.7163301 29.5994478, -90.7163343 29.5991926, -90.7163257 29.5988512, -90.7162709 29.5985708)"
756808941,Park Avenue,primary,True,False,109.41399999999999,2,LA 24;LA 182,,,"LINESTRING (-90.7163301 29.5994478, -90.7167479 29.5994771, -90.7171035 29.5994895, -90.7174597 29.5994743)"
13499958,Fane Street,residential,False,False,68.543,,,,,"LINESTRING (-90.719816 29.600017, -90.720517 29.600109)"
13499958,Fane Street,residential,False,False,37.381,,,,,"LINESTRING (-90.720517 29.600109, -90.7209 29.600155)"
13499958,Fane Street,residential,False,True,68.543,,,,,"LINESTRING (-90.720517 29.600109, -90.719816 29.600017)"
13502415,Suthon Avenue,residential,False,True,85.658,,,,,"LINESTRING (-90.720517 29.600109, -90.720639 29.599346)"
13499958,Fane Street,residential,False,True,37.381,,,,,"LINESTRING (-90.7209 29.600155, -90.720517 29.600109)"
13500019,Division Avenue,residential,False,False,90.702,,,,,"LINESTRING (-90.715824 29.592909, -90.7159697 29.5921032)"
13507012,High Street,residential,False,False,102.063,,,15 mph,,"LINESTRING (-90.715824 29.592909, -90.7147804 29.5927712)"
13507012,High Street,residential,False,True,131.453,,,15 mph,,"LINESTRING (-90.715824 29.592909, -90.7171707 29.593071)"
13500019,Division Avenue,residential,False,False,87.487,,,,,"LINESTRING (-90.7159697 29.5921032, -90.7160848 29.5913228)"
13500019,Division Avenue,residential,False,True,90.702,,,,,"LINESTRING (-90.7159697 29.5921032, -90.715824 29.592909)"
1263119791,Point Street,residential,False,False,103.607,,,,,"LINESTRING (-90.7159697 29.5921032, -90.7149092 29.5919699)"
1263119791,Point Street,residential,False,True,130.163,,,,,"LINESTRING (-90.7159697 29.5921032, -90.7173043 29.5922564)"
13500019,Division Avenue,residential,False,True,87.487,,,,,"LINESTRING (-90.7160848 29.5913228, -90.7159697 29.5921032)"
13501867,Academy Street,residential,False,True,3.691,,,,,"LINESTRING (-90.7160848 29.5913228, -90.7161226 29.5913274)"
13501867,Academy Street,residential,False,False,3.691,,,,,"LINESTRING (-90.7161226 29.5913274, -90.7160848 29.5913228)"
13501867,Academy Street,residential,False,True,127.363,,,,,"LINESTRING (-90.7161226 29.5913274, -90.7174286 29.5914765)"
"[13500049, 13502411, 450793009]","['Suthon Avenue', 'Roussell Street']",residential,False,"[False, True]",105.524,,,,yes,"LINESTRING (-90.7207834 29.5975962, -90.7207321 29.5978182, -90.7207474 29.5979624, -90.7207939 29.5982215, -90.7207901 29.598537)"
719991368,Main Street,primary,True,False,184.96499999999997,2,LA 24,25 mph,,"LINESTRING (-90.7207834 29.5975962, -90.720643 29.597651, -90.7197751 29.5979216, -90.719761 29.597926, -90.7189842 29.5981602)"
13500055,Roussell Street,residential,True,False,100.712,,,,,"LINESTRING (-90.7209417 29.596701, -90.7207834 29.5975962)"
13506099,Belanger Street,residential,False,False,163.809,,,,,"LINESTRING (-90.7209417 29.596701, -90.7192651 29.5964891)"
13506099,Belanger Street,residential,False,True,83.094,,,,,"LINESTRING (-90.7209417 29.596701, -90.7209906 29.5967067, -90.721181 29.596729, -90.721794 29.596797)"
13500055,Roussell Street,residential,True,False,74.204,,,,,"LINESTRING (-90.7210429 29.5960395, -90.7209417 29.596701)"
13504963,School Street,residential,False,False,163.293,,,,,"LINESTRING (-90.7210429 29.5960395, -90.7193716 29.5958282)"
13504963,School Street,residential,False,True,83.617,,,,,"LINESTRING (-90.7210429 29.5960395, -90.721899 29.596146)"
13500055,Roussell Street,residential,True,False,94.301,,,,,"LINESTRING (-90.7211703 29.5951987, -90.7210429 29.5960395)"
138980382,Verret Street,residential,False,False,162.301,,,15 mph,,"LINESTRING (-90.7211703 29.5951987, -90.7195102 29.5949826)"
138980382,Verret Street,residential,False,True,87.757,,,15 mph,,"LINESTRING (-90.7211703 29.5951987, -90.7220162 29.5952953, -90.7220702 29.5953015)"
13503588,Wood Street,residential,False,False,161.512,,,,,"LINESTRING (-90.7212959 29.5944044, -90.7196418 29.5942018)"
13503588,Wood Street,residential,False,True,88.234,,,,,"LINESTRING (-90.7212959 29.5944044, -90.7221992 29.5945171)"
13500055,Roussell Street,residential,True,False,89.156,,,,,"LINESTRING (-90.7212959 29.5944044, -90.7212153 29.5948908, -90.7211703 29.5951987)"
13500055,Roussell Street,residential,True,False,89.867,,,,,"LINESTRING (-90.7214205 29.5936035, -90.7212959 29.5944044)"
13507012,High Street,residential,False,False,160.166,,,15 mph,,"LINESTRING (-90.7214205 29.5936035, -90.7197813 29.5933959)"
13507012,High Street,residential,False,True,88.833,,,15 mph,,"LINESTRING (-90.7214205 29.5936035, -90.7223304 29.5937141)"
13500055,Roussell Street,residential,True,False,90.346,,,,,"LINESTRING (-90.7215545 29.5927994, -90.7214205 29.5936035)"
13501233,Point Street,residential,False,False,160.798,,,,,"LINESTRING (-90.7215545 29.5927994, -90.7199099 29.5925848)"
13501233,Point Street,residential,False,True,88.62299999999999,,,,,"LINESTRING (-90.7215545 29.5927994, -90.7219321 29.5928475, -90.7224629 29.5929052)"
13500055,Roussell Street,residential,True,False,88.925,,,,,"LINESTRING (-90.7216828 29.5920075, -90.7215545 29.5927994)"
13501868,Academy Street,residential,False,False,78.605,,,,,"LINESTRING (-90.7216828 29.5920075, -90.7208789 29.5919023)"
13501868,Academy Street,residential,False,True,88.72,,,,,"LINESTRING (-90.7216828 29.5920075, -90.7225921 29.5921143)"
756808938,Park Avenue,primary,True,False,40.665,2,LA 24,,,"LINESTRING (-90.721834 29.598216, -90.722033 29.598179, -90.7222483 29.5981548)"
13501868,Academy Street,residential,False,False,81.299,,,,,"LINESTRING (-90.7208789 29.5919023, -90.7200477 29.5917921)"
