osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,junction,ref
333638047,,East San Antonio Avenue,tertiary,False,True,103.35000000000001,"LINESTRING (-106.484841 31.758739, -106.4848824 31.7587287, -106.485894 31.7584895)",,,
17326917,3,South Stanton Street,tertiary,False,False,99.742,"LINESTRING (-106.485894 31.7584895, -106.4856186 31.7576236)",,,
333638047,,East San Antonio Avenue,tertiary,False,True,93.725,"LINESTRING (-106.485894 31.7584895, -106.4868548 31.758282)",,,
703417684,,North Stanton Street,tertiary,True,False,70.349,"LINESTRING (-106.485894 31.7584895, -106.486071 31.759104)",,,
333638047,,East San Antonio Avenue,tertiary,False,False,103.35000000000001,"LINESTRING (-106.485894 31.7584895, -106.4848824 31.7587287, -106.484841 31.758739)",,,
17316398,,North Oregon Street,tertiary,False,True,30.447,"LINESTRING (-106.487943 31.7580343, -106.4880245 31.7582992)",,,
144361917,,East San Antonio Avenue,tertiary,False,True,50.762,"LINESTRING (-106.487943 31.7580343, -106.4884619 31.7579171)",,,
703417693,,South Oregon Street,tertiary,False,False,101.602,"LINESTRING (-106.487943 31.7580343, -106.487668 31.757151)",,,
333638047,,East San Antonio Avenue,tertiary,False,False,106.509,"LINESTRING (-106.487943 31.7580343, -106.4874457 31.7581475, -106.4868548 31.758282)",,,
"[144362136, 1111134894]",,South El Paso Street,tertiary,False,True,27.073999999999998,"LINESTRING (-106.4889504 31.7577079, -106.4889543 31.757704, -106.488882 31.7574737)",,,
1111134895,,South El Paso Street,tertiary,True,False,16.178,"LINESTRING (-106.4889504 31.7577079, -106.4889236 31.7577163, -106.4889011 31.7577312, -106.4888848 31.7577511, -106.4888764 31.7577743, -106.4888765 31.7577985, -106.4888851 31.7578216)",,roundabout,
17316398,,North Oregon Street,tertiary,False,False,30.447,"LINESTRING (-106.4880245 31.7582992, -106.487943 31.7580343)",,,
17349371,,Texas Avenue,tertiary,False,True,100.51,"LINESTRING (-106.4880245 31.7582992, -106.487174 31.7588415)",,,
144362085,,North Oregon Street,tertiary,False,False,36.383,"LINESTRING (-106.4880245 31.7582992, -106.4881156 31.7586171)",,,
144362085,,North Oregon Street,tertiary,False,True,36.383,"LINESTRING (-106.4881156 31.7586171, -106.4880245 31.7582992)",,,
144362085,,North Oregon Street,tertiary,False,False,69.676,"LINESTRING (-106.4881156 31.7586171, -106.488136 31.7586676, -106.4885403 31.7591263)",,,
"[1250675112, 1250675111]",,Texas Court,residential,False,False,119.106,"LINESTRING (-106.4881156 31.7586171, -106.4886255 31.758516, -106.4886467 31.7584866, -106.4886409 31.7584399, -106.4884619 31.7579171)",,,
17347885,,West Mills Avenue,tertiary,False,False,111.25399999999999,"LINESTRING (-106.4885403 31.7591263, -106.4886848 31.7590314, -106.4890685 31.7585563, -106.4891211 31.758478, -106.4891425 31.7583928, -106.4891317 31.7583016)",,,
144362085,,North Oregon Street,tertiary,False,True,69.676,"LINESTRING (-106.4885403 31.7591263, -106.488136 31.7586676, -106.4881156 31.7586171)",,,
17317482,,West Father Rahm Avenue,residential,False,False,107.602,"LINESTRING (-106.487341 31.752519, -106.4879292 31.7523886, -106.4884407 31.7522701)",,,
52323268,3,South El Paso Street,primary,True,False,102.09700000000001,"LINESTRING (-106.487341 31.752519, -106.4873478 31.7525405, -106.4873722 31.752618, -106.48762 31.753406)",,,US 62;US 85
703417694,,East Father Rahm Avenue,residential,False,True,101.373,"LINESTRING (-106.487341 31.752519, -106.4868086 31.7526394, -106.4863052 31.7527543)",,,
703512637,,South Campbell Street,secondary,True,False,88.281,"LINESTRING (-106.4830494 31.7564411, -106.483282 31.75721)",,,
258925086,3,East Paisano Drive,primary,True,False,101.06700000000001,"LINESTRING (-106.4830494 31.7564411, -106.4839277 31.7561758, -106.4840567 31.7561369)",,,US 62
1084505844,,South Kansas Street,secondary,True,False,13.295,"LINESTRING (-106.4840567 31.7561369, -106.4840208 31.7560213)",,,
704095392,3,East Paisano Drive,primary,True,False,100.309,"LINESTRING (-106.4840567 31.7561369, -106.484087 31.7561286, -106.4845732 31.7560067, -106.4849416 31.7559235, -106.4850779 31.7558927)",,,US 62
52323271,3,South Stanton Street,primary,False,False,13.299,"LINESTRING (-106.4850779 31.7558927, -106.4850446 31.7557765)",,,US 62
17326917,3,South Stanton Street,tertiary,False,True,97.839,"LINESTRING (-106.4850779 31.7558927, -106.4851062 31.7559831, -106.485344 31.756743)",,,
38071664,3,East Paisano Drive,primary,True,False,100.61200000000001,"LINESTRING (-106.4850779 31.7558927, -106.4855908 31.7557712, -106.4859794 31.7556817, -106.486104 31.755653)",,,
703512640,,South Oregon Street,tertiary,False,True,12.169,"LINESTRING (-106.487128 31.75542, -106.487096 31.755314)",,,
703417692,3,East Paisano Drive,primary,True,False,102.682,"LINESTRING (-106.487128 31.75542, -106.4873962 31.7553599, -106.4875698 31.755321, -106.487643 31.7553046, -106.4880446 31.7552116, -106.488177 31.755181)",,,
703417693,,South Oregon Street,tertiary,False,True,199.135,"LINESTRING (-106.487128 31.75542, -106.4871594 31.7555206, -106.4872339 31.7557594, -106.4873379 31.7560931, -106.4873965 31.7562809, -106.48756 31.756804, -106.487668 31.757151)",,,
52323270,3,South El Paso Street,primary,False,True,11.954,"LINESTRING (-106.488177 31.755181, -106.488145 31.755077)",,,US 85
52323269,,South El Paso Street,tertiary,False,False,173.983,"LINESTRING (-106.488177 31.755181, -106.4882035 31.7552666, -106.488308 31.7556056, -106.4886459 31.756694)",,,
91646956,3,West Paisano Drive,primary,True,False,106.898,"LINESTRING (-106.488177 31.755181, -106.4884118 31.7551275, -106.4886762 31.7550673, -106.4887553 31.7550493, -106.4891253 31.7549651, -106.4892383 31.7549397, -106.4892691 31.7549323)",,,US 85
52323270,3,South El Paso Street,primary,False,False,11.954,"LINESTRING (-106.488145 31.755077, -106.488177 31.755181)",,,US 85
703512639,3,East Paisano Drive,primary,True,False,102.638,"LINESTRING (-106.488145 31.755077, -106.487955 31.755117, -106.4875891 31.7551981, -106.487231 31.755286, -106.487096 31.755314)",,,US 62;US 85
703512640,,South Oregon Street,tertiary,False,False,12.169,"LINESTRING (-106.487096 31.755314, -106.487128 31.75542)",,,
17318409,3,East Paisano Drive,primary,True,False,100.281,"LINESTRING (-106.487096 31.755314, -106.486744 31.755386, -106.4865747 31.755423, -106.4862085 31.755507, -106.486069 31.755539)",,,US 62;US 85
17324029,,South Oregon Street,tertiary,False,True,91.36099999999999,"LINESTRING (-106.487096 31.755314, -106.4870653 31.7552139, -106.4870536 31.7551767, -106.486852 31.754519)",,,
493505474,,South Mesa Street,primary,False,True,13.101,"LINESTRING (-106.486069 31.755539, -106.486104 31.755653)",,,
17318409,3,East Paisano Drive,primary,True,False,100.39699999999999,"LINESTRING (-106.486069 31.755539, -106.4858864 31.755583, -106.4855613 31.7556615, -106.485196 31.7557428, -106.4850446 31.7557765)",,,US 62;US 85
493505474,,South Mesa Street,primary,False,False,90.13300000000001,"LINESTRING (-106.486069 31.755539, -106.4860415 31.7554516, -106.4859173 31.7550574, -106.4858242 31.7547556)",,,
52323271,3,South Stanton Street,primary,False,True,13.299,"LINESTRING (-106.4850446 31.7557765, -106.4850779 31.7558927)",,,US 62
52710303,3,South Stanton Street,primary,False,False,90.653,"LINESTRING (-106.4850446 31.7557765, -106.4850178 31.7556852, -106.4849954 31.7556086, -106.4848002 31.7549882)",,,US 62;US 85
703512638,3,East Paisano Drive,primary,True,False,100.56200000000001,"LINESTRING (-106.4850446 31.7557765, -106.4845367 31.7558922, -106.4841641 31.7559854, -106.4840506 31.7560141, -106.4840208 31.7560213)",,,US 62
703512638,3,East Paisano Drive,primary,True,False,100.654,"LINESTRING (-106.4840208 31.7560213, -106.4835129 31.7561643, -106.4831529 31.7562748, -106.4830148 31.7563172)",,,US 62
704095393,,South Kansas Street,secondary,True,False,92.386,"LINESTRING (-106.4840208 31.7560213, -106.4839742 31.7558677, -106.4837652 31.7552194)",,,
703512637,,South Campbell Street,secondary,True,False,14.16,"LINESTRING (-106.4830148 31.7563172, -106.4830494 31.7564411)",,,
17319953,,East Overland Avenue,residential,False,False,102.223,"LINESTRING (-106.488712 31.756912, -106.487668 31.757151)",,,
1173031094,,South El Paso Street,tertiary,False,False,64.493,"LINESTRING (-106.488712 31.756912, -106.488882 31.7574737)",,,
1173031094,,South El Paso Street,tertiary,False,True,25.033,"LINESTRING (-106.488712 31.756912, -106.4886459 31.756694)",,,
17319953,,East Overland Avenue,residential,False,True,102.223,"LINESTRING (-106.487668 31.757151, -106.488712 31.756912)",,,
703417693,,South Oregon Street,tertiary,False,True,101.602,"LINESTRING (-106.487668 31.757151, -106.487943 31.7580343)",,,
17319953,,East Overland Avenue,residential,False,False,100.497,"LINESTRING (-106.487668 31.757151, -106.4871732 31.7572632, -106.486641 31.757384)",,,
703417693,,South Oregon Street,tertiary,False,False,199.13500000000002,"LINESTRING (-106.487668 31.757151, -106.48756 31.756804, -106.4873965 31.7562809, -106.4873379 31.7560931, -106.4872339 31.7557594, -106.4871594 31.7555206, -106.487128 31.75542)",,,
17319953,,East Overland Avenue,residential,False,False,100.273,"LINESTRING (-106.486641 31.757384, -106.4861316 31.7575071, -106.4856186 31.7576236)",,,
17319953,,East Overland Avenue,residential,False,True,100.497,"LINESTRING (-106.486641 31.757384, -106.4871732 31.7572632, -106.487668 31.757151)",,,
17320538,4,South Mesa Street,primary,False,False,199.06199999999998,"LINESTRING (-106.486641 31.757384, -106.486296 31.7562729, -106.4861523 31.7558102, -106.4861334 31.7557479, -106.486104 31.755653)",,,
17320538,4,South Mesa Street,primary,False,True,104.86,"LINESTRING (-106.486641 31.757384, -106.4869066 31.7581797, -106.4869065 31.7582078, -106.4868971 31.7582334, -106.486881 31.7582585, -106.4868548 31.758282)",,,
17326917,3,South Stanton Street,tertiary,False,False,101.302,"LINESTRING (-106.4856186 31.7576236, -106.485344 31.756743)",,,
17326917,3,South Stanton Street,tertiary,False,True,99.742,"LINESTRING (-106.4856186 31.7576236, -106.485894 31.7584895)",,,
17319953,,East Overland Avenue,residential,False,False,100.429,"LINESTRING (-106.4856186 31.7576236, -106.4850891 31.7577438, -106.4846234 31.7578497, -106.4845924 31.7578568)",,,
17319953,,East Overland Avenue,residential,False,True,100.273,"LINESTRING (-106.4856186 31.7576236, -106.4861316 31.7575071, -106.486641 31.757384)",,,
17338838,,South Kansas Street,secondary,True,False,101.655,"LINESTRING (-106.4845924 31.7578568, -106.484313 31.756974)",,,
17319953,,East Overland Avenue,residential,False,False,101.421,"LINESTRING (-106.4845924 31.7578568, -106.4836657 31.7580798, -106.4835652 31.758117)",,,
17319953,,East Overland Avenue,residential,False,True,100.429,"LINESTRING (-106.4845924 31.7578568, -106.4846234 31.7578497, -106.4850891 31.7577438, -106.4856186 31.7576236)",,,
17319953,,East Overland Avenue,residential,False,True,101.421,"LINESTRING (-106.4835652 31.758117, -106.4836657 31.7580798, -106.4845924 31.7578568)",,,
703512637,,South Campbell Street,secondary,True,False,101.605,"LINESTRING (-106.4835652 31.758117, -106.48372 31.75867, -106.483741 31.75881, -106.483745 31.758947, -106.48374 31.759014)",,,
493505474,,South Mesa Street,primary,False,False,100.648,"LINESTRING (-106.4858242 31.7547556, -106.48555 31.753881)",,,
17334033,,East 3rd Avenue,residential,False,False,100.214,"LINESTRING (-106.4858242 31.7547556, -106.4853194 31.7548707, -106.4848002 31.7549882)",,,
17334033,,East 3rd Avenue,residential,False,True,100.679,"LINESTRING (-106.4858242 31.7547556, -106.4863315 31.7546414, -106.486852 31.754519)",,,
493505474,,South Mesa Street,primary,False,True,90.13300000000001,"LINESTRING (-106.4858242 31.7547556, -106.4859173 31.7550574, -106.4860415 31.7554516, -106.486069 31.755539)",,,
493505474,,South Mesa Street,primary,False,True,100.648,"LINESTRING (-106.48555 31.753881, -106.4858242 31.7547556)",,,
17338821,,East 4th Avenue,residential,False,False,100.678,"LINESTRING (-106.48555 31.753881, -106.4850281 31.7540011, -106.484522 31.754117)",,,
703512588,,South Mesa Street,primary,False,False,102.473,"LINESTRING (-106.48555 31.753881, -106.4853098 31.753087, -106.4852851 31.7530052, -106.48528 31.7529885)",,,
703512591,,East 4th Avenue,residential,False,True,100.86099999999999,"LINESTRING (-106.48555 31.753881, -106.4860588 31.7537647, -106.48658 31.753645)",,,
703512589,,South Mesa Street,primary,False,False,99.665,"LINESTRING (-106.48528 31.7529885, -106.485006 31.752123)",,,
703445813,,East Father Rahm Avenue,residential,False,True,101.869,"LINESTRING (-106.48528 31.7529885, -106.4847691 31.753107, -106.4842404 31.753229)",,,
703512588,,South Mesa Street,primary,False,True,102.473,"LINESTRING (-106.48528 31.7529885, -106.4852851 31.7530052, -106.4853098 31.753087, -106.48555 31.753881)",,,
703512590,,East Father Rahm Avenue,residential,False,False,100.37299999999999,"LINESTRING (-106.48528 31.7529885, -106.4857849 31.7528748, -106.4863052 31.7527543)",,,
703512589,,South Mesa Street,primary,False,False,100.52,"LINESTRING (-106.485006 31.752123, -106.48473 31.75125)",,,
703512589,,South Mesa Street,primary,False,True,99.665,"LINESTRING (-106.485006 31.752123, -106.48528 31.7529885)",,,
17335176,,East 6th Avenue,residential,False,False,100.411,"LINESTRING (-106.485006 31.752123, -106.4844806 31.7522423, -106.48398 31.752356)",,,
17335176,,East 6th Avenue,residential,False,True,100.406,"LINESTRING (-106.485006 31.752123, -106.4855118 31.7520066, -106.486031 31.751887)",,,
703512589,,South Mesa Street,primary,False,True,100.52,"LINESTRING (-106.48473 31.75125, -106.485006 31.752123)",,,
17332801,,East 7th Avenue,tertiary,False,True,101.225,"LINESTRING (-106.48473 31.75125, -106.4852398 31.7511324, -106.485763 31.751011)",,,
703445818,,East 7th Avenue,secondary,False,False,99.96100000000001,"LINESTRING (-106.48473 31.75125, -106.4842085 31.7513678, -106.483708 31.75148)",,,
17324029,,South Oregon Street,tertiary,False,True,100.53,"LINESTRING (-106.486852 31.754519, -106.48658 31.753645)",,,
17324029,,South Oregon Street,tertiary,False,False,91.36099999999999,"LINESTRING (-106.486852 31.754519, -106.4870536 31.7551767, -106.4870653 31.7552139, -106.487096 31.755314)",,,
17334033,,East 3rd Avenue,residential,False,False,100.679,"LINESTRING (-106.486852 31.754519, -106.4863315 31.7546414, -106.4858242 31.7547556)",,,
17324029,,South Oregon Street,tertiary,False,False,100.53,"LINESTRING (-106.48658 31.753645, -106.486852 31.754519)",,,
703512591,,East 4th Avenue,residential,False,False,100.86099999999999,"LINESTRING (-106.48658 31.753645, -106.4860588 31.7537647, -106.48555 31.753881)",,,
703512641,,East 4th Avenue,residential,False,True,101.866,"LINESTRING (-106.48658 31.753645, -106.4870789 31.7535273, -106.487202 31.753498, -106.48762 31.753406)",,,
703512642,,South Oregon Street,tertiary,False,True,102.39299999999999,"LINESTRING (-106.48658 31.753645, -106.4863368 31.752857, -106.4863098 31.7527694, -106.4863052 31.7527543)",,,
703417694,,East Father Rahm Avenue,residential,False,False,101.373,"LINESTRING (-106.4863052 31.7527543, -106.4868086 31.7526394, -106.487341 31.752519)",,,
703512590,,East Father Rahm Avenue,residential,False,True,100.37299999999999,"LINESTRING (-106.4863052 31.7527543, -106.4857849 31.7528748, -106.48528 31.7529885)",,,
703512628,,South Oregon Street,tertiary,False,True,99.864,"LINESTRING (-106.4863052 31.7527543, -106.486153 31.7522733, -106.486031 31.751887)",,,
703512642,,South Oregon Street,tertiary,False,False,102.393,"LINESTRING (-106.4863052 31.7527543, -106.4863098 31.7527694, -106.4863368 31.752857, -106.48658 31.753645)",,,
703512628,,South Oregon Street,tertiary,False,True,100.649,"LINESTRING (-106.486031 31.751887, -106.485763 31.751011)",,,
17335176,,East 6th Avenue,residential,False,False,100.406,"LINESTRING (-106.486031 31.751887, -106.4855118 31.7520066, -106.485006 31.752123)",,,
17335176,,East 6th Avenue,residential,False,True,64.358,"LINESTRING (-106.486031 31.751887, -106.48649 31.75178, -106.486541 31.751766, -106.486685 31.751727)",,,
703512628,,South Oregon Street,tertiary,False,False,99.864,"LINESTRING (-106.486031 31.751887, -106.486153 31.7522733, -106.4863052 31.7527543)",,,
703512628,,South Oregon Street,tertiary,False,False,100.649,"LINESTRING (-106.485763 31.751011, -106.486031 31.751887)",,,
17332801,,East 7th Avenue,tertiary,False,False,101.225,"LINESTRING (-106.485763 31.751011, -106.4852398 31.7511324, -106.48473 31.75125)",,,
1173031094,,South El Paso Street,tertiary,False,False,25.033,"LINESTRING (-106.4886459 31.756694, -106.488712 31.756912)",,,
17325334,,West Overland Avenue,unclassified,False,True,108.067,"LINESTRING (-106.4886459 31.756694, -106.4892247 31.7565559, -106.4897009 31.7564427, -106.4897465 31.7564318)",,,
52323269,,South El Paso Street,tertiary,False,True,173.983,"LINESTRING (-106.4886459 31.756694, -106.488308 31.7556056, -106.4882035 31.7552666, -106.488177 31.755181)",,,
17325334,,West Overland Avenue,unclassified,False,False,108.06700000000001,"LINESTRING (-106.4897465 31.7564318, -106.4897009 31.7564427, -106.4892247 31.7565559, -106.4886459 31.756694)",,,
17325334,,West Overland Avenue,unclassified,False,True,99.288,"LINESTRING (-106.4897465 31.7564318, -106.4901293 31.7563434, -106.4902481 31.756316, -106.49076 31.756198)",,,
"[1124459201, 1124516141, 1124516137]","['4', '5']",South Santa Fe Street,secondary,False,False,172.73999999999998,"LINESTRING (-106.4897465 31.7564318, -106.4896183 31.7560284, -106.4894909 31.755628, -106.4894521 31.7555056, -106.4894076 31.7553674, -106.4893014 31.7550315, -106.4892691 31.7549323)",,,
"[1124459202, 703445799]","['4', '5']",South Santa Fe Street,secondary,False,True,90.458,"LINESTRING (-106.4897465 31.7564318, -106.4898235 31.7566835, -106.4899874 31.7572191)",,,
17325334,,West Overland Avenue,unclassified,False,False,99.288,"LINESTRING (-106.49076 31.756198, -106.4902481 31.756316, -106.4901293 31.7563434, -106.4897465 31.7564318)",,,
17325334,,West Overland Avenue,unclassified,False,True,100.49799999999999,"LINESTRING (-106.49076 31.756198, -106.4912804 31.7560799, -106.491787 31.755965)",,,
17349278,,Chihuahua Street,unclassified,False,False,170.585,"LINESTRING (-106.49076 31.756198, -106.490547 31.755534, -106.490427 31.75514, -106.490303 31.754714)",,,
17349278,,Chihuahua Street,unclassified,False,True,89.89,"LINESTRING (-106.49076 31.756198, -106.490951 31.7568178, -106.491001 31.75698)",,,
17326807,,Leon Street,unclassified,False,True,89.64,"LINESTRING (-106.491787 31.755965, -106.492031 31.756744)",,,
17325334,,West Overland Avenue,unclassified,False,False,100.49799999999999,"LINESTRING (-106.491787 31.755965, -106.4912804 31.7560799, -106.49076 31.756198)",,,
"[703445795, 17325334]",,West Overland Avenue,unclassified,False,True,99.494,"LINESTRING (-106.491787 31.755965, -106.4921662 31.755878, -106.492803 31.755732)",,,
17326807,,Leon Street,unclassified,False,False,160.562,"LINESTRING (-106.491787 31.755965, -106.491517 31.755111, -106.491399 31.754725, -106.4913575 31.7545681)",,,
105569753,,Durango Street,tertiary,False,False,88.797,"LINESTRING (-106.492803 31.755732, -106.4929621 31.7562495, -106.4930383 31.7565051)",,,
703445794,,Durango Street,tertiary,False,True,140.843,"LINESTRING (-106.492803 31.755732, -106.4925304 31.7548605, -106.4924134 31.7545095)",,,
"[703445795, 17325334]",,West Overland Avenue,unclassified,False,False,99.494,"LINESTRING (-106.492803 31.755732, -106.4921662 31.755878, -106.491787 31.755965)",,,
17325645,,West 3rd Avenue,residential,True,False,106.886,"LINESTRING (-106.487895 31.75428, -106.4884833 31.7541464, -106.4889573 31.7540394, -106.4889875 31.754033)",,,
703445806,3,South El Paso Street,primary,True,False,91.721,"LINESTRING (-106.487895 31.75428, -106.4881128 31.7549745, -106.488145 31.755077)",,,US 62;US 85
51965477,4,Santa Fe Street,residential,False,True,90.313,"LINESTRING (-106.4889875 31.754033, -106.489069 31.754301, -106.4892023 31.7547178, -106.4892335 31.7548178)",,,
703445832,4,Santa Fe Street,residential,False,True,100.96600000000001,"LINESTRING (-106.4889875 31.754033, -106.4888867 31.7537072, -106.4888527 31.7535983, -106.488765 31.7533386, -106.4887171 31.7531548)",,,
17326807,,Leon Street,unclassified,False,False,89.64,"LINESTRING (-106.492031 31.756744, -106.491787 31.755965)",,,
703445797,,West San Antonio Avenue,tertiary,False,False,100.858,"LINESTRING (-106.492031 31.756744, -106.4915267 31.7568596, -106.491001 31.75698)",,,
"[17333469, 703445797]",,West San Antonio Avenue,tertiary,False,"[False, True]",98.87700000000001,"LINESTRING (-106.492031 31.756744, -106.492414 31.7566534, -106.4928193 31.7565592, -106.4928915 31.7565402, -106.4930383 31.7565051)",,,
17326807,,Leon Street,unclassified,False,False,12.307,"LINESTRING (-106.4913575 31.7545681, -106.4913251 31.7544609)",,,
17326807,,Leon Street,unclassified,False,True,160.562,"LINESTRING (-106.4913575 31.7545681, -106.491399 31.754725, -106.491517 31.755111, -106.491787 31.755965)",,,
703445792,2,West Paisano Drive,primary,True,False,100.82500000000002,"LINESTRING (-106.4913575 31.7545681, -106.4915304 31.7545391, -106.4917291 31.7545082, -106.4918521 31.7544946, -106.4919691 31.7544828, -106.492085 31.7544825, -106.4921969 31.7544852, -106.4923138 31.7544963, -106.4924134 31.7545095)",,,US 85
17326807,,Leon Street,unclassified,False,True,12.307,"LINESTRING (-106.4913251 31.7544609, -106.4913575 31.7545681)",,,
144362180,2,West Paisano Drive,primary,True,False,100.62,"LINESTRING (-106.4913251 31.7544609, -106.4911181 31.7544964, -106.4909711 31.7545186, -106.4907946 31.7545415, -106.4905867 31.7545689, -106.4902748 31.7546052)",,,US 85
493505482,4,Santa Fe Street,residential,False,True,37.158,"LINESTRING (-106.487887 31.750555, -106.487995 31.7508763)",,,
17334033,,East 3rd Avenue,residential,False,False,101.185,"LINESTRING (-106.4848002 31.7549882, -106.4842834 31.7551055, -106.4837797 31.7552172, -106.4837652 31.7552194)",,,
17334033,,East 3rd Avenue,residential,False,True,100.214,"LINESTRING (-106.4848002 31.7549882, -106.4853194 31.7548707, -106.4858242 31.7547556)",,,
52710303,3,South Stanton Street,primary,False,False,100.382,"LINESTRING (-106.4848002 31.7549882, -106.484639 31.754475, -106.484522 31.754117)",,,US 62;US 85
52710303,3,South Stanton Street,primary,False,True,90.653,"LINESTRING (-106.4848002 31.7549882, -106.4849954 31.7556086, -106.4850178 31.7556852, -106.4850446 31.7557765)",,,US 62;US 85
17338821,,East 4th Avenue,residential,False,False,101.133,"LINESTRING (-106.484522 31.754117, -106.4840084 31.7542288, -106.483965 31.75424, -106.4835072 31.7543457, -106.4834882 31.7543502)",,,
17338821,,East 4th Avenue,residential,False,True,100.678,"LINESTRING (-106.484522 31.754117, -106.4850281 31.7540011, -106.48555 31.753881)",,,
52710303,3,South Stanton Street,primary,False,False,102.268,"LINESTRING (-106.484522 31.754117, -106.4842694 31.7533203, -106.4842459 31.7532462, -106.4842404 31.753229)",,,US 62;US 85
52710303,3,South Stanton Street,primary,False,True,100.382,"LINESTRING (-106.484522 31.754117, -106.484639 31.754475, -106.4848002 31.7549882)",,,US 62;US 85
52710303,3,South Stanton Street,primary,False,False,100.147,"LINESTRING (-106.4842404 31.753229, -106.48398 31.752356)",,,US 62;US 85
52710303,3,South Stanton Street,primary,False,True,102.268,"LINESTRING (-106.4842404 31.753229, -106.4842459 31.7532462, -106.4842694 31.7533203, -106.484522 31.754117)",,,US 62;US 85
703445813,,East Father Rahm Avenue,residential,False,False,101.869,"LINESTRING (-106.4842404 31.753229, -106.4847691 31.753107, -106.48528 31.7529885)",,,
703445813,,East Father Rahm Avenue,residential,False,True,100.958,"LINESTRING (-106.4842404 31.753229, -106.4837402 31.7533433, -106.4832109 31.7534698)",,,
52710303,3,South Stanton Street,primary,False,False,100.745,"LINESTRING (-106.48398 31.752356, -106.483708 31.75148)",,,US 62;US 85
52710303,3,South Stanton Street,primary,False,True,100.147,"LINESTRING (-106.48398 31.752356, -106.4842404 31.753229)",,,US 62;US 85
17335176,,East 6th Avenue,residential,False,False,100.87,"LINESTRING (-106.48398 31.752356, -106.4834693 31.7524817, -106.482951 31.752595)",,,
17335176,,East 6th Avenue,residential,False,True,100.411,"LINESTRING (-106.48398 31.752356, -106.4844806 31.7522423, -106.485006 31.752123)",,,
52710303,3,South Stanton Street,primary,False,True,100.745,"LINESTRING (-106.483708 31.75148, -106.48398 31.752356)",,,US 62;US 85
703445819,3,South Stanton Street,primary,False,False,100.21,"LINESTRING (-106.483708 31.75148, -106.483439 31.7506083)",,,US 62;US 85
703445818,,East 7th Avenue,secondary,False,True,99.96100000000001,"LINESTRING (-106.483708 31.75148, -106.4842085 31.7513678, -106.48473 31.75125)",,,
91646936,,East 8th Avenue,primary,True,False,23.987,"LINESTRING (-106.483439 31.7506083, -106.4836871 31.7505633)",,,
703445819,3,South Stanton Street,primary,False,True,100.21,"LINESTRING (-106.483439 31.7506083, -106.483708 31.75148)",,,US 62;US 85
703445833,4,Santa Fe Street,secondary,False,True,13.169,"LINESTRING (-106.4892335 31.7548178, -106.4892691 31.7549323)",,,
51965477,4,Santa Fe Street,residential,False,False,90.313,"LINESTRING (-106.4892335 31.7548178, -106.4892023 31.7547178, -106.489069 31.754301, -106.4889875 31.754033)",,,
203404285,3,West Paisano Drive,primary,True,False,106.923,"LINESTRING (-106.4892335 31.7548178, -106.4892044 31.7548239, -106.488728 31.754934, -106.4885013 31.7549994, -106.4882973 31.7550438, -106.488145 31.755077)",,,US 85
17349278,,Chihuahua Street,unclassified,False,True,12.388,"LINESTRING (-106.4902748 31.7546052, -106.490303 31.754714)",,,
