osmid,name,highway,oneway,reversed,length,lanes,geometry,ref
21272111,North Rainey Road,residential,False,True,227.499,,"LINESTRING (-95.1216979 31.0578986, -95.1228694 31.0561157)",
21273142,6th Street,residential,False,False,146.189,,"LINESTRING (-95.1216979 31.0578986, -95.1230409 31.0585349)",
21270767,Church Avenue,residential,False,False,109.12,,"LINESTRING (-95.1254323 31.0536023, -95.1248578 31.0544513)",
21273516,Front Street,residential,False,False,99.946,2,"LINESTRING (-95.1254323 31.0536023, -95.126357 31.054027)",
21273516,Front Street,residential,False,True,368.485,2,"LINESTRING (-95.1254323 31.0536023, -95.1250334 31.0533767, -95.1248679 31.0532413, -95.1247159 31.0530544, -95.1245518 31.0529267, -95.1242463 31.0527656, -95.1222447 31.0517691)",
21270767,Church Avenue,residential,False,False,104.456,,"LINESTRING (-95.1248578 31.0544513, -95.1243351 31.0552771)",
21270767,Church Avenue,residential,False,True,109.12,,"LINESTRING (-95.1248578 31.0544513, -95.1254323 31.0536023)",
48836544,1st Street,primary,False,False,105.289,2,"LINESTRING (-95.1248578 31.0544513, -95.125823 31.0549127)",US 287
48836544,1st Street,primary,False,True,95.497,2,"LINESTRING (-95.1248578 31.0544513, -95.1239829 31.054032)",US 287
21270767,Church Avenue,residential,False,True,104.456,,"LINESTRING (-95.1243351 31.0552771, -95.1248578 31.0544513)",
21271898,2nd Street,residential,False,True,95.637,,"LINESTRING (-95.1243351 31.0552771, -95.1234763 31.0548316)",
21274366,North Church Avenue,residential,False,False,150.311,,"LINESTRING (-95.1243351 31.0552771, -95.1235318 31.0564406)",
21271898,2nd Street,residential,False,False,104.485,,"LINESTRING (-95.1243351 31.0552771, -95.125213 31.055686, -95.1253058 31.0557119)",
21271011,West 2nd Street,residential,False,False,106.08099999999999,,"LINESTRING (-95.1272526 31.0566277, -95.1273167 31.0566703, -95.1282144 31.0571073)",
21272453,North Magee Avenue,residential,False,False,159.292,,"LINESTRING (-95.1272526 31.0566277, -95.12722 31.0566919, -95.1269978 31.0570569, -95.1264845 31.0579)",
96593867,Magee Avenue,primary,False,True,100.99900000000001,2,"LINESTRING (-95.1272526 31.0566277, -95.1272867 31.0565569, -95.1274836 31.0562596, -95.1276854 31.0559549, -95.1277072 31.0559204, -95.1277894 31.0558489)",TX 94
96593869,2nd Street,primary,False,True,106.376,,"LINESTRING (-95.1272526 31.0566277, -95.1271847 31.0565853, -95.1262827 31.0561545)",TX 94
21271900,2nd Street,residential,False,False,93.984,,"LINESTRING (-95.1282144 31.0571073, -95.1290806 31.057512)",
21273469,Manry Avenue,residential,False,True,101.847,,"LINESTRING (-95.1282144 31.0571073, -95.1287039 31.056293)",
21271011,West 2nd Street,residential,False,True,106.08099999999999,,"LINESTRING (-95.1282144 31.0571073, -95.1273167 31.0566703, -95.1272526 31.0566277)",
21274677,North Manry Avenue,residential,False,False,158.124,,"LINESTRING (-95.1282144 31.0571073, -95.1279874 31.0574679, -95.1274266 31.058359)",
21271130,4th Street,residential,False,False,72.708,,"LINESTRING (-95.1228694 31.0561157, -95.1235318 31.0564406)",
21272111,North Rainey Road,residential,False,False,227.499,,"LINESTRING (-95.1228694 31.0561157, -95.1216979 31.0578986)",
21273058,Main Street,primary,False,False,58.946,,"LINESTRING (-95.1255228 31.0573018, -95.1252293 31.0577685)",TX 94
21273058,Main Street,primary,False,True,41.103,,"LINESTRING (-95.1255228 31.0573018, -95.1257402 31.0569825)",TX 94
21271127,4th Street,residential,False,False,113.453,,"LINESTRING (-95.1255228 31.0573018, -95.1262015 31.0577608, -95.1264845 31.0579)",
21271127,4th Street,residential,False,False,32.423,,"LINESTRING (-95.1264845 31.0579, -95.1267749 31.0580521)",
21271127,4th Street,residential,False,True,113.453,,"LINESTRING (-95.1264845 31.0579, -95.1262015 31.0577608, -95.1255228 31.0573018)",
21272453,North Magee Avenue,residential,False,True,159.292,,"LINESTRING (-95.1264845 31.0579, -95.1269978 31.0570569, -95.12722 31.0566919, -95.1272526 31.0566277)",
21271127,4th Street,residential,False,False,70.839,,"LINESTRING (-95.1267749 31.0580521, -95.1274266 31.058359)",
21271127,4th Street,residential,False,True,32.423,,"LINESTRING (-95.1267749 31.0580521, -95.1264845 31.0579)",
21272661,Magee Avenue,residential,False,False,156.825,,"LINESTRING (-95.1267749 31.0580521, -95.1259773 31.0592859)",
21271127,4th Street,residential,False,True,70.839,,"LINESTRING (-95.1274266 31.058359, -95.1267749 31.0580521)",
21271127,4th Street,residential,False,False,93.515,,"LINESTRING (-95.1274266 31.058359, -95.1279744 31.0586194, -95.1282829 31.0587703)",
21274677,North Manry Avenue,residential,False,True,158.124,,"LINESTRING (-95.1274266 31.058359, -95.1279874 31.0574679, -95.1282144 31.0571073)",
21273708,Womack Avenue,residential,False,True,159.218,,"LINESTRING (-95.1282829 31.0587703, -95.1290806 31.057512)",
21271127,4th Street,residential,False,False,119.003,,"LINESTRING (-95.1282829 31.0587703, -95.1285418 31.0589056, -95.1293756 31.0592885)",
21271127,4th Street,residential,False,True,93.515,,"LINESTRING (-95.1282829 31.0587703, -95.1279744 31.0586194, -95.1274266 31.058359)",
21272868,North Kenley Street,residential,False,True,157.097,,"LINESTRING (-95.1293756 31.0592885, -95.1302385 31.0580845)",
21271127,4th Street,residential,False,True,119.003,,"LINESTRING (-95.1293756 31.0592885, -95.1285418 31.0589056, -95.1282829 31.0587703)",
21271130,4th Street,residential,False,True,72.708,,"LINESTRING (-95.1235318 31.0564406, -95.1228694 31.0561157)",
21274366,North Church Avenue,residential,False,True,150.311,,"LINESTRING (-95.1235318 31.0564406, -95.1243351 31.0552771)",
21274402,East 4th Street,residential,False,False,76.521,,"LINESTRING (-95.1235318 31.0564406, -95.1236852 31.0565424, -95.1242149 31.0568003)",
21271132,4th Street,residential,False,False,136.565,,"LINESTRING (-95.1239831 31.0571613, -95.1252293 31.0577685)",
21272018,North Devine Avenue,residential,False,True,45.813,,"LINESTRING (-95.1239831 31.0571613, -95.1242149 31.0568003)",
21274537,West Devine Avenue,residential,False,False,177.154,,"LINESTRING (-95.1239831 31.0571613, -95.1230409 31.0585349)",
21271132,4th Street,residential,False,True,136.565,,"LINESTRING (-95.1252293 31.0577685, -95.1239831 31.0571613)",
21273058,Main Street,primary,False,False,113.234,,"LINESTRING (-95.1252293 31.0577685, -95.12464 31.0586529)",TX 94
21273058,Main Street,primary,False,True,58.946,,"LINESTRING (-95.1252293 31.0577685, -95.1255228 31.0573018)",TX 94
21271458,East 3rd Street,residential,False,False,104.212,,"LINESTRING (-95.1247928 31.0565141, -95.1252593 31.0567539, -95.1257402 31.0569825)",
21272018,North Devine Avenue,residential,False,False,86.22399999999999,,"LINESTRING (-95.1247928 31.0565141, -95.1245309 31.0563697, -95.1242149 31.0568003)",
21272018,North Devine Avenue,residential,False,True,101.78,,"LINESTRING (-95.1247928 31.0565141, -95.1252638 31.0557599, -95.1253058 31.0557119)",
21273058,Main Street,primary,False,False,41.103,,"LINESTRING (-95.1257402 31.0569825, -95.1255228 31.0573018)",TX 94
21271458,East 3rd Street,residential,False,True,104.212,,"LINESTRING (-95.1257402 31.0569825, -95.1252593 31.0567539, -95.1247928 31.0565141)",
