osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref
13312621,2,Via Campo Verde,unclassified,False,False,384.96600000000007,"LINESTRING (-117.7272955 33.6068966, -117.7260333 33.6069373, -117.7258641 33.6069427, -117.7254872 33.6069549, -117.7252354 33.6069962, -117.7250625 33.6070612, -117.7248996 33.607156, -117.7247491 33.6072908, -117.7246181 33.6074369, -117.7245507 33.6075129, -117.7239584 33.6081832, -117.7239229 33.6082234, -117.723862 33.6082781)",,
763759974,,Via Campo Verde,unclassified,False,True,17.585,"LINESTRING (-117.7237299 33.6083917, -117.723862 33.6082781)",,
"[401233145, 64690558]","['3', '6']",Moulton Parkway,primary,True,False,229.67999999999995,"LINESTRING (-117.7237299 33.6083917, -117.7238882 33.6085338, -117.7240093 33.6086545, -117.7241483 33.6088248, -117.7242638 33.6089969, -117.7247068 33.6096179, -117.7247754 33.6097125, -117.7248041 33.6097516, -117.7249289 33.6099217, -117.7249903 33.6100054, -117.725075 33.6101208)",45 mph,
401260385,5,El Toro Road,primary,True,False,17.654,"LINESTRING (-117.7251659 33.6102302, -117.7253236 33.610141)",40 mph,S18
690451955,,,primary_link,False,False,14.268,"LINESTRING (-117.721833 33.6069818, -117.721906 33.6068688)",,
"[401233144, 401233121, 401233115]","['4', '3', '5']",Moulton Parkway,primary,True,False,235.69599999999997,"LINESTRING (-117.721833 33.6069818, -117.7223749 33.6073834, -117.7228582 33.6077265, -117.7232642 33.6080147, -117.7233635 33.6080875, -117.7234881 33.6081724, -117.7236112 33.6082733, -117.7236481 33.6083101, -117.7237299 33.6083917)",45 mph,
763759974,,Via Campo Verde,unclassified,False,False,17.585,"LINESTRING (-117.723862 33.6082781, -117.7237299 33.6083917)",,
13312621,2,Via Campo Verde,unclassified,False,True,384.96599999999995,"LINESTRING (-117.723862 33.6082781, -117.7239229 33.6082234, -117.7239584 33.6081832, -117.7245507 33.6075129, -117.7246181 33.6074369, -117.7247491 33.6072908, -117.7248996 33.607156, -117.7250625 33.6070612, -117.7252354 33.6069962, -117.7254872 33.6069549, -117.7258641 33.6069427, -117.7260333 33.6069373, -117.7272955 33.6068966)",,
"[401233140, 401233093]","['4', '3']",Moulton Parkway,primary,True,False,239.56799999999998,"LINESTRING (-117.723862 33.6082781, -117.7236033 33.608072, -117.7223336 33.6071719, -117.721906 33.6068688)",45 mph,
690451955,,,primary_link,False,True,14.268,"LINESTRING (-117.721906 33.6068688, -117.721833 33.6069818)",,
401233148,3,Moulton Parkway,primary,True,False,14.988,"LINESTRING (-117.7253236 33.610141, -117.7252384 33.6100264)",45 mph,
401260391,5,El Toro Road,primary,True,False,18.416,"LINESTRING (-117.7252384 33.6100264, -117.725075 33.6101208)",45 mph,S18
"[401233148, 401233141, 401233095]","['4', '3', '5']",Moulton Parkway,primary,True,False,232.72400000000002,"LINESTRING (-117.7252384 33.6100264, -117.7249191 33.6096301, -117.7243896 33.6088938, -117.7242533 33.6087097, -117.7242197 33.6086653, -117.724057 33.6084806, -117.7239632 33.6083832, -117.723862 33.6082781)",45 mph,
401233145,6,Moulton Parkway,primary,True,False,14.793,"LINESTRING (-117.725075 33.6101208, -117.7251659 33.6102302)",45 mph,
