osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge,access,tunnel
669097644,Östra Larmgatan,residential,50,5.5,False,True,38.025,"LINESTRING (11.9721143 57.7064315, 11.9718775 57.7061138)",,,,
"[29108004, 1157396158]",Drottninggatan,unclassified,,,False,False,131.227,"LINESTRING (11.9721143 57.7064315, 11.972163 57.7064403, 11.973793 57.7066752, 11.9742445 57.7067436)",,,,
29108004,Drottninggatan,unclassified,,,False,True,41.573,"LINESTRING (11.9721143 57.7064315, 11.9719091 57.7063955, 11.9714439 57.7063245)",,,,
4773416,Östra Larmgatan,residential,50,5.5,True,False,50.202,"LINESTRING (11.9713523 57.7053919, 11.9716541 57.7058136)",,,,
4265184,Lilla Kungsgatan,unclassified,,,True,False,66.001,"LINESTRING (11.9713523 57.7053919, 11.9714083 57.7053788, 11.9723826 57.7051699)",,,,
175304439,Östra Larmgatan,living_street,,,False,True,60.143,"LINESTRING (11.9713523 57.7053919, 11.9713177 57.7053447, 11.9712085 57.7052049, 11.97118 57.7051746, 11.970909 57.7049064)",,,,
4265182,Trädgårdsgatan,living_street,,8.2,False,False,87.364,"LINESTRING (11.970909 57.7049064, 11.9710227 57.7048377, 11.9719979 57.7043793)",,,,
16121511,Östra Larmgatan,living_street,,,False,True,62.984,"LINESTRING (11.970909 57.7049064, 11.9708611 57.7048816, 11.9701074 57.7045358)",,,,
175304439,Östra Larmgatan,living_street,,,False,False,60.143,"LINESTRING (11.970909 57.7049064, 11.97118 57.7051746, 11.9712085 57.7052049, 11.9713177 57.7053447, 11.9713523 57.7053919)",,,,
29108024,Stora Nygatan,residential,50,,False,True,62.251000000000005,"LINESTRING (11.9739521 57.707281, 11.9739779 57.7072165, 11.9742445 57.7067436)",,,,
87843014,Södra Hamngatan,unclassified,,,False,True,39.48,"LINESTRING (11.9739521 57.707281, 11.9739381 57.7073097, 11.9738627 57.7073269, 11.9737907 57.7073239, 11.9736335 57.7073074, 11.9733455 57.7072741)",,,,
4707068,Lilla Drottninggatan,residential,50,,True,False,67.206,"LINESTRING (11.9729282 57.7058898, 11.9725892 57.7059623, 11.9719379 57.7061007, 11.9718775 57.7061138)",,,,
29108024,Stora Nygatan,residential,50,,False,False,133.933,"LINESTRING (11.9729282 57.7058898, 11.9742218 57.7064653, 11.9742957 57.7065058, 11.974332 57.7065484, 11.9743215 57.7066129, 11.9742445 57.7067436)",,,,
300185294,Stora Nygatan,residential,50,,True,False,86.363,"LINESTRING (11.9723826 57.7051699, 11.9729282 57.7058898)",,,,
4265183,Bastionsplatsen,living_street,,9.75,False,True,29.703,"LINESTRING (11.9720546 57.7041139, 11.9719979 57.7043793)",,,,
300185294,Stora Nygatan,residential,50,,True,False,44.998,"LINESTRING (11.9720546 57.7041139, 11.9721301 57.7041271, 11.9721811 57.7041525, 11.9724979 57.7043794, 11.9725275 57.7044182)",,,,
4263156,Lilla Nygatan,unclassified,,,True,False,65.22800000000001,"LINESTRING (11.97072 57.7040609, 11.9707051 57.7041228, 11.9706636 57.7041753, 11.9702058 57.7044702, 11.9701074 57.7045358)",,,,
300185294,Stora Nygatan,residential,50,,True,False,79.51,"LINESTRING (11.97072 57.7040609, 11.9707986 57.7040652, 11.9720546 57.7041139)",,,,
35317721,Södra Hamngatan,unclassified,,,True,False,45.731,"LINESTRING (11.9718234 57.7070116, 11.9718573 57.7070149, 11.9718967 57.7070209, 11.9724754 57.7071154, 11.9725603 57.7071301)",,,,
87843070,Östra Larmgatan,residential,50,,True,False,66.838,"LINESTRING (11.9718234 57.7070116, 11.9718624 57.7069507, 11.9720889 57.7065119, 11.9721143 57.7064315)",,,,
16121511,Östra Larmgatan,living_street,,,False,False,62.984,"LINESTRING (11.9701074 57.7045358, 11.9708611 57.7048816, 11.970909 57.7049064)",,,,
4265183,Bastionsplatsen,living_street,,9.75,False,False,29.703,"LINESTRING (11.9719979 57.7043793, 11.9720546 57.7041139)",,,,
4265183,Bastionsplatsen,living_street,,9.75,False,True,31.76,"LINESTRING (11.9719979 57.7043793, 11.9725275 57.7044182)",,,,
4265182,Trädgårdsgatan,living_street,,8.2,False,True,87.364,"LINESTRING (11.9719979 57.7043793, 11.9710227 57.7048377, 11.970909 57.7049064)",,,,
"[158620067, 1122584199]",Basargatan,unclassified,,,False,True,29.33,"LINESTRING (11.969375 57.7033585, 11.9693212 57.7032665, 11.9692922 57.7032243, 11.9692242 57.7031376, 11.9692115 57.70311)",,,,
4265186,Södra Larmgatan,living_street,walk,,False,True,91.428,"LINESTRING (11.9669357 57.7035462, 11.9668689 57.7035264, 11.9668304 57.703515, 11.9658616 57.7032552, 11.9656056 57.7031885, 11.9655594 57.7031787)",,,,
205494326,Kungstorget,living_street,walk,,True,False,100.59,"LINESTRING (11.9669357 57.7035462, 11.9669606 57.7035531, 11.9676325 57.7037398, 11.9681526 57.7038858, 11.9682202 57.7038945, 11.9682675 57.7038866, 11.9683955 57.7038037)",,,,
4265186,Södra Larmgatan,living_street,walk,,False,False,91.42799999999998,"LINESTRING (11.9655594 57.7031787, 11.9656056 57.7031885, 11.9658616 57.7032552, 11.9668304 57.703515, 11.9668689 57.7035264, 11.9669357 57.7035462)",,,,
"[1159600568, 4265186]",Södra Larmgatan,living_street,walk,,False,True,67.37,"LINESTRING (11.9655594 57.7031787, 11.9646382 57.7029208, 11.9645522 57.7029006)",,,,
29105913,Kungstorget,unclassified,,,False,True,42.215,"LINESTRING (11.9683955 57.7038037, 11.9689491 57.7040417)",,,,
1226612262,Kungstorget,unclassified,,,True,False,64.736,"LINESTRING (11.9683955 57.7038037, 11.9687607 57.7035311, 11.9688582 57.7034614, 11.9690299 57.7033304)",,,,
166511771,Södra Hamngatan,unclassified,,,True,False,6.165,"LINESTRING (11.9630097 57.7056575, 11.9631117 57.7056677)",,,,
4273241,Västra Hamngatan,unclassified,,,True,False,2.301,"LINESTRING (11.9630097 57.7056575, 11.9630069 57.705664, 11.9630035 57.7056779)",,,,
4265190,Lilla Kyrkogatan,living_street,,,False,False,58.206,"LINESTRING (11.9648626 57.7053094, 11.9651377 57.704807)",,,,
28638595,Drottninggatan,living_street,walk,7,False,False,212.439,"LINESTRING (11.9648626 57.7053094, 11.9658205 57.7054587, 11.9658709 57.7054666, 11.9659418 57.7054772, 11.9662362 57.705521, 11.9663763 57.7055415, 11.9682991 57.7058376)",,,,
28638595,Drottninggatan,living_street,walk,7,False,True,92.606,"LINESTRING (11.9648626 57.7053094, 11.964338 57.7052268, 11.9634373 57.705086, 11.9633683 57.7050726)",,,,
4265190,Lilla Kyrkogatan,living_street,,,False,True,58.206,"LINESTRING (11.9651377 57.704807, 11.9648626 57.7053094)",,,,
28638671,Kyrkogatan,living_street,walk,7,True,False,216.465,"LINESTRING (11.9651377 57.704807, 11.9652556 57.7048256, 11.9660607 57.7049505, 11.96616 57.7049659, 11.9662143 57.7049742, 11.9672844 57.7051376, 11.9675077 57.7051717, 11.9685726 57.7053337, 11.9686397 57.7053445)",,,,
29108024,Stora Nygatan,residential,50,,False,False,62.251000000000005,"LINESTRING (11.9742445 57.7067436, 11.9739779 57.7072165, 11.9739521 57.707281)",,,,
29108024,Stora Nygatan,residential,50,,False,True,133.933,"LINESTRING (11.9742445 57.7067436, 11.9743215 57.7066129, 11.974332 57.7065484, 11.9742957 57.7065058, 11.9742218 57.7064653, 11.9729282 57.7058898)",,,,
"[29108004, 1157396158]",Drottninggatan,unclassified,,,False,True,131.227,"LINESTRING (11.9742445 57.7067436, 11.973793 57.7066752, 11.972163 57.7064403, 11.9721143 57.7064315)",,,,
4273081,Kaserntorget,unclassified,30,,False,False,52.839999999999996,"LINESTRING (11.9612703 57.7035494, 11.9613186 57.7034454, 11.9613393 57.7034114, 11.9614141 57.7032688, 11.9615042 57.703091)",,,,
4273088,Ekelundsgatan,unclassified,30,,False,True,180.211,"LINESTRING (11.9612703 57.7035494, 11.9612484 57.7036506, 11.9611609 57.7041858, 11.9610651 57.704697, 11.960958 57.7051613)",,,,
4773384,Kungsgatan,residential,50,,False,True,86.392,"LINESTRING (11.9612703 57.7035494, 11.9611937 57.70353, 11.9611131 57.7035099, 11.9607533 57.7034298, 11.9599403 57.7032355)",,,,
4273088,Ekelundsgatan,unclassified,30,,False,False,180.211,"LINESTRING (11.960958 57.7051613, 11.9610651 57.704697, 11.9611609 57.7041858, 11.9612484 57.7036506, 11.9612703 57.7035494)",,,,
4276057,Otterhällegatan,unclassified,30,,False,False,70.83699999999999,"LINESTRING (11.960958 57.7051613, 11.9605848 57.705224, 11.9601841 57.7052268, 11.9600036 57.7052113, 11.9598344 57.7051382)",,,,
4276057,Otterhällegatan,unclassified,30,,False,True,37.05799999999999,"LINESTRING (11.960958 57.7051613, 11.9610047 57.7051901, 11.9610657 57.7052106, 11.9614057 57.705272, 11.961458 57.7052876, 11.9614948 57.705314)",,,,
4780159,Kyrkogatan,living_street,walk,,False,True,39.38,"LINESTRING (11.962097 57.7043383, 11.9614602 57.70424)",,,,
4273194,Magasinsgatan,living_street,walk,,False,False,121.27699999999999,"LINESTRING (11.962097 57.7043383, 11.962364 57.7038441, 11.962382 57.7038107, 11.9624138 57.7037567, 11.962686 57.7032941)",,,,
4273194,Magasinsgatan,living_street,walk,,False,True,57.531,"LINESTRING (11.962097 57.7043383, 11.9620127 57.7044919, 11.9618272 57.7048352)",,,,
4780159,Kyrkogatan,living_street,walk,,False,False,81.244,"LINESTRING (11.962097 57.7043383, 11.9633215 57.7045296, 11.9634101 57.7045423)",,,,
4780159,Kyrkogatan,living_street,walk,,False,False,39.38,"LINESTRING (11.9614602 57.70424, 11.962097 57.7043383)",,,,
28394089,Smedjegatan,residential,50,,True,False,65.336,"LINESTRING (11.9628337 57.7061449, 11.9628279 57.7062065, 11.9628205 57.706247, 11.9625701 57.7067134)",,,,
28483883,Norra Hamngatan,unclassified,,,False,False,77.471,"LINESTRING (11.9628337 57.7061449, 11.9629356 57.7061627, 11.9640845 57.7063419)",,,,
"[4273242, 123569253]","['Packhusplatsen', 'Norra Hamngatan']","['residential', 'unclassified']",50,,False,True,218.03,"LINESTRING (11.9628337 57.7061449, 11.9626683 57.7061485, 11.9624629 57.7061704, 11.960829 57.7064018, 11.9605473 57.7064548, 11.9604637 57.7064826, 11.9606041 57.7067678, 11.9608267 57.7070973)",,,,
"[125015848, 260363051, 246689029]","['Västra Hamngatan', 'Kämpebron']",unclassified,,,True,False,53.022000000000006,"LINESTRING (11.9628337 57.7061449, 11.9628163 57.7060557, 11.9628797 57.7057633, 11.9628815 57.7056865, 11.9628817 57.7056705)",1,yes,,
4273242,Packhusplatsen,unclassified,,,False,True,52.891,"LINESTRING (11.9608267 57.7070973, 11.9610167 57.707562)",,,,
"[4273242, 123569253]","['Packhusplatsen', 'Norra Hamngatan']","['unclassified', 'residential']",50,,False,False,218.03,"LINESTRING (11.9608267 57.7070973, 11.9606041 57.7067678, 11.9604637 57.7064826, 11.9605473 57.7064548, 11.960829 57.7064018, 11.9624629 57.7061704, 11.9626683 57.7061485, 11.9628337 57.7061449)",,,,
4273245,Postgatan,residential,50,,False,False,88.84299999999999,"LINESTRING (11.9608267 57.7070973, 11.9610153 57.7070883, 11.9612131 57.7071061, 11.9622774 57.707266)",,,,
4273242,Packhusplatsen,unclassified,,,False,False,52.891,"LINESTRING (11.9610167 57.707562, 11.9608267 57.7070973)",,,,
4273244,Kronhusgatan,residential,50,,False,False,61.143,"LINESTRING (11.9610167 57.707562, 11.9620107 57.7077047)",,,,
"[4273242, 693974804]",Packhusplatsen,unclassified,,,False,"[False, True]",64.501,"LINESTRING (11.9610167 57.707562, 11.9611098 57.7077325, 11.9611349 57.7077805, 11.9604945 57.7078659)",,,,
4273245,Postgatan,residential,50,,False,True,88.84299999999999,"LINESTRING (11.9622774 57.707266, 11.9612131 57.7071061, 11.9610153 57.7070883, 11.9608267 57.7070973)",,,,
28394087,Smedjegatan,residential,50,,False,True,51.29,"LINESTRING (11.9622774 57.707266, 11.9620625 57.7076177, 11.9620107 57.7077047)",,,,
28394132,Postgatan,living_street,,,False,False,78.556,"LINESTRING (11.9622774 57.707266, 11.9624587 57.7072871, 11.9631264 57.7073862, 11.9635553 57.7074472)",,,,
4773384,Kungsgatan,residential,50,,False,False,11.066,"LINESTRING (11.9597671 57.7031989, 11.9599403 57.7032355)",,,,
4773384,Kungsgatan,residential,50,,False,True,34.656,"LINESTRING (11.9597671 57.7031989, 11.9595706 57.7031627, 11.959211 57.703105)",,,,
4265195,Vallgatan,living_street,walk,,False,False,73.82,"LINESTRING (11.9615042 57.703091, 11.9616142 57.7031032, 11.962142 57.7032054, 11.962686 57.7032941)",,,,
4273081,Kaserntorget,unclassified,30,,False,True,52.839999999999996,"LINESTRING (11.9615042 57.703091, 11.9614141 57.7032688, 11.9613393 57.7034114, 11.9613186 57.7034454, 11.9612703 57.7035494)",,,,
4265195,Vallgatan,living_street,walk,,False,False,79.38199999999999,"LINESTRING (11.962686 57.7032941, 11.9634034 57.7034003, 11.9638726 57.7034814, 11.9639662 57.7034979)",,,,
4265195,Vallgatan,living_street,walk,,False,True,73.82000000000001,"LINESTRING (11.962686 57.7032941, 11.962142 57.7032054, 11.9616142 57.7031032, 11.9615042 57.703091)",,,,
4273194,Magasinsgatan,living_street,walk,,False,True,121.277,"LINESTRING (11.962686 57.7032941, 11.9624138 57.7037567, 11.962382 57.7038107, 11.962364 57.7038441, 11.962097 57.7043383)",,,,
4773384,Kungsgatan,residential,50,,False,True,12.661,"LINESTRING (11.959211 57.703105, 11.9590075 57.7030712)",,,,
4773384,Kungsgatan,residential,50,,False,False,34.656,"LINESTRING (11.959211 57.703105, 11.9595706 57.7031627, 11.9597671 57.7031989)",,,,
4276057,Otterhällegatan,unclassified,30,,False,True,12.923,"LINESTRING (11.9614948 57.705314, 11.9615522 57.7054261)",,,,
4273194,Magasinsgatan,living_street,walk,,False,False,58.25300000000001,"LINESTRING (11.9614948 57.705314, 11.9615771 57.7052895, 11.9618092 57.7048664, 11.9618272 57.7048352)",,,,
4276057,Otterhällegatan,unclassified,30,,False,False,37.058,"LINESTRING (11.9614948 57.705314, 11.961458 57.7052876, 11.9614057 57.705272, 11.9610657 57.7052106, 11.9610047 57.7051901, 11.960958 57.7051613)",,,,
4276057,Otterhällegatan,unclassified,30,,False,True,70.837,"LINESTRING (11.9598344 57.7051382, 11.9600036 57.7052113, 11.9601841 57.7052268, 11.9605848 57.705224, 11.960958 57.7051613)",,,,
4276120,Skräddaregatan,unclassified,,,False,False,41.581,"LINESTRING (11.9598344 57.7051382, 11.959791 57.7052052, 11.9599564 57.7052789, 11.9599908 57.7053205, 11.9599724 57.7053577, 11.9597941 57.7053995)",,,,
4276120,Skräddaregatan,unclassified,,,False,True,41.581,"LINESTRING (11.9597941 57.7053995, 11.9599724 57.7053577, 11.9599908 57.7053205, 11.9599564 57.7052789, 11.959791 57.7052052, 11.9598344 57.7051382)",,,,
669097644,Östra Larmgatan,residential,50,5.5,False,False,38.025,"LINESTRING (11.9718775 57.7061138, 11.9721143 57.7064315)",,,,
669097644,Östra Larmgatan,residential,50,5.5,False,True,35.922,"LINESTRING (11.9718775 57.7061138, 11.9716541 57.7058136)",,,,
669097644,Östra Larmgatan,residential,50,5.5,False,False,35.922,"LINESTRING (11.9716541 57.7058136, 11.9718775 57.7061138)",,,,
"[183574736, 183574738, 28618061]",Kyrkogatan,unclassified,,,True,False,171.843,"LINESTRING (11.9716541 57.7058136, 11.9708217 57.7056868, 11.9707743 57.7056794, 11.9705818 57.7056493, 11.9705265 57.7056407, 11.9704702 57.7056319, 11.9689609 57.7053959, 11.9688766 57.7053821)",,,,
549147150,Drottningtorget,unclassified,,,True,False,8.814,"LINESTRING (11.9739134 57.708506, 11.9739077 57.7084843, 11.973909 57.7084568, 11.9739174 57.7084273)",,,,
"[26103418, 1259687158]",Drottningtorget,secondary,50,,True,False,97.921,"LINESTRING (11.9739134 57.708506, 11.973782 57.7084751, 11.9736409 57.7084426, 11.9734905 57.7084122, 11.9733853 57.7083922, 11.9731779 57.708359, 11.9730783 57.7083461, 11.9729731 57.7083429, 11.9728664 57.7083527, 11.9728039 57.7083625, 11.9725838 57.7084056, 11.9723486 57.7084451)",2,,,
"[111560232, 711638707, 711638709, 711638711]",Nils Ericsonsgatan,secondary,50,,True,False,87.82200000000002,"LINESTRING (11.9710311 57.7087112, 11.9712125 57.7085913, 11.971287 57.7085593, 11.9713688 57.7085354, 11.971392 57.7085289, 11.9714387 57.7085159, 11.9717376 57.7084636, 11.9721616 57.7083961, 11.9722668 57.7083793, 11.9723199 57.7083709)",2,,,
