osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge
21631513,WI 70,East Maple Street,primary,False,False,75.137,"LINESTRING (-91.8867814 45.82184, -91.8871818 45.8218528, -91.887381 45.8218684, -91.8875964 45.821889, -91.8877425 45.8219154)",,,
21631513,WI 70,East Maple Street,primary,False,True,83.171,"LINESTRING (-91.8867814 45.82184, -91.886135 45.8218417, -91.8857081 45.8218429)",,,
21622330,,,residential,False,False,20.113,"LINESTRING (-91.8960154 45.8240805, -91.8961534 45.8242337)",,,
21636547,,Fisheries Street,residential,False,False,12.789,"LINESTRING (-91.8960154 45.8240805, -91.8961801 45.824088)",,,
21636547,,Fisheries Street,residential,False,True,135.281,"LINESTRING (-91.8960154 45.8240805, -91.895499 45.824114, -91.895368 45.823977, -91.895368 45.823749, -91.895434 45.823657, -91.895948 45.823624)",,,
21622330,,,residential,False,True,20.113,"LINESTRING (-91.8961534 45.8242337, -91.8960154 45.8240805)",,,
21632272,,Maple Court,residential,False,True,16.333,"LINESTRING (-91.8961534 45.8242337, -91.8961801 45.824088)",,,
21632272,,Maple Court,residential,False,False,140.744,"LINESTRING (-91.8961534 45.8242337, -91.8960974 45.8243867, -91.8957909 45.8245491, -91.8956729 45.8245864, -91.8955803 45.8245795, -91.8949151 45.8243179, -91.894697 45.824313)",,,
21622737,,,residential,False,False,95.23700000000001,"LINESTRING (-91.89536 45.822819, -91.895948 45.823288, -91.896076 45.823504)",,,
21626831,WI 70,West Maple Street,primary,False,False,158.664,"LINESTRING (-91.89536 45.822819, -91.894834 45.823096, -91.894114 45.823457, -91.893913 45.823526, -91.893715 45.823571, -91.893647 45.823579)",,,
21629843,,Linn Street,residential,False,True,114.09700000000001,"LINESTRING (-91.89536 45.822819, -91.895173 45.822726, -91.8947142 45.8225554, -91.894592 45.82251, -91.894084 45.822309)",,,
21622737,,,residential,False,False,18.18,"LINESTRING (-91.896076 45.823504, -91.896179 45.8236509)",,,
21622743,,,residential,False,True,16.626,"LINESTRING (-91.896076 45.823504, -91.895948 45.823624)",,,
21622737,,,residential,False,True,95.23700000000001,"LINESTRING (-91.896076 45.823504, -91.895948 45.823288, -91.89536 45.822819)",,,
21622737,,,residential,False,True,18.18,"LINESTRING (-91.896179 45.8236509, -91.896076 45.823504)",,,
21636547,,Fisheries Street,residential,False,False,18.148,"LINESTRING (-91.896179 45.8236509, -91.895948 45.823624)",,,
21636548,,Fisheries Street,residential,False,False,48.603,"LINESTRING (-91.896179 45.8236509, -91.8961801 45.824088)",,,
21622743,,,residential,False,False,16.626,"LINESTRING (-91.895948 45.823624, -91.896076 45.823504)",,,
21636547,,Fisheries Street,residential,False,True,18.148,"LINESTRING (-91.895948 45.823624, -91.896179 45.8236509)",,,
21636547,,Fisheries Street,residential,False,False,135.281,"LINESTRING (-91.895948 45.823624, -91.895434 45.823657, -91.895368 45.823749, -91.895368 45.823977, -91.895499 45.824114, -91.8960154 45.8240805)",,,
21627573,,Northwestern Drive,residential,False,True,43.249,"LINESTRING (-91.884537 45.82346, -91.884823 45.823126)",,,
21626636,,North Front Street,residential,False,False,117.372,"LINESTRING (-91.889616 45.822484, -91.8894347 45.8227362, -91.8892489 45.8229978, -91.888953 45.823433)",,,
"[21631513, 442069195]",WI 70,East Maple Street,primary,False,"[False, True]",97.23500000000001,"LINESTRING (-91.889616 45.822484, -91.8890998 45.8223026, -91.888788 45.822193, -91.888498 45.822087)",,,
442069195,WI 70,East Maple Street,primary,False,True,111.596,"LINESTRING (-91.889616 45.822484, -91.889891 45.822581, -91.8900135 45.8226221, -91.8902819 45.8227121, -91.890804 45.8228871, -91.890911 45.822923)",,,
21626636,,North Front Street,residential,False,False,118.07499999999999,"LINESTRING (-91.888953 45.823433, -91.8886349 45.8238977, -91.88848 45.824124, -91.888287 45.824388)",,,
21626636,,North Front Street,residential,False,True,117.372,"LINESTRING (-91.888953 45.823433, -91.8892489 45.8229978, -91.8894347 45.8227362, -91.889616 45.822484)",,,
21626898,,Vine Street,residential,False,False,110.463,"LINESTRING (-91.888953 45.823433, -91.8895182 45.8236307, -91.8897783 45.8237217, -91.8900339 45.8238091, -91.890231 45.823873)",,,
21626636,,North Front Street,residential,False,False,118.355,"LINESTRING (-91.888287 45.824388, -91.888026 45.824747, -91.8879431 45.8248702, -91.887898 45.824937, -91.8877528 45.8251396, -91.8876081 45.8253414)",,,
21626636,,North Front Street,residential,False,True,118.075,"LINESTRING (-91.888287 45.824388, -91.88848 45.824124, -91.8886349 45.8238977, -91.888953 45.823433)",,,
21636435,,Ash Street,residential,False,False,109.905,"LINESTRING (-91.888287 45.824388, -91.889172 45.824686, -91.889562 45.824821)",25 mph,,
21626636,,North Front Street,residential,False,False,118.422,"LINESTRING (-91.8876081 45.8253414, -91.8873324 45.8257083, -91.8872676 45.8257946, -91.8871992 45.8258913, -91.8871378 45.8259781, -91.8869179 45.8262915)",,,
21626636,,North Front Street,residential,False,True,118.355,"LINESTRING (-91.8876081 45.8253414, -91.8877528 45.8251396, -91.887898 45.824937, -91.8879431 45.8248702, -91.888026 45.824747, -91.888287 45.824388)",,,
21628787,,Oak Street,residential,False,False,110.59,"LINESTRING (-91.8876081 45.8253414, -91.8880814 45.8255019, -91.8888915 45.8257765)",,,
21626636,,North Front Street,residential,False,False,116.836,"LINESTRING (-91.8869179 45.8262915, -91.886882 45.8263413, -91.8866384 45.8266969, -91.8865863 45.8267729, -91.8864806 45.826929, -91.8862698 45.8272402)",,,
21626636,,North Front Street,residential,False,True,118.422,"LINESTRING (-91.8869179 45.8262915, -91.8871378 45.8259781, -91.8871992 45.8258913, -91.8872676 45.8257946, -91.8873324 45.8257083, -91.8876081 45.8253414)",,,
21626636,,North Front Street,residential,False,True,116.836,"LINESTRING (-91.8862698 45.8272402, -91.8864806 45.826929, -91.8865863 45.8267729, -91.8866384 45.8266969, -91.886882 45.8263413, -91.8869179 45.8262915)",,,
21626831,WI 70,West Maple Street,primary,False,False,117.799,"LINESTRING (-91.893647 45.823579, -91.893443 45.823604, -91.893347 45.823609, -91.89318 45.823608, -91.893043 45.823597, -91.892852 45.823567, -91.8928121 45.8235572, -91.892621 45.82351, -91.8922996 45.8233949, -91.892202 45.82336)",,,
21626831,WI 70,West Maple Street,primary,False,True,158.664,"LINESTRING (-91.893647 45.823579, -91.893715 45.823571, -91.893913 45.823526, -91.894114 45.823457, -91.894834 45.823096, -91.89536 45.822819)",,,
21630052,,High Street,residential,False,False,29.831,"LINESTRING (-91.893647 45.823579, -91.89353 45.823716, -91.893462 45.823814)",,,
21626831,WI 70,West Maple Street,primary,False,False,111.216,"LINESTRING (-91.892202 45.82336, -91.8917505 45.8232072, -91.8915435 45.8231363, -91.890911 45.822923)",,,
21626831,WI 70,West Maple Street,primary,False,True,117.799,"LINESTRING (-91.892202 45.82336, -91.8922996 45.8233949, -91.892621 45.82351, -91.8928121 45.8235572, -91.892852 45.823567, -91.893043 45.823597, -91.89318 45.823608, -91.893347 45.823609, -91.893443 45.823604, -91.893647 45.823579)",,,
