osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,ref,tunnel
45051111,4,North Hanover Street,unclassified,,False,True,123.362,,"LINESTRING (-4.2484666 55.8656215, -4.2484908 55.8655613, -4.2486623 55.8651261, -4.2488471 55.864657, -4.2488939 55.8645383)",,,
4683299,,South Frederick Street,unclassified,20 mph,False,False,83.237,,"LINESTRING (-4.2491738 55.8606197, -4.2494229 55.8598843)",,,
"[204790848, 143769308]",2,George Square,unclassified,20 mph,True,False,152.71800000000002,,"LINESTRING (-4.2491738 55.8606197, -4.2503475 55.8607589, -4.2513703 55.8608758, -4.2515701 55.8608985)",,,
"[4953268, 4764294]",,"['St Vincent Street', 'St Vincent Place']",unclassified,20 mph,True,False,234.538,,"LINESTRING (-4.2515701 55.8608985, -4.2522203 55.8609742, -4.2525278 55.861011, -4.2538845 55.8611662, -4.2545874 55.8612465, -4.2552522 55.8613215)",,,
4497325,,Mitchell Street,unclassified,20 mph,False,False,70.263,,"LINESTRING (-4.2555472 55.8604862, -4.2555784 55.860409, -4.255738 55.860014, -4.2557571 55.8599636, -4.255774 55.8598679)",,,
13444212,,West Nile Street,unclassified,20 mph,True,False,46.388999999999996,,"LINESTRING (-4.2555472 55.8604862, -4.2555215 55.8605612, -4.255407 55.8608959)",,,
13444210,,Gordon Street,unclassified,20 mph,True,False,88.773,,"LINESTRING (-4.2569642 55.8605564, -4.2562519 55.860518, -4.2557092 55.8604935, -4.2555472 55.8604862)",,,
4764294,,St Vincent Street,unclassified,20 mph,True,False,91.89,,"LINESTRING (-4.2552522 55.8613215, -4.2566944 55.8614884)",,,
143769306,,West Nile Street,unclassified,20 mph,False,True,93.627,,"LINESTRING (-4.2552522 55.8613215, -4.2551526 55.8615976, -4.2551407 55.8616308, -4.2550541 55.8618731, -4.2549804 55.8620741, -4.2549577 55.8621471)",,,
"[45051085, 4483893]","['3', '2']","['West George Street', 'George Square']",unclassified,20 mph,True,False,154.712,,"LINESTRING (-4.2524495 55.861856, -4.2522226 55.8618302, -4.25195 55.8617985, -4.2512596 55.8617163, -4.2500261 55.8615624)",,,
4787502,,Dundas Street,unclassified,20 mph,False,False,62.666999999999994,,"LINESTRING (-4.2524495 55.861856, -4.2523863 55.8620231, -4.2523036 55.8622402, -4.2522948 55.8622728, -4.2522935 55.8622908, -4.2523002 55.8623066, -4.2523189 55.8623179, -4.2523431 55.8623247, -4.2524705 55.862339)",,,
4483892,1,Nelson Mandela Place,unclassified,20 mph,True,False,65.95,,"LINESTRING (-4.254404 55.8620772, -4.2543941 55.8620122, -4.2543707 55.8619709, -4.2543427 55.8619316, -4.254317 55.8619101, -4.2542818 55.8619002, -4.2542314 55.8618945, -4.2538035 55.8618411, -4.2537409 55.8618388, -4.2536982 55.8618461, -4.2536601 55.8618624, -4.2536257 55.8618882)",,,
198044382,,Renfield Street,unclassified,20 mph,True,False,94.427,,"LINESTRING (-4.256388 55.86232, -4.2564883 55.8620426, -4.2565389 55.8619075, -4.2565907 55.8617625, -4.2566944 55.8614884)",,,
203403883,,West George Street,unclassified,20 mph,True,False,91.308,,"LINESTRING (-4.256388 55.86232, -4.255119 55.8621703, -4.2549577 55.8621471)",,,
42796910,,Renfield Street,unclassified,20 mph,True,False,52.738,,"LINESTRING (-4.2566944 55.8614884, -4.2568194 55.8611421, -4.2568651 55.8610239)",,,
143769303,,West George Street,unclassified,20 mph,True,False,35.415,,"LINESTRING (-4.2549577 55.8621471, -4.254404 55.8620772)",,,
143769304,,West Nile Street,unclassified,20 mph,False,True,82.632,,"LINESTRING (-4.2549577 55.8621471, -4.2548217 55.8625112, -4.2546902 55.8628749)",,,
143769306,,West Nile Street,unclassified,20 mph,False,False,93.627,,"LINESTRING (-4.2549577 55.8621471, -4.2549804 55.8620741, -4.2550541 55.8618731, -4.2551407 55.8616308, -4.2551526 55.8615976, -4.2552522 55.8613215)",,,
4567177,,Jamaica Street,unclassified,20 mph,True,False,105.947,,"LINESTRING (-4.2568426 55.8583413, -4.2572037 55.8574103)",,,
"[4474113, 4494909, 28776351]",,"['Queen Street', 'Argyle Street']",unclassified,20 mph,True,False,511.49899999999997,,"LINESTRING (-4.2568426 55.8583413, -4.2565441 55.8583279, -4.2558396 55.8582609, -4.2550409 55.8581805, -4.2549667 55.858173, -4.2548919 55.8581645, -4.2540396 55.8580677, -4.2536303 55.8580185, -4.2532968 55.8579771, -4.2529209 55.8579304, -4.2528286 55.8579188, -4.2527765 55.8579126, -4.252721 55.857923, -4.2526827 55.8579392, -4.2526548 55.8579607, -4.2526372 55.8579851, -4.2526223 55.8580205, -4.2524799 55.8584238, -4.2523606 55.8587486, -4.2522129 55.8591515, -4.2521775 55.8592485, -4.2520893 55.8595068, -4.2520345 55.8596543, -4.2519445 55.8599016, -4.2518673 55.8601054)",,,
4494912,2,Trongate,unclassified,20 mph,False,False,54.435,,"LINESTRING (-4.2493739 55.8574808, -4.2485226 55.8573742)",,,
417415066,2,Glassford Street,unclassified,20 mph,False,True,145.152,,"LINESTRING (-4.2493739 55.8574808, -4.2489441 55.8587637)",,,
4494912,2,Trongate,unclassified,20 mph,False,True,54.435,,"LINESTRING (-4.2485226 55.8573742, -4.2493739 55.8574808)",,,
58169415,,Hutcheson Street,unclassified,20 mph,True,False,146.203,,"LINESTRING (-4.2485226 55.8573742, -4.2480347 55.8586602)",,,
4494912,2,Trongate,unclassified,20 mph,False,False,142.287,,"LINESTRING (-4.2485226 55.8573742, -4.2479924 55.857306, -4.2478094 55.8572827, -4.2476158 55.8572597, -4.2470799 55.8571962, -4.2462955 55.8571005)",,,
4494913,4,High Street,primary,30 mph,False,False,75.299,,"LINESTRING (-4.2433801 55.8569805, -4.2432484 55.8571056, -4.2429881 55.8573555, -4.2427675 55.8575639)",,A8,
595233510,2,High Street,primary,30 mph,True,False,35.629999999999995,,"LINESTRING (-4.2433801 55.8569805, -4.2434236 55.8568753, -4.2435878 55.8566839)",,A8,
4638062,,Albion Street,unclassified,20 mph,False,False,122.07799999999999,,"LINESTRING (-4.2444876 55.8579856, -4.2450922 55.8570104, -4.2451207 55.8569739, -4.2451398 55.8569508)",,,
4638062,,Albion Street,unclassified,20 mph,False,True,98.898,,"LINESTRING (-4.2444876 55.8579856, -4.2442734 55.8583518, -4.2439297 55.8588174)",,,
58648676,2,Bell Street,unclassified,20 mph,False,False,47.92,,"LINESTRING (-4.2444876 55.8579856, -4.2441771 55.8579141, -4.2437787 55.85782)",,,
4627827,2,Ingram Street,unclassified,20 mph,False,False,77.259,,"LINESTRING (-4.2506447 55.859996, -4.2518673 55.8601054)",,,
827453788,,Hanover Street,unclassified,20 mph,False,True,64.947,,"LINESTRING (-4.2506447 55.859996, -4.2504224 55.8605666)",,,
4497322,,Miller Street,unclassified,20 mph,False,False,225.816,,"LINESTRING (-4.2506447 55.859996, -4.2510144 55.8590234, -4.2510773 55.8588505, -4.251089 55.8588169, -4.2514046 55.8580105)",,,
198642280,,Ingram Street,unclassified,20 mph,False,False,77.251,,"LINESTRING (-4.2506447 55.859996, -4.2498102 55.8599197, -4.2494229 55.8598843)",,,
417415065,,Wilson Street,unclassified,20 mph,False,False,51.847,,"LINESTRING (-4.2480347 55.8586602, -4.2472187 55.8585726)",,,
417415067,2,Wilson Street,unclassified,20 mph,False,True,57.908,,"LINESTRING (-4.2480347 55.8586602, -4.2489441 55.8587637)",,,
726172047,,Candleriggs,unclassified,20 mph,True,False,131.889,,"LINESTRING (-4.2457506 55.8582465, -4.2462955 55.8571005)",,,
4677320,,Bell Street,unclassified,20 mph,True,False,83.992,,"LINESTRING (-4.2457506 55.8582465, -4.2449622 55.8580812, -4.2444876 55.8579856)",,,
4627827,2,Ingram Street,unclassified,20 mph,False,True,77.259,,"LINESTRING (-4.2518673 55.8601054, -4.2506447 55.859996)",,,
"[204790849, 47168897]",2,Queen Street,unclassified,20 mph,True,False,90.12,,"LINESTRING (-4.2518673 55.8601054, -4.2517991 55.8602794, -4.2517718 55.8603517, -4.2516177 55.8607734, -4.2515701 55.8608985)",,,
20448005,2,Montrose Street,unclassified,20 mph,False,False,63.751,,"LINESTRING (-4.2454787 55.8610079, -4.2452502 55.8615667)",,,
1088915061,2,George Street,unclassified,20 mph,False,False,117.0,,"LINESTRING (-4.2454787 55.8610079, -4.243646 55.8607859)",,,
"[990894174, 20448023]",2,Montrose Street,unclassified,20 mph,True,False,91.31700000000001,,"LINESTRING (-4.2454787 55.8610079, -4.2457115 55.8603646, -4.24577 55.8602031)",,,
4787503,,Dundas Street,unclassified,,False,True,74.572,,"LINESTRING (-4.2518822 55.8633611, -4.2521194 55.8627038)",,,
"[45074531, 745391452]",2,Cathedral Street,tertiary,20 mph,False,False,62.927,,"LINESTRING (-4.2518822 55.8633611, -4.251915 55.8633641, -4.2528817 55.8634363)",,,building_passage
595650582,2,Gallowgate,primary,30 mph,True,False,14.398,,"LINESTRING (-4.2437978 55.8567375, -4.2435878 55.8566839)",,A89,
4741291,,High Street,primary,30 mph,True,False,39.81,,"LINESTRING (-4.2437978 55.8567375, -4.2437896 55.8567563, -4.2437565 55.8568074, -4.2437277 55.8568413, -4.2437011 55.8568638, -4.2436728 55.8568831, -4.2436339 55.8568969, -4.2435987 55.8569036, -4.2435744 55.8569056, -4.2435372 55.8569108, -4.2434984 55.8569234, -4.2433801 55.8569805)",,A8,
45051111,4,North Hanover Street,unclassified,,False,False,123.362,,"LINESTRING (-4.2488939 55.8645383, -4.2488471 55.864657, -4.2486623 55.8651261, -4.2484908 55.8655613, -4.2484666 55.8656215)",,,
"[209263691, 4570715, 199863044, 45051125]",3,Killermont Street,unclassified,20 mph,True,False,315.02500000000003,,"LINESTRING (-4.2488939 55.8645383, -4.2491146 55.8645634, -4.2495888 55.8646173, -4.2497181 55.864632, -4.2500137 55.8646679, -4.2506382 55.8647283, -4.2511812 55.8647809, -4.2517544 55.8648369, -4.2519495 55.8648573, -4.2519782 55.8648604, -4.2522164 55.864886, -4.2524492 55.864911, -4.2528222 55.864951, -4.2538535 55.8650669)",,,
"[1206881131, 1221515964, 1221515963]",4,North Hanover Street,unclassified,20 mph,False,False,156.75,,"LINESTRING (-4.2488939 55.8645383, -4.2490716 55.8640866, -4.2491885 55.8637831, -4.2492378 55.8636552, -4.2493063 55.8634643, -4.2494156 55.8631594)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,False,43.738,,"LINESTRING (-4.2429943 55.8592607, -4.243679 55.8593447)",,,
4745075,,Shuttle Street,unclassified,20 mph,True,False,75.191,,"LINESTRING (-4.2429943 55.8592607, -4.2428052 55.8593958, -4.2427361 55.8594497, -4.2426945 55.8594805, -4.242265 55.8597989)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,False,13.879,,"LINESTRING (-4.243679 55.8593447, -4.2438961 55.8593718)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,True,43.738,,"LINESTRING (-4.243679 55.8593447, -4.2429943 55.8592607)",,,
4638062,,Albion Street,unclassified,20 mph,False,False,60.705999999999996,,"LINESTRING (-4.243679 55.8593447, -4.2438438 55.8589746, -4.2438685 55.8589242, -4.2439297 55.8588174)",,,
4683299,,South Frederick Street,unclassified,20 mph,False,True,83.237,,"LINESTRING (-4.2494229 55.8598843, -4.2491738 55.8606197)",,,
198969727,4,Ingram Street,unclassified,20 mph,False,False,14.283,,"LINESTRING (-4.2494229 55.8598843, -4.2491969 55.859864)",,,
198642280,,Ingram Street,unclassified,20 mph,False,True,77.251,,"LINESTRING (-4.2494229 55.8598843, -4.2498102 55.8599197, -4.2506447 55.859996)",,,
4787455,2,Glassford Street,unclassified,20 mph,False,False,58.377,,"LINESTRING (-4.2485883 55.8598094, -4.2487654 55.8592939)",,,
198969727,4,Ingram Street,unclassified,20 mph,False,True,38.462,,"LINESTRING (-4.2485883 55.8598094, -4.2491969 55.859864)",,,
198044378,2,Ingram Street,unclassified,20 mph,False,False,58.458000000000006,,"LINESTRING (-4.2485883 55.8598094, -4.2484871 55.8598002, -4.2479489 55.859751, -4.2476637 55.859725)",,,
144176630,,Hope Street,unclassified,20 mph,True,False,165.921,,"LINESTRING (-4.2574883 55.8639621, -4.2573502 55.8643244, -4.2572392 55.8646314, -4.2572159 55.8646939, -4.2570873 55.8650495, -4.2569521 55.8654236)",,,
45074078,,Howard Street,unclassified,20 mph,False,True,65.952,,"LINESTRING (-4.2572938 55.8571629, -4.2565781 55.8570212, -4.2562974 55.8569653)",,,
4627913,,Howard Street,unclassified,20 mph,True,False,51.18900000000001,,"LINESTRING (-4.2555213 55.8568166, -4.255749 55.8568561, -4.2557826 55.8568628, -4.2562974 55.8569653)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,True,13.879,,"LINESTRING (-4.2438961 55.8593718, -4.243679 55.8593447)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,False,80.954,,"LINESTRING (-4.2438961 55.8593718, -4.2446284 55.8594266, -4.2447065 55.8594362, -4.2451768 55.8594857)",,,
45049553,,West George Street,unclassified,20 mph,True,False,103.335,,"LINESTRING (-4.2580108 55.8625051, -4.2570972 55.8624009, -4.256388 55.86232)",,,
45049554,2,Hope Street,unclassified,20 mph,True,False,83.02199999999999,,"LINESTRING (-4.2580108 55.8625051, -4.2578796 55.8628809, -4.2577505 55.8632373)",,,
4483920,,West Nile Street,unclassified,20 mph,False,True,82.89,,"LINESTRING (-4.2546902 55.8628749, -4.2545577 55.8632391, -4.2544282 55.8636057)",,,
143769304,,West Nile Street,unclassified,20 mph,False,False,82.632,,"LINESTRING (-4.2546902 55.8628749, -4.2548217 55.8625112, -4.2549577 55.8621471)",,,
4644902,,West Regent Street,unclassified,20 mph,True,False,103.94,,"LINESTRING (-4.2577505 55.8632373, -4.2561203 55.8630453)",,,
45051074,3,Hope Street,unclassified,20 mph,True,False,82.238,,"LINESTRING (-4.2577505 55.8632373, -4.2576179 55.8635982, -4.2574883 55.8639621)",,,
4745074,2,Montrose Street,unclassified,20 mph,False,True,71.219,,"LINESTRING (-4.24577 55.8602031, -4.2460265 55.859579)",,,
4683301,2,Cochrane Street,unclassified,20 mph,True,False,217.413,,"LINESTRING (-4.24577 55.8602031, -4.2477034 55.8604457, -4.2482385 55.8605085, -4.2484123 55.8605309, -4.2487211 55.8605643, -4.2491738 55.8606197)",,,
4745074,2,Montrose Street,unclassified,20 mph,False,False,71.219,,"LINESTRING (-4.2460265 55.859579, -4.24577 55.8602031)",,,
198044378,2,Ingram Street,unclassified,20 mph,False,True,51.316,,"LINESTRING (-4.2460265 55.859579, -4.2468391 55.8596497)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,True,54.032,,"LINESTRING (-4.2460265 55.859579, -4.2455872 55.85953, -4.2451768 55.8594857)",,,
4677319,,Candleriggs,unclassified,20 mph,True,False,129.94799999999998,,"LINESTRING (-4.2451768 55.8594857, -4.2453479 55.8590964, -4.2454977 55.8587803, -4.2455584 55.8586521, -4.2455796 55.8586073, -4.2456994 55.8583545)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,False,54.032,,"LINESTRING (-4.2451768 55.8594857, -4.2455872 55.85953, -4.2460265 55.859579)",,,
1089452022,,Ingram Street,unclassified,20 mph,False,True,80.95400000000001,,"LINESTRING (-4.2451768 55.8594857, -4.2447065 55.8594362, -4.2446284 55.8594266, -4.2438961 55.8593718)",,,
45886021,4,Renfrew Street,tertiary,20 mph,True,False,103.847,,"LINESTRING (-4.2569521 55.8654236, -4.2560822 55.8653193, -4.2554483 55.8652461, -4.2553233 55.8652317)",,,
4483894,,Renfield Street,unclassified,20 mph,True,False,165.722,,"LINESTRING (-4.2553233 55.8652317, -4.2554398 55.8648617, -4.2555542 55.8644956, -4.255701 55.8641265, -4.2558319 55.8637692)",,,
45886020,,Renfrew Street,tertiary,20 mph,False,False,93.53,,"LINESTRING (-4.2553233 55.8652317, -4.2544875 55.8651328, -4.2538535 55.8650669)",,,
45886020,,Renfrew Street,tertiary,20 mph,False,True,93.53,,"LINESTRING (-4.2538535 55.8650669, -4.2544875 55.8651328, -4.2553233 55.8652317)",,,
209263690,2,West Nile Street,tertiary,20 mph,False,False,166.45,,"LINESTRING (-4.2538535 55.8650669, -4.2540309 55.8646965, -4.2541665 55.8643338, -4.2542948 55.8639622, -4.2544282 55.8636057)",,,
1136445706,3,West Nile Street,tertiary,30 mph,False,True,62.578,,"LINESTRING (-4.2538535 55.8650669, -4.2537293 55.8654663, -4.2536941 55.8656224)",,,
4745073,2,North Portland Street,unclassified,20 mph,False,False,66.606,,"LINESTRING (-4.2431589 55.8613095, -4.2430405 55.8607142)",,,
4745072,,Richmond Street,unclassified,20 mph,False,True,133.615,,"LINESTRING (-4.2431589 55.8613095, -4.2433865 55.8613357, -4.2444969 55.8614649, -4.2448236 55.861509, -4.2451323 55.8615508, -4.2452502 55.8615667)",,,
"[4745073, 4778498]",2,"['North Portland Street', 'Rottenrow']",unclassified,20 mph,False,True,204.322,,"LINESTRING (-4.2431589 55.8613095, -4.2432527 55.861815, -4.243265 55.8618812, -4.2433161 55.8620991, -4.2433254 55.8621464, -4.2433396 55.8622003, -4.243346 55.8622245, -4.2438298 55.8623089, -4.2443687 55.8623854, -4.2449233 55.8624604)",6.2,,
"[4745073, 4778498]",2,"['North Portland Street', 'Rottenrow']",unclassified,20 mph,False,False,204.322,,"LINESTRING (-4.2449233 55.8624604, -4.2443687 55.8623854, -4.2438298 55.8623089, -4.243346 55.8622245, -4.2433396 55.8622003, -4.2433254 55.8621464, -4.2433161 55.8620991, -4.243265 55.8618812, -4.2432527 55.861815, -4.2431589 55.8613095)",6.2,,
20448005,2,Montrose Street,unclassified,20 mph,False,True,101.452,,"LINESTRING (-4.2449233 55.8624604, -4.2449493 55.8623956, -4.2450889 55.8620121, -4.2451317 55.8618873, -4.2451732 55.8617662, -4.2452502 55.8615667)",,,
1214318960,2,Montrose Street,unclassified,20 mph,False,False,58.04599999999999,,"LINESTRING (-4.2449233 55.8624604, -4.2449269 55.8625058, -4.2450238 55.8628253, -4.245087 55.8629736)",,,
"[1221515961, 196934179]",4,Cathedral Street,tertiary,20 mph,False,True,200.377,,"LINESTRING (-4.245087 55.8629736, -4.2451539 55.8629713, -4.2459694 55.8629501, -4.2465829 55.8629343, -4.2467815 55.8629359, -4.2468149 55.8629366, -4.2472225 55.8629619, -4.2475234 55.8629811, -4.2476393 55.8629909, -4.2482811 55.8630536)",,,
1214318960,2,Montrose Street,unclassified,20 mph,False,True,58.04599999999999,,"LINESTRING (-4.245087 55.8629736, -4.2450238 55.8628253, -4.2449269 55.8625058, -4.2449233 55.8624604)",,,
20448005,2,Montrose Street,unclassified,20 mph,False,True,63.751,,"LINESTRING (-4.2452502 55.8615667, -4.2454787 55.8610079)",,,
4745072,,Richmond Street,unclassified,20 mph,False,False,133.615,,"LINESTRING (-4.2452502 55.8615667, -4.2451323 55.8615508, -4.2448236 55.861509, -4.2444969 55.8614649, -4.2433865 55.8613357, -4.2431589 55.8613095)",,,
20448005,2,Montrose Street,unclassified,20 mph,False,False,101.452,,"LINESTRING (-4.2452502 55.8615667, -4.2451732 55.8617662, -4.2451317 55.8618873, -4.2450889 55.8620121, -4.2449493 55.8623956, -4.2449233 55.8624604)",,,
4644902,,West Regent Street,unclassified,20 mph,True,False,91.227,,"LINESTRING (-4.2561203 55.8630453, -4.2546902 55.8628749)",,,
45051073,,Renfield Street,unclassified,20 mph,True,False,82.362,,"LINESTRING (-4.2561203 55.8630453, -4.2562545 55.8626811, -4.256388 55.86232)",,,
198969727,4,Ingram Street,unclassified,20 mph,False,False,38.462,,"LINESTRING (-4.2491969 55.859864, -4.2485883 55.8598094)",,,
198969727,4,Ingram Street,unclassified,20 mph,False,True,14.283,,"LINESTRING (-4.2491969 55.859864, -4.2494229 55.8598843)",,,
4787454,,Virginia Place,unclassified,,False,True,75.816,,"LINESTRING (-4.2491969 55.859864, -4.2493452 55.8594618, -4.2493599 55.8594334, -4.2493876 55.8594177, -4.2494236 55.8594046, -4.2494727 55.8594005, -4.2497668 55.859429)",,,
4787455,2,Glassford Street,unclassified,20 mph,False,False,60.001,,"LINESTRING (-4.2487654 55.8592939, -4.2489441 55.8587637)",,,
4787455,2,Glassford Street,unclassified,20 mph,False,True,58.377,,"LINESTRING (-4.2487654 55.8592939, -4.2485883 55.8598094)",,,
4787474,1,Garth Street,unclassified,20 mph,True,False,58.059,,"LINESTRING (-4.2487654 55.8592939, -4.2478541 55.8591888)",4.3,,
198044378,2,Ingram Street,unclassified,20 mph,False,False,52.136,,"LINESTRING (-4.2476637 55.859725, -4.2468391 55.8596497)",,,
4787473,,Hutcheson Street,unclassified,20 mph,True,False,60.795,,"LINESTRING (-4.2476637 55.859725, -4.2477311 55.8595325, -4.2478541 55.8591888)",,,
198044378,2,Ingram Street,unclassified,20 mph,False,True,58.458,,"LINESTRING (-4.2476637 55.859725, -4.2479489 55.859751, -4.2484871 55.8598002, -4.2485883 55.8598094)",,,
198044378,2,Ingram Street,unclassified,20 mph,False,False,51.316,,"LINESTRING (-4.2468391 55.8596497, -4.2460265 55.859579)",,,
198044378,2,Ingram Street,unclassified,20 mph,False,True,52.136,,"LINESTRING (-4.2468391 55.8596497, -4.2476637 55.859725)",,,
4787473,,Hutcheson Street,unclassified,20 mph,True,False,59.849,,"LINESTRING (-4.2478541 55.8591888, -4.2480347 55.8586602)",,,
58169414,,Brunswick Street,unclassified,20 mph,False,False,38.215,,"LINESTRING (-4.2472187 55.8585726, -4.2473585 55.858238)",,,
417415065,,Wilson Street,unclassified,20 mph,False,True,51.847,,"LINESTRING (-4.2472187 55.8585726, -4.2480347 55.8586602)",,,
4787475,,Brunswick Street,unclassified,20 mph,True,False,122.096,,"LINESTRING (-4.2472187 55.8585726, -4.2470665 55.8590347, -4.2468391 55.8596497)",,,
4677319,,Candleriggs,unclassified,20 mph,True,False,12.427,,"LINESTRING (-4.2456994 55.8583545, -4.2457506 55.8582465)",,,
58169416,,Wilson Street,unclassified,20 mph,True,False,97.867,,"LINESTRING (-4.2456994 55.8583545, -4.2472187 55.8585726)",,,
4787455,2,Glassford Street,unclassified,20 mph,False,True,60.001,,"LINESTRING (-4.2489441 55.8587637, -4.2487654 55.8592939)",,,
4787481,2,Wilson Street,unclassified,20 mph,False,True,61.549,,"LINESTRING (-4.2489441 55.8587637, -4.2499091 55.858878)",,,
417415066,2,Glassford Street,unclassified,20 mph,False,False,145.152,,"LINESTRING (-4.2489441 55.8587637, -4.2493739 55.8574808)",,,
417415067,2,Wilson Street,unclassified,20 mph,False,False,57.908,,"LINESTRING (-4.2489441 55.8587637, -4.2480347 55.8586602)",,,
417313760,2,Bath Street,tertiary,20 mph,True,False,105.559,,"LINESTRING (-4.2558319 55.8637692, -4.2574883 55.8639621)",,,
42796907,,Renfield Street,unclassified,20 mph,True,False,82.48400000000001,,"LINESTRING (-4.2558319 55.8637692, -4.2559712 55.8634058, -4.2561203 55.8630453)",,,
417313760,2,Bath Street,tertiary,20 mph,True,False,89.456,,"LINESTRING (-4.2544282 55.8636057, -4.2558319 55.8637692)",,,
4483920,,West Nile Street,unclassified,20 mph,False,False,82.89,,"LINESTRING (-4.2544282 55.8636057, -4.2545577 55.8632391, -4.2546902 55.8628749)",,,
"[4627829, 114324471]",2,"['Bath Street', 'Cathedral Street']",tertiary,20 mph,False,True,98.34800000000001,,"LINESTRING (-4.2544282 55.8636057, -4.2537211 55.8635246, -4.2530499 55.8634482, -4.2528817 55.8634363)",,,
209263690,2,West Nile Street,tertiary,20 mph,False,True,166.45,,"LINESTRING (-4.2544282 55.8636057, -4.2542948 55.8639622, -4.2541665 55.8643338, -4.2540309 55.8646965, -4.2538535 55.8650669)",,,
4497322,,Miller Street,unclassified,20 mph,False,True,225.816,,"LINESTRING (-4.2514046 55.8580105, -4.251089 55.8588169, -4.2510773 55.8588505, -4.2510144 55.8590234, -4.2506447 55.859996)",,,
4787481,2,Wilson Street,unclassified,20 mph,False,False,61.549,,"LINESTRING (-4.2499091 55.858878, -4.2489441 55.8587637)",,,
116391676,,Virginia Street,unclassified,20 mph,False,False,61.909,,"LINESTRING (-4.2499091 55.858878, -4.2498186 55.8592284, -4.2497668 55.859429)",,,
116391676,,Virginia Street,unclassified,20 mph,False,True,128.314,,"LINESTRING (-4.2499091 55.858878, -4.2499568 55.8587141, -4.250066 55.8583004, -4.2500846 55.8582277, -4.2502024 55.8577359)",,,
4787454,,Virginia Place,unclassified,,False,False,75.816,,"LINESTRING (-4.2497668 55.859429, -4.2494727 55.8594005, -4.2494236 55.8594046, -4.2493876 55.8594177, -4.2493599 55.8594334, -4.2493452 55.8594618, -4.2491969 55.859864)",,,
4787454,,Virginia Place,unclassified,,False,True,22.573,,"LINESTRING (-4.2497668 55.859429, -4.2499497 55.8594476, -4.2501236 55.8594622)",,,
116391676,,Virginia Street,unclassified,20 mph,False,True,61.909,,"LINESTRING (-4.2497668 55.859429, -4.2498186 55.8592284, -4.2499091 55.858878)",,,
4521153,3,George Street,unclassified,20 mph,True,False,123.294,,"LINESTRING (-4.2474099 55.8612421, -4.2454787 55.8610079)",,,
