osmid,highway,oneway,reversed,length,ref,name,geometry,bridge,lanes
14288462,residential,False,False,57.232,,,"LINESTRING (-115.049101 36.196219, -115.049103 36.1967337)",,
488116708,primary,False,False,77.8,NV 147,East Lake Mead Boulevard,"LINESTRING (-115.049101 36.196219, -115.048234 36.196218)",,
488116708,primary,False,True,128.051,NV 147,East Lake Mead Boulevard,"LINESTRING (-115.049101 36.196219, -115.0494236 36.1962192, -115.0496851 36.1962194, -115.0503704 36.1962199, -115.050528 36.19622)",,
14288462,residential,False,True,57.232,,,"LINESTRING (-115.049103 36.1967337, -115.049101 36.196219)",,
14290983,tertiary,False,False,16.87,,,"LINESTRING (-115.048188 36.199926, -115.048376 36.199927)",,
14319122,residential,False,True,412.33299999999997,,North Linn Lane,"LINESTRING (-115.048188 36.199926, -115.0481972 36.1991874, -115.0481984 36.1990932, -115.0482101 36.198151, -115.0482155 36.1977165, -115.048219 36.1974277, -115.048224 36.1970275, -115.048234 36.196218)",,
946621808,tertiary,False,False,75.37400000000001,,Judson Avenue,"LINESTRING (-115.048188 36.199926, -115.0481603 36.1999262, -115.047348 36.199924)",,
14290983,tertiary,False,True,16.87,,,"LINESTRING (-115.048376 36.199927, -115.048188 36.199926)",,
228919699,tertiary,False,True,79.591,,Judson Avenue,"LINESTRING (-115.048376 36.199927, -115.049263 36.19993)",,
14319121,residential,False,False,149.565,,North Linn Lane,"LINESTRING (-115.048376 36.199927, -115.0483811 36.2003304, -115.0483865 36.2007567, -115.048393 36.201272)",,
14294404,residential,False,True,16.905,,Carlsbad Avenue,"LINESTRING (-115.0428605 36.2008883, -115.0430489 36.2008895)",,
14294404,residential,False,False,82.052,,Carlsbad Avenue,"LINESTRING (-115.0428605 36.2008883, -115.042336 36.200898, -115.042255 36.20091, -115.041988 36.201033)",,
14294404,residential,False,True,82.05199999999999,,Carlsbad Avenue,"LINESTRING (-115.041988 36.201033, -115.042255 36.20091, -115.042336 36.200898, -115.0428605 36.2008883)",,
14308309,residential,False,False,82.572,,Carlsbad Circle,"LINESTRING (-115.041988 36.201033, -115.041983 36.201639, -115.041924 36.201767)",,
