osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,junction,bridge
27212276,True,1,motorway_link,False,63.774,"LINESTRING (-122.1840197 37.8801312, -122.1840393 37.8800732, -122.1840752 37.8800172, -122.1841494 37.879951, -122.184444 37.8796731)",,,,
"[169253369, 832758369, 832523273]",True,3,primary,False,235.49699999999999,"LINESTRING (-122.1850333 37.8793449, -122.1846519 37.8791126, -122.1843788 37.8789406, -122.1841689 37.8788084, -122.1837647 37.8785388, -122.1832446 37.8782114, -122.18294 37.8780203)",Camino Pablo,40 mph,,
7853175,False,,residential,False,36.618,"LINESTRING (-122.1805998 37.8780543, -122.1805478 37.8780936, -122.1805304 37.8781068, -122.1804155 37.8781747, -122.1802559 37.8782361)",Southwood Drive,,,
7876766,False,2,tertiary,False,42.111000000000004,"LINESTRING (-122.1805998 37.8780543, -122.1805393 37.8780004, -122.1804441 37.8779167, -122.1802801 37.8777719)",Moraga Way,,,
7876766,False,2,tertiary,True,118.137,"LINESTRING (-122.1805998 37.8780543, -122.1806695 37.878115, -122.1807384 37.8781755, -122.1811367 37.8785121, -122.1812134 37.8785769, -122.1814432 37.8787128, -122.1815764 37.8787771)",Moraga Way,,,
7853175,False,,residential,False,179.751,"LINESTRING (-122.1802559 37.8782361, -122.180138 37.8782328, -122.1800252 37.8782297, -122.1794941 37.8781577, -122.1789926 37.8781366, -122.1782389 37.8782827)",Southwood Drive,,,
7853175,False,,residential,True,36.618,"LINESTRING (-122.1802559 37.8782361, -122.1804155 37.8781747, -122.1805304 37.8781068, -122.1805478 37.8780936, -122.1805998 37.8780543)",Southwood Drive,,,
7856111,False,,residential,False,116.724,"LINESTRING (-122.1802559 37.8782361, -122.1802157 37.8785848, -122.1801353 37.8792815)",Northwood Drive,,,
7874583,False,2,tertiary,False,99.236,"LINESTRING (-122.1819123 37.8800189, -122.1819928 37.8798901, -122.1821807 37.8796014, -122.1822413 37.8795083, -122.1823658 37.879317, -122.1823726 37.8793065, -122.1824265 37.8792241)",Bryant Way,,,
393457777,True,1,motorway_link,False,44.307,"LINESTRING (-122.1819123 37.8800189, -122.1818144 37.8801582, -122.1817641 37.8802286, -122.1816601 37.880364)",,65 mph,,
534681920,False,2,residential,True,33.134,"LINESTRING (-122.1819123 37.8800189, -122.1817689 37.8800505, -122.1815487 37.8800991)",Davis Road,,,
7869553,False,,residential,False,63.041,"LINESTRING (-122.1801353 37.8792815, -122.1808314 37.8794213)",Northwood Court,,,
7856111,False,,residential,False,124.964,"LINESTRING (-122.1801353 37.8792815, -122.1799704 37.879598, -122.1798143 37.879783, -122.1796039 37.8799157, -122.1792109 37.8800707)",Northwood Drive,,,
7856111,False,,residential,True,116.724,"LINESTRING (-122.1801353 37.8792815, -122.1802157 37.8785848, -122.1802559 37.8782361)",Northwood Drive,,,
7856111,False,,residential,True,124.964,"LINESTRING (-122.1792109 37.8800707, -122.1796039 37.8799157, -122.1798143 37.879783, -122.1799704 37.879598, -122.1801353 37.8792815)",Northwood Drive,,,
7863015,False,,residential,False,182.128,"LINESTRING (-122.1792109 37.8800707, -122.180824 37.8802371, -122.1809044 37.8802376, -122.1809858 37.8802325, -122.1811514 37.8802081, -122.1812662 37.8801872)",Davis Road,,,
7863015,False,,residential,True,303.943,"LINESTRING (-122.1792109 37.8800707, -122.1789601 37.8800421, -122.1785208 37.8800456, -122.1777957 37.8802524, -122.1775554 37.8802281, -122.1772827 37.8801031, -122.1769925 37.8799469, -122.1769506 37.8798263, -122.1769398 37.8795219, -122.1768588 37.8793464, -122.1766123 37.8791985)",Davis Road,,,
7857562,False,,residential,False,147.738,"LINESTRING (-122.1748929 37.8748994, -122.1748231 37.8747957, -122.1746515 37.8746157, -122.1745737 37.8744273, -122.1745254 37.8742748, -122.1745013 37.8741266, -122.1745388 37.8740525, -122.1746354 37.8739975, -122.1748017 37.8739319, -122.1748553 37.8738683, -122.1748768 37.8737858)",Strang Court,,,
7869011,False,,residential,True,269.579,"LINESTRING (-122.1748929 37.8748994, -122.1751021 37.8750265, -122.1753462 37.8751514, -122.175567 37.8751958, -122.1758272 37.8751916, -122.1760525 37.8751048, -122.1763147 37.8749541, -122.1764361 37.8748782, -122.1766196 37.8748523, -122.1768562 37.8748952, -122.1771969 37.8750286, -122.1775786 37.8752152, -122.1776126 37.8752318)",Overhill Road,,,
7857562,False,,residential,True,147.738,"LINESTRING (-122.1748768 37.8737858, -122.1748553 37.8738683, -122.1748017 37.8739319, -122.1746354 37.8739975, -122.1745388 37.8740525, -122.1745013 37.8741266, -122.1745254 37.8742748, -122.1745737 37.8744273, -122.1746515 37.8746157, -122.1748231 37.8747957, -122.1748929 37.8748994)",Strang Court,,,
7861613,False,2,residential,False,50.372,"LINESTRING (-122.1851892 37.8746306, -122.1850799 37.8746205, -122.1850085 37.874595, -122.1849364 37.8745464, -122.1848814 37.8744776, -122.1848157 37.8743389)",Spring Road,,,
