osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,lanes,maxspeed
20577253,Swanson Street,residential,False,False,144.899,"LINESTRING (-80.926671 36.6581864, -80.9266073 36.6594885)",,,,
20578988,Martin Lane,residential,False,True,99.67,"LINESTRING (-80.926671 36.6581864, -80.9255537 36.6581949)",,,,
20577253,Swanson Street,residential,False,True,144.899,"LINESTRING (-80.9266073 36.6594885, -80.926671 36.6581864)",,,,
20579522,Calhoun Street,residential,False,False,25.316,"LINESTRING (-80.9266073 36.6594885, -80.9263376 36.6595594)",,,,
20579522,Calhoun Street,residential,False,True,88.297,"LINESTRING (-80.9266073 36.6594885, -80.9270531 36.6593635, -80.9275413 36.6592255)",,,,
20578996,North Main Street,primary,False,False,101.076,"LINESTRING (-80.9247892 36.661901, -80.9251736 36.6627561)",VA 89,,,
20577265,East Grayson Street,tertiary,False,False,96.366,"LINESTRING (-80.9247892 36.661901, -80.924247 36.6620518, -80.9240821 36.6620973, -80.9239538 36.6621327, -80.923768 36.6621839)",,,,
20579552,West Grayson Street,tertiary,False,True,110.723,"LINESTRING (-80.9247892 36.661901, -80.9253515 36.6617467, -80.9259637 36.6615787)",,,,
263295762,South Main Street,primary,False,True,103.276,"LINESTRING (-80.9247892 36.661901, -80.9246199 36.6615134, -80.9243965 36.6610273)",VA 89,,,
20577265,East Grayson Street,tertiary,False,False,89.78999999999999,"LINESTRING (-80.923768 36.6621839, -80.9236327 36.6622245, -80.9234389 36.6622826, -80.9228251 36.6624667)",,,,
20577265,East Grayson Street,tertiary,False,True,96.366,"LINESTRING (-80.923768 36.6621839, -80.9239538 36.6621327, -80.9240821 36.6620973, -80.924247 36.6620518, -80.9247892 36.661901)",,,,
20578930,Carroll Street,residential,False,True,103.311,"LINESTRING (-80.923768 36.6621839, -80.9235812 36.6617985, -80.9235434 36.6617064, -80.9233801 36.6613088)",,,,
20577265,East Grayson Street,tertiary,False,False,97.072,"LINESTRING (-80.9228251 36.6624667, -80.9223819 36.6626069, -80.9221665 36.6626751, -80.9221113 36.6626925, -80.9218127 36.662787)",,,,
20577265,East Grayson Street,tertiary,False,True,89.79,"LINESTRING (-80.9228251 36.6624667, -80.9234389 36.6622826, -80.9236327 36.6622245, -80.923768 36.6621839)",,,,
20579813,Depot Avenue,residential,False,False,98.836,"LINESTRING (-80.9228251 36.6624667, -80.9229354 36.6627233, -80.9230569 36.663006, -80.9231342 36.6631858, -80.9231829 36.663299, -80.9231863 36.663307)",,,,
20579813,Depot Avenue,residential,False,True,104.318,"LINESTRING (-80.9228251 36.6624667, -80.9227269 36.6622316, -80.9226652 36.6620837, -80.9224537 36.6615771)",,,,
20577266,South Railroad Avenue,tertiary,False,False,342.261,"LINESTRING (-80.9197005 36.6575373, -80.9197845 36.6577472, -80.9203166 36.6590767, -80.9203548 36.6591721, -80.9203852 36.659248, -80.9207488 36.6601412, -80.92082 36.6603161, -80.920881 36.660466)",,,,
20577266,South Railroad Avenue,tertiary,False,False,161.925,"LINESTRING (-80.920881 36.660466, -80.9210145 36.6607996, -80.9213267 36.6615793, -80.921436 36.6618525)",,,,
20577266,South Railroad Avenue,tertiary,False,True,342.26099999999997,"LINESTRING (-80.920881 36.660466, -80.92082 36.6603161, -80.9207488 36.6601412, -80.9203852 36.659248, -80.9203548 36.6591721, -80.9203166 36.6590767, -80.9197845 36.6577472, -80.9197005 36.6575373)",,,,
20578978,Bartlett Street,unclassified,False,False,212.847,"LINESTRING (-80.920881 36.660466, -80.9206149 36.6605443, -80.9195872 36.6608465, -80.9186419 36.6611277)",,,,
20578978,Bartlett Street,unclassified,False,True,94.044,"LINESTRING (-80.920881 36.660466, -80.9211651 36.6603916, -80.9214787 36.6603094, -80.9218832 36.6602034)",,,,
793906777,Railroad Avenue,tertiary,False,False,109.209,"LINESTRING (-80.921436 36.6618525, -80.9218127 36.662787)",,,,
20577266,South Railroad Avenue,tertiary,False,True,161.925,"LINESTRING (-80.921436 36.6618525, -80.9213267 36.6615793, -80.9210145 36.6607996, -80.920881 36.660466)",,,,
20578676,East Oldtown Street,unclassified,False,False,95.803,"LINESTRING (-80.921436 36.6618525, -80.9217186 36.661776, -80.9218746 36.6617338, -80.9219284 36.6617193, -80.9224537 36.6615771)",,,,
20578755,North Lafayette Street,tertiary,False,True,20.665,"LINESTRING (-80.9294684 36.6638414, -80.9293911 36.6636662)",,,,
20578755,North Lafayette Street,tertiary,False,False,54.802,"LINESTRING (-80.9294684 36.6638414, -80.9294908 36.6639814, -80.9295607 36.6643286)",,,,
20579241,Evergreen Street,residential,False,True,116.976,"LINESTRING (-80.9294684 36.6638414, -80.9291032 36.6641661, -80.9286164 36.6646408)",,,,
20577311,South Meadow Street,tertiary,False,False,110.70700000000001,"LINESTRING (-80.9190789 36.6625034, -80.9191679 36.6626974, -80.919371 36.6631404, -80.91948 36.6633781, -80.9195074 36.6634378)",,,,
"[20579311, 20577311]","['South Meadow Street', 'North Meadow Street']",tertiary,False,False,203.39299999999997,"LINESTRING (-80.9195074 36.6634378, -80.9196056 36.6636692, -80.9196256 36.6637183, -80.9197345 36.6639864, -80.9198392 36.6642443, -80.9199074 36.6644121, -80.9199315 36.6644666, -80.9201112 36.6648732, -80.9201357 36.6649287, -80.920242 36.6651693)",,,,
