osmid,oneway,highway,junction,reversed,length,geometry,name,access,lanes,maxspeed
16983156,False,residential,,True,14.639,"LINESTRING (-105.0527414 39.9408625, -105.0529131 39.9408613)",East 18th Avenue,,,
"[634904515, 634904518]",True,primary,,False,259.677,"LINESTRING (-105.0527414 39.9408625, -105.0527406 39.9425709, -105.0527428 39.9430667, -105.0527415 39.9431335, -105.0527428 39.9431978)",Sheridan Boulevard,,"['4', '2']",40 mph
16982284,False,residential,,False,63.604,"LINESTRING (-105.057918 39.94114, -105.057918 39.941712)",Cedar Street,,,
16982284,False,residential,,True,95.628,"LINESTRING (-105.057918 39.94114, -105.057918 39.94028)",Cedar Street,,,
16984215,False,residential,,False,83.299,"LINESTRING (-105.057913 39.936199, -105.0575365 39.9361998, -105.0574359 39.9362, -105.056936 39.936201)",East 13th Avenue,,,
16982284,False,residential,,False,84.732,"LINESTRING (-105.057908 39.938581, -105.057914 39.939343)",Cedar Street,,,
52243607,False,residential,,False,83.808,"LINESTRING (-105.057908 39.938581, -105.056925 39.938584)",East 14th Avenue,,,
16982284,False,residential,,False,104.19,"LINESTRING (-105.057914 39.939343, -105.057918 39.94028)",Cedar Street,,,
16982284,False,residential,,True,84.732,"LINESTRING (-105.057914 39.939343, -105.057908 39.938581)",Cedar Street,,,
16982284,False,residential,,False,61.824,"LINESTRING (-105.057918 39.941712, -105.057918 39.942268)",Cedar Street,,,
16982284,False,residential,,True,63.604,"LINESTRING (-105.057918 39.941712, -105.057918 39.94114)",Cedar Street,,,
16983156,False,residential,,False,84.073,"LINESTRING (-105.057918 39.941712, -105.057077 39.941711, -105.056933 39.941697)",East 18th Avenue,,,
16982284,False,residential,,True,61.824,"LINESTRING (-105.057918 39.942268, -105.057918 39.941712)",Cedar Street,,,
16982284,False,residential,,False,111.751,"LINESTRING (-105.057918 39.942268, -105.057934 39.9431747, -105.0579349 39.9432266, -105.0579342 39.9432729)",Cedar Street,,,
16982284,False,residential,,True,111.751,"LINESTRING (-105.0579342 39.9432729, -105.0579349 39.9432266, -105.057934 39.9431747, -105.057918 39.942268)",Cedar Street,,,
"[629728808, 629728806]",False,secondary,,True,87.185,"LINESTRING (-105.0579342 39.9432729, -105.0578349 39.9432643, -105.0574662 39.9432462, -105.0574265 39.9432444, -105.0569139 39.9432206)",West 136th Avenue,,"['3', '2']",35 mph
16982505,False,residential,,False,264.867,"LINESTRING (-105.055944 39.936203, -105.055942 39.938585)",Dexter Street,,,
16984215,False,residential,,False,84.152,"LINESTRING (-105.055944 39.936203, -105.054957 39.936203)",East 13th Avenue,,,
16984215,False,residential,,True,84.578,"LINESTRING (-105.055944 39.936203, -105.0565723 39.9362017, -105.056936 39.936201)",East 13th Avenue,,,
16982505,False,residential,,False,315.683,"LINESTRING (-105.055942 39.938585, -105.055946 39.941424)",Dexter Street,,,
16982505,False,residential,,True,264.867,"LINESTRING (-105.055942 39.938585, -105.055944 39.936203)",Dexter Street,,,
52243607,False,residential,,True,83.808,"LINESTRING (-105.055942 39.938585, -105.056925 39.938584)",East 14th Avenue,,,
52243607,False,residential,,False,84.151,"LINESTRING (-105.055942 39.938585, -105.05557 39.938588, -105.054955 39.938585)",East 14th Avenue,,,
16982505,False,residential,,True,315.683,"LINESTRING (-105.055946 39.941424, -105.055942 39.938585)",Dexter Street,,,
16983156,False,residential,,False,90.351,"LINESTRING (-105.055946 39.941424, -105.054957 39.941132)",East 18th Avenue,,,
16982505,False,residential,,False,198.916,"LINESTRING (-105.055946 39.941424, -105.05595 39.941563, -105.055946 39.94199, -105.055957 39.94295, -105.0559607 39.9431052, -105.0559629 39.9431605, -105.0559662 39.9432127)",Dexter Street,,,
16983156,False,residential,,True,89.527,"LINESTRING (-105.055946 39.941424, -105.056826 39.941678, -105.056933 39.941697)",East 18th Avenue,,,
16982505,False,residential,,True,198.91600000000003,"LINESTRING (-105.0559662 39.9432127, -105.0559629 39.9431605, -105.0559607 39.9431052, -105.055957 39.94295, -105.055946 39.94199, -105.05595 39.941563, -105.055946 39.941424)",Dexter Street,,,
"[629728800, 629728797]",False,secondary,,True,84.689,"LINESTRING (-105.0559662 39.9432127, -105.0554549 39.9432048, -105.054973 39.9431974)",West 136th Avenue,,"['3', '2']",35 mph
629728803,False,secondary,,False,80.805,"LINESTRING (-105.0559662 39.9432127, -105.0566018 39.9432139, -105.0566479 39.943214, -105.0569139 39.9432206)",West 136th Avenue,,3,35 mph
629728768,False,secondary,,True,13.574,"LINESTRING (-105.0498022 39.9432003, -105.049643 39.9432023)",West 136th Avenue,,3,35 mph
"[629728768, 629728772, 629728774, 629728777, 629728779]",False,secondary,,False,250.695,"LINESTRING (-105.0498022 39.9432003, -105.0503026 39.9431984, -105.0510153 39.9431958, -105.0513956 39.9431929, -105.0518281 39.9431948, -105.0526073 39.9431982, -105.0527428 39.9431978)",West 136th Avenue,,"['4', '3', '2']",35 mph
629728768,False,secondary,,False,13.574,"LINESTRING (-105.049643 39.9432023, -105.0498022 39.9432003)",West 136th Avenue,,3,35 mph
16982572,True,residential,,False,95.09899999999999,"LINESTRING (-105.049643 39.9432023, -105.0496448 39.9432806, -105.0496484 39.9434339, -105.0496508 39.9437516, -105.0496532 39.9440575)",Xavier Lane,yes,,
16982701,False,residential,,False,90.578,"LINESTRING (-105.053646 39.944601, -105.0536663 39.9445492, -105.053734 39.944376, -105.053758 39.944265, -105.053775 39.943798)",Meadowbrook Court,,,
264042778,False,residential,,False,58.996,"LINESTRING (-105.053646 39.944601, -105.053509 39.944577, -105.0530859 39.9445594, -105.0529583 39.9445541)",Meadowbrook Drive,,,
16982701,False,residential,,True,90.578,"LINESTRING (-105.053775 39.943798, -105.053758 39.944265, -105.053734 39.944376, -105.0536663 39.9445492, -105.053646 39.944601)",Meadowbrook Court,,,
16982751,False,residential,,False,264.867,"LINESTRING (-105.054957 39.936203, -105.054955 39.938585)",Dover Street,,,
16984215,False,residential,,False,79.55,"LINESTRING (-105.054957 39.936203, -105.054024 39.936197)",East 13th Avenue,,,
16984215,False,residential,,True,84.152,"LINESTRING (-105.054957 39.936203, -105.055944 39.936203)",East 13th Avenue,,,
16982751,False,residential,,False,283.214,"LINESTRING (-105.054955 39.938585, -105.054957 39.941132)",Dover Street,,,
16982751,False,residential,,True,264.867,"LINESTRING (-105.054955 39.938585, -105.054957 39.936203)",Dover Street,,,
52243607,False,residential,,False,79.375,"LINESTRING (-105.054955 39.938585, -105.054024 39.938583)",East 14th Avenue,,,
52243607,False,residential,,True,84.151,"LINESTRING (-105.054955 39.938585, -105.05557 39.938588, -105.055942 39.938585)",East 14th Avenue,,,
16982751,False,residential,,True,283.214,"LINESTRING (-105.054957 39.941132, -105.054955 39.938585)",Dover Street,,,
16983156,False,residential,,True,90.351,"LINESTRING (-105.054957 39.941132, -105.055946 39.941424)",East 18th Avenue,,,
16982751,False,residential,,False,229.666,"LINESTRING (-105.054957 39.941132, -105.0549716 39.9430982, -105.0549727 39.9431528, -105.054973 39.9431974)",Dover Street,,,
16983156,False,residential,,False,85.091,"LINESTRING (-105.054957 39.941132, -105.054157 39.940896, -105.054022 39.940865)",East 18th Avenue,,,
16982751,False,residential,,True,229.666,"LINESTRING (-105.054973 39.9431974, -105.0549727 39.9431528, -105.0549716 39.9430982, -105.054957 39.941132)",Dover Street,,,
"[629728794, 629728791]",False,secondary,,True,80.486,"LINESTRING (-105.054973 39.9431974, -105.0543339 39.9431974, -105.0540289 39.9431974)",West 136th Avenue,,"['3', '2']",35 mph
"[629728800, 629728797]",False,secondary,,False,84.689,"LINESTRING (-105.054973 39.9431974, -105.0554549 39.9432048, -105.0559662 39.9432127)",West 136th Avenue,,"['3', '2']",35 mph
16982970,False,residential,,False,265.311,"LINESTRING (-105.054024 39.936197, -105.054024 39.938583)",Elmwood Street,,,
16984215,False,residential,,True,79.55,"LINESTRING (-105.054024 39.936197, -105.054957 39.936203)",East 13th Avenue,,,
16984215,False,residential,,False,75.229,"LINESTRING (-105.054024 39.936197, -105.053614 39.936195, -105.0531418 39.9362039)",East 13th Avenue,,,
16982970,False,residential,,False,253.747,"LINESTRING (-105.054024 39.938583, -105.054022 39.940865)",Elmwood Street,,,
16982970,False,residential,,True,265.311,"LINESTRING (-105.054024 39.938583, -105.054024 39.936197)",Elmwood Street,,,
52243607,False,residential,,False,78.429,"LINESTRING (-105.054024 39.938583, -105.0531041 39.9385866)",East 14th Avenue,,,
52243607,False,residential,,True,79.375,"LINESTRING (-105.054024 39.938583, -105.054955 39.938585)",East 14th Avenue,,,
16982970,False,residential,,True,253.747,"LINESTRING (-105.054022 39.940865, -105.054024 39.938583)",Elmwood Street,,,
16982970,False,residential,,False,259.35299999999995,"LINESTRING (-105.054022 39.940865, -105.054028 39.9430894, -105.0540287 39.9431451, -105.0540289 39.9431974)",Elmwood Street,,,
16983156,False,residential,,False,78.98,"LINESTRING (-105.054022 39.940865, -105.053971 39.940859, -105.0530962 39.9408609)",East 18th Avenue,,,
16983156,False,residential,,True,85.091,"LINESTRING (-105.054022 39.940865, -105.054157 39.940896, -105.054957 39.941132)",East 18th Avenue,,,
16982970,False,residential,,True,259.353,"LINESTRING (-105.0540289 39.9431974, -105.0540287 39.9431451, -105.054028 39.9430894, -105.054022 39.940865)",Elmwood Street,,,
"[629728788, 629728783]",False,secondary,,True,95.859,"LINESTRING (-105.0540289 39.9431974, -105.0535767 39.9431964, -105.0530815 39.9431953, -105.0529045 39.9431974)",West 136th Avenue,,"['4', '5']",35 mph
"[629728794, 629728791]",False,secondary,,False,80.486,"LINESTRING (-105.0540289 39.9431974, -105.0543339 39.9431974, -105.054973 39.9431974)",West 136th Avenue,,"['3', '2']",35 mph
16984386,False,residential,,True,346.151,"LINESTRING (-105.056933 39.941697, -105.056925 39.938584)",Cottonwood Street,,,
16983156,False,residential,,False,89.527,"LINESTRING (-105.056933 39.941697, -105.056826 39.941678, -105.055946 39.941424)",East 18th Avenue,,,
16983156,False,residential,,True,84.073,"LINESTRING (-105.056933 39.941697, -105.057077 39.941711, -105.057918 39.941712)",East 18th Avenue,,,
16984386,False,residential,,False,169.42499999999998,"LINESTRING (-105.056933 39.941697, -105.0569147 39.9431184, -105.0569145 39.943171, -105.0569139 39.9432206)",Cottonwood Street,,,
16984386,False,residential,,False,346.151,"LINESTRING (-105.056925 39.938584, -105.056933 39.941697)",Cottonwood Street,,,
52243607,False,residential,,False,83.808,"LINESTRING (-105.056925 39.938584, -105.055942 39.938585)",East 14th Avenue,,,
52243607,False,residential,,True,83.808,"LINESTRING (-105.056925 39.938584, -105.057908 39.938581)",East 14th Avenue,,,
93836476,False,residential,,False,60.797,"LINESTRING (-105.056925 39.938584, -105.0569343 39.9382151, -105.0570497 39.9380609)",,,,
16984215,False,residential,,False,84.578,"LINESTRING (-105.056936 39.936201, -105.0565723 39.9362017, -105.055944 39.936203)",East 13th Avenue,,,
16984215,False,residential,,True,83.299,"LINESTRING (-105.056936 39.936201, -105.0574359 39.9362, -105.0575365 39.9361998, -105.057913 39.936199)",East 13th Avenue,,,
16984386,False,residential,,True,169.425,"LINESTRING (-105.0569139 39.9432206, -105.0569145 39.943171, -105.0569147 39.9431184, -105.056933 39.941697)",Cottonwood Street,,,
629728803,False,secondary,,True,80.805,"LINESTRING (-105.0569139 39.9432206, -105.0566479 39.943214, -105.0566018 39.9432139, -105.0559662 39.9432127)",West 136th Avenue,,3,35 mph
"[629728808, 629728806]",False,secondary,,False,87.185,"LINESTRING (-105.0569139 39.9432206, -105.0574265 39.9432444, -105.0574662 39.9432462, -105.0578349 39.9432643, -105.0579342 39.9432729)",West 136th Avenue,,"['3', '2']",35 mph
16983156,False,residential,,False,14.639,"LINESTRING (-105.0529131 39.9408613, -105.0527414 39.9408625)",East 18th Avenue,,,
16983156,False,residential,,True,15.61,"LINESTRING (-105.0529131 39.9408613, -105.0530962 39.9408609)",East 18th Avenue,,,
634904502,True,primary,,False,252.847,"LINESTRING (-105.0529131 39.9408613, -105.0529094 39.9385874)",Sheridan Boulevard,,2,40 mph
742086784,False,residential,,False,13.643,"LINESTRING (-105.0529094 39.9385874, -105.0527494 39.9385896)",East 14th Avenue,,,
742086784,False,residential,,True,16.6,"LINESTRING (-105.0529094 39.9385874, -105.0531041 39.9385866)",East 14th Avenue,,,
"[634904499, 634904502]",True,primary,,False,264.077,"LINESTRING (-105.0529094 39.9385874, -105.0529045 39.9369918, -105.0529045 39.9367817, -105.0529038 39.9362125)",Sheridan Boulevard,,"['3', '2']",40 mph
16984215,False,residential,,False,13.779,"LINESTRING (-105.0529038 39.9362125, -105.0527422 39.936214)",East 13th Avenue,,,
16984215,False,residential,,True,20.314,"LINESTRING (-105.0529038 39.9362125, -105.0531418 39.9362039)",East 13th Avenue,,,
264042778,False,residential,,False,13.862,"LINESTRING (-105.0529583 39.9445541, -105.0527957 39.9445541)",Meadowbrook Drive,,,
"[427781763, 41889637]",True,primary,,False,151.016,"LINESTRING (-105.0529583 39.9445541, -105.0529255 39.9442503, -105.0529066 39.9439366, -105.0529025 39.9437288, -105.0529063 39.943317, -105.0529057 39.9432749, -105.0529045 39.9431974)",Sheridan Boulevard,,"['4', '3']",40 mph
264042778,False,residential,,True,58.995999999999995,"LINESTRING (-105.0529583 39.9445541, -105.0530859 39.9445594, -105.053509 39.944577, -105.053646 39.944601)",Meadowbrook Drive,,,
45844263,False,residential,,False,301.27900000000005,"LINESTRING (-105.049227 39.9360978, -105.0493222 39.9361246, -105.0496066 39.9361873, -105.0497983 39.9361986, -105.0509235 39.9362027, -105.0517255 39.936212, -105.0521332 39.9362161, -105.0525932 39.936214, -105.0527422 39.936214)",Broomfield County Commons Drive,,,
293116015,True,residential,roundabout,False,65.929,"LINESTRING (-105.049227 39.9360978, -105.0492415 39.936022, -105.0492263 39.9359661, -105.0491897 39.9359164, -105.0491353 39.9358774, -105.0490681 39.9358528, -105.0489944 39.935845, -105.0489202 39.9358547, -105.0488534 39.9358814, -105.0488004 39.9359224, -105.0487663 39.9359738)",,,1,
93836476,False,residential,,True,60.797,"LINESTRING (-105.0570497 39.9380609, -105.0569343 39.9382151, -105.056925 39.938584)",,,,
293116015,True,residential,roundabout,False,64.146,"LINESTRING (-105.0487663 39.9359738, -105.0487542 39.9360332, -105.0487674 39.9360925, -105.0488045 39.9361455, -105.0488616 39.9361868, -105.0489328 39.936212, -105.0490107 39.9362186, -105.0490858 39.9362063, -105.0491522 39.9361767, -105.0492033 39.9361327, -105.049227 39.9360978)",,,1,
629728781,False,secondary,,False,13.785,"LINESTRING (-105.0527428 39.9431978, -105.0529045 39.9431974)",West 136th Avenue,,4,35 mph
"[629728768, 629728772, 629728774, 629728777, 629728779]",False,secondary,,True,250.69500000000002,"LINESTRING (-105.0527428 39.9431978, -105.0526073 39.9431982, -105.0518281 39.9431948, -105.0513956 39.9431929, -105.0510153 39.9431958, -105.0503026 39.9431984, -105.0498022 39.9432003)",West 136th Avenue,,"['4', '3', '2']",35 mph
"[16981368, 634904522, 427781748]",True,primary,,False,150.916,"LINESTRING (-105.0527428 39.9431978, -105.0527426 39.9432727, -105.0527433 39.9433176, -105.05275 39.9437304, -105.0527586 39.943941, -105.0527669 39.944205, -105.0527957 39.9445541)",Sheridan Boulevard,,"['3', '2']",40 mph
16984215,False,residential,,False,20.314,"LINESTRING (-105.0531418 39.9362039, -105.0529038 39.9362125)",East 13th Avenue,,,
16984215,False,residential,,True,75.229,"LINESTRING (-105.0531418 39.9362039, -105.053614 39.936195, -105.054024 39.936197)",East 13th Avenue,,,
52243607,False,residential,,True,78.429,"LINESTRING (-105.0531041 39.9385866, -105.054024 39.938583)",East 14th Avenue,,,
742086784,False,residential,,False,16.6,"LINESTRING (-105.0531041 39.9385866, -105.0529094 39.9385874)",East 14th Avenue,,,
742086785,True,residential,,False,264.964,"LINESTRING (-105.0531041 39.9385866, -105.0531418 39.9362039)",,,,
16983156,False,residential,,False,15.61,"LINESTRING (-105.0530962 39.9408609, -105.0529131 39.9408613)",East 18th Avenue,,,
818408131,True,residential,,False,252.892,"LINESTRING (-105.0530962 39.9408609, -105.0531041 39.9385866)",,,,
16983156,False,residential,,True,78.98,"LINESTRING (-105.0530962 39.9408609, -105.053971 39.940859, -105.054022 39.940865)",East 18th Avenue,,,
627012039,False,residential,,True,237.358,"LINESTRING (-105.0530962 39.9408609, -105.0530827 39.942966, -105.0530574 39.9429882)",,,,
627012039,False,residential,,False,237.358,"LINESTRING (-105.0530574 39.9429882, -105.0530827 39.942966, -105.0530962 39.9408609)",,,,
