osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,ref
15980432,East Market Street,residential,False,False,98.674,"LINESTRING (-95.2279924 41.0053705, -95.2291683 41.0053728)",,,,
15980432,East Market Street,residential,False,True,101.55,"LINESTRING (-95.2279924 41.0053705, -95.227584 41.0053767, -95.2267824 41.0053674)",,,,
649918149,North 4th Street,residential,False,False,95.934,"LINESTRING (-95.2279924 41.0053705, -95.2279837 41.0057931, -95.2279713 41.0062331)",,,,
1176675133,East Nuckols Street,residential,False,True,99.514,"LINESTRING (-95.2243729 41.0062201, -95.223187 41.006213)",,,,
15974540,North 7th Street,residential,False,False,94.072,"LINESTRING (-95.2243729 41.0062201, -95.2243722 41.006635, -95.22437 41.0070661)",,,,
"[1176675131, 1176675132, 1176675133]",East Nuckols Street,residential,False,False,100.87299999999999,"LINESTRING (-95.2243729 41.0062201, -95.2246614 41.006218, -95.2250324 41.006219, -95.225575 41.0062204)",yes,,,
15978624,East Grimes Street,residential,False,True,99.529,"LINESTRING (-95.22437 41.0070661, -95.223184 41.007079)",,,,
15974540,North 7th Street,residential,False,False,101.9,"LINESTRING (-95.22437 41.0070661, -95.2243678 41.0075092, -95.2243655 41.0079825)",,,,
15974540,North 7th Street,residential,False,True,94.072,"LINESTRING (-95.22437 41.0070661, -95.2243722 41.006635, -95.2243729 41.0062201)",,,,
"[15978624, 15979142]","['North 6th Street', 'East Grimes Street']",residential,False,False,207.071,"LINESTRING (-95.22437 41.0070661, -95.2256003 41.0070523, -95.225598 41.0075127, -95.2255957 41.007986)",,,,
15979129,East Washington Avenue,residential,False,False,103.227,"LINESTRING (-95.2243655 41.0079825, -95.2255957 41.007986)",,,,
15974540,North 7th Street,residential,False,False,101.422,"LINESTRING (-95.2243655 41.0079825, -95.224363 41.008481, -95.2243609 41.0088946)",,,,
15974540,North 7th Street,residential,False,True,101.9,"LINESTRING (-95.2243655 41.0079825, -95.2243678 41.0075092, -95.22437 41.0070661)",,,,
15979129,East Washington Avenue,residential,False,True,99.979,"LINESTRING (-95.2243655 41.0079825, -95.2236632 41.0079805, -95.223174 41.0079791)",,,,
15978472,East Coolbaugh Street,residential,True,False,100.934,"LINESTRING (-95.2243609 41.0088946, -95.223158 41.0088911)",,20 mph,,
15974540,North 7th Street,residential,False,False,90.458,"LINESTRING (-95.2243609 41.0088946, -95.2243589 41.0092933, -95.2243569 41.0097081)",,,,
15974540,North 7th Street,residential,False,True,101.422,"LINESTRING (-95.2243609 41.0088946, -95.224363 41.008481, -95.2243655 41.0079825)",,,,
15980204,East Reed Street,residential,True,False,103.224,"LINESTRING (-95.2243569 41.0097081, -95.2255871 41.0097116)",,,,
15974540,North 7th Street,residential,False,False,91.4,"LINESTRING (-95.2243569 41.0097081, -95.2243547 41.0101303, -95.2243648 41.01053)",,,,
15974540,North 7th Street,residential,False,True,90.458,"LINESTRING (-95.2243569 41.0097081, -95.2243589 41.0092933, -95.2243609 41.0088946)",,,,
15979846,East Hammond Street,residential,False,False,102.215,"LINESTRING (-95.2243648 41.01053, -95.225583 41.0105307)",,,,
15974540,North 7th Street,residential,False,False,92.908,"LINESTRING (-95.2243648 41.01053, -95.2243727 41.0109585, -95.2243607 41.0113654)",,,,
15974540,North 7th Street,residential,False,True,91.4,"LINESTRING (-95.2243648 41.01053, -95.2243547 41.0101303, -95.2243569 41.0097081)",,,,
