osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,access
"[382176843, 1083087052, 489009270, 382176847]","['3', '2']",MO B,Natural Bridge Road,secondary,False,True,497.06700000000006,"LINESTRING (-90.4267402 38.7565755, -90.4267009 38.7565713, -90.426445 38.7565439, -90.4261237 38.7565095, -90.4258036 38.7564752, -90.4252993 38.7564212, -90.4250796 38.7563977, -90.4249234 38.7563809, -90.4247824 38.7563658, -90.4246933 38.7563563, -90.4244102 38.7563272, -90.4240025 38.7562852, -90.4239415 38.7562789, -90.4230166 38.7561837, -90.422816 38.7561631, -90.4227749 38.7561589, -90.4220369 38.7560829, -90.4214718 38.7560263, -90.4214532 38.7560252, -90.4211127 38.7559914, -90.4210581 38.755985)",
382371132,3,,Gallatin Lane,residential,False,False,71.637,"LINESTRING (-90.4267402 38.7565755, -90.4267107 38.7568093, -90.4267316 38.7569114, -90.4267693 38.757002, -90.4268135 38.7570524, -90.4268632 38.7570999, -90.4269286 38.757172)",
18693545,2,,Gallatin Lane,residential,False,False,329.2749999999999,"LINESTRING (-90.4269286 38.757172, -90.4271884 38.7574213, -90.4275455 38.757761, -90.4278067 38.7579881, -90.4281042 38.7582581, -90.4281764 38.7583408, -90.4282282 38.7584372, -90.4282538 38.7585023, -90.4282756 38.7585589, -90.4282806 38.758617, -90.428274 38.7587106, -90.4282581 38.7587898, -90.4282304 38.7588516, -90.4282073 38.7589033, -90.4281217 38.7589901, -90.4280071 38.7590747, -90.427874 38.759152, -90.4273189 38.7593893)",
18704556,2,,Carrollton Drive,residential,False,False,309.9190000000001,"LINESTRING (-90.4269286 38.757172, -90.4261231 38.7576741, -90.4260547 38.7577168, -90.425979 38.7577947, -90.4259121 38.7578908, -90.425814 38.7581035, -90.4257399 38.7581913, -90.4256546 38.7582522, -90.425531 38.7583174, -90.4254027 38.758352, -90.4252447 38.7583699, -90.4250956 38.758354, -90.4243765 38.7582754, -90.4242477 38.7582806, -90.4241969 38.7582958, -90.4241511 38.7583168, -90.4240806 38.7583626)",
382371132,3,,Gallatin Lane,residential,False,True,71.637,"LINESTRING (-90.4269286 38.757172, -90.4268632 38.7570999, -90.4268135 38.7570524, -90.4267693 38.757002, -90.4267316 38.7569114, -90.4267107 38.7568093, -90.4267402 38.7565755)",
18693545,2,,Gallatin Lane,residential,False,False,188.6,"LINESTRING (-90.4273189 38.7593893, -90.4254361 38.7602386)",
18693545,2,,Gallatin Lane,residential,False,True,329.275,"LINESTRING (-90.4273189 38.7593893, -90.427874 38.759152, -90.4280071 38.7590747, -90.4281217 38.7589901, -90.4282073 38.7589033, -90.4282304 38.7588516, -90.4282581 38.7587898, -90.428274 38.7587106, -90.4282806 38.758617, -90.4282756 38.7585589, -90.4282538 38.7585023, -90.4282282 38.7584372, -90.4281764 38.7583408, -90.4281042 38.7582581, -90.4278067 38.7579881, -90.4275455 38.757761, -90.4271884 38.7574213, -90.4269286 38.757172)",
18711517,2,,Cameo Drive,residential,False,False,247.882,"LINESTRING (-90.4273189 38.7593893, -90.4271176 38.7591246, -90.4270864 38.7591034, -90.4270438 38.7590848, -90.4269596 38.7590555, -90.4268648 38.7590382, -90.4262379 38.7589761, -90.4261842 38.7589718, -90.4261288 38.7589827, -90.4260251 38.7590234, -90.4248783 38.7595413)",
18693545,2,,Gallatin Lane,residential,False,False,85.565,"LINESTRING (-90.4254361 38.7602386, -90.4245743 38.7606135)",
18693545,2,,Gallatin Lane,residential,False,True,188.6,"LINESTRING (-90.4254361 38.7602386, -90.4273189 38.7593893)",
