osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed
397316203,6,14th Street Northwest,primary,False,False,92.195,"LINESTRING (-77.0319581 38.8946307, -77.0319528 38.8953513, -77.0319501 38.8954598)",,
"[535718850, 45838763, 535718852]",7,14th Street Northwest,primary,False,True,281.53299999999996,"LINESTRING (-77.0319581 38.8946307, -77.0319577 38.8945778, -77.0319545 38.8944384, -77.0319602 38.8933263, -77.031956 38.8932072, -77.0319606 38.8922517, -77.0319604 38.8920989)",,
347003328,4,F Street Northwest,secondary,False,False,144.481,"LINESTRING (-77.0319541 38.89736, -77.0321157 38.8973613, -77.0334857 38.8973577, -77.0336236 38.8973575)",,
"[397316176, 397316171, 397316180]","['7', '6']",14th Street Northwest,primary,False,True,136.29399999999998,"LINESTRING (-77.0319541 38.89736, -77.0319519 38.8972422, -77.0319533 38.896968, -77.0319537 38.8966604, -77.0319541 38.8963892, -77.0319535 38.8962557, -77.0319537 38.8961343)",,
"[397316186, 397316195]","['7', '6']",14th Street Northwest,primary,False,False,107.134,"LINESTRING (-77.0319541 38.89736, -77.0319571 38.8974868, -77.0319501 38.8978262, -77.0319548 38.8982214, -77.0319545 38.8983234)",,
"[397316186, 397316195]","['7', '6']",14th Street Northwest,primary,False,True,107.134,"LINESTRING (-77.0319545 38.8983234, -77.0319548 38.8982214, -77.0319501 38.8978262, -77.0319571 38.8974868, -77.0319541 38.89736)",,
397316204,7,14th Street Northwest,primary,False,False,114.862,"LINESTRING (-77.0319545 38.8983234, -77.0319554 38.8984532, -77.0319459 38.8992624, -77.0319494 38.8993563)",,
421290235,2,G Street Northwest,tertiary,False,False,144.62800000000001,"LINESTRING (-77.0319545 38.8983234, -77.0321361 38.8983254, -77.0332042 38.8983218, -77.0334804 38.8983222, -77.0336257 38.8983204)",,
421258869,6,14th Street Northwest,primary,False,True,8.852,"LINESTRING (-77.0319504 38.8994359, -77.0319494 38.8993563)",,
421258870,2,New York Avenue Northwest,secondary,True,False,161.953,"LINESTRING (-77.0319504 38.8994359, -77.0321436 38.899377, -77.0326024 38.8992187, -77.0332939 38.8989726, -77.0334732 38.8989138, -77.0336269 38.8988057)",,
6062397,2,Virginia Avenue Northwest,primary,True,False,108.21899999999998,"LINESTRING (-77.0407039 38.8921072, -77.0410696 38.8923056, -77.041519 38.8925291, -77.0415475 38.8925432, -77.0415943 38.8925665, -77.0417582 38.8926281)",,
"[468434116, 423608853]",8,Constitution Avenue Northwest,trunk,False,False,106.193,"LINESTRING (-77.0407039 38.8921072, -77.0404132 38.8921059, -77.0396149 38.8921062, -77.0394769 38.8921049)",US 50,25 mph
"[1008299672, 423607087]","['7', '8']",Constitution Avenue Northwest,trunk,False,True,89.507,"LINESTRING (-77.0407039 38.8921072, -77.040922 38.8921068, -77.0410648 38.8921065, -77.0417381 38.8921074)",US 50,25 mph
6054252,1,C Street Northwest,tertiary,True,False,196.845,"LINESTRING (-77.0394724 38.8935512, -77.0395923 38.8935501, -77.0408218 38.893549, -77.0416058 38.8935489, -77.041746 38.8935366)",,
923370378,4,17th Street Northwest,primary,False,False,88.166,"LINESTRING (-77.0394724 38.8935512, -77.0394731 38.8942578, -77.0394729 38.8943441)",,
"[923370378, 6055551]",4,17th Street Northwest,primary,False,True,160.824,"LINESTRING (-77.0394724 38.8935512, -77.0394719 38.8934787, -77.0394717 38.8933751, -77.0394724 38.8928611, -77.0394778 38.8923483, -77.0394783 38.8922629, -77.0394769 38.8921049)",,
1049303874,4,18th Street Northwest,secondary,True,False,90.321,"LINESTRING (-77.041746 38.8935366, -77.0417396 38.8936143, -77.0417362 38.8942792, -77.0417278 38.8943484)",,
6055389,,D Street Northwest,residential,True,False,99.89,"LINESTRING (-77.0308039 38.8946255, -77.0308926 38.8946258, -77.0317682 38.89463, -77.0319581 38.8946307)",,
397303090,5,15th Street Northwest,secondary,False,True,53.964,"LINESTRING (-77.0336257 38.8983204, -77.0336247 38.8986608, -77.0336269 38.8988057)",,
397303092,5,15th Street Northwest,secondary,False,False,107.07199999999999,"LINESTRING (-77.0336257 38.8983204, -77.033628 38.8982197, -77.0336236 38.8974823, -77.0336236 38.8973575)",,
421290235,2,G Street Northwest,tertiary,False,True,144.62800000000001,"LINESTRING (-77.0336257 38.8983204, -77.0334804 38.8983222, -77.0332042 38.8983218, -77.0321361 38.8983254, -77.0319545 38.8983234)",,
537114618,5,17th Street Northwest,primary,False,False,54.754000000000005,"LINESTRING (-77.0394603 38.8983238, -77.0394581 38.8986556, -77.0394602 38.8988162)",,
537114618,5,17th Street Northwest,primary,False,True,107.053,"LINESTRING (-77.0394603 38.8983238, -77.0394604 38.8982899, -77.0394612 38.897967, -77.0394638 38.8979219, -77.0394649 38.8973611)",,
543712321,1,G Street Northwest,tertiary,True,False,195.163,"LINESTRING (-77.0394603 38.8983238, -77.039599 38.8983234, -77.0415913 38.8983266, -77.0417155 38.898327)",,
126303362,5,15th Street Northwest,secondary,False,False,95.37299999999999,"LINESTRING (-77.0336193 38.8964126, -77.0336191 38.8962913, -77.033622 38.8956851, -77.0336226 38.8955549)",,
130802371,5,15th Street Northwest,secondary,False,True,105.071,"LINESTRING (-77.0336193 38.8964126, -77.0336177 38.8965393, -77.033624 38.8972239, -77.0336236 38.8973575)",,
130802371,5,15th Street Northwest,secondary,False,False,105.071,"LINESTRING (-77.0336236 38.8973575, -77.033624 38.8972239, -77.0336177 38.8965393, -77.0336193 38.8964126)",,
347003328,4,F Street Northwest,secondary,False,True,144.481,"LINESTRING (-77.0336236 38.8973575, -77.0334857 38.8973577, -77.0321157 38.8973613, -77.0319541 38.89736)",,
397303092,5,15th Street Northwest,secondary,False,True,107.07199999999999,"LINESTRING (-77.0336236 38.8973575, -77.0336236 38.8974823, -77.033628 38.8982197, -77.0336257 38.8983204)",,
6055383,,D Street Northwest,residential,False,True,195.14800000000002,"LINESTRING (-77.0394729 38.8943441, -77.039586 38.8943438, -77.0416167 38.8943488, -77.0417278 38.8943484)",,
923370378,4,17th Street Northwest,primary,False,False,118.43499999999999,"LINESTRING (-77.0394729 38.8943441, -77.0394724 38.8944156, -77.0394724 38.8945222, -77.0394724 38.8952273, -77.0394721 38.8953104, -77.0394705 38.8954092)",,
923370378,4,17th Street Northwest,primary,False,True,88.166,"LINESTRING (-77.0394729 38.8943441, -77.0394731 38.8942578, -77.0394724 38.8935512)",,
6055383,,D Street Northwest,residential,False,False,195.14800000000002,"LINESTRING (-77.0417278 38.8943484, -77.0416167 38.8943488, -77.039586 38.8943438, -77.0394729 38.8943441)",,
130889755,4,18th Street Northwest,secondary,True,False,117.43499999999999,"LINESTRING (-77.0417278 38.8943484, -77.0417239 38.8944084, -77.0417148 38.8950165, -77.0417133 38.8952994, -77.0417128 38.8954044)",,
26707982,3,New York Avenue Northwest,primary,True,False,54.298,"LINESTRING (-77.0394673 38.8964164, -77.0396113 38.896421, -77.0400091 38.8964206, -77.0400945 38.8964172)",,
"[923370378, 468434115]","['4', '5']",17th Street Northwest,primary,False,True,111.998,"LINESTRING (-77.0394673 38.8964164, -77.039465 38.8963092, -77.0394659 38.896022, -77.0394694 38.8955164, -77.0394705 38.8954092)",,
537114618,5,17th Street Northwest,primary,False,False,56.499,"LINESTRING (-77.0394673 38.8964164, -77.0394673 38.8965085, -77.0394639 38.8969245)",,
537114618,5,17th Street Northwest,primary,False,False,107.053,"LINESTRING (-77.0394649 38.8973611, -77.0394638 38.8979219, -77.0394612 38.897967, -77.0394604 38.8982899, -77.0394603 38.8983238)",,
537114618,5,17th Street Northwest,primary,False,True,48.548,"LINESTRING (-77.0394649 38.8973611, -77.0394644 38.8972808, -77.0394652 38.8972306, -77.0394639 38.8969245)",,
130889756,4,18th Street Northwest,secondary,True,False,152.516,"LINESTRING (-77.0417107 38.8959887, -77.0417098 38.8961119, -77.0417083 38.8963315, -77.0417083 38.8965008, -77.0417088 38.8966228, -77.0417091 38.8968895, -77.0417098 38.8972728, -77.0417106 38.8973603)",,
"[469154546, 130285119]",3,E Street Northwest,primary,True,False,194.07999999999998,"LINESTRING (-77.0417128 38.8954044, -77.0415974 38.895401, -77.0414127 38.8954075, -77.0410915 38.8954072, -77.0404324 38.8954062, -77.039967 38.8954093, -77.0395862 38.8954079, -77.0394705 38.8954092)",,
130889756,4,18th Street Northwest,secondary,True,False,64.972,"LINESTRING (-77.0417128 38.8954044, -77.041713 38.8955154, -77.0417112 38.8958953, -77.0417107 38.8959887)",,
130285133,4,New York Avenue Northwest,primary,True,False,148.116,"LINESTRING (-77.0400945 38.8964172, -77.040981 38.8961627, -77.0412483 38.8960905, -77.0414842 38.8960227, -77.0415421 38.8960061, -77.0415825 38.8959991, -77.0416079 38.8959947, -77.0417107 38.8959887)",,
130889756,4,18th Street Northwest,secondary,True,False,107.49499999999999,"LINESTRING (-77.0417106 38.8973603, -77.0417095 38.8974454, -77.0417137 38.8982607, -77.0417149 38.8982943, -77.0417155 38.898327)",,
543712269,2,F Street Northwest,tertiary,True,False,194.343,"LINESTRING (-77.0417106 38.8973603, -77.0415867 38.8973604, -77.0409657 38.8973606, -77.0396219 38.8973611, -77.0394649 38.8973611)",,
"[120478419, 47916243]","['7', '8']",Constitution Avenue Northwest,trunk,False,False,145.27599999999998,"LINESTRING (-77.0319604 38.8920989, -77.0321162 38.8921025, -77.0326091 38.8921001, -77.033468 38.8921023, -77.0336389 38.8921021)",US 50,25 mph
"[535718850, 45838763, 535718852]",7,14th Street Northwest,primary,False,False,281.533,"LINESTRING (-77.0319604 38.8920989, -77.0319606 38.8922517, -77.031956 38.8932072, -77.0319602 38.8933263, -77.0319545 38.8944384, -77.0319577 38.8945778, -77.0319581 38.8946307)",,
"[1008299672, 423607087]","['7', '8']",Constitution Avenue Northwest,trunk,False,False,89.507,"LINESTRING (-77.0417381 38.8921074, -77.0410648 38.8921065, -77.040922 38.8921068, -77.0407039 38.8921072)",US 50,25 mph
589551072,4,18th Street Northwest,primary,True,False,57.97,"LINESTRING (-77.0417381 38.8921074, -77.0417377 38.8922868, -77.041739 38.892455, -77.0417582 38.8926281)",,
397303090,5,15th Street Northwest,secondary,False,False,53.964,"LINESTRING (-77.0336269 38.8988057, -77.0336247 38.8986608, -77.0336257 38.8983204)",,
421259825,2,New York Avenue Northwest,secondary,True,False,158.02,"LINESTRING (-77.0336269 38.8988057, -77.033472 38.8988235, -77.0321483 38.8992879, -77.0319494 38.8993563)",,
421258869,6,14th Street Northwest,primary,False,False,8.852,"LINESTRING (-77.0319494 38.8993563, -77.0319504 38.8994359)",,
