osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,ref,maxspeed
17790471,Rush Street,residential,False,True,132.119,"LINESTRING (-84.9573142 45.3703388, -84.9557428 45.370356, -84.9556353 45.370319)",,,,
17792662,Petoskey Street,residential,False,False,58.791,"LINESTRING (-84.9573142 45.3703388, -84.9573201 45.3708316, -84.9573205 45.3708675)",,,,
17792662,Petoskey Street,residential,False,True,97.789,"LINESTRING (-84.9573142 45.3703388, -84.9573341 45.3695538, -84.9573365 45.3694595)",,,,
17790379,Emmet Street,tertiary,False,False,57.873,"LINESTRING (-84.9588382 45.3703669, -84.9588488 45.3708371, -84.9588499 45.3708873)",,,,
17790379,Emmet Street,tertiary,False,True,102.979,"LINESTRING (-84.9588382 45.3703669, -84.9588383 45.37026, -84.9588392 45.3695365, -84.9588403 45.3694408)",,,,
17790472,Rush Street,residential,False,False,117.746,"LINESTRING (-84.9588382 45.3703669, -84.9589537 45.3703626, -84.9603434 45.3703109)",,,,
17789808,Bay Street,residential,False,False,102.691,"LINESTRING (-84.9497016 45.3759011, -84.9498266 45.3759015, -84.950929 45.3759046, -84.9510163 45.3759049)",,,,
17791707,Clinton Street,residential,False,False,115.70899999999999,"LINESTRING (-84.9497016 45.3759011, -84.9496995 45.3759779, -84.9496745 45.3768741, -84.9496726 45.3769415)",,,,
17791707,Clinton Street,residential,False,True,109.44,"LINESTRING (-84.9497016 45.3759011, -84.9497032 45.3758248, -84.9497203 45.3750268, -84.9497226 45.374917)",,,,
"[17789808, 646863798]",Bay Street,residential,False,False,100.382,"LINESTRING (-84.9510163 45.3759049, -84.9511378 45.3759061, -84.9515138 45.3759088, -84.9515637 45.3759086, -84.9516044 45.3759089, -84.9521378 45.3759104, -84.9523014 45.3759104)",,,,
17789808,Bay Street,residential,False,True,102.691,"LINESTRING (-84.9510163 45.3759049, -84.950929 45.3759046, -84.9498266 45.3759015, -84.9497016 45.3759011)",,,,
17793004,Williams Street,residential,False,False,115.35499999999999,"LINESTRING (-84.9510163 45.3759049, -84.9510159 45.3759853, -84.9510116 45.376864, -84.9510112 45.3769423)",,,,
17793004,Williams Street,residential,False,True,109.142,"LINESTRING (-84.9510163 45.3759049, -84.9510196 45.3758278, -84.9510533 45.3750332, -84.9510579 45.3749238)",,,,
17794636,Division Street,unclassified,False,False,114.045,"LINESTRING (-84.9523014 45.3759104, -84.9522993 45.3759882, -84.9522379 45.3768505, -84.9522343 45.3769349)",,,,
17794636,Division Street,unclassified,False,True,108.45700000000001,"LINESTRING (-84.9523014 45.3759104, -84.9523026 45.3758415, -84.9523175 45.37502, -84.952319 45.3749351)",,,,
646863798,Bay Street,residential,False,False,130.356,"LINESTRING (-84.9523014 45.3759104, -84.9524057 45.3759113, -84.9534488 45.3759206, -84.9535787 45.3759232, -84.9536538 45.375924, -84.9539701 45.3759274)",,,,
"[17789808, 646863798]",Bay Street,residential,False,True,100.382,"LINESTRING (-84.9523014 45.3759104, -84.9521378 45.3759104, -84.9516044 45.3759089, -84.9515637 45.3759086, -84.9515138 45.3759088, -84.9511378 45.3759061, -84.9510163 45.3759049)",,,,
17794189,Lewis Street,residential,False,False,109.37199999999999,"LINESTRING (-84.9539701 45.3759274, -84.9539313 45.375997, -84.9538272 45.3761839, -84.9537893 45.3767994, -84.9537836 45.3768914)",,,,
646863798,Bay Street,residential,False,False,118.549,"LINESTRING (-84.9539701 45.3759274, -84.9541314 45.3759294, -84.954407 45.3759323, -84.9554307 45.3759457, -84.9554876 45.3759464)",,,,
646863798,Bay Street,residential,False,True,130.356,"LINESTRING (-84.9539701 45.3759274, -84.9536538 45.375924, -84.9535787 45.3759232, -84.9534488 45.3759206, -84.9524057 45.3759113, -84.9523014 45.3759104)",,,,
"[17793567, 442789359]","['Rose Street', 'Howard Street']",residential,False,False,229.722,"LINESTRING (-84.9554876 45.3759464, -84.9554868 45.3760125, -84.9554785 45.376748, -84.9554744 45.3767831, -84.9554434 45.376832, -84.9553825 45.3768597, -84.9552942 45.376872, -84.9545585 45.3768751, -84.9539032 45.37689, -84.9537836 45.3768914)",,,,
"[584740724, 646863798]",Bay Street,residential,False,False,12.504999999999999,"LINESTRING (-84.9554876 45.3759464, -84.9555816 45.3759459, -84.9556477 45.3759456)",,,,
646863798,Bay Street,residential,False,True,118.549,"LINESTRING (-84.9554876 45.3759464, -84.9554307 45.3759457, -84.954407 45.3759323, -84.9541314 45.3759294, -84.9539701 45.3759274)",,,,
17792662,Petoskey Street,residential,False,True,63.716,"LINESTRING (-84.9572484 45.375552, -84.9572487 45.3754477, -84.957251 45.3750417, -84.9572509 45.374979)",,,,
584740724,Bay Street,residential,False,False,45.69,"LINESTRING (-84.9572484 45.375552, -84.9573276 45.3755296, -84.9574181 45.3755039, -84.9577651 45.3753614)",,,,
584740724,Bay Street,residential,False,True,141.89600000000002,"LINESTRING (-84.9572484 45.375552, -84.9571353 45.3756962, -84.9566934 45.3758807, -84.9565756 45.3759285, -84.9565273 45.3759376, -84.9564559 45.375951, -84.9557595 45.3759463, -84.9556477 45.3759456)",,,,
584740724,Bay Street,residential,False,True,45.69,"LINESTRING (-84.9577651 45.3753614, -84.9574181 45.3755039, -84.9573276 45.3755296, -84.9572484 45.375552)",,,,
17790379,Emmet Street,tertiary,False,False,102.979,"LINESTRING (-84.9588403 45.3694408, -84.9588392 45.3695365, -84.9588383 45.37026, -84.9588382 45.3703669)",,,,
17791654,Fulton Street,residential,False,False,117.493,"LINESTRING (-84.9588403 45.3694408, -84.9587477 45.369442, -84.9574164 45.3694585, -84.9573365 45.3694595)",,,,
17791654,Fulton Street,residential,False,True,150.774,"LINESTRING (-84.9588403 45.3694408, -84.9589649 45.3694398, -84.9595756 45.3694351, -84.960634 45.3694206, -84.9607701 45.3694187)",,,,
17790379,Emmet Street,tertiary,False,False,113.485,"LINESTRING (-84.9588499 45.3708873, -84.9588501 45.3709562, -84.9588504 45.3711862, -84.9588507 45.3713793, -84.9588514 45.3718415, -84.9588515 45.3719079)",,,,
17790379,Emmet Street,tertiary,False,True,57.873,"LINESTRING (-84.9588499 45.3708873, -84.9588488 45.3708371, -84.9588382 45.3703669)",,,,
17794365,Grove Street,residential,False,False,116.81099999999999,"LINESTRING (-84.9588499 45.3708873, -84.9589616 45.3708888, -84.959278 45.3708929, -84.9602155 45.3709051, -84.960345 45.3709068)",,,,
17794365,Grove Street,residential,False,True,119.491,"LINESTRING (-84.9588499 45.3708873, -84.9587387 45.3708857, -84.958125 45.3708761, -84.9578541 45.3708738, -84.9576374 45.3708712, -84.9574186 45.3708686, -84.9573205 45.3708675)",,,,
17790379,Emmet Street,tertiary,False,False,116.592,"LINESTRING (-84.9588515 45.3719079, -84.9588491 45.3719944, -84.9588474 45.3724231, -84.9588438 45.3728681, -84.9588432 45.3729564)",,,,
17790379,Emmet Street,tertiary,False,True,113.485,"LINESTRING (-84.9588515 45.3719079, -84.9588514 45.3718415, -84.9588507 45.3713793, -84.9588504 45.3711862, -84.9588501 45.3709562, -84.9588499 45.3708873)",,,,
17796507,State Street,residential,False,False,115.08699999999999,"LINESTRING (-84.9588515 45.3719079, -84.9589713 45.3719089, -84.9601932 45.3719191, -84.9603247 45.3719202)",,,,
17796507,State Street,residential,False,True,120.925,"LINESTRING (-84.9588515 45.3719079, -84.958721 45.3719072, -84.9574 45.3719002, -84.9573035 45.3718997)",,,,
17790379,Emmet Street,tertiary,False,False,116.28999999999999,"LINESTRING (-84.9588432 45.3729564, -84.9588408 45.3730658, -84.9588319 45.373469, -84.9588191 45.3737579, -84.9588129 45.3738976, -84.9588083 45.3740019)",,,,
17790379,Emmet Street,tertiary,False,True,116.59200000000001,"LINESTRING (-84.9588432 45.3729564, -84.9588438 45.3728681, -84.9588474 45.3724231, -84.9588491 45.3719944, -84.9588515 45.3719079)",,,,
