osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,bridge
1096884033,Civic Center Drive,residential,False,False,10.091,,"LINESTRING (-111.897476 40.5722057, -111.897584 40.5721669)",,,
10126613,Monroe Street,tertiary,True,False,235.98,35 mph,"LINESTRING (-111.897476 40.5722057, -111.8977298 40.5726619, -111.8978693 40.5728012, -111.8981305 40.5729518, -111.8983165 40.5730248, -111.8985569 40.5730818, -111.898677 40.5731143, -111.8989573 40.5732381, -111.8990874 40.5733325, -111.8992104 40.5734418, -111.8993016 40.5735696, -111.899399 40.5736085)",,,
10132984,Civic Center Drive,unclassified,False,False,410.826,,"LINESTRING (-111.897476 40.5722057, -111.8970955 40.5723423, -111.8969123 40.5723929, -111.8968219 40.5723936, -111.8958319 40.5724009, -111.8951528 40.5724059, -111.8950459 40.5723989, -111.8947488 40.5723542, -111.8944404 40.5722625, -111.8940885 40.5719887, -111.8939082 40.5716627, -111.8939046 40.5714143, -111.8939251 40.5710721)",,,
684890687,State Street,primary,True,False,13.299,40 mph,"LINESTRING (-111.890681 40.5696607, -111.890681 40.5697803)",3,US 89,
10132984,Civic Center Drive,unclassified,False,True,11.31,,"LINESTRING (-111.8939215 40.5696427, -111.8939238 40.5697444)",,,
"[10127417, 989156410, 989156411]",Sego Lily Drive,secondary,True,False,255.13699999999997,,"LINESTRING (-111.8939215 40.5696427, -111.8931117 40.5696488, -111.8922745 40.5696513, -111.8918906 40.5696525, -111.8916642 40.5696543, -111.891064 40.5696591, -111.8910353 40.5696593, -111.890901 40.5696604)","['4', '5', '2']",,
1164450675,Monroe Street,tertiary,False,True,13.672,,"LINESTRING (-111.8973065 40.569683, -111.8973114 40.5695601)",5,,
"[346120080, 684787449]",Sego Lily Drive,secondary,False,False,293.56600000000003,"['35 mph', '30 mph']","LINESTRING (-111.8973065 40.569683, -111.8974797 40.5696859, -111.8979731 40.5696877, -111.8988756 40.5696911, -111.8989105 40.5696912, -111.8992683 40.5696922, -111.8995156 40.5696929, -111.9006911 40.5697182, -111.9007815 40.5697201)",5,,
683815057,Sego Lily Drive,secondary,True,False,90.781,,"LINESTRING (-111.8973065 40.569683, -111.8971373 40.56967, -111.8968721 40.569644, -111.8962348 40.5696476)",2,,
1073784156,240 West,tertiary,False,False,120.612,35 mph,"LINESTRING (-111.8973065 40.569683, -111.8973006 40.5698307, -111.8972932 40.5707676)",,,
10127974,West Evening Star Way,residential,False,False,81.921,,"LINESTRING (-111.8923289 40.5710759, -111.8932988 40.5710759)",,,
10130613,Evening Moon Way,residential,False,False,271.772,,"LINESTRING (-111.8923289 40.5710759, -111.8923402 40.5717939, -111.8928579 40.5720894, -111.892963 40.5721204, -111.8930703 40.5720914, -111.8932487 40.5718778, -111.8933072 40.5717426, -111.8932988 40.5710759)",,,
"[418030160, 418030164, 10127974, 10138503]","['West Evening Star Way', 'Morning Star Way']",residential,False,True,244.091,,"LINESTRING (-111.8923289 40.5710759, -111.8915904 40.5710855, -111.8914948 40.5711753, -111.8915014 40.5718499, -111.8915022 40.5719377, -111.8915043 40.5726939)",,,yes
10127974,West Evening Star Way,residential,False,False,52.901,,"LINESTRING (-111.8932988 40.5710759, -111.8939251 40.5710721)",,,
10127974,West Evening Star Way,residential,False,True,81.921,,"LINESTRING (-111.8932988 40.5710759, -111.8923289 40.5710759)",,,
10130613,Evening Moon Way,residential,False,True,271.772,,"LINESTRING (-111.8932988 40.5710759, -111.8933072 40.5717426, -111.8932487 40.5718778, -111.8930703 40.5720914, -111.892963 40.5721204, -111.8928579 40.5720894, -111.8923402 40.5717939, -111.8923289 40.5710759)",,,
10127974,West Evening Star Way,residential,False,True,52.901,,"LINESTRING (-111.8939251 40.5710721, -111.8932988 40.5710759)",,,
10132984,Civic Center Drive,unclassified,False,False,147.637,,"LINESTRING (-111.8939251 40.5710721, -111.8939286 40.5705303, -111.8939267 40.5702519, -111.8939221 40.5698338, -111.8939238 40.5697444)",,,
10132984,Civic Center Drive,unclassified,False,True,410.826,,"LINESTRING (-111.8939251 40.5710721, -111.8939046 40.5714143, -111.8939082 40.5716627, -111.8940885 40.5719887, -111.8944404 40.5722625, -111.8947488 40.5723542, -111.8950459 40.5723989, -111.8951528 40.5724059, -111.8958319 40.5724009, -111.8968219 40.5723936, -111.8969123 40.5723929, -111.8970955 40.5723423, -111.897476 40.5722057)",,,
10133017,South Moonglow Way,residential,False,False,68.019,,"LINESTRING (-111.8936336 40.5734882, -111.8932017 40.5740045)",,,
10149438,Alta View Way,residential,False,False,75.768,,"LINESTRING (-111.8936336 40.5734882, -111.8928607 40.5731423)",2,,
10149438,Alta View Way,residential,False,True,291.387,,"LINESTRING (-111.8936336 40.5734882, -111.8960417 40.5745391, -111.8963514 40.5745919, -111.8967063 40.5746054)",2,,
10133017,South Moonglow Way,residential,False,True,68.019,,"LINESTRING (-111.8932017 40.5740045, -111.8936336 40.5734882)",,,
"[1134536672, 684787446]",300 West,tertiary,False,True,427.734,,"LINESTRING (-111.900765 40.5735667, -111.900765 40.5726482, -111.900765 40.572115, -111.900765 40.5714886, -111.900765 40.5708784, -111.900765 40.5705425, -111.9007735 40.5700796, -111.9007787 40.5698368, -111.9007815 40.5697201)",3,,
"[346120080, 684787449]",Sego Lily Drive,secondary,False,True,293.566,"['35 mph', '30 mph']","LINESTRING (-111.9007815 40.5697201, -111.9006911 40.5697182, -111.8995156 40.5696929, -111.8992683 40.5696922, -111.8989105 40.5696912, -111.8988756 40.5696911, -111.8979731 40.5696877, -111.8974797 40.5696859, -111.8973065 40.569683)",5,,
"[1134536672, 684787446]",300 West,tertiary,False,False,427.734,,"LINESTRING (-111.9007815 40.5697201, -111.9007787 40.5698368, -111.9007735 40.5700796, -111.900765 40.5705425, -111.900765 40.5708784, -111.900765 40.5714886, -111.900765 40.572115, -111.900765 40.5726482, -111.900765 40.5735667)",3,,
10136340,South Alta View Circle,residential,False,False,42.722,,"LINESTRING (-111.892555 40.5734484, -111.8928607 40.5731423)",,,
10136340,South Alta View Circle,residential,False,True,42.722,,"LINESTRING (-111.8928607 40.5731423, -111.892555 40.5734484)",,,
10149438,Alta View Way,residential,False,True,75.768,,"LINESTRING (-111.8928607 40.5731423, -111.8936336 40.5734882)",2,,
10149438,Alta View Way,residential,False,False,129.31,,"LINESTRING (-111.8928607 40.5731423, -111.8922623 40.5727964, -111.892224 40.5727857, -111.8919484 40.5727086, -111.8915043 40.5726939)",2,,
"[418030160, 418030164, 10127974, 10138503]","['West Evening Star Way', 'Morning Star Way']",residential,False,False,244.091,,"LINESTRING (-111.8915043 40.5726939, -111.8915022 40.5719377, -111.8915014 40.5718499, -111.8914948 40.5711753, -111.8915904 40.5710855, -111.8923289 40.5710759)",,,yes
10149438,Alta View Way,residential,False,True,129.31,,"LINESTRING (-111.8915043 40.5726939, -111.8919484 40.5727086, -111.892224 40.5727857, -111.8922623 40.5727964, -111.8928607 40.5731423)",2,,
10150568,South Alta View Court,residential,False,True,53.678000000000004,,"LINESTRING (-111.8915043 40.5726939, -111.8915033 40.5730673, -111.891543 40.5731724)",,,
10148331,Moonlight Drive,residential,False,False,33.622,,"LINESTRING (-111.8966977 40.5743031, -111.8967063 40.5746054)",2,,
10148331,Moonlight Drive,residential,False,False,54.491,,"LINESTRING (-111.8967063 40.5746054, -111.8966972 40.5750954)",2,,
10148331,Moonlight Drive,residential,False,True,33.622,,"LINESTRING (-111.8967063 40.5746054, -111.8966977 40.5743031)",2,,
10149438,Alta View Way,residential,False,False,291.387,,"LINESTRING (-111.8967063 40.5746054, -111.8963514 40.5745919, -111.8960417 40.5745391, -111.8936336 40.5734882)",2,,
10150568,South Alta View Court,residential,False,False,53.678000000000004,,"LINESTRING (-111.891543 40.5731724, -111.8915033 40.5730673, -111.8915043 40.5726939)",,,
683815064,State Street,primary,True,False,28.447,40 mph,"LINESTRING (-111.890745 40.572678, -111.8907501 40.5729338)",3,US 89,
683815065,Beetdigger Boulevard,unclassified,True,False,42.737,,"LINESTRING (-111.890745 40.572678, -111.8905808 40.5726775, -111.8904175 40.5726839, -111.8902401 40.5726973)",,,
10148331,Moonlight Drive,residential,False,True,36.983,,"LINESTRING (-111.8966969 40.575428, -111.8966972 40.5750954)",2,,
"[155875613, 155875582]",Albion Village Way,residential,False,False,223.762,,"LINESTRING (-111.8966969 40.575428, -111.8953468 40.5752336, -111.8950702 40.5751596, -111.8948468 40.5750372, -111.8947441 40.5749263, -111.8945015 40.5745701)",,,
"[155875613, 155875582]",Albion Village Way,residential,False,True,223.762,,"LINESTRING (-111.8945015 40.5745701, -111.8947441 40.5749263, -111.8948468 40.5750372, -111.8950702 40.5751596, -111.8953468 40.5752336, -111.8966969 40.575428)",,,
359424493,,residential,False,False,207.12900000000002,,"LINESTRING (-111.8945015 40.5745701, -111.8945772 40.5744899, -111.8947698 40.5745335, -111.8948666 40.5746076, -111.895166 40.5748106, -111.8954309 40.5749026, -111.8966972 40.5750954)",,,
468012253,Albion Village Way,residential,False,True,313.18,,"LINESTRING (-111.8945015 40.5745701, -111.8944117 40.574507, -111.8941381 40.5743991, -111.8938458 40.5743196, -111.893497 40.5742218, -111.8931122 40.5741342, -111.8928467 40.5741148, -111.8925808 40.5741249, -111.8925234 40.5741271, -111.8922123 40.5741801, -111.8919401 40.5742137, -111.8918114 40.5742191, -111.8909319 40.574218)",,,
10148331,Moonlight Drive,residential,False,False,36.983,,"LINESTRING (-111.8966972 40.5750954, -111.8966969 40.575428)",2,,
10148331,Moonlight Drive,residential,False,True,54.491,,"LINESTRING (-111.8966972 40.5750954, -111.8967063 40.5746054)",2,,
359424493,,residential,False,True,207.129,,"LINESTRING (-111.8966972 40.5750954, -111.8954309 40.5749026, -111.895166 40.5748106, -111.8948666 40.5746076, -111.8947698 40.5745335, -111.8945772 40.5744899, -111.8945015 40.5745701)",,,
10138081,,secondary_link,True,False,19.686999999999998,,"LINESTRING (-111.895812 40.56965, -111.8957666 40.5695154, -111.8957671 40.5694773)",1,,
683815056,Sego Lily Drive,secondary,True,False,36.650999999999996,,"LINESTRING (-111.895812 40.56965, -111.8956809 40.5696505, -111.8956494 40.5696506, -111.8953781 40.5696515)",2,,
346120081,West 10070 South,unclassified,False,False,63.745,,"LINESTRING (-111.8957544 40.5682395, -111.8950027 40.5681887)",,,
346120081,West 10070 South,unclassified,False,True,63.745,,"LINESTRING (-111.8950027 40.5681887, -111.8957544 40.5682395)",,,
179909821,West 10070 South,unclassified,False,False,346.98900000000003,,"LINESTRING (-111.8950027 40.5681887, -111.8948823 40.5681907, -111.8946541 40.5681824, -111.8944427 40.5681828, -111.8936664 40.5681854, -111.893081 40.5682145, -111.8929175 40.5682221, -111.8918579 40.5682716, -111.8908986 40.56827)",,,
179909862,Centennial Parkway,residential,True,False,122.642,,"LINESTRING (-111.8950027 40.5681887, -111.8950055 40.5683221, -111.8950261 40.5692915)",2,,
346120077,Centennial Parkway,secondary_link,True,False,25.69,,"LINESTRING (-111.8953781 40.5696515, -111.895648 40.569758)",1,,
