osmid,highway,oneway,reversed,length,name,geometry,bridge,lanes,ref
19643041,residential,False,False,13.112,,"LINESTRING (-83.8024884 36.2519308, -83.8026083 36.2518633)",,,
19647422,residential,False,True,165.673,Graves Lane,"LINESTRING (-83.8024884 36.2519308, -83.8022527 36.2515499, -83.8016688 36.2505955)",,,
19643041,residential,False,True,13.112,,"LINESTRING (-83.8026083 36.2518633, -83.8024884 36.2519308)",,,
19645193,residential,False,False,393.208,Christine Circle,"LINESTRING (-83.7997203 36.2467813, -83.7982716 36.2472728, -83.7981401 36.2472868, -83.7980822 36.2472478, -83.79799 36.2471475, -83.7978721 36.2469537, -83.7978702 36.2468882, -83.7978782 36.2468508, -83.7979413 36.2468058, -83.7987469 36.2465109, -83.7988819 36.2464867, -83.7990276 36.2464978, -83.7992543 36.2465517, -83.7996714 36.246706, -83.7997203 36.2467813)",,,
19645193,residential,False,True,393.20799999999997,Christine Circle,"LINESTRING (-83.7997203 36.2467813, -83.7996714 36.246706, -83.7992543 36.2465517, -83.7990276 36.2464978, -83.7988819 36.2464867, -83.7987469 36.2465109, -83.7979413 36.2468058, -83.7978782 36.2468508, -83.7978702 36.2468882, -83.7978721 36.2469537, -83.79799 36.2471475, -83.7980822 36.2472478, -83.7981401 36.2472868, -83.7982716 36.2472728, -83.7997203 36.2467813)",,,
19645195,residential,False,True,75.629,Christine Circle,"LINESTRING (-83.7997203 36.2467813, -83.8001846 36.2466458, -83.8003346 36.2466224, -83.8004248 36.2466455, -83.8005111 36.2466896)",,,
19645195,residential,False,False,75.629,Christine Circle,"LINESTRING (-83.8005111 36.2466896, -83.8004248 36.2466455, -83.8003346 36.2466224, -83.8001846 36.2466458, -83.7997203 36.2467813)",,,
"[1009631626, 19645339, 1009631627]",residential,False,False,203.003,Cedar Lane,"LINESTRING (-83.8005111 36.2466896, -83.8004458 36.2474158, -83.8004707 36.2476039, -83.8004905 36.2476676, -83.8005047 36.2476919, -83.8005975 36.2478558, -83.8006231 36.2478949, -83.8009848 36.2484094)",yes,,
19646210,tertiary,False,True,139.905,Main Street,"LINESTRING (-83.8009848 36.2484094, -83.7996723 36.2490896)",,,
"[1009631626, 1009631627, 19645339]",residential,False,True,203.003,Cedar Lane,"LINESTRING (-83.8009848 36.2484094, -83.8006231 36.2478949, -83.8005975 36.2478558, -83.8005047 36.2476919, -83.8004905 36.2476676, -83.8004707 36.2476039, -83.8004458 36.2474158, -83.8005111 36.2466896)",yes,,
19646173,tertiary,False,True,126.215,Main Street,"LINESTRING (-83.7988177 36.2495292, -83.7976308 36.2501393)",,,
19646210,tertiary,False,False,79.355,Main Street,"LINESTRING (-83.7988177 36.2495292, -83.7995666 36.249149)",,,
19646097,residential,False,False,191.166,Church Street,"LINESTRING (-83.7988177 36.2495292, -83.7985465 36.2491782, -83.7985158 36.249111, -83.7985619 36.2490771, -83.7991732 36.2487632, -83.7993149 36.2487227, -83.7993777 36.2487366, -83.7996723 36.2490896)",,,
19649820,residential,False,False,73.101,Court Street,"LINESTRING (-83.7988177 36.2495292, -83.7991193 36.2499064, -83.7992468 36.2500879)",,,
