osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed
21162327,residential,False,False,76.078,,"LINESTRING (-94.010941 30.13149, -94.010576 30.130883)",,,
21177523,residential,False,False,123.936,East Courtland Street,"LINESTRING (-94.010941 30.13149, -94.009852 30.132086)",,,
21177523,residential,False,True,151.874,East Courtland Street,"LINESTRING (-94.010941 30.13149, -94.012275 30.130759)",,,
21162327,residential,False,True,76.078,,"LINESTRING (-94.010576 30.130883, -94.010941 30.13149)",,,
21164069,residential,False,False,116.33999999999999,,"LINESTRING (-94.010099 30.133038, -94.010111 30.133053, -94.01021 30.133119, -94.010351 30.133146, -94.010431 30.133194, -94.010539 30.133295, -94.010625 30.133409, -94.010682 30.133551, -94.010822 30.133811)",,,
"[21174827, 21164069]",residential,False,True,102.982,Woods Lane,"LINESTRING (-94.010099 30.133038, -94.010031 30.13293, -94.009987 30.13286, -94.009892 30.132649, -94.009816 30.132569, -94.009608 30.132219)",,,
"[21161992, 997040313]",secondary,True,False,99.844,East Freeway Boulevard South,"LINESTRING (-94.010822 30.133811, -94.0103437 30.1340338, -94.0099191 30.1342538)",1,,
21164069,residential,False,True,116.34,,"LINESTRING (-94.010822 30.133811, -94.010682 30.133551, -94.010625 30.133409, -94.010539 30.133295, -94.010431 30.133194, -94.010351 30.133146, -94.01021 30.133119, -94.010111 30.133053, -94.010099 30.133038)",,,
21170950,residential,False,False,228.389,South Archie Street,"LINESTRING (-94.017019 30.130636, -94.016884 30.130289, -94.016139 30.128729)",,,
"[1057020153, 997040323]",secondary,True,False,121.693,West Freeway Boulevard South,"LINESTRING (-94.017019 30.130636, -94.0162871 30.1309842, -94.0159103 30.1311635)","['4', '3']",,
1057020154,secondary,True,False,29.825,West Freeway Boulevard South,"LINESTRING (-94.0158237 30.1312011, -94.015546 30.1313205)",3,,
746010779,secondary,True,False,35.050000000000004,,"LINESTRING (-94.0158237 30.1312011, -94.0157098 30.1311694, -94.0156254 30.1311441, -94.0155635 30.1311035, -94.0154972 30.1310683)",1,FM 105,
997040306,secondary,False,True,72.836,North Main Street,"LINESTRING (-94.015546 30.1313205, -94.0156787 30.1319654)",6,FM 105,
997041351,secondary,False,False,28.433,North Main Street,"LINESTRING (-94.015546 30.1313205, -94.0154972 30.1310683)",5,FM 105,
1057020152,secondary,True,False,44.023,East Freeway Boulevard South,"LINESTRING (-94.015546 30.1313205, -94.0151506 30.13152)",2,,
"[997040311, 1057020151]",secondary,True,False,81.811,East Freeway Boulevard South,"LINESTRING (-94.0151506 30.13152, -94.0149008 30.1316433, -94.0144117 30.1318846)","['3', '2']",,
21169310,residential,False,False,218.179,Wilson Street,"LINESTRING (-94.0144117 30.1318846, -94.0143305 30.1317279, -94.013505 30.130086)",,,
997040311,secondary,True,False,143.511,East Freeway Boulevard South,"LINESTRING (-94.0144117 30.1318846, -94.013668 30.1322979, -94.0131571 30.1325834)",2,,
21169156,residential,False,False,219.89,Canal Street,"LINESTRING (-94.0131571 30.1325834, -94.0129485 30.13214, -94.012275 30.130759)",2,,
"[21161992, 997040310, 997040311]",secondary,True,False,263.003,East Freeway Boulevard South,"LINESTRING (-94.0131571 30.1325834, -94.0126464 30.1328883, -94.0117695 30.1333494, -94.0116009 30.1334381, -94.0113866 30.1335427, -94.0111723 30.1336473, -94.0110903 30.1336928, -94.010822 30.133811)","['1', '2']",,
21176093,residential,False,False,106.784,Lamar Street,"LINESTRING (-94.013371 30.133153, -94.013404 30.133217, -94.013761 30.134052)",,,
"[997040322, 1057020150]",secondary,True,False,224.886,East Freeway Boulevard North,"LINESTRING (-94.013371 30.133153, -94.014223 30.132683, -94.0142972 30.1326483, -94.0149697 30.132317, -94.0153703 30.1321051)","['4', '3']",,
1057020149,secondary,True,False,33.48,East Freeway Boulevard North,"LINESTRING (-94.0153703 30.1321051, -94.0156787 30.1319654)",3,,
