osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge
964880881,True,5,I 405,motorway,60 mph,False,245.23400000000004,"LINESTRING (-122.2533895 47.4617351, -122.2530981 47.461738, -122.2528297 47.4617533, -122.2526433 47.4617733, -122.2523943 47.461798, -122.2521763 47.4618207, -122.2519467 47.4618513, -122.2516941 47.4618925, -122.2512698 47.4619753, -122.250931 47.462049, -122.2505835 47.4621491, -122.2502484 47.4622571)",,
124045462,True,4,I 405,motorway,60 mph,False,389.741,"LINESTRING (-122.2583576 47.4626203, -122.2580504 47.4625498, -122.257413 47.4623772, -122.2563323 47.462064, -122.255783 47.4619468, -122.2553764 47.4618701, -122.2550127 47.4618281, -122.2546256 47.4617871, -122.2539638 47.4617544, -122.2533895 47.4617351)",,
6321557,False,3,,secondary,35 mph,True,25.817,"LINESTRING (-122.2581367 47.4632084, -122.2582482 47.4629888)",61st Avenue South,
364406685,False,5,,secondary,35 mph,False,29.084,"LINESTRING (-122.2581367 47.4632084, -122.25849 47.463315)",Southcenter Boulevard,
"[428028284, 428028268, 1251956527, 428028295]",False,"['4', '5']",,secondary,35 mph,True,146.909,"LINESTRING (-122.2581367 47.4632084, -122.2579982 47.4631672, -122.257135 47.4629054, -122.2570581 47.4628821, -122.2567568 47.462791, -122.2565535 47.4627297, -122.2563529 47.4626688)",Southcenter Boulevard,
428025598,False,4,,secondary,35 mph,True,37.134,"LINESTRING (-122.2586814 47.4616619, -122.258587 47.4619897)",61st Avenue South,
1167480324,False,4,,secondary,35 mph,True,35.155,"LINESTRING (-122.2586814 47.4616619, -122.2591352 47.4617382)",Tukwila Parkway,
"[428025616, 428025632, 428025635, 428025622]",False,"['4', '5', '6']",,secondary,35 mph,False,153.30700000000002,"LINESTRING (-122.2586814 47.4616619, -122.2578671 47.4615253, -122.2576403 47.4614883, -122.2574026 47.4614545, -122.2572017 47.4614352, -122.2569823 47.4614211, -122.2566821 47.4614087)",Tukwila Parkway,
6342351,False,,,residential,25 mph,False,90.479,"LINESTRING (-122.2546822 47.465046, -122.2546637 47.4642324)",64th Avenue South,
6364709,False,,,residential,25 mph,True,122.609,"LINESTRING (-122.2546822 47.465046, -122.2530512 47.4650542)",South 153rd Street,
"[6521516, 6364709]",False,,,residential,25 mph,False,223.19800000000004,"LINESTRING (-122.2546822 47.465046, -122.2551111 47.465045, -122.2558587 47.4650433, -122.2564629 47.4650419, -122.2566711 47.4650414, -122.256735 47.4650364, -122.2568001 47.4650239, -122.2568668 47.4649895, -122.2569129 47.4649446, -122.2569553 47.4648768, -122.2569726 47.4648061, -122.2569832 47.4647224, -122.2569846 47.4646445, -122.2569835 47.4644896)","['South 153rd Street', '62nd Avenue South']",
6342351,False,,,residential,25 mph,True,90.479,"LINESTRING (-122.2546637 47.4642324, -122.2546822 47.465046)",64th Avenue South,
6402016,False,,,residential,25 mph,True,37.666,"LINESTRING (-122.2531894 47.4653798, -122.2530512 47.4650542)",65th Avenue South,
6364708,False,,,residential,25 mph,True,196.565,"LINESTRING (-122.2531894 47.4653798, -122.2512633 47.4653499, -122.2505752 47.4653396)",South 153rd Street,
6364708,False,,,residential,25 mph,False,196.565,"LINESTRING (-122.2505752 47.4653396, -122.2512633 47.4653499, -122.2531894 47.4653798)",South 153rd Street,
6364709,False,,,residential,25 mph,False,122.609,"LINESTRING (-122.2530512 47.4650542, -122.2546822 47.465046)",South 153rd Street,
6402016,False,,,residential,25 mph,False,37.666,"LINESTRING (-122.2530512 47.4650542, -122.2531894 47.4653798)",65th Avenue South,
