osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,junction
8935845,True,Metro Center Boulevard,primary,False,17.112,,,"LINESTRING (-122.271444 37.5629091, -122.271603 37.5628208)",
8931879,False,Triton Drive,residential,True,136.388,4,35 mph,"LINESTRING (-122.271444 37.5629091, -122.2713922 37.5629659, -122.2712853 37.5630819, -122.2711164 37.5632651, -122.271076 37.563313, -122.270958 37.5634265, -122.2708483 37.5635319, -122.2707892 37.563586, -122.270584 37.5637728, -122.2705678 37.5637883, -122.2704809 37.5638678)",
301322980,False,Balclutha Drive,residential,True,17.228,,,"LINESTRING (-122.2642747 37.561522, -122.2643839 37.5613935)",
301322980,False,Balclutha Drive,residential,False,101.172,,,"LINESTRING (-122.2642747 37.561522, -122.2639116 37.5619525, -122.2638303 37.5620779, -122.2637907 37.5621812, -122.2637446 37.5623195)",
8936282,False,Comet Drive,residential,True,56.056,,,"LINESTRING (-122.2632405 37.559937, -122.2637642 37.560223)",
8940457,False,Caravel Lane,residential,True,76.172,,,"LINESTRING (-122.2632405 37.559937, -122.2633974 37.5597593, -122.2635263 37.559614, -122.2632324 37.5594405)",
8931879,False,Triton Drive,residential,False,136.388,4,35 mph,"LINESTRING (-122.2704809 37.5638678, -122.2705678 37.5637883, -122.270584 37.5637728, -122.2707892 37.563586, -122.2708483 37.5635319, -122.270958 37.5634265, -122.271076 37.563313, -122.2711164 37.5632651, -122.2712853 37.5630819, -122.2713922 37.5629659, -122.271444 37.5629091)",
706739471,False,Pilgrim Drive,residential,False,132.34799999999998,,,"LINESTRING (-122.2704809 37.5638678, -122.270122 37.5636293, -122.270049 37.5635808, -122.2699766 37.5635383, -122.2699015 37.5635149, -122.2698103 37.5635064, -122.2697531 37.5635091, -122.2691362 37.5635386)",
8927385,False,Pilgrim Drive,residential,False,10.622,,,"LINESTRING (-122.2680453 37.5635761, -122.2679248 37.5635771)",
8927385,False,Pilgrim Drive,residential,True,96.287,,,"LINESTRING (-122.2680453 37.5635761, -122.268189 37.5635782, -122.2682546 37.5635787, -122.2686083 37.5635658, -122.2691362 37.5635386)",
79439069,True,East Hillsdale Boulevard,secondary,False,74.364,2,,"LINESTRING (-122.2680453 37.5635761, -122.268046 37.563502, -122.2680792 37.5630032, -122.2681047 37.5629102)",
8927385,False,Pilgrim Drive,residential,False,73.521,,,"LINESTRING (-122.2673525 37.5635683, -122.2665186 37.5635834)",
8927385,False,Pilgrim Drive,residential,True,50.46,,,"LINESTRING (-122.2673525 37.5635683, -122.2678 37.5635783, -122.2679248 37.5635771)",
8936282,False,Comet Drive,residential,False,213.90800000000002,,,"LINESTRING (-122.2673525 37.5635683, -122.2673439 37.5630989, -122.2672495 37.5626975, -122.2669795 37.5623054, -122.2664535 37.561875)",
8927385,False,Pilgrim Drive,residential,True,73.521,,,"LINESTRING (-122.2665186 37.5635834, -122.2673525 37.5635683)",
8929509,False,Harvester Drive,residential,True,74.467,,,"LINESTRING (-122.2665186 37.5635834, -122.2665041 37.564253)",
