osmid,oneway,lanes,highway,reversed,length,bridge,geometry,ref,maxspeed,tunnel,name
1053891485,True,3,tertiary,False,94.875,,"LINESTRING (-122.3305267 47.6051141, -122.330594 47.6050863, -122.3313159 47.6047914, -122.3314963 47.6047173, -122.3316087 47.6046716)",,25 mph,,Columbia Street
22927970,True,3,tertiary,False,104.788,,"LINESTRING (-122.3293327 47.605604, -122.3294642 47.6055498, -122.3298304 47.6053999, -122.329969 47.605343, -122.3304037 47.6051644, -122.3305267 47.6051141)",,25 mph,,Columbia Street
"[428230603, 428230605]",True,3,secondary,False,93.748,,"LINESTRING (-122.3293327 47.605604, -122.3290849 47.6053208, -122.3290572 47.60529, -122.3289392 47.6051541, -122.3287617 47.6049561, -122.3286935 47.6048794)",,25 mph,,6th Avenue
"[428243309, 1121690645]",True,"['4', '3']",primary,False,93.522,,"LINESTRING (-122.3357869 47.6058727, -122.3357236 47.6058046, -122.3353092 47.6053522, -122.3352076 47.6052419, -122.3351305 47.6051575)",,25 mph,,2nd Avenue
1121690646,True,2,tertiary,False,97.26199999999999,,"LINESTRING (-122.3357869 47.6058727, -122.3357068 47.6059064, -122.3356588 47.6059263, -122.3347839 47.6062945, -122.3346862 47.6063357)",,25 mph,,Spring Street
421777784,False,4,secondary,True,92.057,,"LINESTRING (-122.3346862 47.6063357, -122.3347425 47.6063993, -122.3348659 47.6065372, -122.3352124 47.6069259, -122.3352841 47.6070051, -122.3353207 47.6070445)",,25 mph,,3rd Avenue
421777796,True,3,tertiary,False,97.71,,"LINESTRING (-122.3346862 47.6063357, -122.3345554 47.6063906, -122.3341138 47.6065765, -122.3337068 47.6067474, -122.3336342 47.606778, -122.3335804 47.6068008)",,25 mph,,Spring Street
462696720,False,4,secondary,False,92.82300000000001,,"LINESTRING (-122.3346862 47.6063357, -122.3346272 47.6062729, -122.334084 47.6056922, -122.334026 47.6056295)",,25 mph,,3rd Avenue
163419189,True,4,primary,False,92.60199999999999,,"LINESTRING (-122.3335804 47.6068008, -122.3336564 47.6068834, -122.3341316 47.6073968, -122.3341498 47.6074172, -122.3342339 47.6075075)",,25 mph,,4th Avenue
"[1023272364, 421777796]",True,"['4', '3']",tertiary,False,97.77600000000001,,"LINESTRING (-122.3335804 47.6068008, -122.3334373 47.6068609, -122.3332314 47.6069477, -122.3330028 47.6070439, -122.3329218 47.6070776, -122.332577 47.6072226, -122.332494 47.6072578, -122.332474 47.6072664)",,25 mph,,Spring Street
6508961,True,3,secondary,False,94.08000000000001,,"LINESTRING (-122.332474 47.6072664, -122.332409 47.6071956, -122.3322274 47.6069936, -122.331893 47.6066259, -122.33182 47.6065443)",,25 mph,,5th Avenue
240874276,True,3,tertiary,False,100.33999999999999,,"LINESTRING (-122.332474 47.6072664, -122.33237 47.6073098, -122.3320989 47.6074241, -122.3318912 47.6075114, -122.3314501 47.6076969, -122.3313384 47.607744)",,25 mph,,Spring Street
462700213,False,2,tertiary,True,93.186,,"LINESTRING (-122.3302357 47.6081976, -122.3301915 47.60815, -122.329668 47.6075847, -122.3295782 47.6074864)",,25 mph,,7th Avenue
"[537696710, 6396663]",True,2,secondary,False,90.92099999999999,,"LINESTRING (-122.3343002 47.6025469, -122.3342657 47.6024872, -122.3342594 47.6024757, -122.3342333 47.6024135, -122.3342328 47.6023203, -122.3342318 47.6021341, -122.334229 47.601808, -122.3342296 47.6017368)",,25 mph,,1st Avenue
462696716,True,2,tertiary,False,99.828,,"LINESTRING (-122.3343002 47.6025469, -122.3341905 47.6025934, -122.3341582 47.6026069, -122.3337332 47.602787, -122.3333023 47.6029747, -122.3331773 47.6030293)",,25 mph,,Cherry Street
632177512,False,4,secondary,True,93.17099999999999,,"LINESTRING (-122.3343002 47.6025469, -122.3343638 47.6026172, -122.3348812 47.603188, -122.3349486 47.6032617)",,25 mph,,1st Avenue
158943668,False,4,secondary,False,96.27799999999999,,"LINESTRING (-122.335618 47.6040006, -122.3355452 47.6039203, -122.3353766 47.6037336, -122.3352133 47.6035535, -122.3350184 47.6033392, -122.3349486 47.6032617)",,25 mph,,1st Avenue
620762215,True,2,primary,False,98.786,,"LINESTRING (-122.335618 47.6040006, -122.3354827 47.6040553, -122.3346297 47.6044002, -122.334488 47.6044575)",,25 mph,,Marion Street
620762216,False,4,secondary,True,90.255,,"LINESTRING (-122.335618 47.6040006, -122.3356767 47.6040651, -122.335849 47.6042544, -122.3361745 47.6046138, -122.3362467 47.6046928)",,25 mph,,1st Avenue
620762216,False,4,secondary,False,90.255,,"LINESTRING (-122.3362467 47.6046928, -122.3361745 47.6046138, -122.335849 47.6042544, -122.3356767 47.6040651, -122.335618 47.6040006)",,25 mph,,1st Avenue
240874272,False,6,secondary,False,95.087,,"LINESTRING (-122.328058 47.6041643, -122.3269834 47.6046185)",,25 mph,,James Street
621671478,True,2,secondary,False,93.739,,"LINESTRING (-122.328058 47.6041643, -122.3274205 47.6034391)",,25 mph,,6th Avenue
"[428230617, 428230620]",False,"['4', '5']",secondary,True,100.406,,"LINESTRING (-122.328058 47.6041643, -122.3281824 47.6041128, -122.3286823 47.6039062, -122.3287794 47.6038661, -122.3289885 47.6037796, -122.329087 47.6037386, -122.3291997 47.6036923)",,25 mph,,James Street
22927971,True,2,tertiary,False,55.56,,"LINESTRING (-122.3286935 47.6048794, -122.3285942 47.6049214, -122.3280669 47.6051462)",,25 mph,,Cherry Street
"[1110262224, 465797218]",True,"['4', '3']",secondary,False,92.69699999999999,,"LINESTRING (-122.3286935 47.6048794, -122.3286582 47.6048402, -122.3284108 47.6045623, -122.328254 47.6043859, -122.3281364 47.6042529, -122.328058 47.6041643)",,25 mph,,6th Avenue
8111068,True,2,secondary,False,98.55699999999999,,"LINESTRING (-122.3301768 47.6062491, -122.3301462 47.6062793, -122.330125 47.6063091, -122.3301193 47.6063171, -122.3301119 47.6063463, -122.3301201 47.6063711, -122.3306239 47.6069612, -122.3306814 47.6070218)",,25 mph,,6th Avenue
22927951,True,1,secondary,False,74.719,,"LINESTRING (-122.3301768 47.6062491, -122.3301466 47.6062592, -122.3301168 47.6062652, -122.3300863 47.6062657, -122.3300698 47.6062659, -122.3300263 47.6062614, -122.3300092 47.6062578, -122.3299968 47.6062536, -122.3299697 47.6062422, -122.3299443 47.6062311, -122.3299203 47.6062198, -122.3298918 47.6062016, -122.3298658 47.6061818, -122.3298424 47.6061607, -122.3295208 47.6058192)",,25 mph,,6th Avenue
"[428227905, 56178844, 13726933]",False,"['4', '2']",secondary,"[False, True]",97.51500000000001,yes,"LINESTRING (-122.3306814 47.6070218, -122.3306224 47.6070471, -122.3296356 47.6074627, -122.3295782 47.6074864)",,25 mph,,Madison Street
191144466,True,2,secondary,False,100.527,,"LINESTRING (-122.3306814 47.6070218, -122.330788 47.606977, -122.3311393 47.6068299, -122.3312541 47.6067817, -122.331701 47.6065939, -122.33182 47.6065443)",,25 mph,,Madison Street
"[428231558, 428231559]",True,3,secondary,False,68.007,,"LINESTRING (-122.3306814 47.6070218, -122.3307535 47.6071016, -122.3311419 47.6075278, -122.3311558 47.6075431)",,25 mph,,6th Avenue
337667441,False,2,residential,False,8.023,,"LINESTRING (-122.334237 47.600892, -122.33413 47.6008921)",,20 mph,,South Washington Street
"[537680633, 292125091, 213928773]",True,"['1', '2']",residential,False,109.46900000000001,,"LINESTRING (-122.334237 47.600892, -122.3343437 47.6008919, -122.334838 47.6008912, -122.335467 47.6008904, -122.335501 47.6008904, -122.3356969 47.6008949)",,20 mph,,South Washington Street
337667434,True,2,secondary,False,93.131,,"LINESTRING (-122.334237 47.600892, -122.3342377 47.6008115, -122.3342427 47.6001133, -122.3342459 47.6000545)",,25 mph,,1st Avenue South
6437135,False,2,residential,True,93.398,,"LINESTRING (-122.332866 47.6008898, -122.332868 47.6009901, -122.3328701 47.6010606, -122.3328708 47.6012268, -122.332866 47.6016151, -122.3328654 47.6017297)",,20 mph,,Occidental Avenue South
452330585,False,2,residential,False,94.743,,"LINESTRING (-122.332866 47.6008898, -122.332753 47.6008893, -122.3322404 47.6008871, -122.331722 47.6008848, -122.3316024 47.6008848)",,20 mph,,South Washington Street
"[337667440, 452330585]",False,2,residential,True,94.77300000000001,,"LINESTRING (-122.332866 47.6008898, -122.33304 47.6008906, -122.333537 47.6008928, -122.333554 47.6008928, -122.3340731 47.6008922, -122.33413 47.6008921)",,20 mph,,South Washington Street
332585572,False,2,residential,False,97.806,,"LINESTRING (-122.3276666 47.6008802, -122.327548 47.6008866, -122.3270251 47.6008908, -122.3265203 47.6008872, -122.3263626 47.6008861)",,20 mph,,South Washington Street
"[428230593, 61032261]",False,3,secondary,False,94.05,,"LINESTRING (-122.3276666 47.6008802, -122.327665 47.6007987, -122.3276648 47.6007209, -122.3276671 47.600379, -122.3276671 47.6003741, -122.3276675 47.6003104, -122.3276682 47.6002157, -122.3276686 47.600115, -122.3276694 47.6000344)",,25 mph,,5th Avenue South
531922150,False,2,residential,True,100.812,,"LINESTRING (-122.3276666 47.6008802, -122.3278095 47.6008729, -122.3279134 47.6008732, -122.3281239 47.6008738, -122.3283187 47.6008744, -122.3285352 47.6008773, -122.3288554 47.6008816, -122.3290106 47.6008837)",,20 mph,,South Washington Street
6490729,False,2,tertiary,True,91.791,,"LINESTRING (-122.3263626 47.6008861, -122.3263587 47.6009653, -122.3263553 47.6010516, -122.326353 47.6014019, -122.3263509 47.6016213, -122.32635 47.6017115)",,25 mph,,6th Avenue South
332585572,False,2,residential,False,91.50399999999999,,"LINESTRING (-122.3263626 47.6008861, -122.3262294 47.6008857, -122.3251422 47.6008828)",,20 mph,,South Washington Street
332585572,False,2,residential,True,97.80600000000001,,"LINESTRING (-122.3263626 47.6008861, -122.3265203 47.6008872, -122.3270251 47.6008908, -122.327548 47.6008866, -122.3276666 47.6008802)",,20 mph,,South Washington Street
706262356,False,2,tertiary,False,95.187,,"LINESTRING (-122.3263626 47.6008861, -122.3263598 47.6008045, -122.3263576 47.6007014, -122.3263589 47.6005097, -122.3263601 47.6003397, -122.3263615 47.6001239, -122.326361 47.6001099, -122.326362 47.6000301)",,25 mph,,6th Avenue South
"[428243312, 428243308]",True,4,primary,False,91.536,,"LINESTRING (-122.3351305 47.6051575, -122.3350743 47.6050969, -122.3346219 47.6046034, -122.3345456 47.6045207, -122.334488 47.6044575)",,25 mph,,2nd Avenue
761371385,True,2,primary,False,98.352,,"LINESTRING (-122.3351305 47.6051575, -122.3352656 47.6051011, -122.3356313 47.604949, -122.3360886 47.6047586, -122.3361139 47.6047478, -122.3362467 47.6046928)",,25 mph,,Madison Street
6428348,True,2,secondary,False,98.03699999999999,,"LINESTRING (-122.334026 47.6056295, -122.334131 47.6055844, -122.3345928 47.6053871, -122.3348776 47.6052655, -122.3349975 47.605214, -122.3350577 47.6051886, -122.3351305 47.6051575)",,25 mph,,Madison Street
462696720,False,4,secondary,True,92.82300000000001,,"LINESTRING (-122.334026 47.6056295, -122.334084 47.6056922, -122.3346272 47.6062729, -122.3346862 47.6063357)",,25 mph,,3rd Avenue
532864853,False,4,secondary,False,93.453,,"LINESTRING (-122.334026 47.6056295, -122.33398 47.6055786, -122.3338647 47.6054474, -122.3337353 47.605303, -122.3334406 47.6049749, -122.3333828 47.6049096)",,25 mph,,3rd Avenue
462696723,True,2,secondary,False,97.725,,"LINESTRING (-122.3329126 47.6060865, -122.332975 47.6060606, -122.3330496 47.60603, -122.333927 47.6056699, -122.334026 47.6056295)",,25 mph,,Madison Street
"[894783360, 428243939]",True,3,primary,False,93.888,,"LINESTRING (-122.3329126 47.6060865, -122.3329832 47.6061626, -122.3332913 47.6064917, -122.3333654 47.6065709, -122.3335175 47.606734, -122.3335804 47.6068008)",,25 mph,,4th Avenue
"[6508961, 1121501787]",True,3,secondary,False,92.659,,"LINESTRING (-122.33182 47.6065443, -122.331759 47.6064779, -122.3315761 47.6062746, -122.331239 47.6059028, -122.3311987 47.6058567, -122.3311769 47.6058327)",,25 mph,,5th Avenue
191144466,True,2,secondary,False,96.44200000000001,,"LINESTRING (-122.33182 47.6065443, -122.331923 47.6065009, -122.3322093 47.6063814, -122.3327919 47.6061369, -122.3329126 47.6060865)",,25 mph,,Madison Street
"[428227905, 428227871]",False,"['4', '5']",secondary,False,97.25099999999999,,"LINESTRING (-122.3295782 47.6074864, -122.3294741 47.6075293, -122.3290242 47.6077153, -122.3287804 47.6078189, -122.328596 47.6078967, -122.3284765 47.6079481)",,25 mph,,Madison Street
"[428227905, 56178844, 13726933]",False,"['4', '2']",secondary,"[False, True]",97.51500000000001,yes,"LINESTRING (-122.3295782 47.6074864, -122.3296356 47.6074627, -122.3306224 47.6070471, -122.3306814 47.6070218)",,25 mph,,Madison Street
462700213,False,2,tertiary,False,93.186,,"LINESTRING (-122.3295782 47.6074864, -122.329668 47.6075847, -122.3301915 47.60815, -122.3302357 47.6081976)",,25 mph,,7th Avenue
8111067,False,2,residential,True,91.539,,"LINESTRING (-122.3284765 47.6079481, -122.328394 47.6078595, -122.3283507 47.6078114, -122.3282251 47.6076749, -122.3280751 47.6075119, -122.3278846 47.6073056, -122.3278327 47.6072486)",,20 mph,,8th Avenue
"[428227905, 428227871]",False,"['4', '5']",secondary,True,97.25100000000002,,"LINESTRING (-122.3284765 47.6079481, -122.328596 47.6078967, -122.3287804 47.6078189, -122.3290242 47.6077153, -122.3294741 47.6075293, -122.3295782 47.6074864)",,25 mph,,Madison Street
428243313,True,4,primary,False,92.78699999999999,,"LINESTRING (-122.3364381 47.6065823, -122.3363888 47.6065291, -122.33619 47.6063119, -122.3361293 47.6062458, -122.3358484 47.6059406, -122.3357869 47.6058727)",,25 mph,,2nd Avenue
240874274,True,3,tertiary,False,98.281,,"LINESTRING (-122.3353207 47.6070445, -122.3354277 47.6070006, -122.3355697 47.6069431, -122.3356842 47.6068955, -122.3359817 47.6067719, -122.3363069 47.6066367, -122.3363519 47.6066181, -122.3364381 47.6065823)",,25 mph,,Seneca Street
421777784,False,4,secondary,False,92.057,,"LINESTRING (-122.3353207 47.6070445, -122.3352841 47.6070051, -122.3352124 47.6069259, -122.3348659 47.6065372, -122.3347425 47.6063993, -122.3346862 47.6063357)",,25 mph,,3rd Avenue
458064438,False,4,secondary,False,93.802,,"LINESTRING (-122.3353207 47.6070445, -122.3353846 47.6071151, -122.3359363 47.607717, -122.335978 47.6077623)",,25 mph,,3rd Avenue
620595348,True,3,primary,False,92.696,,"LINESTRING (-122.3342339 47.6075075, -122.3343099 47.6075906, -122.3348166 47.6081377, -122.3348881 47.6082149)",,25 mph,,4th Avenue
"[621426666, 533094613, 894783359]",True,3,tertiary,False,96.378,,"LINESTRING (-122.3342339 47.6075075, -122.3342853 47.6074853, -122.3343515 47.607457, -122.3345648 47.6073664, -122.3347627 47.6072821, -122.3352273 47.607084, -122.3353207 47.6070445)",,25 mph,,Seneca Street
"[22927968, 1050964925]",True,"['4', '3']",tertiary,False,98.649,,"LINESTRING (-122.3331106 47.6079696, -122.333228 47.6079211, -122.3336513 47.6077472, -122.333871 47.6076567, -122.3340875 47.6075674, -122.3342339 47.6075075)",,25 mph,,Seneca Street
"[1121501785, 1121501786]",True,3,secondary,False,91.60600000000001,,"LINESTRING (-122.3331106 47.6079696, -122.3330523 47.6079059, -122.332743 47.6075642, -122.332571 47.6073744, -122.332474 47.6072664)",,25 mph,,5th Avenue
169493653,False,2,secondary,False,96.94399999999999,,"LINESTRING (-122.3325194 47.6023124, -122.3324476 47.6023425, -122.3324107 47.6023577, -122.3319615 47.6025458, -122.3318777 47.6025807, -122.3315199 47.6027297, -122.3314201 47.6027714)",,25 mph,,James Street
169493653,False,2,secondary,True,108.43100000000001,,"LINESTRING (-122.3325194 47.6023124, -122.332659 47.6022535, -122.3329598 47.6021274, -122.3330673 47.6020822, -122.333518 47.6018936, -122.3335285 47.6018898, -122.3335479 47.6018788, -122.3335636 47.6018694, -122.3335844 47.601853, -122.3335938 47.6018412, -122.3335966 47.6018282, -122.3335991 47.6017334)",,25 mph,,James Street
"[428230578, 428230582]",True,"['4', '3']",primary,False,76.609,,"LINESTRING (-122.3325194 47.6023124, -122.3324665 47.6022551, -122.3323703 47.6021499, -122.3322018 47.6019663, -122.3321908 47.6019547, -122.33204 47.6017952, -122.3320153 47.601769, -122.3319771 47.6017285)",,25 mph,,2nd Avenue
6455148,True,2,tertiary,False,97.22,,"LINESTRING (-122.3331773 47.6030293, -122.3330977 47.6030615, -122.3330554 47.6030786, -122.3326187 47.6032586, -122.3321724 47.603439, -122.3320677 47.6034817)",,25 mph,,Cherry Street
"[428230580, 428243310]",True,"['4', '3']",primary,False,93.753,,"LINESTRING (-122.3331773 47.6030293, -122.3331217 47.6029678, -122.3327093 47.6025088, -122.3325817 47.6023772, -122.3325194 47.6023124)",,25 mph,,2nd Avenue
191144465,True,2,primary,False,96.917,,"LINESTRING (-122.334488 47.6044575, -122.3344144 47.6044876, -122.3343504 47.6045137, -122.333929 47.6046862, -122.3334898 47.6048656, -122.3333828 47.6049096)",,25 mph,,Marion Street
"[428243314, 428243315]",True,3,primary,False,96.18900000000001,,"LINESTRING (-122.334488 47.6044575, -122.334425 47.6043892, -122.3339842 47.6039085, -122.3338892 47.6038057, -122.3338129 47.6037219)",,25 mph,,2nd Avenue
"[256998469, 1054641726]",True,4,tertiary,False,93.967,,"LINESTRING (-122.3309243 47.6039483, -122.3308229 47.6039902, -122.3302796 47.6042158, -122.3299399 47.6043562, -122.3298566 47.6043909)",,25 mph,,Cherry Street
1053891486,True,4,primary,False,95.40299999999999,,"LINESTRING (-122.3309243 47.6039483, -122.3310215 47.604052, -122.3310821 47.6041164, -122.331212 47.6042545, -122.3312807 47.6043276, -122.3315362 47.6045963, -122.3316087 47.6046716)",,25 mph,,4th Avenue
"[310004600, 62412699]",False,1,motorway_link,True,76.966,,"LINESTRING (-122.3298566 47.6043909, -122.3297992 47.6045681, -122.3297918 47.6045938, -122.3297043 47.6046882, -122.329587 47.6047756, -122.3294396 47.6048656, -122.3293068 47.6049475)",,,yes,
263672095,True,3,tertiary,False,102.73500000000001,,"LINESTRING (-122.3298566 47.6043909, -122.3297014 47.6044558, -122.3288238 47.6048244, -122.3286935 47.6048794)",,25 mph,,Cherry Street
"[450919737, 1068838077]",True,4,secondary,False,91.978,,"LINESTRING (-122.3298566 47.6043909, -122.3298165 47.6043489, -122.3295281 47.6040416, -122.3292734 47.6037713, -122.3291997 47.6036923)",,25 mph,,5th Avenue
124045518,True,1,motorway_link,False,54.221000000000004,,"LINESTRING (-122.3276092 47.6053411, -122.327678 47.6053738, -122.327814 47.6054383, -122.3279718 47.6055376, -122.3281243 47.605677)",,,,
263672096,False,2,residential,False,97.96400000000001,,"LINESTRING (-122.3276092 47.6053411, -122.3275338 47.6053729, -122.3270776 47.6055661, -122.3266114 47.6057632, -122.3265025 47.6058095)",,20 mph,,Cherry Street
263672097,True,1,tertiary,False,95.09899999999999,,"LINESTRING (-122.3276092 47.6053411, -122.3276493 47.6053887, -122.3277454 47.6055019, -122.3278636 47.6056415, -122.3282382 47.6060838)",,25 mph,,7th Avenue
8111067,False,2,residential,False,94.357,,"LINESTRING (-122.3265025 47.6058095, -122.3265778 47.6058909, -122.3271159 47.6064677, -122.3271726 47.6065278)",,20 mph,,8th Avenue
8111067,False,2,residential,True,93.513,,"LINESTRING (-122.3265025 47.6058095, -122.3264531 47.6057555, -122.3259425 47.6051916, -122.3258526 47.6050917)",,20 mph,,8th Avenue
263672096,False,2,residential,False,97.197,,"LINESTRING (-122.3265025 47.6058095, -122.3264285 47.6058406, -122.3260219 47.6060129, -122.3255067 47.6062307, -122.3254044 47.6062742)",,20 mph,,Cherry Street
263672096,False,2,residential,True,97.96400000000001,,"LINESTRING (-122.3265025 47.6058095, -122.3266114 47.6057632, -122.3270776 47.6055661, -122.3275338 47.6053729, -122.3276092 47.6053411)",,20 mph,,Cherry Street
263672096,False,2,residential,True,97.686,,"LINESTRING (-122.3243017 47.6067422, -122.3243914 47.6067034, -122.3246287 47.6066017, -122.3248493 47.6065069, -122.3253166 47.6063109, -122.3254044 47.6062742)",,20 mph,,Cherry Street
1009593378,False,2,residential,False,92.866,,"LINESTRING (-122.3243017 47.6067422, -122.3243593 47.6068069, -122.3244094 47.606862, -122.3248485 47.6073504, -122.3248843 47.6073909, -122.3249438 47.6074564)",,20 mph,,Terry Avenue
"[1009593378, 338073583]",False,2,residential,True,94.23799999999999,,"LINESTRING (-122.3243017 47.6067422, -122.3242404 47.6066763, -122.3241897 47.6066205, -122.323817 47.6062007, -122.3237185 47.6060907, -122.3236525 47.6060165)",,20 mph,,Terry Avenue
8111067,False,2,residential,False,93.513,,"LINESTRING (-122.3258526 47.6050917, -122.3259425 47.6051916, -122.3264531 47.6057555, -122.3265025 47.6058095)",,20 mph,,8th Avenue
51817330,False,4,secondary,False,97.986,,"LINESTRING (-122.3258526 47.6050917, -122.3257873 47.6051192, -122.3257557 47.6051329, -122.3255524 47.6052195, -122.3253686 47.6052978, -122.3248478 47.6055195, -122.3247477 47.6055624)",,25 mph,,James Street
51817330,False,4,secondary,True,99.78,,"LINESTRING (-122.3258526 47.6050917, -122.3259418 47.6050541, -122.3268896 47.6046576, -122.3269834 47.6046185)",,25 mph,,James Street
6472609,False,2,residential,True,92.51700000000001,,"LINESTRING (-122.3278327 47.6072486, -122.3279277 47.607208, -122.3283774 47.6070172, -122.3285242 47.6069574, -122.3288368 47.6068299, -122.3288827 47.6068115)",,20 mph,,Marion Street
8111067,False,2,residential,False,91.539,,"LINESTRING (-122.3278327 47.6072486, -122.3278846 47.6073056, -122.3280751 47.6075119, -122.3282251 47.6076749, -122.3283507 47.6078114, -122.328394 47.6078595, -122.3284765 47.6079481)",,20 mph,,8th Avenue
8111067,False,2,residential,True,94.196,,"LINESTRING (-122.3278327 47.6072486, -122.327764 47.6071743, -122.327233 47.6065944, -122.3271726 47.6065278)",,20 mph,,8th Avenue
706262355,False,2,residential,False,98.29599999999999,,"LINESTRING (-122.3278327 47.6072486, -122.3277555 47.6072804, -122.3272917 47.6074738, -122.3268946 47.6076345, -122.3268242 47.6076628, -122.3267127 47.6077082)",,20 mph,,Marion Street
240852321,True,2,tertiary,False,95.96300000000001,,"LINESTRING (-122.335978 47.6077623, -122.3358831 47.6078017, -122.3353994 47.6080026, -122.3350036 47.6081665, -122.3349378 47.6081941, -122.3348881 47.6082149)",,25 mph,,University Street
458064438,False,4,secondary,True,93.802,,"LINESTRING (-122.335978 47.6077623, -122.3359363 47.607717, -122.3353846 47.6071151, -122.3353207 47.6070445)",,25 mph,,3rd Avenue
370819897,False,4,secondary,False,93.92800000000001,,"LINESTRING (-122.3333828 47.6049096, -122.3333218 47.6048449, -122.332837 47.6043238, -122.3327862 47.6042694, -122.3327164 47.6041943)",,25 mph,,3rd Avenue
532864852,True,2,primary,False,97.493,,"LINESTRING (-122.3333828 47.6049096, -122.3332624 47.6049586, -122.3329036 47.6051058, -122.3328132 47.6051428, -122.3323837 47.6053185, -122.3323321 47.6053397, -122.3322713 47.6053647)",,25 mph,,Marion Street
532864853,False,4,secondary,True,93.45300000000002,,"LINESTRING (-122.3333828 47.6049096, -122.3334406 47.6049749, -122.3337353 47.605303, -122.3338647 47.6054474, -122.33398 47.6055786, -122.334026 47.6056295)",,25 mph,,3rd Avenue
"[620762217, 1047861715]",True,"['3', '2']",secondary,False,97.16000000000001,,"LINESTRING (-122.3322713 47.6053647, -122.3321418 47.6054199, -122.3316077 47.6056482, -122.33125 47.6058006, -122.3311769 47.6058327)",,25 mph,,Marion Street
"[1067834072, 993382884, 1122273142]",True,4,primary,False,93.55900000000001,,"LINESTRING (-122.3322713 47.6053647, -122.332341 47.6054434, -122.3327814 47.6059389, -122.332855 47.6060219, -122.3329126 47.6060865)",,25 mph,,4th Avenue
"[679636490, 428230597]",True,3,secondary,False,93.60000000000001,,"LINESTRING (-122.3311769 47.6058327, -122.331125 47.6057768, -122.3309656 47.6055991, -122.3307741 47.6053875, -122.3305889 47.6051834, -122.3305267 47.6051141)",,25 mph,,5th Avenue
679639327,True,2,secondary,False,88.122,,"LINESTRING (-122.3311769 47.6058327, -122.331064 47.6058793, -122.3306004 47.6060724, -122.3301768 47.6062491)",,25 mph,,Marion Street
6472609,False,2,residential,False,92.51700000000001,,"LINESTRING (-122.3288827 47.6068115, -122.3288368 47.6068299, -122.3285242 47.6069574, -122.3283774 47.6070172, -122.3279277 47.607208, -122.3278327 47.6072486)",,20 mph,,Marion Street
263672094,True,,tertiary,False,17.516,,"LINESTRING (-122.3288827 47.6068115, -122.3289109 47.6068281, -122.3289911 47.606859, -122.329076 47.6068993)",,25 mph,,7th Avenue
263672156,False,2,residential,True,97.746,,"LINESTRING (-122.3256052 47.6081721, -122.3257144 47.6081263, -122.3265182 47.6077897, -122.3266152 47.6077489, -122.3267127 47.6077082)",,20 mph,,Marion Street
1009593378,False,2,residential,True,93.76500000000001,,"LINESTRING (-122.3256052 47.6081721, -122.3255446 47.6081068, -122.3250451 47.6075661, -122.3250083 47.6075267, -122.3249438 47.6074564)",,20 mph,,Terry Avenue
169493653,False,2,secondary,True,96.944,,"LINESTRING (-122.3314201 47.6027714, -122.3315199 47.6027297, -122.3318777 47.6025807, -122.3319615 47.6025458, -122.3324107 47.6023577, -122.3324476 47.6023425, -122.3325194 47.6023124)",,25 mph,,James Street
332591270,False,4,secondary,False,92.71300000000001,,"LINESTRING (-122.3314201 47.6027714, -122.3314814 47.6028388, -122.3320253 47.603436, -122.3320677 47.6034817)",,25 mph,,3rd Avenue
"[450919736, 6493491, 428230584]",False,4,secondary,True,146.75699999999998,,"LINESTRING (-122.3314201 47.6027714, -122.3313697 47.6027165, -122.3312699 47.6026067, -122.3309236 47.6022248, -122.3308333 47.6021255, -122.3307985 47.6020869, -122.3306402 47.6019182, -122.3305634 47.601858, -122.3304763 47.6018045, -122.3304541 47.601794, -122.3304095 47.601778, -122.330277 47.6017203)",,25 mph,,3rd Avenue
450919738,False,2,secondary,False,99.94300000000001,,"LINESTRING (-122.3314201 47.6027714, -122.3313219 47.6028122, -122.3309531 47.6029657, -122.3308731 47.6029989, -122.3304311 47.6031823, -122.3303765 47.6032052, -122.3302856 47.6032433)",,25 mph,,James Street
240874273,False,4,secondary,False,95.50400000000002,,"LINESTRING (-122.3302856 47.6032433, -122.3301714 47.6032903, -122.3293111 47.6036459, -122.3291997 47.6036923)",,25 mph,,James Street
"[428243940, 428243942]",True,4,primary,False,91.861,,"LINESTRING (-122.3302856 47.6032433, -122.3303517 47.6033168, -122.3307711 47.6037792, -122.3308768 47.6038961, -122.3309243 47.6039483)",,25 mph,,4th Avenue
450919738,False,2,secondary,True,99.943,,"LINESTRING (-122.3302856 47.6032433, -122.3303765 47.6032052, -122.3304311 47.6031823, -122.3308731 47.6029989, -122.3309531 47.6029657, -122.3313219 47.6028122, -122.3314201 47.6027714)",,25 mph,,James Street
240874273,False,4,secondary,True,95.50400000000002,,"LINESTRING (-122.3291997 47.6036923, -122.3293111 47.6036459, -122.3301714 47.6032903, -122.3302856 47.6032433)",,25 mph,,James Street
"[428230617, 428230620]",False,"['4', '5']",secondary,False,100.406,,"LINESTRING (-122.3291997 47.6036923, -122.329087 47.6037386, -122.3289885 47.6037796, -122.3287794 47.6038661, -122.3286823 47.6039062, -122.3281824 47.6041128, -122.328058 47.6041643)",,25 mph,,James Street
"[484863624, 1269307234, 1268987448]",True,"['4', '3']",secondary,False,91.36299999999999,,"LINESTRING (-122.3291997 47.6036923, -122.3291106 47.6035949, -122.3290462 47.6035237, -122.3288631 47.6033226, -122.32868 47.6031216, -122.3286192 47.603054, -122.3285633 47.6029916)",,25 mph,,5th Avenue
