osmid,lanes,name,highway,oneway,reversed,length,geometry,ref
20771472,2,3rd Street,residential,False,False,119.034,"LINESTRING (-94.3826898 29.817317, -94.3826898 29.8183875)",
20771472,2,3rd Street,residential,False,True,112.307,"LINESTRING (-94.3826898 29.817317, -94.3826898 29.816307)",
20765099,2,West Walnut Avenue,residential,False,False,118.239,"LINESTRING (-94.3826898 29.817317, -94.3837992 29.8173151, -94.3839154 29.8173147)",
20765099,2,West Walnut Avenue,residential,False,False,23.752,"LINESTRING (-94.3839154 29.8173147, -94.3841616 29.8173138)",
20765099,2,West Walnut Avenue,residential,False,True,118.239,"LINESTRING (-94.3839154 29.8173147, -94.3837992 29.8173151, -94.3826898 29.817317)",
"[668005338, 668005334]","['3', '2']",Gulfway Drive,primary,True,False,115.923,"LINESTRING (-94.3839154 29.8173147, -94.3839182 29.8178059, -94.3839213 29.8183572)",TX 124
20770313,2,5th Street,residential,False,False,115.847,"LINESTRING (-94.3851705 29.8173132, -94.385181 29.818355)",
20770313,2,5th Street,residential,False,True,112.065,"LINESTRING (-94.3851705 29.8173132, -94.3851886 29.8163055)",
20765099,2,West Walnut Avenue,residential,False,True,97.333,"LINESTRING (-94.3851705 29.8173132, -94.3842884 29.8173134, -94.3841616 29.8173138)",
20770313,2,5th Street,residential,False,True,110.584,"LINESTRING (-94.385218 29.8246215, -94.3852141 29.823627)",
996835625,2,West Magnolia Avenue,residential,False,False,145.478,"LINESTRING (-94.385218 29.8246215, -94.386726 29.8246111)",
996835625,2,West Magnolia Avenue,residential,False,True,106.723,"LINESTRING (-94.385218 29.8246215, -94.3842464 29.8246254, -94.3841121 29.8246164)",
20770355,2,6th Street,residential,False,True,109.753,"LINESTRING (-94.386726 29.8246111, -94.3867164 29.8236241)",
996835625,2,West Magnolia Avenue,residential,False,True,145.478,"LINESTRING (-94.386726 29.8246111, -94.385218 29.8246215)",
20770005,2,1st Street,residential,False,False,118.625,"LINESTRING (-94.3793513 29.8204995, -94.3793526 29.8206179, -94.3793585 29.8215663)",
20770005,2,1st Street,residential,False,True,119.572,"LINESTRING (-94.3793513 29.8204995, -94.37935 29.8203811, -94.3792941 29.8194254)",
"[905670544, 905670545]",4,Broadway Avenue,secondary,False,False,177.906,"LINESTRING (-94.3793513 29.8204995, -94.380608 29.8204868, -94.3811953 29.8204809)",FM 1406
905670545,4,Broadway Avenue,secondary,False,False,145.584,"LINESTRING (-94.3811953 29.8204809, -94.3827043 29.8204669)",FM 1406
20771500,2,2nd Street,residential,False,False,118.868,"LINESTRING (-94.3811953 29.8204809, -94.3811957 29.8205992, -94.3811985 29.8215499)",
20771500,2,2nd Street,residential,False,True,120.486,"LINESTRING (-94.3811953 29.8204809, -94.3811931 29.8203625, -94.3812038 29.8193974)",
"[905670544, 905670545]",4,Broadway Avenue,secondary,False,True,177.906,"LINESTRING (-94.3811953 29.8204809, -94.380608 29.8204868, -94.3793513 29.8204995)",FM 1406
878454304,3,Broadway Avenue,secondary,False,False,87.444,"LINESTRING (-94.3827043 29.8204669, -94.3836107 29.820461)",FM 1406
905670545,4,Broadway Avenue,secondary,False,True,145.584,"LINESTRING (-94.3827043 29.8204669, -94.3811953 29.8204809)",FM 1406
20771472,2,3rd Street,residential,False,False,118.915,"LINESTRING (-94.3827043 29.8204669, -94.3827065 29.8205853, -94.3827113 29.8215363)",
20771472,2,3rd Street,residential,False,True,117.93,"LINESTRING (-94.3827043 29.8204669, -94.3827021 29.8203485, -94.3826683 29.8194068)",
878454305,2,Broadway Avenue,secondary,False,False,24.197,"LINESTRING (-94.3839409 29.8204603, -94.3841917 29.8204627)",FM 1406
878454305,2,Broadway Avenue,secondary,False,True,31.857,"LINESTRING (-94.3839409 29.8204603, -94.3838505 29.8204591, -94.3836107 29.820461)",FM 1406
1082390868,2,Gulfway Drive,primary,True,False,48.099000000000004,"LINESTRING (-94.3839409 29.8204603, -94.3839467 29.8206531, -94.3839469 29.8208928)",TX 124
143940193,2,Broadway Avenue,secondary,False,False,144.159,"LINESTRING (-94.385198 29.8204594, -94.3866923 29.8204646)",FM 1406
20770313,2,5th Street,residential,False,False,120.335,"LINESTRING (-94.385198 29.8204594, -94.3851979 29.8205765, -94.3851968 29.8215416)",
