osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed
41656207,True,primary_link,False,68.63900000000001,"LINESTRING (-122.1990157 47.7589995, -122.1993013 47.7592525, -122.1993438 47.7592893, -122.199429 47.7593418, -122.1994846 47.7593695, -122.1995701 47.7594042, -122.1996538 47.7594296)",,,,
428096454,True,primary,False,49.309,"LINESTRING (-122.1990157 47.7589995, -122.1991429 47.7590479, -122.1993592 47.75912, -122.1996136 47.7591848)",3,WA 522,Woodinville Drive,35 mph
4776030,False,secondary,False,30.21,"LINESTRING (-122.1996538 47.7594296, -122.1995908 47.7593757, -122.1995621 47.7593425, -122.1995544 47.7593134, -122.1995611 47.7592815, -122.1995839 47.7592408, -122.1995879 47.7592317, -122.1996136 47.7591848)",,,Kaysner Way,
366059595,False,secondary,True,161.71999999999997,"LINESTRING (-122.1996538 47.7594296, -122.199748 47.7594607, -122.2000819 47.7595699, -122.2001624 47.7595974, -122.2010394 47.7598974, -122.2012883 47.7600185, -122.2013946 47.7600919, -122.2014738 47.7601801)",,,Kaysner Way,
366059595,False,secondary,False,161.72,"LINESTRING (-122.2014738 47.7601801, -122.2013946 47.7600919, -122.2012883 47.7600185, -122.2010394 47.7598974, -122.2001624 47.7595974, -122.2000819 47.7595699, -122.199748 47.7594607, -122.1996538 47.7594296)",,,Kaysner Way,
"[366059595, 13866790]",False,secondary,True,27.578,"LINESTRING (-122.2014738 47.7601801, -122.2015459 47.7602547, -122.201596 47.7603441, -122.201612 47.7604067)",,,"['Kaysner Way', '104th Avenue Northeast']",
4729900,False,secondary,True,40.987,"LINESTRING (-122.201612 47.7604067, -122.201703 47.7603866, -122.2019835 47.7603297, -122.2021405 47.7603106)",,,Main Street,25 mph
4879305,False,secondary,False,117.04799999999999,"LINESTRING (-122.201612 47.7604067, -122.201484 47.7604355, -122.201112 47.7605095, -122.2010292 47.7605261, -122.2008824 47.7605556, -122.2007985 47.7605721, -122.2007014 47.7605913, -122.200659 47.7605996, -122.2005327 47.7606245, -122.2003461 47.7606612, -122.2003057 47.7606692, -122.2002319 47.7606837, -122.2001115 47.7607075)",2,,Beardslee Boulevard,30 mph
6513997,False,residential,False,89.36500000000001,"LINESTRING (-122.201612 47.7604067, -122.201616 47.7604759, -122.2016175 47.7605785, -122.2016163 47.7607721, -122.2016159 47.7608033, -122.2016129 47.7610072, -122.2016119 47.7610771, -122.2016107 47.7612103)",,,104th Avenue Northeast,
"[366059595, 13866790]",False,secondary,False,27.578,"LINESTRING (-122.201612 47.7604067, -122.201596 47.7603441, -122.2015459 47.7602547, -122.2014738 47.7601801)",,,"['Kaysner Way', '104th Avenue Northeast']",
737705705,False,residential,False,94.235,"LINESTRING (-122.205439 47.7600934, -122.2054569 47.7601632, -122.2055164 47.7605137, -122.2055167 47.7605158, -122.2055215 47.7605475, -122.2055753 47.7608869, -122.205583 47.7609352)",,,101st Avenue Northeast,
976606120,False,secondary,True,93.48500000000001,"LINESTRING (-122.205439 47.7600934, -122.2055654 47.7600846, -122.2058389 47.7600659, -122.2059978 47.7600558, -122.2061423 47.7600453, -122.2062742 47.7600361, -122.2066063 47.7600134, -122.2066832 47.7600081)",,,Main Street,25 mph
"[976606121, 89378604]",False,residential,True,76.199,"LINESTRING (-122.205439 47.7600934, -122.2054255 47.760029, -122.2053772 47.7597412, -122.2053634 47.7596575, -122.2053408 47.7595178, -122.2053383 47.7594922, -122.2053366 47.759412)",,,101st Avenue Northeast,
4729900,False,secondary,False,122.781,"LINESTRING (-122.203774 47.7602118, -122.203659 47.7602212, -122.2032449 47.7602521, -122.2030465 47.760267, -122.2030016 47.7602682, -122.202937 47.7602676, -122.2027877 47.7602619, -122.2024252 47.7602847, -122.2022923 47.7602968, -122.2022575 47.7602999, -122.2021405 47.7603106)",,,Main Street,25 mph
89373513,False,residential,False,93.733,"LINESTRING (-122.203774 47.7602118, -122.203793 47.7602776, -122.2038152 47.7603906, -122.2038608 47.7606446, -122.2039211 47.7610017, -122.2039292 47.7610481)",,,102nd Avenue Northeast,
4729900,False,secondary,False,40.986999999999995,"LINESTRING (-122.2021405 47.7603106, -122.2019835 47.7603297, -122.201703 47.7603866, -122.201612 47.7604067)",,,Main Street,25 mph
4729900,False,secondary,True,122.78099999999999,"LINESTRING (-122.2021405 47.7603106, -122.2022575 47.7602999, -122.2022923 47.7602968, -122.2024252 47.7602847, -122.2027877 47.7602619, -122.202937 47.7602676, -122.2030016 47.7602682, -122.2030465 47.760267, -122.2032449 47.7602521, -122.203659 47.7602212, -122.203774 47.7602118)",,,Main Street,25 mph
6422005,False,residential,False,95.458,"LINESTRING (-122.2021405 47.7603106, -122.202153 47.7603823, -122.2021559 47.7604027, -122.202167 47.7604939, -122.2022063 47.7607609, -122.2022249 47.7608651, -122.202245 47.7610211, -122.2022474 47.7610371, -122.2022554 47.7610966, -122.2022653 47.7611649)",,,103rd Avenue Northeast,
6422005,False,residential,True,48.796,"LINESTRING (-122.2021405 47.7603106, -122.2021361 47.760263, -122.2021002 47.7598726)",,,103rd Avenue Northeast,
6341564,False,residential,False,131.628,"LINESTRING (-122.2033378 47.7629383, -122.2015768 47.7629327)",,,Northeast 186th Street,
6422063,False,residential,True,43.466,"LINESTRING (-122.2033378 47.7629383, -122.2033383 47.7625474)",,,103rd Avenue Northeast,
6422063,False,residential,False,101.417,"LINESTRING (-122.2033378 47.7629383, -122.2033444 47.7631706, -122.2033462 47.7633778, -122.2033622 47.7638502)",,,103rd Avenue Northeast,
