osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,ref
16539561,residential,False,True,81.453,"LINESTRING (-80.0757918 36.1164599, -80.0759107 36.1162779, -80.0760136 36.116233, -80.0762407 36.1158416)",,,,
16543483,residential,False,True,146.655,"LINESTRING (-80.0772882 36.1183014, -80.0768959 36.1180395, -80.0767753 36.1179926, -80.0765839 36.1179182, -80.0764867 36.1178826, -80.0763792 36.1178402, -80.0763082 36.1178173, -80.0761916 36.1177535, -80.0759544 36.1175637)",Oakhurst Street,,,
768389753,secondary,False,False,161.66,"LINESTRING (-80.0772882 36.1183014, -80.0768891 36.1186055, -80.0767531 36.1187091, -80.075979 36.119299)",South Cherry Street,2,35 mph,
768389753,secondary,False,True,71.91799999999999,"LINESTRING (-80.0772882 36.1183014, -80.0778768 36.1178822, -80.0778888 36.1178737)",South Cherry Street,2,35 mph,
921587073,residential,False,False,51.724,"LINESTRING (-80.0778888 36.1178737, -80.0783667 36.1181332)",Tanyard Lane,,,
768389753,secondary,False,False,71.91799999999999,"LINESTRING (-80.0778888 36.1178737, -80.0778768 36.1178822, -80.0772882 36.1183014)",South Cherry Street,2,35 mph,
16543820,secondary,False,False,20.358,"LINESTRING (-80.075979 36.119299, -80.0758118 36.1194226)",South Cherry Street,,35 mph,
16550333,residential,False,True,270.12,"LINESTRING (-80.075979 36.119299, -80.0764937 36.1197346, -80.076982 36.120148, -80.077216 36.12035, -80.077656 36.120724, -80.078083 36.121033)",Hastings Drive,,,
768389753,secondary,False,True,161.66,"LINESTRING (-80.075979 36.119299, -80.0767531 36.1187091, -80.0768891 36.1186055, -80.0772882 36.1183014)",South Cherry Street,2,35 mph,
16543820,secondary,False,True,20.358,"LINESTRING (-80.0758118 36.1194226, -80.075979 36.119299)",South Cherry Street,,35 mph,
16544207,residential,False,False,136.467,"LINESTRING (-80.0758118 36.1194226, -80.074736 36.118556)",Harmon Lane,,,
16543820,secondary,False,False,138.986,"LINESTRING (-80.0758118 36.1194226, -80.075546 36.1196213, -80.0753848 36.1197419, -80.0753021 36.1198028, -80.0751734 36.1198946, -80.0750326 36.1199951, -80.0749245 36.1200722, -80.0747772 36.1201773, -80.0746769 36.1202709)",South Cherry Street,,35 mph,
16543820,secondary,False,True,138.986,"LINESTRING (-80.0746769 36.1202709, -80.0747772 36.1201773, -80.0749245 36.1200722, -80.0750326 36.1199951, -80.0751734 36.1198946, -80.0753021 36.1198028, -80.0753848 36.1197419, -80.075546 36.1196213, -80.0758118 36.1194226)",South Cherry Street,,35 mph,
16563297,secondary,False,False,191.71300000000002,"LINESTRING (-80.0746769 36.1202709, -80.0744449 36.1205394, -80.0743021 36.1207046, -80.0740064 36.1210468, -80.0736329 36.1214789, -80.0734551 36.1216846)",North Cherry Street,,35 mph,
111791590,primary,False,False,141.087,"LINESTRING (-80.0746769 36.1202709, -80.074339 36.120156, -80.0741165 36.1200804, -80.0738995 36.1200066, -80.073664 36.1199248, -80.0732313 36.1197746)",West Mountain Street,,,
111791590,primary,False,True,245.015,"LINESTRING (-80.0746769 36.1202709, -80.0747799 36.1203518, -80.0748786 36.1204435, -80.074914 36.1205023, -80.0749351 36.1205713, -80.0749386 36.1206008, -80.0749793 36.1209429, -80.0749846 36.1209876, -80.0750138 36.121233, -80.075046 36.121503, -80.075053 36.1215206, -80.075108 36.12166, -80.075182 36.121788, -80.075276 36.121907, -80.075347 36.121978, -80.075383 36.122014, -80.075656 36.12223)",West Mountain Street,,,
16544207,residential,False,True,136.467,"LINESTRING (-80.074736 36.118556, -80.0758118 36.1194226)",Harmon Lane,,,
663009321,primary,False,True,31.159,"LINESTRING (-80.074736 36.118556, -80.0749729 36.1183513)",South Main Street,2,35 mph,
768389804,primary,False,False,191.581,"LINESTRING (-80.074736 36.118556, -80.074202 36.1189885, -80.073987 36.1191626, -80.0739224 36.1192138, -80.0738204 36.1192916, -80.0737147 36.1193723, -80.0735727 36.119482, -80.0733107 36.1196844, -80.0732313 36.1197746)",South Main Street,2,20 mph,
16544213,residential,False,False,59.066,"LINESTRING (-80.068179 36.11547, -80.0687184 36.1157738)",Harmon Lane,,,
16544213,residential,False,True,59.066,"LINESTRING (-80.0687184 36.1157738, -80.068179 36.11547)",Harmon Lane,,,
16544213,residential,False,False,234.855,"LINESTRING (-80.0687184 36.1157738, -80.0690409 36.1159315, -80.0694381 36.1160379, -80.069718 36.1160782, -80.0700903 36.1160978, -80.0703758 36.1161291, -80.070411 36.116133, -80.070819 36.116243, -80.071179 36.116398)",Harmon Lane,,,
16544213,residential,False,False,168.858,"LINESTRING (-80.071179 36.116398, -80.0728 36.117167)",Harmon Lane,,,
16544213,residential,False,True,234.85500000000002,"LINESTRING (-80.071179 36.116398, -80.070819 36.116243, -80.070411 36.116133, -80.0703758 36.1161291, -80.0700903 36.1160978, -80.069718 36.1160782, -80.0694381 36.1160379, -80.0690409 36.1159315, -80.0687184 36.1157738)",Harmon Lane,,,
16551317,residential,False,False,273.281,"LINESTRING (-80.071179 36.116398, -80.070613 36.116967, -80.0704179 36.1171914, -80.070037 36.1176297, -80.0696627 36.1180601, -80.0693838 36.1183809)",Broad Street,,,
16544213,residential,False,True,168.858,"LINESTRING (-80.0728 36.117167, -80.071179 36.116398)",Harmon Lane,,,
16544213,residential,False,False,236.59000000000003,"LINESTRING (-80.0728 36.117167, -80.0737769 36.1176411, -80.073824 36.117664, -80.073866 36.1176857, -80.0740267 36.1177686, -80.074078 36.117795, -80.0741963 36.1178454, -80.0742911 36.1178953, -80.0744921 36.118001, -80.0746087 36.1180624, -80.0746487 36.1180811, -80.0749729 36.1183513)",Harmon Lane,,,
16555008,residential,False,True,131.248,"LINESTRING (-80.0728 36.117167, -80.0733003 36.1163378, -80.0733216 36.1163025, -80.073351 36.1162037, -80.073351 36.1160867)",Harmon Court,,,
663009321,primary,False,False,31.159,"LINESTRING (-80.0749729 36.1183513, -80.074736 36.118556)",South Main Street,2,35 mph,
16544213,residential,False,True,236.58999999999997,"LINESTRING (-80.0749729 36.1183513, -80.0746487 36.1180811, -80.0746087 36.1180624, -80.0744921 36.118001, -80.0742911 36.1178953, -80.0741963 36.1178454, -80.074078 36.117795, -80.0740267 36.1177686, -80.073866 36.1176857, -80.073824 36.117664, -80.0737769 36.1176411, -80.0728 36.117167)",Harmon Lane,,,
663009321,primary,False,True,124.275,"LINESTRING (-80.0749729 36.1183513, -80.075323 36.1180768, -80.0755534 36.1178855, -80.0759544 36.1175637)",South Main Street,2,35 mph,
16563642,residential,False,False,47.07,"LINESTRING (-80.078318 36.122119, -80.0781196 36.1225108)",Kerner Street,,,
16563642,residential,False,True,101.763,"LINESTRING (-80.078318 36.122119, -80.078688 36.121254)",Kerner Street,,,
16545947,residential,False,False,155.69099999999997,"LINESTRING (-80.078318 36.122119, -80.077857 36.121944, -80.077798 36.121916, -80.077779 36.121894, -80.077769 36.121868, -80.07776 36.121813, -80.077767 36.121758, -80.078083 36.121033)",Joyce Lane,,,
16545947,residential,False,True,155.691,"LINESTRING (-80.078083 36.121033, -80.077767 36.121758, -80.07776 36.121813, -80.077769 36.121868, -80.077779 36.121894, -80.077798 36.121916, -80.077857 36.121944, -80.078318 36.122119)",Joyce Lane,,,
16550333,residential,False,False,270.12,"LINESTRING (-80.078083 36.121033, -80.077656 36.120724, -80.077216 36.12035, -80.076982 36.120148, -80.0764937 36.1197346, -80.075979 36.119299)",Hastings Drive,,,
16550333,residential,False,True,59.971000000000004,"LINESTRING (-80.078083 36.121033, -80.078281 36.121135, -80.078688 36.121254)",Hastings Drive,,,
16545968,residential,False,False,292.27599999999995,"LINESTRING (-80.071371 36.120003, -80.0710166 36.119882, -80.0707481 36.1197904, -80.0703147 36.1196425, -80.070182 36.1195972, -80.0699577 36.1195206, -80.0696123 36.1194027, -80.069414 36.119335, -80.069351 36.119302, -80.069323 36.119276, -80.069326 36.11922, -80.0694967 36.118977, -80.0696885 36.1187039, -80.069791 36.118558)",Drummond Street,,,
"[16558289, 16553359]",residential,False,"[False, True]",303.52,"LINESTRING (-80.071371 36.120003, -80.071263 36.1201735, -80.0708229 36.1208682, -80.0705853 36.1212433, -80.070604 36.1213129, -80.0706483 36.1213952, -80.0707975 36.1215488, -80.0709557 36.121733, -80.0710063 36.1218493, -80.0710698 36.1219951, -80.0713165 36.1223028, -80.0713544 36.1224101)","['Railroad Street', 'Beard Street']",,,
16553359,residential,False,True,40.830999999999996,"LINESTRING (-80.071371 36.120003, -80.0715541 36.1197355, -80.071587 36.11968)",Beard Street,,,
16545968,residential,False,True,292.27599999999995,"LINESTRING (-80.069791 36.118558, -80.0696885 36.1187039, -80.0694967 36.118977, -80.069326 36.11922, -80.069323 36.119276, -80.069351 36.119302, -80.069414 36.119335, -80.0696123 36.1194027, -80.0699577 36.1195206, -80.070182 36.1195972, -80.0703147 36.1196425, -80.0707481 36.1197904, -80.0710166 36.119882, -80.071371 36.120003)",Drummond Street,,,
16552369,primary,False,False,41.54,"LINESTRING (-80.069791 36.118558, -80.0695851 36.1184685, -80.0693838 36.1183809)",East Mountain Street,,,
16552369,primary,False,True,104.262,"LINESTRING (-80.069791 36.118558, -80.0698907 36.118597, -80.0700999 36.1186788, -80.0701295 36.1186904, -80.0704746 36.1188253, -80.0705738 36.1188641, -80.0706776 36.1189047, -80.0708358 36.1189665)",East Mountain Street,,,
159831375,secondary,False,True,66.943,"LINESTRING (-80.0770916 36.1166836, -80.0771093 36.1165216, -80.0771571 36.1160839)",Salisbury Street,,,
663009321,primary,False,False,141.62,"LINESTRING (-80.0770916 36.1166836, -80.0766705 36.1170227, -80.0765189 36.1171551, -80.0764044 36.1172538, -80.0759544 36.1175637)",South Main Street,2,35 mph,
663009321,primary,False,True,112.456,"LINESTRING (-80.0770916 36.1166836, -80.0772572 36.1165621, -80.0775485 36.1163489, -80.0776507 36.1162742, -80.0779766 36.1160356, -80.0780204 36.1160055)",South Main Street,2,35 mph,
16551994,primary,False,False,68.158,"LINESTRING (-80.0732313 36.1197746, -80.0731431 36.1199379, -80.0730421 36.1201185, -80.0728939 36.1203226)",North Main Street,2,,
111791590,primary,False,True,141.087,"LINESTRING (-80.0732313 36.1197746, -80.073664 36.1199248, -80.0738995 36.1200066, -80.0741165 36.1200804, -80.074339 36.120156, -80.0746769 36.1202709)",West Mountain Street,,,
768389804,primary,False,True,191.58100000000002,"LINESTRING (-80.0732313 36.1197746, -80.0733107 36.1196844, -80.0735727 36.119482, -80.0737147 36.1193723, -80.0738204 36.1192916, -80.0739224 36.1192138, -80.073987 36.1191626, -80.074202 36.1189885, -80.074736 36.118556)",South Main Street,2,20 mph,
1069526729,primary,False,False,134.078,"LINESTRING (-80.0732313 36.1197746, -80.0727771 36.1196179, -80.0724662 36.1195107, -80.0722691 36.1194427, -80.0719664 36.1193383, -80.0718585 36.1193011)",East Mountain Street,,,
16550267,residential,False,False,114.83200000000001,"LINESTRING (-80.072938 36.122256, -80.0726549 36.1221196, -80.07184 36.121727)",Armfield Street,,,
16563297,secondary,False,False,143.598,"LINESTRING (-80.072938 36.122256, -80.0727291 36.122505, -80.072041 36.123325)",North Cherry Street,,35 mph,
