osmid,oneway,highway,reversed,length,geometry,name,maxspeed,lanes,bridge,tunnel
10498450,True,primary_link,False,201.485,"LINESTRING (-121.181172 38.6756035, -121.1812251 38.6752164, -121.1812785 38.6748242, -121.1813095 38.6744125, -121.1813359 38.6741264, -121.1813722 38.6737986)",,,,,
10498450,True,primary_link,False,75.388,"LINESTRING (-121.1811227 38.6762788, -121.1811088 38.6761472, -121.181172 38.6756035)",,,,,
10523260,False,residential,True,63.370999999999995,"LINESTRING (-121.1811227 38.6762788, -121.1811876 38.6763625, -121.181542 38.676745)",Reading Street,,,,
788035897,False,residential,False,56.484,"LINESTRING (-121.1811227 38.6762788, -121.1812065 38.6762219, -121.1816564 38.6759893)",Leidesdorff Street,,,,
1216631037,False,tertiary,True,48.753,"LINESTRING (-121.1811227 38.6762788, -121.1810621 38.6763199, -121.1808827 38.6764241, -121.180774 38.6764889, -121.1807496 38.676502, -121.1806756 38.6765438)",Leidesdorff Street,25 mph,,,
10500032,True,primary_link,False,72.387,"LINESTRING (-121.1816564 38.6759893, -121.1815188 38.6759966, -121.1814041 38.6759856, -121.1813407 38.675965, -121.18125 38.6758993, -121.1812013 38.675772, -121.181172 38.6756035)",,,,,
788035897,False,residential,True,56.484,"LINESTRING (-121.1816564 38.6759893, -121.1812065 38.6762219, -121.1811227 38.6762788)",Leidesdorff Street,,,,
10523260,False,residential,True,27.641,"LINESTRING (-121.181542 38.676745, -121.181729 38.6769462)",Reading Street,,,,
10523260,False,residential,False,63.370999999999995,"LINESTRING (-121.181542 38.676745, -121.1811876 38.6763625, -121.1811227 38.6762788)",Reading Street,,,,
10506387,False,residential,False,105.09,"LINESTRING (-121.174714 38.678122, -121.1756877 38.6775604)",Peddlers Lane,,,,
10527276,False,residential,False,55.823,"LINESTRING (-121.174714 38.678122, -121.174334 38.677717)",Scott Street,,,,
10527276,False,residential,True,55.977,"LINESTRING (-121.174714 38.678122, -121.175097 38.678527)",Scott Street,,,,
509663412,False,tertiary,True,78.494,"LINESTRING (-121.1785086 38.6778153, -121.1777844 38.678238)",Leidesdorff Street,25 mph,,,
10507036,False,residential,False,111.624,"LINESTRING (-121.1785086 38.6778153, -121.1783569 38.6776465, -121.1781754 38.6774472, -121.1778919 38.6771523, -121.1778153 38.6770726, -121.1777501 38.6770048)",Wool Street,25 mph,,,
509663412,False,tertiary,False,141.666,"LINESTRING (-121.1785086 38.6778153, -121.1786713 38.677722, -121.179649 38.6771611, -121.1798236 38.6770608)",Leidesdorff Street,25 mph,,,
10507036,False,residential,False,112.711,"LINESTRING (-121.1777501 38.6770048, -121.177347 38.676601, -121.176966 38.676197)",Wool Street,25 mph,,,
10507036,False,residential,True,111.624,"LINESTRING (-121.1777501 38.6770048, -121.1778153 38.6770726, -121.1778919 38.6771523, -121.1781754 38.6774472, -121.1783569 38.6776465, -121.1785086 38.6778153)",Wool Street,25 mph,,,
186082358,False,tertiary,False,140.413,"LINESTRING (-121.1777501 38.6770048, -121.1789513 38.6762998, -121.179043 38.676246)",Sutter Street,25 mph,,,
186082358,False,tertiary,True,143.79000000000002,"LINESTRING (-121.1777501 38.6770048, -121.1767674 38.6775646, -121.1765957 38.6776624, -121.176412 38.677767)",Sutter Street,25 mph,,,
