osmid,oneway,highway,reversed,length,geometry,lanes,name
16857381,False,residential,True,112.298,"LINESTRING (-114.5670288 35.0495162, -114.5671552 35.0494869, -114.5680075 35.0491791, -114.5681781 35.0491741)",,
16886010,False,tertiary,False,99.269,"LINESTRING (-114.5670288 35.0495162, -114.5669921 35.0490236, -114.5669119 35.0486298)",1,Arroyo Vista Drive
16886010,False,tertiary,True,98.09700000000001,"LINESTRING (-114.5670288 35.0495162, -114.5670626 35.049675, -114.5671533 35.0498803, -114.5673019 35.0500604, -114.5675183 35.0502841)",1,Arroyo Vista Drive
16879734,False,residential,False,115.128,"LINESTRING (-114.5758052 35.0498301, -114.5752166 35.0497971, -114.5749792 35.0497591, -114.5745622 35.0496641)",,Joann Avenue
16879734,False,residential,False,282.062,"LINESTRING (-114.5745622 35.0496641, -114.5729931 35.0493037, -114.5726593 35.0492724, -114.5715266 35.0492886)",,Joann Avenue
16879734,False,residential,True,115.128,"LINESTRING (-114.5745622 35.0496641, -114.5749792 35.0497591, -114.5752166 35.0497971, -114.5758052 35.0498301)",,Joann Avenue
16883523,False,residential,False,186.355,"LINESTRING (-114.5745622 35.0496641, -114.5745818 35.0493663, -114.574551 35.0492292, -114.5744672 35.049096, -114.5736576 35.0482326)",,Siesta Drive
16881519,False,residential,False,92.581,"LINESTRING (-114.5715266 35.0492886, -114.571528 35.048456)",,Cimarron Drive
16879734,False,residential,False,190.863,"LINESTRING (-114.5715266 35.0492886, -114.5703016 35.049249, -114.5700944 35.0492673, -114.5698792 35.0493239, -114.5697548 35.0493827, -114.5695269 35.049533)",,Joann Avenue
16879734,False,residential,True,282.062,"LINESTRING (-114.5715266 35.0492886, -114.5726593 35.0492724, -114.5729931 35.0493037, -114.5745622 35.0496641)",,Joann Avenue
16879734,False,residential,False,203.693,"LINESTRING (-114.5695269 35.049533, -114.5690426 35.0498298, -114.568875 35.0499109, -114.5686837 35.0499609, -114.5679195 35.0501236, -114.5676956 35.0501995, -114.5675183 35.0502841)",,Joann Avenue
16879734,False,residential,True,190.863,"LINESTRING (-114.5695269 35.049533, -114.5697548 35.0493827, -114.5698792 35.0493239, -114.5700944 35.0492673, -114.5703016 35.049249, -114.5715266 35.0492886)",,Joann Avenue
263130516,False,residential,True,66.518,"LINESTRING (-114.5675183 35.0502841, -114.566942 35.0506519)",,
16879734,False,residential,True,203.69299999999998,"LINESTRING (-114.5675183 35.0502841, -114.5676956 35.0501995, -114.5679195 35.0501236, -114.5686837 35.0499609, -114.568875 35.0499109, -114.5690426 35.0498298, -114.5695269 35.049533)",,Joann Avenue
16886010,False,tertiary,False,98.09700000000001,"LINESTRING (-114.5675183 35.0502841, -114.5673019 35.0500604, -114.5671533 35.0498803, -114.5670626 35.049675, -114.5670288 35.0495162)",1,Arroyo Vista Drive
16879752,False,residential,False,126.932,"LINESTRING (-114.5736576 35.0482326, -114.573048 35.0484101, -114.5728216 35.0484506, -114.5723084 35.0484915)",,Saddlebrook Lane
16883523,False,residential,True,186.35500000000002,"LINESTRING (-114.5736576 35.0482326, -114.5744672 35.049096, -114.574551 35.0492292, -114.5745818 35.0493663, -114.5745622 35.0496641)",,Siesta Drive
16879752,False,residential,True,126.93200000000002,"LINESTRING (-114.5723084 35.0484915, -114.5728216 35.0484506, -114.573048 35.0484101, -114.5736576 35.0482326)",,Saddlebrook Lane
16881519,False,residential,True,92.581,"LINESTRING (-114.571528 35.048456, -114.5715266 35.0492886)",,Cimarron Drive
16895810,False,residential,False,170.656,"LINESTRING (-114.571528 35.048456, -114.5706213 35.0484758, -114.5702507 35.0485042, -114.569665 35.048592)",,Shiloh Circle
16886010,False,tertiary,True,99.269,"LINESTRING (-114.5669119 35.0486298, -114.5669921 35.0490236, -114.5670288 35.0495162)",1,Arroyo Vista Drive
16895810,False,residential,True,170.656,"LINESTRING (-114.569665 35.048592, -114.5702507 35.0485042, -114.5706213 35.0484758, -114.571528 35.048456)",,Shiloh Circle
16857381,False,residential,False,112.298,"LINESTRING (-114.5681781 35.0491741, -114.5680075 35.0491791, -114.5671552 35.0494869, -114.5670288 35.0495162)",,
263130512,False,residential,True,16.152,"LINESTRING (-114.566942 35.0506519, -114.5670441 35.0507707)",,
263130516,False,residential,False,66.518,"LINESTRING (-114.566942 35.0506519, -114.5675183 35.0502841)",,
263130516,False,residential,True,39.346,"LINESTRING (-114.566942 35.0506519, -114.5668908 35.0506845, -114.5667422 35.0507382, -114.5665396 35.0507635)",,
263130516,False,residential,False,39.346000000000004,"LINESTRING (-114.5665396 35.0507635, -114.5667422 35.0507382, -114.5668908 35.0506845, -114.566942 35.0506519)",,
263130512,False,residential,False,92.06299999999999,"LINESTRING (-114.5679195 35.051119, -114.5672788 35.0509752, -114.5671977 35.0509325, -114.5671166 35.0508551, -114.5670441 35.0507707)",,
263130512,False,residential,False,16.152,"LINESTRING (-114.5670441 35.0507707, -114.566942 35.0506519)",,
263130512,False,residential,True,92.06299999999999,"LINESTRING (-114.5670441 35.0507707, -114.5671166 35.0508551, -114.5671977 35.0509325, -114.5672788 35.0509752, -114.5679195 35.051119)",,
