osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,junction
286557412,True,trunk_link,False,93.136,"LINESTRING (-74.045583 40.228135, -74.0455637 40.2280215, -74.045558 40.2279746, -74.0455626 40.227938, -74.0455842 40.2279059, -74.0456127 40.2278746, -74.0456494 40.2278542, -74.0456981 40.2278346, -74.0457516 40.227825, -74.0458119 40.2278189, -74.0463274 40.2278901)",,,,
46414814,True,tertiary,False,70.10499999999999,"LINESTRING (-74.04328 40.227898, -74.043391 40.227582, -74.043503 40.227291)",,,,
179295631,True,trunk_link,False,113.604,"LINESTRING (-74.04328 40.227898, -74.0434219 40.2276107, -74.0434739 40.2275468, -74.0435962 40.2274724, -74.043735 40.2274238, -74.0439074 40.2274223, -74.0440795 40.2274378, -74.0442609 40.2274542)",,,,
60251841,True,trunk,False,39.641999999999996,"LINESTRING (-74.0442609 40.2274542, -74.0444221 40.2274893, -74.044522 40.227511, -74.044712 40.227546)",2,NJ 66;CR 16,Asbury Avenue,
922780690,True,trunk,False,70.047,"LINESTRING (-74.050413 40.228484, -74.049603 40.228364)",2,NJ 66;CR 16,Asbury Avenue,
11659710,True,motorway_link,False,448.88700000000017,"LINESTRING (-74.05033 40.228262, -74.050426 40.228025, -74.050479 40.227871, -74.050543 40.227741, -74.050622 40.227616, -74.050697 40.22753, -74.050805 40.227428, -74.050914 40.227363, -74.051007 40.227324, -74.051137 40.227293, -74.051278 40.227282, -74.051408 40.227294, -74.051505 40.227317, -74.051627 40.22736, -74.051713 40.227397, -74.051827 40.227472, -74.051913 40.227541, -74.051975 40.227612, -74.052042 40.227704, -74.052111 40.227878, -74.052118 40.227972, -74.052114 40.228057, -74.052087 40.228183, -74.052068 40.22824, -74.052057 40.228258, -74.052004 40.228339, -74.05194 40.22841, -74.051873 40.228464, -74.051817 40.228498, -74.051754 40.228526, -74.05169 40.228546, -74.051593 40.228557, -74.051508 40.228562, -74.050746 40.228491, -74.050553 40.228479, -74.050413 40.228484)",,,,
11709072,True,motorway,False,295.49699999999996,"LINESTRING (-74.05033 40.228262, -74.050442 40.227409, -74.050521 40.227032, -74.050606 40.226676, -74.050733 40.226218, -74.050843 40.225899, -74.050947 40.225653)",2,NJ 18,,
"[648251690, 648251691]",True,tertiary,False,86.70100000000001,"LINESTRING (-74.04469 40.225117, -74.0446425 40.2251574, -74.044557 40.22523, -74.04413 40.22561, -74.0440303 40.2257118)",,,Neptune Boulevard,
46414771,True,trunk_link,False,12.982,"LINESTRING (-74.0448088 40.2251905, -74.04469 40.225117)",,,,jughandle
648251692,True,tertiary,False,118.43900000000001,"LINESTRING (-74.0448088 40.2251905, -74.0449858 40.225052, -74.0452239 40.2248115, -74.0453092 40.2247051, -74.0454063 40.2245085, -74.0454432 40.2242749)",,,Neptune Boulevard,
11661584,False,residential,False,77.968,"LINESTRING (-74.046805 40.225203, -74.046611 40.225224, -74.046267 40.225291, -74.045905 40.225339)",,,,
11661584,False,residential,False,27.329,"LINESTRING (-74.045905 40.225339, -74.045781 40.225344, -74.045584 40.225357)",,,,
11661584,False,residential,True,77.968,"LINESTRING (-74.045905 40.225339, -74.046267 40.225291, -74.046611 40.225224, -74.046805 40.225203)",,,,
11666751,False,residential,False,69.663,"LINESTRING (-74.045905 40.225339, -74.045881 40.225516, -74.04591 40.225964)",,,,
11661584,False,residential,True,27.329,"LINESTRING (-74.045584 40.225357, -74.045781 40.225344, -74.045905 40.225339)",,,,
178677412,True,trunk_link,False,121.42599999999999,"LINESTRING (-74.045584 40.225357, -74.045552 40.2249518, -74.0455091 40.2244261, -74.0454432 40.2242749)",,,,
60251840,True,trunk,False,132.46699999999998,"LINESTRING (-74.047893 40.228025, -74.04766 40.227968, -74.046392 40.2277)",2,NJ 66;CR 16,Asbury Avenue,
