osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge
614148178,13th Avenue,unclassified,False,True,120.732,"LINESTRING (-119.250913 35.772287, -119.2495991 35.7724931)",,,,
1020167985,Fremont Street,tertiary,False,True,143.502,"LINESTRING (-119.250913 35.772287, -119.250617 35.771019)",,,,
614148168,Ellington Street,tertiary,False,False,139.426,"LINESTRING (-119.2522795 35.7720511, -119.2519606 35.7708242)",,,,
10361800,,motorway_link,True,False,266.734,"LINESTRING (-119.2522795 35.7720511, -119.2520389 35.772014, -119.2518672 35.7719792, -119.2517728 35.7719026, -119.2517127 35.7717772, -119.251481 35.7709833, -119.2511868 35.7700145)",,,,
10374154,,motorway_link,True,False,276.105,"LINESTRING (-119.2509504 35.7699089, -119.2510003 35.7707883, -119.2510347 35.7710669, -119.2510948 35.7714081, -119.2511548 35.7716519, -119.2511806 35.7717911, -119.2511892 35.7719095, -119.2511806 35.7720418, -119.2511377 35.7721324, -119.2510518 35.772209, -119.250913 35.772287)",,,,
185395183,Ellington Street,tertiary,False,True,145.906,"LINESTRING (-119.2510401 35.766931, -119.2513314 35.7682217)",,,,
1020511619,Ellington Street,primary,False,True,149.794,"LINESTRING (-119.2510401 35.766931, -119.250708 35.7656111)",CA 155,,,
10394845,,motorway_link,True,False,300.404,"LINESTRING (-119.2510401 35.766931, -119.2508373 35.7668815, -119.2506999 35.7668188, -119.2506055 35.7667422, -119.250554 35.766575, -119.2504339 35.7660318, -119.2503824 35.7658577, -119.2502622 35.7654607, -119.2499382 35.7645151)",,,,
10408429,9th Avenue,residential,False,True,103.161,"LINESTRING (-119.2510401 35.766931, -119.2516388 35.7668355, -119.252162 35.766752)",,,,
10392554,,motorway_link,True,False,284.543,"LINESTRING (-119.2510329 35.769313, -119.2509403 35.7685877, -119.250863 35.7680027, -119.2508 35.767709, -119.2506999 35.7672227, -119.2507257 35.7670904, -119.2508201 35.7669859, -119.2510401 35.766931)",,,,
614148167,Golden State Highway,motorway,True,False,542.5889999999999,"LINESTRING (-119.2510329 35.769313, -119.2504768 35.7669929, -119.2499382 35.7645151)",CA 99,3,70 mph,
1163362428,Golden State Highway,motorway,True,False,119.643,"LINESTRING (-119.2506999 35.7688523, -119.2509504 35.7699089)",CA 99,3,70 mph,
185395188,Fremont Street,primary,False,True,147.121,"LINESTRING (-119.24973 35.7671322, -119.249409 35.765835)",CA 155,,,
10394846,,motorway_link,True,False,229.49499999999998,"LINESTRING (-119.24973 35.7671322, -119.2499875 35.7671252, -119.250126 35.767195, -119.250221 35.767419, -119.250381 35.767978, -119.2506999 35.7688523)",,,,
10408427,9th Avenue,residential,False,False,123.36,"LINESTRING (-119.24973 35.7671322, -119.2491638 35.7672181, -119.248386 35.767336)",,,,
