osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes
651621863,SR 14,Broadway Avenue,primary,False,True,194.519,"LINESTRING (-81.5719014 41.41686, -81.5715277 41.4165886, -81.5713801 41.4164814, -81.5708755 41.4161141, -81.570227 41.415642)",,
651621862,SR 14,Broadway Avenue,primary,False,True,23.585,"LINESTRING (-81.570227 41.415642, -81.5701442 41.4155804, -81.5700261 41.4154927)",25 mph,
651621863,SR 14,Broadway Avenue,primary,False,False,194.519,"LINESTRING (-81.570227 41.415642, -81.5708755 41.4161141, -81.5713801 41.4164814, -81.5715277 41.4165886, -81.5719014 41.41686)",,
651621867,,Maple Heights Boulevard,tertiary,False,False,380.177,"LINESTRING (-81.570227 41.415642, -81.56971 41.41603, -81.569568 41.416101, -81.569395 41.416124, -81.568317 41.416124, -81.5673345 41.4161226, -81.5668126 41.4161218, -81.566615 41.416101, -81.5664343 41.4160601, -81.5662903 41.4160275, -81.565972 41.415901)",,
11802733,,Marion Street,residential,False,False,159.737,"LINESTRING (-81.5700261 41.4154927, -81.5703053 41.4152795, -81.5707153 41.4149681, -81.57108 41.4146778, -81.5713596 41.4144615)",,
651621862,SR 14,Broadway Avenue,primary,False,False,23.585,"LINESTRING (-81.5700261 41.4154927, -81.5701442 41.4155804, -81.570227 41.415642)",25 mph,
651621862,SR 14,Broadway Avenue,primary,False,True,127.374,"LINESTRING (-81.5700261 41.4154927, -81.569522 41.4151195, -81.5693757 41.4150113, -81.5690836 41.414795, -81.568939 41.414688)",25 mph,
11802845,,Orchard Street,residential,False,False,176.84599999999998,"LINESTRING (-81.568939 41.414688, -81.5695916 41.4141831, -81.5702597 41.4136661, -81.5702864 41.4136455, -81.570415 41.413546)",,
651621862,SR 14,Broadway Avenue,primary,False,False,127.37400000000001,"LINESTRING (-81.568939 41.414688, -81.5690836 41.414795, -81.5693757 41.4150113, -81.569522 41.4151195, -81.5700261 41.4154927)",25 mph,
651621862,SR 14,Broadway Avenue,primary,False,True,137.00300000000001,"LINESTRING (-81.568939 41.414688, -81.568175 41.4141154, -81.5679519 41.4139481, -81.5678777 41.4138925, -81.567777 41.413817)",25 mph,
11795713,,Hill Street,residential,False,False,194.42700000000002,"LINESTRING (-81.567777 41.413817, -81.568275 41.4134364, -81.5683487 41.4133801, -81.5684921 41.4132705, -81.56941 41.412569)",,
651621862,SR 14,Broadway Avenue,primary,False,False,137.003,"LINESTRING (-81.567777 41.413817, -81.5678777 41.4138925, -81.5679519 41.4139481, -81.568175 41.4141154, -81.568939 41.414688)",25 mph,
651621862,SR 14,Broadway Avenue,primary,False,True,130.54000000000002,"LINESTRING (-81.567777 41.413817, -81.5668449 41.4131281, -81.566662 41.412993)",25 mph,
651621862,SR 14,Broadway Avenue,primary,False,True,73.298,"LINESTRING (-81.566662 41.412993, -81.5660221 41.4125411)",25 mph,
11801542,,Morgan Street,residential,False,False,88.96300000000001,"LINESTRING (-81.566662 41.412993, -81.5670662 41.4126774, -81.5672744 41.4125149, -81.567401 41.412416)",,
651621862,SR 14,Broadway Avenue,primary,False,False,130.54000000000002,"LINESTRING (-81.566662 41.412993, -81.5668449 41.4131281, -81.567777 41.413817)",25 mph,
651621862,SR 14,Broadway Avenue,primary,False,False,73.298,"LINESTRING (-81.5660221 41.4125411, -81.566662 41.412993)",25 mph,
651621868,CR 8,Lee Road,secondary,False,True,376.15100000000007,"LINESTRING (-81.5660221 41.4125411, -81.5659133 41.4126773, -81.5659177 41.4129172, -81.5659197 41.4130298, -81.5659218 41.4131423, -81.5659324 41.4137252, -81.5659332 41.4137708, -81.5659395 41.4140667, -81.565941 41.4141367, -81.565946 41.4143693, -81.5659496 41.4145705, -81.5659555 41.4148955, -81.5659559 41.4150143, -81.5659573 41.4150936, -81.5659645 41.4154915, -81.5659687 41.4157209, -81.565972 41.415901)",,
11789533,,Vine Street,residential,False,False,167.576,"LINESTRING (-81.564935 41.416974, -81.564919 41.415467)",,
1094443084,SR 17,Libby Road,primary,False,False,112.663,"LINESTRING (-81.564935 41.416974, -81.5648829 41.4169744, -81.563584 41.4169851)",,
1094443084,SR 17,Libby Road,primary,False,True,87.723,"LINESTRING (-81.564935 41.416974, -81.565339 41.4169732, -81.565987 41.416972)",,
11789533,,Vine Street,residential,False,True,167.576,"LINESTRING (-81.564919 41.415467, -81.564935 41.416974)",,
11790552,,Maple Heights Boulevard,tertiary,False,False,270.79099999999994,"LINESTRING (-81.564919 41.415467, -81.564112 41.415143, -81.5636 41.414984, -81.562988 41.414854, -81.562486 41.414781, -81.561857 41.41475)",,
11790552,,Maple Heights Boulevard,tertiary,False,True,100.196,"LINESTRING (-81.564919 41.415467, -81.5650893 41.4155372, -81.5653218 41.415633, -81.565972 41.415901)",,
11796859,,Friend Avenue,residential,False,False,7.107,"LINESTRING (-81.569301 41.419304, -81.569222 41.419328)",,
11790552,,Maple Heights Boulevard,tertiary,False,False,100.196,"LINESTRING (-81.565972 41.415901, -81.5653218 41.415633, -81.5650893 41.4155372, -81.564919 41.415467)",,
595573437,CR 8,Lee Road,secondary,False,True,119.096,"LINESTRING (-81.565972 41.415901, -81.5659801 41.4164813, -81.5659811 41.4165529, -81.5659846 41.4167995, -81.565987 41.416972)",,
651621867,,Maple Heights Boulevard,tertiary,False,True,380.1770000000001,"LINESTRING (-81.565972 41.415901, -81.5662903 41.4160275, -81.5664343 41.4160601, -81.566615 41.416101, -81.5668126 41.4161218, -81.5673345 41.4161226, -81.568317 41.416124, -81.569395 41.416124, -81.569568 41.416101, -81.56971 41.41603, -81.570227 41.415642)",,
