osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,ref,bridge
20245080,Brookside Avenue,residential,False,True,52.39,"LINESTRING (-73.3269558 40.7155784, -73.3269823 40.715646, -73.327133 40.71603)",,,,
183813997,Sunrise Highway South Service Road,trunk,True,False,10.973,"LINESTRING (-73.3255577 40.7153933, -73.3254324 40.7154201)",2,,,
183813976,Pinto Street,residential,False,False,74.21,"LINESTRING (-73.323549 40.715165, -73.324395 40.71498)",,,,
20186885,Pinto Street,secondary,False,True,148.963,"LINESTRING (-73.323549 40.715165, -73.322712 40.715347, -73.322117 40.7154732, -73.3218485 40.7155302)",,cloverleaf,,
20231527,Laurel Street,residential,False,True,115.12,"LINESTRING (-73.323549 40.715165, -73.323385 40.714627, -73.323232 40.714158)",,,,
183813957,Laurel Street,secondary,False,False,70.771,"LINESTRING (-73.323549 40.715165, -73.3237279 40.7156937, -73.3237576 40.7157815)",,cloverleaf,,
20226697,Floral Place,residential,False,True,115.499,"LINESTRING (-73.324395 40.71498, -73.324059 40.713973)",,,,
183813976,Pinto Street,residential,False,False,73.187,"LINESTRING (-73.324395 40.71498, -73.325231 40.714802)",,,,
183813976,Pinto Street,residential,False,True,74.21,"LINESTRING (-73.324395 40.71498, -73.323549 40.715165)",,,,
20255302,Lotus Street,residential,False,True,114.971,"LINESTRING (-73.325231 40.714802, -73.324905 40.713798)",,,,
183813976,Pinto Street,residential,False,True,73.187,"LINESTRING (-73.325231 40.714802, -73.324395 40.71498)",,,,
20255302,Lotus Street,residential,False,False,70.795,"LINESTRING (-73.325231 40.714802, -73.3253643 40.7152112, -73.3254078 40.7153446, -73.3254324 40.7154201)",,,,
183813976,Pinto Street,residential,False,False,72.555,"LINESTRING (-73.325231 40.714802, -73.325788 40.714689, -73.326061 40.714629)",,,,
20249644,Vine Street,residential,False,True,115.304,"LINESTRING (-73.326061 40.714629, -73.325724 40.713624)",,,,
183813976,Pinto Street,residential,False,False,73.143,"LINESTRING (-73.326061 40.714629, -73.326899 40.714458)",,,,
183813976,Pinto Street,residential,False,True,72.555,"LINESTRING (-73.326061 40.714629, -73.325788 40.714689, -73.325231 40.714802)",,,,
20191370,Stream Street,residential,False,True,37.956,"LINESTRING (-73.326899 40.714458, -73.326779 40.714129)",,,,
183813976,Pinto Street,residential,False,True,73.143,"LINESTRING (-73.326899 40.714458, -73.326061 40.714629)",,,,
20191370,Stream Street,residential,False,False,66.919,"LINESTRING (-73.326899 40.714458, -73.3270885 40.7149872, -73.327107 40.7150388)",,,,
20238561,Bolender Court,residential,False,True,149.254,"LINESTRING (-73.315883 40.720023, -73.317621 40.719765)",,,,
"[20187186, 20212771]","['Pace Drive', 'Wickfield Lane']",residential,False,"[False, True]",172.012,"LINESTRING (-73.315883 40.720023, -73.315771 40.719924, -73.315054 40.719447, -73.315939 40.719271)",,,,
218810729,Sunrise Highway South Service Road,trunk,True,False,91.755,"LINESTRING (-73.3171263 40.7170918, -73.3160731 40.7173008)",2,,,
469970748,Common Street,residential,False,False,89.632,"LINESTRING (-73.3171263 40.7170918, -73.317107 40.7170308, -73.3170351 40.7168039, -73.316878 40.716308)",,,,
183813910,Henry Avenue,residential,False,True,219.733,"LINESTRING (-73.316878 40.716308, -73.3194083 40.7158317)",,,,
469970748,Common Street,residential,False,False,41.909,"LINESTRING (-73.316878 40.716308, -73.316778 40.7159388)",,,,
469970748,Common Street,residential,False,True,89.632,"LINESTRING (-73.316878 40.716308, -73.3170351 40.7168039, -73.317107 40.7170308, -73.3171263 40.7170918)",,,,
469970749,Common Street,residential,False,False,53.275,"LINESTRING (-73.316525 40.714772, -73.316601 40.714656, -73.316714 40.71457, -73.316935 40.714415)",,,,
20218282,Foster Boulevard,residential,False,False,312.04800000000006,"LINESTRING (-73.316935 40.714415, -73.317163 40.714473, -73.317354 40.714495, -73.317512 40.71449, -73.318256 40.714341, -73.319281 40.714138, -73.31944 40.714069, -73.319623 40.713949, -73.319729 40.713839, -73.319811 40.713696, -73.319868 40.713525, -73.319898 40.713438, -73.319927 40.71335)",,,,
20218282,Foster Boulevard,residential,False,True,57.825,"LINESTRING (-73.316935 40.714415, -73.316829 40.714328, -73.316752 40.714236, -73.316668 40.714115, -73.316586 40.713972)",,,,
469970749,Common Street,residential,False,True,53.275,"LINESTRING (-73.316935 40.714415, -73.316714 40.71457, -73.316601 40.714656, -73.316525 40.714772)",,,,
183813967,Liberty Avenue,residential,False,False,128.716,"LINESTRING (-73.317478 40.718145, -73.315991 40.7184091)",,,,
20188328,Common Street,residential,False,False,68.143,"LINESTRING (-73.317478 40.718145, -73.3172996 40.7176278, -73.3172735 40.7175521)",,,,
183813967,Liberty Avenue,residential,False,True,220.68300000000002,"LINESTRING (-73.317478 40.718145, -73.319459 40.717775, -73.3200184 40.717664)",,,,
49728801,Sunrise Highway North Service Road,trunk,True,False,221.774,"LINESTRING (-73.3172735 40.7175521, -73.319827 40.7170703)",,,,
20188328,Common Street,residential,False,True,68.143,"LINESTRING (-73.3172735 40.7175521, -73.3172996 40.7176278, -73.317478 40.718145)",,,,
20191370,Stream Street,residential,False,False,77.125,"LINESTRING (-73.326563 40.713455, -73.326779 40.714129)",,,,
20245808,Freedom Court,residential,False,False,69.507,"LINESTRING (-73.326563 40.713455, -73.327195 40.713332, -73.32733 40.713251)",,,,
20249407,Freedom Street,residential,False,True,73.172,"LINESTRING (-73.326563 40.713455, -73.326338 40.713497, -73.325724 40.713624)",,,,
20191370,Stream Street,residential,False,False,37.956,"LINESTRING (-73.326779 40.714129, -73.326899 40.714458)",,,,
20191370,Stream Street,residential,False,True,77.125,"LINESTRING (-73.326779 40.714129, -73.326563 40.713455)",,,,
20210892,Avelaine Court,residential,False,False,64.61,"LINESTRING (-73.326779 40.714129, -73.327522 40.713986)",,,,
20220792,Sunrise Highway South Service Road,secondary,True,False,136.398,"LINESTRING (-73.327107 40.7150388, -73.3255577 40.7153933)",,,,
20191370,Stream Street,residential,False,True,66.919,"LINESTRING (-73.327107 40.7150388, -73.3270885 40.7149872, -73.326899 40.714458)",,,,
20218282,Foster Boulevard,residential,False,False,91.07,"LINESTRING (-73.319927 40.71335, -73.320192 40.712556)",,,,
469970750,Vesper Court,residential,False,False,77.672,"LINESTRING (-73.319927 40.71335, -73.319008 40.713402)",,,,
20218282,Foster Boulevard,residential,False,True,312.048,"LINESTRING (-73.319927 40.71335, -73.319898 40.713438, -73.319868 40.713525, -73.319811 40.713696, -73.319729 40.713839, -73.319623 40.713949, -73.31944 40.714069, -73.319281 40.714138, -73.318256 40.714341, -73.317512 40.71449, -73.317354 40.714495, -73.317163 40.714473, -73.316935 40.714415)",,,,
469970750,Vesper Court,residential,False,True,77.672,"LINESTRING (-73.319008 40.713402, -73.319927 40.71335)",,,,
20226204,Portal Court,residential,False,True,89.755,"LINESTRING (-73.318089 40.713615, -73.318044 40.713454, -73.317831 40.712832)",,,,
49728798,Deer Park Avenue,secondary,False,False,28.433,"LINESTRING (-73.3225822 40.718494, -73.3225841 40.7182383)",,,CR 34,
"[20244045, 20192598]","['Hitherdell Lane', 'Edmunton Drive']",residential,False,"[False, True]",442.338,"LINESTRING (-73.3225822 40.718494, -73.3224806 40.7185024, -73.32149 40.718584, -73.3214108 40.7186001, -73.320743 40.718736, -73.3206631 40.7187406, -73.320636 40.7187421, -73.320428 40.718754, -73.320199 40.718787, -73.3199173 40.718754, -73.3190532 40.7188264, -73.318697 40.718923, -73.318581 40.718979, -73.318489 40.719054, -73.318489 40.7191073, -73.318489 40.719166, -73.318568 40.719826)",,,,
49728798,Deer Park Avenue,secondary,False,True,52.131,"LINESTRING (-73.3225822 40.718494, -73.322566 40.7186815, -73.322502 40.7189582)",,,CR 34,
20192781,Statesman Avenue,secondary,False,False,67.959,"LINESTRING (-73.3200184 40.717664, -73.3198662 40.7171919, -73.319827 40.7170703)",,cloverleaf,,
20234404,Liberty Avenue,secondary,False,True,207.31300000000002,"LINESTRING (-73.3200184 40.717664, -73.3222078 40.7172357, -73.3224002 40.7171981)",,cloverleaf,,
183813967,Liberty Avenue,residential,False,False,220.68300000000002,"LINESTRING (-73.3200184 40.717664, -73.319459 40.717775, -73.317478 40.718145)",,,,
20192781,Statesman Avenue,secondary,False,True,67.959,"LINESTRING (-73.319827 40.7170703, -73.3198662 40.7171919, -73.3200184 40.717664)",,cloverleaf,,
49728801,Sunrise Highway North Service Road,trunk,True,False,436.591,"LINESTRING (-73.319827 40.7170703, -73.3202239 40.7169881, -73.3248241 40.7160355)",,,,
49728801,Sunrise Highway North Service Road,trunk,True,False,186.713,"LINESTRING (-73.3248241 40.7160355, -73.3269558 40.7155784)",,,,
20243095,Jenkins Avenue,secondary,False,False,49.181999999999995,"LINESTRING (-73.3248241 40.7160355, -73.3248495 40.7161013, -73.324988 40.71646)",,cloverleaf,,
20249407,Freedom Street,residential,False,False,73.771,"LINESTRING (-73.322387 40.714331, -73.323232 40.714158)",,,,
