osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed
55668477,2,Stronach Boulevard,residential,False,False,21.204,"LINESTRING (-79.4325333 44.005599, -79.4325885 44.0057201, -79.4326159 44.0057802)",,
55668484,2,Magna Drive,residential,False,True,216.93400000000003,"LINESTRING (-79.4325333 44.005599, -79.4327454 44.0055519, -79.4327873 44.0055426, -79.433374 44.0054125, -79.4338561 44.0053069, -79.4349364 44.0050704, -79.4350387 44.0049473)",,
55668490,2,Magna Drive,residential,False,False,375.186,"LINESTRING (-79.4325333 44.005599, -79.4323742 44.0056359, -79.4323323 44.0056456, -79.4304481 44.0060821, -79.4302734 44.0061226, -79.4296073 44.0062769, -79.4287574 44.0064738, -79.428241 44.0065934, -79.4280655 44.006627)",,
55668477,2,Stronach Boulevard,residential,False,True,21.204,"LINESTRING (-79.4326159 44.0057802, -79.4325885 44.0057201, -79.4325333 44.005599)",,
55668506,2,Stronach Boulevard,residential,True,False,194.453,"LINESTRING (-79.4326159 44.0057802, -79.4325761 44.0058697, -79.4331753 44.0072734, -79.4332066 44.0073658, -79.4332367 44.0074545)",,
55668490,2,Magna Drive,residential,False,True,375.186,"LINESTRING (-79.4280655 44.006627, -79.428241 44.0065934, -79.4287574 44.0064738, -79.4296073 44.0062769, -79.4302734 44.0061226, -79.4304481 44.0060821, -79.4323323 44.0056456, -79.4323742 44.0056359, -79.4325333 44.005599)",,
55668484,2,Magna Drive,residential,False,False,216.934,"LINESTRING (-79.4350387 44.0049473, -79.4349364 44.0050704, -79.4338561 44.0053069, -79.433374 44.0054125, -79.4327873 44.0055426, -79.4327454 44.0055519, -79.4325333 44.005599)",,
281829140,2,Mavrinac Boulevard,residential,False,True,10.873,"LINESTRING (-79.4339125 44.0085051, -79.4337831 44.0085351)",,
281829138,2,Mavrinac Boulevard,residential,True,False,114.019,"LINESTRING (-79.4339125 44.0085051, -79.4335312 44.0077176, -79.4334868 44.0076234, -79.4334587 44.0075336)",,
281829140,2,Mavrinac Boulevard,residential,False,False,10.873,"LINESTRING (-79.4337831 44.0085351, -79.4339125 44.0085051)",,
"[443770737, 475496674]","['4', '2']",Wellington Street East,secondary,True,False,394.282,"LINESTRING (-79.43814 44.0064057, -79.4378054 44.0064267, -79.4370496 44.0066059, -79.4368031 44.006664, -79.4355773 44.0069225, -79.434204 44.0072389, -79.4335039 44.0073875, -79.4334202 44.0074102)",15,70
472832004,2,Wellington Street East,secondary,True,False,14.586,"LINESTRING (-79.4289079 44.0084309, -79.4287326 44.0084671)",15,70
475496672,2,Wellington Street East,secondary,True,False,13.801,"LINESTRING (-79.4287913 44.00859, -79.4289558 44.0085525)",15,70
893127692,2,Wellington Street East,secondary,True,False,15.203,"LINESTRING (-79.4332778 44.0075756, -79.4334587 44.0075336)",15,70
55668480,2,Mavrinac Boulevard,residential,True,False,114.114,"LINESTRING (-79.4332778 44.0075756, -79.4333163 44.0076663, -79.4337831 44.0085351)",,
475496671,2,Wellington Street East,secondary,True,False,15.48,"LINESTRING (-79.4334202 44.0074102, -79.4332367 44.0074545)",15,70
55668503,2,Stronach Boulevard,residential,True,False,196.651,"LINESTRING (-79.4334202 44.0074102, -79.4333911 44.0073281, -79.433363 44.007249, -79.4327643 44.0058273, -79.4326159 44.0057802)",,
55668503,2,Stronach Boulevard,residential,True,False,14.063,"LINESTRING (-79.4334587 44.0075336, -79.4334202 44.0074102)",,
472832017,2,Wellington Street East,secondary,True,False,396.194,"LINESTRING (-79.4334587 44.0075336, -79.4335573 44.0075107, -79.4343837 44.0073276, -79.4352715 44.007125, -79.4361566 44.0069302, -79.4370981 44.0067238, -79.4378572 44.0065521, -79.43814 44.0064057)",15,70
55668480,2,Mavrinac Boulevard,residential,True,False,13.861,"LINESTRING (-79.4332367 44.0074545, -79.4332778 44.0075756)",,
"[475496778, 475496671]","['4', '2']",Wellington Street East,secondary,True,False,362.856,"LINESTRING (-79.4332367 44.0074545, -79.4331018 44.0074871, -79.4322594 44.0076787, -79.4313662 44.0078813, -79.4302437 44.0081171, -79.4292607 44.0083501, -79.4289079 44.0084309)",15,70
55668492,1,Adena Meadows Way,residential,True,False,14.054,"LINESTRING (-79.4289558 44.0085525, -79.4289079 44.0084309)",,
"[475496672, 475496673]","['4', '2']",Wellington Street East,secondary,True,False,362.38300000000004,"LINESTRING (-79.4289558 44.0085525, -79.4302746 44.0082517, -79.431267 44.0080298, -79.4320045 44.007862, -79.4328012 44.0076787, -79.433153 44.0076113, -79.4332778 44.0075756)",15,70
933740724,2,Adena Meadows Way,residential,True,False,14.45,"LINESTRING (-79.4287326 44.0084671, -79.4287913 44.00859)",,
