osmid,oneway,name,highway,access,reversed,length,geometry,lanes,ref,maxspeed,bridge
148166647,False,West Belle Street,residential,yes,False,46.645,"LINESTRING (-92.908614 44.5037642, -92.9092021 44.5037706)",,,,
"[148166660, 18084125]",False,"['West Colville Street', 'South 6th Street']",residential,yes,True,214.52900000000002,"LINESTRING (-92.908614 44.5037642, -92.9086119 44.5038526, -92.9086018 44.5042772, -92.9085997 44.5043622, -92.9085934 44.5044463, -92.9085843 44.5045662, -92.9085722 44.5046394, -92.9085455 44.504682, -92.9084942 44.5047179, -92.9084283 44.5047447, -92.9083427 44.5047583, -92.9082531 44.5047665, -92.9072869 44.5047779, -92.9071677 44.5047797)",,,,
148166647,False,West Belle Street,residential,yes,True,67.687,"LINESTRING (-92.908614 44.5037642, -92.9082892 44.5037638, -92.9077605 44.5037632)",,,,
18084160,False,Minnesota Street West,residential,yes,False,60.32,"LINESTRING (-92.9035732 44.5110256, -92.9028125 44.5110246)",,,,
18084160,False,Minnesota Street West,residential,yes,True,60.32,"LINESTRING (-92.9028125 44.5110246, -92.9035732 44.5110256)",,,,
18084160,False,Minnesota Street West,residential,yes,False,114.148,"LINESTRING (-92.9028125 44.5110246, -92.9026832 44.5110253, -92.901373 44.5110321)",,,,
18089435,False,2nd Street North,residential,yes,False,113.835,"LINESTRING (-92.9028125 44.5110246, -92.9028114 44.5109335, -92.9027998 44.5100009)",,,,
18084160,False,Minnesota Street West,residential,yes,True,114.148,"LINESTRING (-92.901373 44.5110321, -92.9026832 44.5110253, -92.9028125 44.5110246)",,,,
18091718,False,East Minnesota Street,residential,,False,76.94,"LINESTRING (-92.901373 44.5110321, -92.9005259 44.5110516, -92.9004032 44.5110544)",,,,
18084162,False,West Minnesota Street,residential,yes,False,111.926,"LINESTRING (-92.9114842 44.5110714, -92.910073 44.51105)",,,,
18087515,False,North 8th Street,residential,yes,False,116.07,"LINESTRING (-92.9114842 44.5110714, -92.9114914 44.5105437, -92.9114984 44.5100276)",,,,
18084162,False,West Minnesota Street,residential,yes,True,111.926,"LINESTRING (-92.910073 44.51105, -92.9114842 44.5110714)",,,,
18087323,False,East Hoffman Street,residential,yes,False,82.302,"LINESTRING (-92.900338 44.5089492, -92.9012247 44.5089574, -92.9013758 44.5089588)",,,,
18086558,False,East State Street,primary,yes,False,78.512,"LINESTRING (-92.9013683 44.5099873, -92.9003782 44.50999)",2,MN 19,30 mph,
18086964,False,West State Street,residential,yes,True,113.523,"LINESTRING (-92.9013683 44.5099873, -92.9026834 44.5099998, -92.9027998 44.5100009)",,,25 mph,
18090416,False,North 1st Street,primary,yes,False,114.36699999999999,"LINESTRING (-92.9013683 44.5099873, -92.9013696 44.5098872, -92.9013752 44.5094557, -92.9013758 44.5089588)",2,MN 19,30 mph,
18086558,False,East State Street,primary,yes,True,78.512,"LINESTRING (-92.9003782 44.50999, -92.9013683 44.5099873)",2,MN 19,30 mph,
148297069,False,Bridge Street North,residential,yes,True,118.37200000000001,"LINESTRING (-92.9003782 44.50999, -92.9003802 44.5100787, -92.900388 44.5104152, -92.9003926 44.5106084, -92.9004004 44.5109383, -92.9004032 44.5110544)",,,,
18089828,False,West Mill Street ,residential,yes,False,115.033,"LINESTRING (-92.9013653 44.5079132, -92.9026586 44.5079175, -92.9028159 44.507918)",2,,,
18090416,False,North 1st Street,primary,yes,False,116.595,"LINESTRING (-92.9013653 44.5079132, -92.9013643 44.5078156, -92.90136 44.5073696, -92.9013452 44.5069438, -92.9013425 44.5068648)",2,MN 19,30 mph,
18090416,False,North 1st Street,primary,yes,True,116.269,"LINESTRING (-92.9013653 44.5079132, -92.9013662 44.5080032, -92.9013704 44.5084258, -92.9013758 44.5089588)",2,MN 19,30 mph,
18086888,False,North 6th Street,tertiary,,False,115.203,"LINESTRING (-92.9085836 44.5100302, -92.9085968 44.5095108, -92.9086016 44.5091768, -92.9085898 44.5090772, -92.90858 44.5089949)",2,,,
"[18089987, 18086966]",False,"['West State Street', '5th Street North']","['residential', 'living_street']",yes,"[False, True]",135.05599999999998,"LINESTRING (-92.9085836 44.5100302, -92.9073372 44.5100315, -92.9072211 44.5101075, -92.9071328 44.5102263, -92.9071041 44.5103025)",,,,
18086966,False,West State Street,residential,yes,True,231.133,"LINESTRING (-92.9085836 44.5100302, -92.9086754 44.5100301, -92.9114984 44.5100276)",,,,
18086888,False,North 6th Street,tertiary,,True,115.203,"LINESTRING (-92.90858 44.5089949, -92.9085898 44.5090772, -92.9086016 44.5091768, -92.9085968 44.5095108, -92.9085836 44.5100302)",2,,,
18087324,False,West Hoffman Street,residential,yes,False,119.82900000000001,"LINESTRING (-92.90858 44.5089949, -92.9086246 44.5089946, -92.9086538 44.5089944, -92.9087988 44.5089936, -92.910003 44.5089903, -92.9100911 44.5089901)",,,,
"[54777793, 18086988, 18089701]",False,"['West Mill Street', 'North 6th Street']",tertiary,yes,False,151.89000000000001,"LINESTRING (-92.90858 44.5089949, -92.9085423 44.5088939, -92.9084756 44.5087849, -92.9083736 44.5086646, -92.9082867 44.5085863, -92.9081387 44.5084829, -92.9074357 44.5080611, -92.9073203 44.5080058)",2,,,yes
18086964,False,West State Street,residential,yes,False,113.523,"LINESTRING (-92.9027998 44.5100009, -92.9026834 44.5099998, -92.9013683 44.5099873)",,,25 mph,
18089435,False,2nd Street North,residential,yes,True,113.835,"LINESTRING (-92.9027998 44.5100009, -92.9028114 44.5109335, -92.9028125 44.5110246)",,,,
148287427,False,North 2nd Street,residential,yes,False,115.688,"LINESTRING (-92.9027998 44.5100009, -92.9028011 44.5094655, -92.9028014 44.5089605)",,,,
18086966,False,West State Street,residential,yes,False,231.133,"LINESTRING (-92.9114984 44.5100276, -92.9086754 44.5100301, -92.9085836 44.5100302)",,,,
18087515,False,North 8th Street,residential,yes,False,113.855,"LINESTRING (-92.9114984 44.5100276, -92.9115137 44.5095106, -92.9115257 44.5090847, -92.911528 44.5090039)",,,,
18087515,False,North 8th Street,residential,yes,True,116.07,"LINESTRING (-92.9114984 44.5100276, -92.9114914 44.5105437, -92.9114842 44.5110714)",,,,
18087615,False,South 8th Street,residential,yes,False,114.609,"LINESTRING (-92.9115539 44.5069203, -92.9115538 44.5058896)",,,,
188355886,False,West Main Street,primary,,True,113.149,"LINESTRING (-92.9115539 44.5069203, -92.9105117 44.5069158, -92.9101271 44.5069142)",2,MN 19,30 mph,
18091136,False,North 7th Street,residential,yes,True,115.118,"LINESTRING (-92.9101271 44.5069142, -92.9101255 44.5069821, -92.9101242 44.507034, -92.9101147 44.5074296, -92.9101109 44.5079494)",,,,
188355886,False,West Main Street,primary,,False,113.149,"LINESTRING (-92.9101271 44.5069142, -92.9105117 44.5069158, -92.9115539 44.5069203)",2,MN 19,30 mph,
"[18090370, 18086980, 188355886]",False,West Main Street,primary,,"[False, True]",290.984,"LINESTRING (-92.9101271 44.5069142, -92.9100933 44.5069141, -92.9095461 44.5069117, -92.9084219 44.5069068, -92.9077036 44.5069013, -92.9071158 44.5068982, -92.90677 44.5068976, -92.9064578 44.5068971)",2,MN 19,30 mph,yes
18086980,False,West Main Street,primary,,False,56.764,"LINESTRING (-92.9064578 44.5068971, -92.9058681 44.5068962, -92.905742 44.506896)",2,MN 19,,
"[18090370, 18086980, 188355886]",False,West Main Street,primary,,"[False, True]",290.98400000000004,"LINESTRING (-92.9064578 44.5068971, -92.90677 44.5068976, -92.9071158 44.5068982, -92.9077036 44.5069013, -92.9084219 44.5069068, -92.9095461 44.5069117, -92.9100933 44.5069141, -92.9101271 44.5069142)",2,MN 19,30 mph,yes
18090100,True,South 5th Street,residential,yes,False,116.577,"LINESTRING (-92.9064578 44.5068971, -92.9064576 44.5068099, -92.9064548 44.5063703, -92.9064545 44.506315, -92.906455 44.5058487)",,,,
18086980,False,West Main Street,primary,,True,56.764,"LINESTRING (-92.905742 44.506896, -92.9058681 44.5068962, -92.9064578 44.5068971)",2,MN 19,,
18089149,False,South 4th Street,tertiary,yes,False,117.546,"LINESTRING (-92.905742 44.506896, -92.9057413 44.506785, -92.9057388 44.50636, -92.905736 44.5058955, -92.9057357 44.5058389)",2,,30 mph,
54777792,False,North 4th Street,primary,,True,114.411,"LINESTRING (-92.905742 44.506896, -92.9057416 44.5069782, -92.9057392 44.5074111, -92.9057341 44.5078313, -92.905733 44.5079249)",2,MN 20,30 mph,
148286649,False,West Main Street,primary,yes,False,117.013,"LINESTRING (-92.905742 44.506896, -92.9055944 44.5068945, -92.9051618 44.50689, -92.9049258 44.5068875, -92.9048346 44.5068866, -92.9043956 44.506882, -92.9042666 44.5068807)",2,MN 19,30 mph,
18091192,False,South 3rd Street,residential,yes,False,116.589,"LINESTRING (-92.9042666 44.5068807, -92.9042664 44.5067814, -92.9042658 44.5063523, -92.9042651 44.5058322)",,,,
78516845,False,North 3rd Street,residential,yes,True,114.967,"LINESTRING (-92.9042666 44.5068807, -92.9042655 44.5069657, -92.9042645 44.5070432, -92.9042614 44.5072923, -92.90426 44.5073998, -92.9042601 44.5074756, -92.9042606 44.5078256, -92.9042607 44.5079146)",,,,
148286649,False,West Main Street,primary,yes,False,115.579,"LINESTRING (-92.9042666 44.5068807, -92.9041256 44.5068796, -92.9029229 44.5068706, -92.9028092 44.5068698)",2,MN 19,30 mph,
148286649,False,West Main Street,primary,yes,True,117.01299999999999,"LINESTRING (-92.9042666 44.5068807, -92.9043956 44.506882, -92.9048346 44.5068866, -92.9049258 44.5068875, -92.9051618 44.50689, -92.9055944 44.5068945, -92.905742 44.506896)",2,MN 19,30 mph,
18090816,False,South 2nd Street,residential,yes,False,115.062,"LINESTRING (-92.9028092 44.5068698, -92.9028072 44.5067775, -92.902798 44.5063447, -92.9028016 44.5058351)",,,,
148286649,False,West Main Street,primary,yes,False,116.311,"LINESTRING (-92.9028092 44.5068698, -92.9017285 44.5068661, -92.9014735 44.5068652, -92.9013425 44.5068648)",2,MN 19,30 mph,
148286649,False,West Main Street,primary,yes,True,115.579,"LINESTRING (-92.9028092 44.5068698, -92.9029229 44.5068706, -92.9041256 44.5068796, -92.9042666 44.5068807)",2,MN 19,30 mph,
148287427,False,North 2nd Street,residential,yes,True,116.557,"LINESTRING (-92.9028092 44.5068698, -92.9028099 44.5069609, -92.9028129 44.5073851, -92.9028154 44.5078221, -92.9028159 44.507918)",,,,
18090416,False,North 1st Street,primary,yes,True,116.59499999999998,"LINESTRING (-92.9013425 44.5068648, -92.9013452 44.5069438, -92.90136 44.5073696, -92.9013643 44.5078156, -92.9013653 44.5079132)",2,MN 19,30 mph,
18090564,False,South 1st Street,residential,yes,False,115.335,"LINESTRING (-92.9013425 44.5068648, -92.9013376 44.5067698, -92.9013345 44.5067112, -92.9013138 44.5058278)",,,,
148286649,False,West Main Street,primary,yes,True,116.31099999999999,"LINESTRING (-92.9013425 44.5068648, -92.9014735 44.5068652, -92.9017285 44.5068661, -92.9028092 44.5068698)",2,MN 19,30 mph,
18086986,False,West Mill Street ,residential,,True,112.14,"LINESTRING (-92.911525 44.5079564, -92.9101109 44.5079494)",,,,
18087515,False,North 8th Street,residential,yes,True,116.477,"LINESTRING (-92.911525 44.5079564, -92.911526 44.5084699, -92.911528 44.5090039)",,,,
18086986,False,West Mill Street ,residential,,False,112.14,"LINESTRING (-92.9101109 44.5079494, -92.911525 44.5079564)",,,,
18091136,False,North 7th Street,residential,yes,False,115.118,"LINESTRING (-92.9101109 44.5079494, -92.9101147 44.5074296, -92.9101242 44.507034, -92.9101255 44.5069821, -92.9101271 44.5069142)",,,,
18091136,False,North 7th Street,residential,yes,True,115.74000000000001,"LINESTRING (-92.9101109 44.5079494, -92.9101117 44.5082681, -92.9101101 44.5084614, -92.9100911 44.5089901)",,,,
18086988,False,West Mill Street,tertiary,yes,False,127.74699999999999,"LINESTRING (-92.9073203 44.5080058, -92.9071787 44.507953, -92.9071195 44.5079367, -92.9070895 44.5079327, -92.9070518 44.5079276, -92.9068183 44.5079271, -92.9066379 44.5079267, -92.9063553 44.5079262, -92.9058922 44.5079252, -92.9058546 44.5079252, -92.905733 44.5079249)",2,,,
"[54777793, 18086988, 18089701]",False,"['West Mill Street', 'North 6th Street']",tertiary,yes,True,151.89,"LINESTRING (-92.9073203 44.5080058, -92.9074357 44.5080611, -92.9081387 44.5084829, -92.9082867 44.5085863, -92.9083736 44.5086646, -92.9084756 44.5087849, -92.9085423 44.5088939, -92.90858 44.5089949)",2,,,yes
148169232,False,Veterans Lane,residential,yes,True,173.729,"LINESTRING (-92.9073203 44.5080058, -92.9072853 44.5080791, -92.9071949 44.5082407, -92.9071475 44.508309, -92.907107 44.5083512, -92.9069985 44.5084201, -92.9069004 44.5084913, -92.9066393 44.5087269, -92.9065301 44.5088019, -92.9064865 44.5088052, -92.906452 44.5088078, -92.9061737 44.5088287, -92.9059288 44.5088305, -92.9058887 44.5088308, -92.9058366 44.5088312, -92.9057307 44.5088375)",,,,
18087081,False,West Colville Street,residential,yes,False,84.215,"LINESTRING (-92.901744 44.504769, -92.9028059 44.5047753)",,,,
18087081,False,West Colville Street,residential,yes,True,84.215,"LINESTRING (-92.9028059 44.5047753, -92.901744 44.504769)",,,,
18087081,False,West Colville Street,residential,yes,False,114.285,"LINESTRING (-92.9028059 44.5047753, -92.9029413 44.5047755, -92.9041235 44.5047775, -92.904247 44.5047777)",,,,
18090816,False,South 2nd Street,residential,yes,False,83.76400000000001,"LINESTRING (-92.9028059 44.5047753, -92.9027915 44.5046801, -92.9027721 44.5045232, -92.9027459 44.5042543, -92.9027485 44.5040238)",,,,
18090816,False,South 2nd Street,residential,yes,True,117.845,"LINESTRING (-92.9028059 44.5047753, -92.9028038 44.5053041, -92.9028021 44.5057326, -92.9028016 44.5058351)",,,,
18087081,False,West Colville Street,residential,yes,False,117.69699999999999,"LINESTRING (-92.904247 44.5047777, -92.9055846 44.5047839, -92.9057311 44.5047846)",,,,
18087081,False,West Colville Street,residential,yes,True,114.285,"LINESTRING (-92.904247 44.5047777, -92.9041235 44.5047775, -92.9029413 44.5047755, -92.9028059 44.5047753)",,,,
"[18091192, 148286432]",False,"['South 3rd Street', 'West Belle Street']",residential,yes,False,222.29500000000002,"LINESTRING (-92.904247 44.5047777, -92.9042474 44.5046866, -92.9042488 44.5042619, -92.90425 44.5039, -92.904266 44.503857, -92.904337 44.5037922, -92.904416 44.5037712, -92.9053151 44.5037452, -92.9055853 44.5037425, -92.9057256 44.5037411)",,,,
18091192,False,South 3rd Street,residential,yes,True,117.26400000000001,"LINESTRING (-92.904247 44.5047777, -92.9042471 44.5048817, -92.9042552 44.5053079, -92.9042634 44.5057405, -92.9042651 44.5058322)",,,,
18087081,False,West Colville Street,residential,yes,True,117.69699999999999,"LINESTRING (-92.9057311 44.5047846, -92.9055846 44.5047839, -92.904247 44.5047777)",,,,
18089149,False,South 4th Street,tertiary,yes,False,116.03299999999999,"LINESTRING (-92.9057311 44.5047846, -92.9057306 44.5046957, -92.9057285 44.5042734, -92.9057256 44.5037411)",2,,30 mph,
18089149,False,South 4th Street,tertiary,yes,True,117.234,"LINESTRING (-92.9057311 44.5047846, -92.9057334 44.5053079, -92.9057353 44.5057425, -92.9057357 44.5058389)",2,,30 mph,
148166660,False,West Colville Street,residential,yes,False,113.929,"LINESTRING (-92.9057311 44.5047846, -92.9058607 44.5047842, -92.9071677 44.5047797)",,,,
"[18087387, 148166644]",False,"['South 5th Street', 'West Park Street']",residential,yes,False,151.49400000000003,"LINESTRING (-92.9071677 44.5047797, -92.9071666 44.5050695, -92.9071584 44.5051328, -92.9071401 44.505205, -92.907069 44.5053894, -92.906823 44.505832, -92.9067624 44.505855, -92.9066764 44.5058557, -92.9065966 44.5058532, -92.906455 44.5058487)",,,,
18087387,False,South 5th Street,residential,yes,True,113.24199999999999,"LINESTRING (-92.9071677 44.5047797, -92.9071676 44.5047011, -92.9071671 44.5042581, -92.9071707 44.5038449, -92.9071715 44.5037613)",,,,
"[148166660, 18084125]",False,"['West Colville Street', 'South 6th Street']",residential,yes,False,214.529,"LINESTRING (-92.9071677 44.5047797, -92.9072869 44.5047779, -92.9082531 44.5047665, -92.9083427 44.5047583, -92.9084283 44.5047447, -92.9084942 44.5047179, -92.9085455 44.504682, -92.9085722 44.5046394, -92.9085843 44.5045662, -92.9085934 44.5044463, -92.9085997 44.5043622, -92.9086018 44.5042772, -92.9086119 44.5038526, -92.908614 44.5037642)",,,,
148166660,False,West Colville Street,residential,yes,True,113.929,"LINESTRING (-92.9071677 44.5047797, -92.9058607 44.5047842, -92.9057311 44.5047846)",,,,
18087323,False,East Hoffman Street,residential,yes,True,82.302,"LINESTRING (-92.9013758 44.5089588, -92.9012247 44.5089574, -92.900338 44.5089492)",,,,
18090416,False,North 1st Street,primary,yes,False,116.26899999999999,"LINESTRING (-92.9013758 44.5089588, -92.9013704 44.5084258, -92.9013662 44.5080032, -92.9013653 44.5079132)",2,MN 19,30 mph,
18090416,False,North 1st Street,primary,yes,True,114.36699999999999,"LINESTRING (-92.9013758 44.5089588, -92.9013752 44.5094557, -92.9013696 44.5098872, -92.9013683 44.5099873)",2,MN 19,30 mph,
148287131,False,West Hoffman Street ,residential,yes,False,113.047,"LINESTRING (-92.9013758 44.5089588, -92.9026571 44.5089603, -92.9028014 44.5089605)",,,,
148287131,False,West Hoffman Street ,residential,yes,False,116.521,"LINESTRING (-92.9028014 44.5089605, -92.9040254 44.5089666, -92.9041081 44.5089714, -92.9041767 44.5089771, -92.904268 44.5089909)",,,,
148287131,False,West Hoffman Street ,residential,yes,True,113.047,"LINESTRING (-92.9028014 44.5089605, -92.9026571 44.5089603, -92.9013758 44.5089588)",,,,
148287427,False,North 2nd Street,residential,yes,False,115.927,"LINESTRING (-92.9028014 44.5089605, -92.9028087 44.5084335, -92.9028146 44.5080078, -92.9028159 44.507918)",,,,
148287427,False,North 2nd Street,residential,yes,True,115.688,"LINESTRING (-92.9028014 44.5089605, -92.9028011 44.5094655, -92.9027998 44.5100009)",,,,
78516845,False,North 3rd Street,residential,yes,False,119.681,"LINESTRING (-92.904268 44.5089909, -92.9042643 44.508445, -92.9042613 44.5080081, -92.9042607 44.5079146)",,,,
78516845,False,North 3rd Street,residential,yes,True,109.35,"LINESTRING (-92.904268 44.5089909, -92.9042699 44.5090421, -92.9042704 44.5091554, -92.904273 44.5092098, -92.9042732 44.509356, -92.9042751 44.5094724, -92.904285 44.5099742)",,,,
148287126,False,West Hoffman Street,residential,yes,False,115.96100000000001,"LINESTRING (-92.904268 44.5089909, -92.9045994 44.5089927, -92.9047817 44.5089937, -92.9047969 44.5089938, -92.9049374 44.5089946, -92.9051063 44.5089955, -92.9051269 44.5089956, -92.9054541 44.5089974, -92.9055158 44.5089977, -92.9055914 44.5089981, -92.9057303 44.5089989)",2,,,
148287131,False,West Hoffman Street ,residential,yes,True,116.521,"LINESTRING (-92.904268 44.5089909, -92.9041767 44.5089771, -92.9041081 44.5089714, -92.9040254 44.5089666, -92.9028014 44.5089605)",,,,
54777792,False,North 4th Street,primary,,False,17.947,"LINESTRING (-92.9057303 44.5089989, -92.9057307 44.5088375)",2,MN 20,30 mph,
148287126,False,West Hoffman Street,residential,yes,True,115.961,"LINESTRING (-92.9057303 44.5089989, -92.9055914 44.5089981, -92.9055158 44.5089977, -92.9054541 44.5089974, -92.9051269 44.5089956, -92.9051063 44.5089955, -92.9049374 44.5089946, -92.9047969 44.5089938, -92.9047817 44.5089937, -92.9045994 44.5089927, -92.904268 44.5089909)",2,,,
18087324,False,West Hoffman Street,residential,yes,False,113.953,"LINESTRING (-92.9100911 44.5089901, -92.911528 44.5090039)",,,,
