osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,bridge
997350243,True,3,MN 36,motorway,55 mph,False,145.782,,"LINESTRING (-93.0519087 45.0116761, -93.0500543 45.0116644)",
18208651,False,,,residential,,False,198.743,Lealand Road,"LINESTRING (-93.0508161 45.0073614, -93.0482883 45.0073836)",
18221735,False,,,residential,,False,102.446,Duluth Street,"LINESTRING (-93.0508161 45.0073614, -93.0508323 45.0082097, -93.0508357 45.0082826)",
18208651,False,,,residential,,True,198.743,Lealand Road,"LINESTRING (-93.0482883 45.0073836, -93.0508161 45.0073614)",
18213629,False,,,residential,,True,100.702,Atlantic Street,"LINESTRING (-93.0482883 45.0073836, -93.048277 45.006478)",
18208651,False,,,residential,,False,201.502,Lealand Road,"LINESTRING (-93.0482883 45.0073836, -93.0470326 45.0073992, -93.0458144 45.0073974, -93.0457254 45.0073982)",
18213629,False,,,residential,,False,101.28699999999999,Atlantic Street,"LINESTRING (-93.0482883 45.0073836, -93.0482882 45.0082274, -93.0482809 45.0082943)",
46777942,False,,,tertiary,,True,100.555,English Street,"LINESTRING (-93.0457254 45.0073982, -93.0457326 45.0064939)",
18208651,False,,,residential,,True,201.502,Lealand Road,"LINESTRING (-93.0457254 45.0073982, -93.0458144 45.0073974, -93.0470326 45.0073992, -93.0482883 45.0073836)",
46777942,False,,,tertiary,,False,92.66199999999999,English Street,"LINESTRING (-93.0457254 45.0073982, -93.0457176 45.0081388, -93.0457153 45.0082315)",
18215088,False,,,residential,,True,84.96800000000002,Belmont Lane,"LINESTRING (-93.0457266 45.004158, -93.0458172 45.004158, -93.046143 45.004158, -93.046304 45.004168, -93.046429 45.004191, -93.046552 45.004228, -93.046765 45.004306)",
46777942,False,,,tertiary,,False,127.163,English Street,"LINESTRING (-93.0457266 45.004158, -93.0457284 45.0052071, -93.0457283 45.0053016)",
46777942,False,,,tertiary,,False,34.549,English Street,"LINESTRING (-93.0457283 45.0053016, -93.0457305 45.0056123)",
18217651,False,,,residential,,True,147.073,Burke Avenue,"LINESTRING (-93.0457283 45.0053016, -93.0458091 45.0052988, -93.046314 45.005298, -93.04649 45.005305, -93.046669 45.005327, -93.046846 45.005365, -93.047022 45.00542, -93.047509 45.0056)",
46777942,False,,,tertiary,,True,127.163,English Street,"LINESTRING (-93.0457283 45.0053016, -93.0457284 45.0052071, -93.0457266 45.004158)",
18216628,False,,,residential,,True,61.434,Burke Avenue East,"LINESTRING (-93.0457305 45.0056123, -93.0449491 45.0056156)",
46777942,False,,,tertiary,,False,98.03,English Street,"LINESTRING (-93.0457305 45.0056123, -93.0457326 45.0064939)",
46777942,False,,,tertiary,,True,34.549,English Street,"LINESTRING (-93.0457305 45.0056123, -93.0457283 45.0053016)",
46777942,False,,,tertiary,,False,100.555,English Street,"LINESTRING (-93.0457326 45.0064939, -93.0457254 45.0073982)",
46777942,False,,,tertiary,,True,98.03,English Street,"LINESTRING (-93.0457326 45.0064939, -93.0457305 45.0056123)",
18211072,False,,,residential,,True,200.043,Junction Avenue,"LINESTRING (-93.0457326 45.0064939, -93.0458172 45.0064938, -93.048277 45.006478)",
637665598,False,,,tertiary,,False,106.025,English Street,"LINESTRING (-93.0457153 45.0082315, -93.0457143 45.009185)",
46777942,False,,,tertiary,,True,92.66199999999999,English Street,"LINESTRING (-93.0457153 45.0082315, -93.0457176 45.0081388, -93.0457254 45.0073982)",
637665596,False,,CH 25,tertiary,,False,113.146,County Road B East,"LINESTRING (-93.0457153 45.0082315, -93.04558 45.008207, -93.0454756 45.0081826, -93.0452432 45.0081188, -93.0449955 45.0080378, -93.0444039 45.0078194)",
637665597,False,,CH 25,tertiary,,True,202.29399999999998,County Road B East,"LINESTRING (-93.0457153 45.0082315, -93.0458079 45.0082445, -93.0459204 45.008259, -93.0461265 45.0082813, -93.0463806 45.0083005, -93.0466842 45.0083043, -93.0482809 45.0082943)",
637665598,False,,,tertiary,,True,106.025,English Street,"LINESTRING (-93.0457143 45.009185, -93.0457153 45.0082315)",
18214536,False,,,residential,,True,200.28900000000002,Lark Avenue,"LINESTRING (-93.0457143 45.009185, -93.0457967 45.0091845, -93.048262 45.009174)",
637665598,False,,,tertiary,,False,104.77000000000001,English Street,"LINESTRING (-93.0457143 45.009185, -93.0457157 45.0096489, -93.0457104 45.0101272)",
18213348,False,,,tertiary,,False,387.163,Cope Avenue East,"LINESTRING (-93.0457104 45.0101272, -93.045423 45.0101022, -93.045219 45.0100979, -93.0442234 45.0100955, -93.0440744 45.0100951, -93.0430498 45.0100927, -93.0427719 45.010092, -93.0423265 45.0100868, -93.0415156 45.0100775, -93.0408459 45.0100697, -93.040788 45.010069)",
18213348,False,,,tertiary,,True,225.56,Cope Avenue East,"LINESTRING (-93.0457104 45.0101272, -93.0458717 45.0101676, -93.0460139 45.0102046, -93.0462314 45.0102763, -93.0463842 45.0103354, -93.0467694 45.0104844, -93.0471649 45.0106374, -93.0476178 45.0108125, -93.0478794 45.0109137, -93.048255 45.011059)",
"[252218760, 627698617]",False,,,tertiary,,False,145.125,English Street,"LINESTRING (-93.0457104 45.0101272, -93.0457104 45.0102646, -93.0457118 45.0106475, -93.0457238 45.0108691, -93.0457518 45.0110311, -93.0457557 45.0110536, -93.0458144 45.0114285)",
637665598,False,,,tertiary,,True,104.77000000000001,English Street,"LINESTRING (-93.0457104 45.0101272, -93.0457157 45.0096489, -93.0457143 45.009185)",
252218759,False,,,tertiary,,True,66.813,English Street,"LINESTRING (-93.0460668 45.012592, -93.0459504 45.0119968)",
18209236,False,,,residential,,False,47.211,Ide Court,"LINESTRING (-93.042232 45.007853, -93.042224 45.00794, -93.042237 45.008018, -93.042268 45.008169, -93.042279 45.008275)",
18219826,False,,,residential,,False,117.848,Laurie Road East,"LINESTRING (-93.042279 45.008275, -93.04078 45.008267)",
18209236,False,,,residential,,False,99.49000000000001,Ide Court,"LINESTRING (-93.042279 45.008275, -93.042276 45.008432, -93.042258 45.008563, -93.042218 45.008714, -93.042143 45.008892, -93.042087 45.008992, -93.042048 45.009076, -93.042033 45.009146)",
18209236,False,,,residential,,True,47.211,Ide Court,"LINESTRING (-93.042279 45.008275, -93.042268 45.008169, -93.042237 45.008018, -93.042224 45.00794, -93.042232 45.007853)",
18209236,False,,,residential,,True,99.49000000000001,Ide Court,"LINESTRING (-93.042033 45.009146, -93.042048 45.009076, -93.042087 45.008992, -93.042143 45.008892, -93.042218 45.008714, -93.042258 45.008563, -93.042276 45.008432, -93.042279 45.008275)",
18213629,False,,,residential,,False,100.702,Atlantic Street,"LINESTRING (-93.048277 45.006478, -93.0482883 45.0073836)",
18211072,False,,,residential,,False,200.043,Junction Avenue,"LINESTRING (-93.048277 45.006478, -93.0458172 45.0064938, -93.0457326 45.0064939)",
18213387,False,,,residential,,True,200.954,Junction Avenue East,"LINESTRING (-93.048277 45.006478, -93.050012 45.006468, -93.050833 45.006464)",
18213629,False,,,residential,,True,62.150999999999996,Atlantic Street,"LINESTRING (-93.048277 45.006478, -93.048275 45.006297, -93.048285 45.006215, -93.048317 45.006137, -93.048365 45.006069, -93.048476 45.005955)",
18213629,False,,,residential,,True,107.629,Atlantic Street,"LINESTRING (-93.048255 45.011059, -93.0482652 45.0100911)",
18213348,False,,,tertiary,,False,225.56000000000003,Cope Avenue East,"LINESTRING (-93.048255 45.011059, -93.0478794 45.0109137, -93.0476178 45.0108125, -93.0471649 45.0106374, -93.0467694 45.0104844, -93.0463842 45.0103354, -93.0462314 45.0102763, -93.0460139 45.0102046, -93.0458717 45.0101676, -93.0457104 45.0101272)",
46774474,False,,,residential,,False,98.519,Birmingham Street,"LINESTRING (-93.040776 45.007381, -93.04078 45.008267)",
46774474,False,,,residential,,True,92.848,Birmingham Street,"LINESTRING (-93.040776 45.007381, -93.040773 45.006546)",
18213348,False,,,tertiary,,False,77.75,Cope Avenue East,"LINESTRING (-93.040788 45.010069, -93.039799 45.010064)",
46774474,False,,,residential,,True,98.853,Birmingham Street,"LINESTRING (-93.040788 45.010069, -93.040784 45.00918)",
18213348,False,,,tertiary,,True,387.163,Cope Avenue East,"LINESTRING (-93.040788 45.010069, -93.0408459 45.0100697, -93.0415156 45.0100775, -93.0423265 45.0100868, -93.0427719 45.010092, -93.0430498 45.0100927, -93.0440744 45.0100951, -93.0442234 45.0100955, -93.045219 45.0100979, -93.045423 45.0101022, -93.0457104 45.0101272)",
18213348,False,,,tertiary,,True,77.75,Cope Avenue East,"LINESTRING (-93.039799 45.010064, -93.040788 45.010069)",
18220548,False,,,residential,,True,134.344,Cope Court,"LINESTRING (-93.0465854 45.0101729, -93.0467678 45.0100972, -93.0482652 45.0100911)",
18213387,False,,,residential,,False,200.954,Junction Avenue East,"LINESTRING (-93.050833 45.006464, -93.050012 45.006468, -93.048277 45.006478)",
18213629,False,,,residential,,False,165.82999999999998,Atlantic Street,"LINESTRING (-93.04987 45.004857, -93.04919 45.005233, -93.048476 45.005955)",
"[18221728, 18213629]",False,,,residential,,True,128.623,"['Atlantic Street', 'Duluth Street']","LINESTRING (-93.04987 45.004857, -93.050038 45.004764, -93.0501 45.004721, -93.050151 45.004665, -93.050181 45.004603, -93.05019 45.004543, -93.050188 45.003791)",
18215121,False,,,residential,,False,89.584,Duluth Place,"LINESTRING (-93.04987 45.004857, -93.050073 45.005041, -93.050101 45.00507, -93.050149 45.005134, -93.050181 45.005209, -93.050192 45.005286, -93.0501947 45.005595)",
18217651,False,,,residential,,False,85.662,Burke Avenue,"LINESTRING (-93.048476 45.005955, -93.047509 45.0056)",
18213629,False,,,residential,,False,62.150999999999996,Atlantic Street,"LINESTRING (-93.048476 45.005955, -93.048365 45.006069, -93.048317 45.006137, -93.048285 45.006215, -93.048275 45.006297, -93.048277 45.006478)",
18213629,False,,,residential,,True,165.82999999999998,Atlantic Street,"LINESTRING (-93.048476 45.005955, -93.04919 45.005233, -93.04987 45.004857)",
18213629,False,,,residential,,False,97.83,Atlantic Street,"LINESTRING (-93.0482809 45.0082943, -93.048262 45.009174)",
637665597,False,,CH 25,tertiary,,True,200.851,County Road B East,"LINESTRING (-93.0482809 45.0082943, -93.0508357 45.0082826)",
18213629,False,,,residential,,True,101.28699999999999,Atlantic Street,"LINESTRING (-93.0482809 45.0082943, -93.0482882 45.0082274, -93.0482883 45.0073836)",
637665597,False,,CH 25,tertiary,,False,202.294,County Road B East,"LINESTRING (-93.0482809 45.0082943, -93.0466842 45.0083043, -93.0463806 45.0083005, -93.0461265 45.0082813, -93.0459204 45.008259, -93.0458079 45.0082445, -93.0457153 45.0082315)",
18213629,False,,,residential,,True,97.83,Atlantic Street,"LINESTRING (-93.048262 45.009174, -93.0482809 45.0082943)",
18214536,False,,,residential,,True,201.099,Lark Avenue,"LINESTRING (-93.048262 45.009174, -93.05082 45.009163)",
18213629,False,,,residential,,False,101.978,Atlantic Street,"LINESTRING (-93.048262 45.009174, -93.0482638 45.0096966, -93.0482652 45.0100911)",
18214536,False,,,residential,,False,200.28900000000002,Lark Avenue,"LINESTRING (-93.048262 45.009174, -93.0457967 45.0091845, -93.0457143 45.009185)",
18213629,False,,,residential,,False,107.629,Atlantic Street,"LINESTRING (-93.0482652 45.0100911, -93.048255 45.011059)",
18213629,False,,,residential,,True,101.978,Atlantic Street,"LINESTRING (-93.0482652 45.0100911, -93.0482638 45.0096966, -93.048262 45.009174)",
