osmid,name,highway,oneway,reversed,length,geometry,width,maxspeed,lanes
15968271,West Court Avenue,tertiary,False,False,99.857,"LINESTRING (-94.018185 41.334458, -94.019381 41.3344567)",,,
15968271,West Court Avenue,tertiary,False,True,99.774,"LINESTRING (-94.018185 41.334458, -94.01699 41.3344592)",,,
15956159,North 4th Avenue,residential,False,False,108.975,"LINESTRING (-94.018185 41.334458, -94.01818 41.3349542, -94.0181759 41.335351, -94.018175 41.335438)",,,
15964250,South 4th Avenue,residential,False,True,108.24999999999999,"LINESTRING (-94.018185 41.334458, -94.0181861 41.3343459, -94.01819 41.333957, -94.01819 41.3335645, -94.01819 41.3334845)",,,
15968011,West Jefferson Street,residential,False,False,100.357,"LINESTRING (-94.018175 41.335438, -94.019377 41.33544)",,,
15968011,West Jefferson Street,residential,False,True,98.86,"LINESTRING (-94.018175 41.335438, -94.016991 41.335428)",,,
15956159,North 4th Avenue,residential,False,False,106.08299999999998,"LINESTRING (-94.018175 41.335438, -94.0181742 41.3355116, -94.01817 41.335917, -94.0181667 41.336308, -94.018166 41.336392)",,,
15956159,North 4th Avenue,residential,False,True,108.975,"LINESTRING (-94.018175 41.335438, -94.0181759 41.335351, -94.01818 41.3349542, -94.018185 41.334458)",,,
15963995,West Green Street,residential,False,False,100.021,"LINESTRING (-94.018166 41.336392, -94.019364 41.336393)","40'0""",,
15956159,North 4th Avenue,residential,False,False,106.525,"LINESTRING (-94.018166 41.336392, -94.0181655 41.3364732, -94.018163 41.336871, -94.0181613 41.3372668, -94.018161 41.33735)",,,
15956159,North 4th Avenue,residential,False,True,106.083,"LINESTRING (-94.018166 41.336392, -94.0181667 41.336308, -94.01817 41.335917, -94.0181742 41.3355116, -94.018175 41.335438)",,,
15963995,West Green Street,residential,False,True,100.11000000000001,"LINESTRING (-94.018166 41.336392, -94.017794 41.336392, -94.016967 41.336384)","40'0""",,
15966797,West North Street,residential,False,False,100.855,"LINESTRING (-94.018161 41.33735, -94.016953 41.337348)",,,
15966797,West North Street,residential,False,True,99.77,"LINESTRING (-94.018161 41.33735, -94.019356 41.337348)",,,
15956159,North 4th Avenue,residential,False,False,105.41399999999999,"LINESTRING (-94.018161 41.33735, -94.018159 41.337833, -94.0181615 41.3382213, -94.018162 41.338298)",,,
15956159,North 4th Avenue,residential,False,True,106.525,"LINESTRING (-94.018161 41.33735, -94.0181613 41.3372668, -94.018163 41.336871, -94.0181655 41.3364732, -94.018166 41.336392)",,,
15965001,West Filmore Street,residential,False,False,99.017,"LINESTRING (-94.018162 41.338298, -94.019348 41.338298)",,,
15956159,North 4th Avenue,residential,False,True,105.41399999999999,"LINESTRING (-94.018162 41.338298, -94.0181615 41.3382213, -94.018159 41.337833, -94.018161 41.33735)",,,
15965001,West Filmore Street,residential,False,True,101.02199999999999,"LINESTRING (-94.018162 41.338298, -94.0170548 41.3382943, -94.016952 41.338294)",,,
15966163,West Grade Street,residential,False,True,101.119,"LINESTRING (-94.015791 41.331014, -94.0156555 41.331013, -94.0146903 41.3310058, -94.01458 41.331005)",,,
15966253,South 2nd Avenue,residential,False,False,168.93400000000003,"LINESTRING (-94.015791 41.331014, -94.015781 41.331362, -94.015773 41.331701, -94.015754 41.332533)",,,
15963771,North John Wayne Drive,secondary,False,False,106.15899999999999,"LINESTRING (-94.01336 41.334463, -94.013361 41.334559, -94.013358 41.3349546, -94.0133572 41.3350452, -94.0133544 41.33537, -94.0133541 41.3354177)",,20 mph,
15965361,South John Wayne Drive,secondary,False,True,107.88000000000001,"LINESTRING (-94.01336 41.334463, -94.0133628 41.3343768, -94.013377 41.333945, -94.013382 41.3335685, -94.013383 41.333493)",,20 mph,2
15967314,East Court Avenue,tertiary,False,False,98.86800000000001,"LINESTRING (-94.01336 41.334463, -94.0132768 41.3344646, -94.0127936 41.3344576, -94.0122899 41.3344532, -94.012176 41.3344524)",,,
15968271,West Court Avenue,tertiary,False,False,99.524,"LINESTRING (-94.01336 41.334463, -94.0134713 41.3344629, -94.013949 41.3344624, -94.0144736 41.3344618, -94.014552 41.3344618)",,,
15963771,North John Wayne Drive,secondary,False,False,108.00399999999999,"LINESTRING (-94.0133541 41.3354177, -94.0133539 41.3355168, -94.013353 41.3359222, -94.0133529 41.3359801, -94.0133528 41.3360355, -94.0133522 41.3363222, -94.013352 41.336389)",,20 mph,
15963771,North John Wayne Drive,secondary,False,True,106.15899999999999,"LINESTRING (-94.0133541 41.3354177, -94.0133544 41.33537, -94.0133572 41.3350452, -94.013358 41.3349546, -94.013361 41.334559, -94.01336 41.334463)",,20 mph,
15964080,East Jefferson Street,residential,False,True,99.374,"LINESTRING (-94.0133541 41.3354177, -94.0132872 41.3354185, -94.012787 41.3354244, -94.0122643 41.3354299, -94.012164 41.335431)",,,
15968011,West Jefferson Street,residential,False,False,100.783,"LINESTRING (-94.0133541 41.3354177, -94.0134462 41.335418, -94.0139506 41.3354194, -94.014467 41.3354208, -94.0145612 41.3354201)",,,
15963771,North John Wayne Drive,secondary,False,False,106.53,"LINESTRING (-94.013352 41.336389, -94.0133535 41.3364687, -94.0133597 41.3367987, -94.013361 41.336869, -94.01336 41.337347)",,20 mph,
15963771,North John Wayne Drive,secondary,False,True,108.00400000000002,"LINESTRING (-94.013352 41.336389, -94.0133522 41.3363222, -94.0133528 41.3360355, -94.0133529 41.3359801, -94.013353 41.3359222, -94.0133539 41.3355168, -94.0133541 41.3354177)",,20 mph,
15963995,West Green Street,residential,False,False,100.109,"LINESTRING (-94.013352 41.336389, -94.0134634 41.3363883, -94.0136956 41.3363881, -94.0138109 41.3363863, -94.0144678 41.3363825, -94.014551 41.336382)","40'0""",,
15967943,East Green Street,residential,False,True,98.687,"LINESTRING (-94.013352 41.336389, -94.013265 41.3363893, -94.01217 41.336393)",,,
15965337,East North Street,residential,False,True,100.271,"LINESTRING (-94.01336 41.337347, -94.012159 41.337349)",,,
15963771,North John Wayne Drive,secondary,False,True,106.53,"LINESTRING (-94.01336 41.337347, -94.013361 41.336869, -94.0133597 41.3367987, -94.0133535 41.3364687, -94.013352 41.336389)",,20 mph,
15966797,West North Street,residential,False,True,100.021,"LINESTRING (-94.01336 41.337347, -94.0134599 41.3373467, -94.014558 41.337344)",,,
801796223,North John Wayne Drive,secondary,False,False,104.523,"LINESTRING (-94.01336 41.337347, -94.01336 41.33783, -94.013361 41.338287)",,30 mph,
15967300,East Filmore Street,residential,False,True,101.439,"LINESTRING (-94.013361 41.338287, -94.012146 41.338291)",,,
15965001,West Filmore Street,residential,False,False,100.269,"LINESTRING (-94.013361 41.338287, -94.0134489 41.338287, -94.014562 41.338287)",,,
801796223,North John Wayne Drive,secondary,False,False,107.638,"LINESTRING (-94.013361 41.338287, -94.013362 41.338766, -94.013364 41.339255)",,30 mph,
801796223,North John Wayne Drive,secondary,False,True,104.523,"LINESTRING (-94.013361 41.338287, -94.01336 41.33783, -94.01336 41.337347)",,30 mph,
15967003,East Buchanan Street,residential,False,True,101.605,"LINESTRING (-94.013364 41.339255, -94.012998 41.339257, -94.012147 41.339253)",,,
15968290,West Buchanan Street,residential,False,False,99.433,"LINESTRING (-94.013364 41.339255, -94.0134454 41.3392548, -94.014555 41.339252)",,,
801796223,North John Wayne Drive,secondary,False,True,107.638,"LINESTRING (-94.013364 41.339255, -94.013362 41.338766, -94.013361 41.338287)",,30 mph,
15963995,West Green Street,residential,False,False,101.611,"LINESTRING (-94.014551 41.336382, -94.0146718 41.3363813, -94.015768 41.336375)","40'0""",,
15963995,West Green Street,residential,False,True,100.109,"LINESTRING (-94.014551 41.336382, -94.0144678 41.3363825, -94.0138109 41.3363863, -94.0136956 41.3363881, -94.0134634 41.3363883, -94.013352 41.336389)","40'0""",,
15967852,North 1st Avenue,residential,False,False,106.971,"LINESTRING (-94.014551 41.336382, -94.0145519 41.3364697, -94.014556 41.336867, -94.014558 41.337344)","28'4""",,
15967852,North 1st Avenue,residential,False,True,106.974,"LINESTRING (-94.014551 41.336382, -94.0145521 41.3363183, -94.0145588 41.3359253, -94.0145659 41.3355128, -94.0145612 41.3354201)","28'4""",,
15963995,West Green Street,residential,False,False,100.112,"LINESTRING (-94.015768 41.336375, -94.0158835 41.3363743, -94.015942 41.336374, -94.016967 41.336384)","40'0""",,
15963995,West Green Street,residential,False,True,101.611,"LINESTRING (-94.015768 41.336375, -94.0146718 41.3363813, -94.014551 41.336382)","40'0""",,
15965763,North 2nd Avenue,residential,False,False,107.748,"LINESTRING (-94.015768 41.336375, -94.0157678 41.3364738, -94.015767 41.336869, -94.015765 41.337344)",,,
15965763,North 2nd Avenue,residential,False,True,105.866,"LINESTRING (-94.015768 41.336375, -94.0157681 41.3363143, -94.015769 41.335917, -94.01576 41.3355129, -94.015758 41.335423)",,,
15963995,West Green Street,residential,False,False,100.11000000000001,"LINESTRING (-94.016967 41.336384, -94.017794 41.336392, -94.018166 41.336392)","40'0""",,
15963995,West Green Street,residential,False,True,100.112,"LINESTRING (-94.016967 41.336384, -94.015942 41.336374, -94.0158835 41.3363743, -94.015768 41.336375)","40'0""",,
15965120,North 3rd Avenue,residential,False,False,107.203,"LINESTRING (-94.016967 41.336384, -94.0169646 41.3364754, -94.016954 41.33687, -94.016953 41.337348)",,,
15965120,North 3rd Avenue,residential,False,True,106.322,"LINESTRING (-94.016967 41.336384, -94.0169688 41.3363085, -94.016978 41.335923, -94.0169888 41.33551, -94.016991 41.335428)",,,
15963995,West Green Street,residential,False,True,100.021,"LINESTRING (-94.019364 41.336393, -94.018166 41.336392)","40'0""",,
15967577,North 5th Avenue,residential,False,False,106.193,"LINESTRING (-94.019364 41.336393, -94.0193633 41.3364718, -94.01936 41.336872, -94.019356 41.337348)",,,
15967577,North 5th Avenue,residential,False,True,105.974,"LINESTRING (-94.019364 41.336393, -94.0193651 41.3363068, -94.01937 41.335912, -94.0193759 41.3355131, -94.019377 41.33544)",,,
15964080,East Jefferson Street,residential,False,False,89.837,"LINESTRING (-94.008669 41.335439, -94.009745 41.335437)",,,
15964812,North 5th Street,residential,False,True,109.539,"LINESTRING (-94.008669 41.335439, -94.008659 41.334955, -94.008652 41.3345634, -94.00865 41.334454)",,,
15964080,East Jefferson Street,residential,False,False,100.19,"LINESTRING (-94.009745 41.335437, -94.010945 41.335435)",,,
15964080,East Jefferson Street,residential,False,True,89.837,"LINESTRING (-94.009745 41.335437, -94.008669 41.335439)",,,
15964607,North 4th Street,residential,False,False,107.19399999999999,"LINESTRING (-94.009745 41.335437, -94.009745 41.335921, -94.009739 41.336401)",,,
15964607,North 4th Street,residential,False,True,109.194,"LINESTRING (-94.009745 41.335437, -94.009742 41.334957, -94.0097396 41.3345604, -94.009739 41.334455)",,,
15964080,East Jefferson Street,residential,False,True,100.19,"LINESTRING (-94.010945 41.335435, -94.009745 41.335437)",,,
15964080,East Jefferson Street,residential,False,False,101.77799999999999,"LINESTRING (-94.010945 41.335435, -94.0113473 41.3354337, -94.0120662 41.3354313, -94.012164 41.335431)",,,
15966656,North 3rd Street,residential,False,False,107.082,"LINESTRING (-94.010945 41.335435, -94.010947 41.335919, -94.010951 41.336398)",,,
