osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,service,access,bridge
"[912239013, 29076502]",US 93 Business,North Orange Street,primary,30 mph,False,False,121.87500000000001,"LINESTRING (-113.998348 46.8733864, -113.9982661 46.8735146, -113.9981396 46.8737127, -113.9981249 46.8737358, -113.9980228 46.8738956, -113.9977847 46.8742669, -113.9977065 46.8743909)",,,,
94243585,US 93 Business,North Orange Street,primary,30 mph,False,True,116.09299999999999,"LINESTRING (-113.998348 46.8733864, -113.9984146 46.8732771, -113.9986338 46.8729173, -113.9987218 46.8727652, -113.9988252 46.8725863, -113.9988312 46.872576, -113.9988824 46.8725072, -113.9989552 46.8724302)",,,,
562522907,I 90 Business,West Broadway Street,primary,,False,False,115.264,"LINESTRING (-113.998348 46.8733864, -113.9981828 46.8733375, -113.9976705 46.8731858, -113.9971239 46.8730252, -113.9969557 46.8729758)",4,,,
901763543,I 90 Business,West Broadway Street,primary,,False,True,131.13599999999997,"LINESTRING (-113.998348 46.8733864, -113.9985349 46.873444, -113.9988907 46.8735536, -113.9991982 46.8736484, -113.9993145 46.8736842, -113.9995346 46.8737521, -113.9997935 46.873832, -113.9999206 46.8738713)",4,,,
5772557,,Station Drive,residential,,False,False,133.759,"LINESTRING (-113.9976444 46.8669587, -113.9976378 46.8670133, -113.9976445 46.8670488, -113.997665 46.8670731, -113.997698 46.867091, -113.9977533 46.8670979, -113.9978453 46.867102, -113.9979819 46.8671087, -113.998097 46.8671235, -113.998286 46.867153, -113.9985084 46.8672098, -113.9987107 46.8672847, -113.9989035 46.8673799, -113.999079 46.867494)",,,,
156724847,,South 3rd Street West,tertiary,25 mph,False,False,100.059,"LINESTRING (-113.9976444 46.8669587, -113.9981862 46.86696, -113.9983255 46.8669591, -113.998862 46.8669554, -113.9989605 46.8669544)",,,,
1182738919,,South 3rd Street West,tertiary,,False,False,29.599,"LINESTRING (-113.9976444 46.8669587, -113.9974322 46.8669239, -113.9972658 46.8668966)",,,,
5776131,,Myrtle Street,residential,,False,False,109.05199999999999,"LINESTRING (-113.9989605 46.8669544, -113.9989614 46.8668669, -113.9989664 46.8664647, -113.9989735 46.8660757, -113.9989795 46.8659738)",,,,
156724847,,South 3rd Street West,tertiary,25 mph,False,False,115.28999999999999,"LINESTRING (-113.9989605 46.8669544, -113.9990178 46.8669549, -113.9991103 46.8669548, -114.000338 46.8669541, -114.000477 46.866954)",,,,
156724847,,South 3rd Street West,tertiary,25 mph,False,True,100.059,"LINESTRING (-113.9989605 46.8669544, -113.998862 46.8669554, -113.9983255 46.8669591, -113.9981862 46.86696, -113.9976444 46.8669587)",,,,
5775803,,Hazel Street South,residential,,False,False,108.196,"LINESTRING (-114.000477 46.866954, -114.000476 46.8668729, -114.0004715 46.8664672, -114.000467 46.8660826, -114.000466 46.865981)",,,,
5775803,,Hazel Street South,residential,,False,True,110.08800000000001,"LINESTRING (-114.000477 46.866954, -114.0004751 46.867071, -114.0004699 46.8674573, -114.000464 46.867864, -114.000463 46.867944)",,,,
156724847,,South 3rd Street West,tertiary,25 mph,False,True,115.29,"LINESTRING (-114.000477 46.866954, -114.000338 46.8669541, -113.9991103 46.8669548, -113.9990178 46.8669549, -113.9989605 46.8669544)",,,,
5775731,,South Pattee Street,residential,,False,False,134.733,"LINESTRING (-113.9940684 46.8693437, -113.9941675 46.8691745, -113.9942273 46.8690725, -113.9943349 46.868889, -113.9943473 46.8688693, -113.9946827 46.868334, -113.9947701 46.8682322)",,,,
5775731,,South Pattee Street,residential,,False,True,51.396,"LINESTRING (-113.9940684 46.8693437, -113.9938531 46.869695, -113.9938071 46.86977)",,,,
141801129,,Bank Street,residential,,False,False,40.701,"LINESTRING (-113.9940684 46.8693437, -113.9941798 46.8693658, -113.9945825 46.8694459)",,,,
5769807,,Hartman Street,living_street,,False,False,82.731,"LINESTRING (-113.9898485 46.8680162, -113.9892999 46.8679632, -113.9891463 46.8679484, -113.9890844 46.8682041)",,,,
5769807,,Hartman Street,living_street,,False,True,82.731,"LINESTRING (-113.9890844 46.8682041, -113.9891463 46.8679484, -113.9892999 46.8679632, -113.9898485 46.8680162)",,,,
5775731,,South Pattee Street,residential,,False,False,51.396,"LINESTRING (-113.9938071 46.86977, -113.9938531 46.869695, -113.9940684 46.8693437)",,,,
156724845,,East Front Street,tertiary,,True,False,121.94500000000001,"LINESTRING (-113.9938071 46.86977, -113.9936886 46.8697488, -113.9929947 46.869625, -113.9923374 46.8695077, -113.992255 46.869493)",2,,,
5773557,,South Clay Street,residential,,False,False,110.247,"LINESTRING (-113.992255 46.869493, -113.9923324 46.8694121, -113.9925937 46.8689138, -113.9927246 46.8686549, -113.9927683 46.8685684)",2,,,
156724845,,East Front Street,tertiary,,True,False,41.078,"LINESTRING (-113.992255 46.869493, -113.9918707 46.8694408, -113.991725 46.869421)",2,,,
5776487,,Washington Street,residential,,True,False,91.29299999999999,"LINESTRING (-113.991725 46.869421, -113.9916933 46.8694975, -113.9915922 46.8697413, -113.9914453 46.8700954, -113.991395 46.8702104)",,,,
156724845,,East Front Street,tertiary,,True,False,91.535,"LINESTRING (-113.991725 46.869421, -113.9916023 46.8694018, -113.9912053 46.8693398, -113.9908351 46.8692834, -113.9906826 46.8692661, -113.990548 46.8692482)",2,,,
"[5772946, 1189196118]",,North Adams Street,residential,,False,False,94.08699999999999,"LINESTRING (-113.990548 46.8692482, -113.990513 46.8693485, -113.9904417 46.8695717, -113.990408 46.8696584, -113.9902467 46.8700687)",2,,,
156724845,,East Front Street,tertiary,,True,False,92.916,"LINESTRING (-113.990548 46.8692482, -113.9904149 46.8692306, -113.9902096 46.8692011, -113.9893443 46.8691039)",2,,,
156724845,,East Front Street,tertiary,,True,False,37.262,"LINESTRING (-113.9893443 46.8691039, -113.9888641 46.8690367)",2,,,
5775836,,Jefferson Street,residential,,False,False,94.867,"LINESTRING (-113.9893443 46.8691039, -113.989316 46.8691941, -113.9892854 46.8692907, -113.9892445 46.8694214, -113.9892218 46.8694937, -113.9891172 46.8698261, -113.989082 46.869938)",,,,
5771188,,Parsons Drive,residential,,True,False,94.196,"LINESTRING (-113.9888641 46.8690367, -113.9889056 46.8689479, -113.9890238 46.8684971, -113.9890844 46.8682041)",,,,
"[912391078, 300162982]",,North Higgins Avenue,secondary,25 mph,False,False,120.466,"LINESTRING (-113.9940497 46.8721084, -113.9939826 46.8722206, -113.9937497 46.8726098, -113.9934984 46.8730042, -113.9934333 46.8731064)",5,,,
562522909,I 90 Business,West Broadway Street,primary,,False,True,127.896,"LINESTRING (-113.9940497 46.8721084, -113.9942332 46.8721624, -113.9945638 46.8722598, -113.9947004 46.8723, -113.9954511 46.8725211, -113.9955949 46.8725635)",4,,,
912380367,I 90 Business;US 12 Business,East Broadway Street,primary,,False,False,116.969,"LINESTRING (-113.9940497 46.8721084, -113.9938947 46.872062, -113.993395 46.8719126, -113.993289 46.871881, -113.9927729 46.871726, -113.9926399 46.8716869)",4,,,
912391077,US 12 Business,North Higgins Avenue,primary,25 mph,False,True,114.85,"LINESTRING (-113.9940497 46.8721084, -113.9941093 46.8720112, -113.9943458 46.8716257, -113.9945808 46.8712649, -113.9946489 46.8711603)",5,,,
5774443,,Ryman Street,tertiary,,False,True,114.553,"LINESTRING (-113.9955949 46.8725635, -113.9956564 46.8724607, -113.9958779 46.8720907, -113.9959396 46.8719947, -113.9961091 46.8717308, -113.9961834 46.8716152)",,,,
562522909,I 90 Business,West Broadway Street,primary,,False,False,127.89599999999999,"LINESTRING (-113.9955949 46.8725635, -113.9954511 46.8725211, -113.9947004 46.8723, -113.9945638 46.8722598, -113.9942332 46.8721624, -113.9940497 46.8721084)",4,,,
912235787,,Ryman Street,tertiary,,False,False,121.823,"LINESTRING (-113.9955949 46.8725635, -113.995519 46.872687, -113.9952739 46.8730599, -113.9950188 46.8734544, -113.9949469 46.8735655)",,,,
912235788,I 90 Business,West Broadway Street,primary,,False,True,113.14599999999999,"LINESTRING (-113.9955949 46.8725635, -113.9957453 46.872609, -113.996266 46.8727668, -113.9968303 46.8729378, -113.9969557 46.8729758)",4,,,
562522907,I 90 Business,West Broadway Street,primary,,False,True,115.26400000000001,"LINESTRING (-113.9969557 46.8729758, -113.9971239 46.8730252, -113.9976705 46.8731858, -113.9981828 46.8733375, -113.998348 46.8733864)",4,,,
912235784,,Woody Street,residential,,False,False,120.957,"LINESTRING (-113.9969557 46.8729758, -113.9968814 46.8730921, -113.9967942 46.8732389, -113.9966477 46.8734854, -113.9964142 46.8738716, -113.996348 46.8739811)",,,,
912235788,I 90 Business,West Broadway Street,primary,,False,False,113.146,"LINESTRING (-113.9969557 46.8729758, -113.9968303 46.8729378, -113.996266 46.8727668, -113.9957453 46.872609, -113.9955949 46.8725635)",4,,,
912235789,,Woody Street,residential,,False,True,114.71,"LINESTRING (-113.9969557 46.8729758, -113.9970181 46.8728729, -113.9970869 46.872764, -113.9972578 46.872495, -113.9974824 46.8721358, -113.9975501 46.8720276)",,,,
562522906,I 90 Business,West Broadway Street,primary,,False,True,104.62,"LINESTRING (-113.9999206 46.8738713, -114.0000687 46.8739163, -114.0009082 46.8741712, -114.0011814 46.8742485)",4,,,
901763542,,Owen Street,residential,,False,True,68.668,"LINESTRING (-113.9999206 46.8738713, -113.9999931 46.8737657, -114.0002149 46.8734423, -114.0002318 46.8734104, -114.0002422 46.8733835, -114.000273 46.8733043)",,,,
901763543,I 90 Business,West Broadway Street,primary,,False,False,131.136,"LINESTRING (-113.9999206 46.8738713, -113.9997935 46.873832, -113.9995346 46.8737521, -113.9993145 46.8736842, -113.9991982 46.8736484, -113.9988907 46.8735536, -113.9985349 46.873444, -113.998348 46.8733864)",4,,,
156724835,,West Main Street,tertiary,,True,False,59.952,"LINESTRING (-113.9975501 46.8720276, -113.9976994 46.8720732, -113.9982702 46.8722475)",2,,,
912235789,,Woody Street,residential,,False,False,114.70999999999998,"LINESTRING (-113.9975501 46.8720276, -113.9974824 46.8721358, -113.9972578 46.872495, -113.9970869 46.872764, -113.9970181 46.8728729, -113.9969557 46.8729758)",,,,
139530715,,,busway,,True,False,121.76000000000002,"LINESTRING (-113.996348 46.8739811, -113.9962877 46.8739983, -113.9962185 46.874015, -113.9961692 46.8740133, -113.9961293 46.874004, -113.9960861 46.8739927, -113.9956053 46.8738476, -113.9951047 46.8736964, -113.9950592 46.8736769, -113.9950492 46.873669, -113.9950089 46.8736373, -113.9949774 46.8735976, -113.9949469 46.8735655)",,bus,no,
